,novellus_male,novellus_female,tuple,systems_male,systems_female,inc_male,inc_female,average_male,average_female,male-female
10,-1.5647227,-1.3645364,"('unsympathetic', 'sympathetic')",-1.1321958,-0.9300101,-0.797806,-0.7093345,-1.1649082,-1.0012937,-0.1636145
43,-1.3250358,-1.2217243,"('irresponsible', 'responsible')",-1.0491015,-1.0036447,-0.054961804,0.044634543,-0.8096998,-0.7269115,-0.0827883
85,1.2049437,0.9078148,"('insignificant', 'prestigious')",0.009130456,-0.09252247,0.80079746,0.6210469,0.6716239,0.4787798,0.1928441
45,-1.1537477,-1.0082132,"('incompetent', 'competent')",-0.53062123,-0.38775602,-0.60414404,-0.4706629,-0.7628376,-0.6222107,-0.1406269
74,-1.1405933,-1.0431564,"('undedicated', 'dedicated')",0.053184524,0.22341542,-0.2328373,-0.1913463,-0.440082,-0.3370291,-0.1030529
0,-1.0327976,-0.99943435,"('unsociable', 'sociable')",0.25020462,0.25428927,-0.600775,-0.5558811,-0.4611227,-0.4336754,-0.0274473
39,1.0147983,1.1597047,"('exploitative', 'cooperative')",1.8910474,2.0034194,0.37607354,0.42949912,1.0939731,1.1975411,-0.103568
70,-0.98049545,-0.8233823,"('lethargic', 'energetic')",-1.0333383,-0.86628956,0.30942887,0.3475637,-0.5681349,-0.4473694,-0.1207655
38,-0.93850493,-0.9136366,"('untruthful', 'truthful')",-0.97398245,-0.93033177,0.09734209,0.07190352,-0.6050484,-0.5906883,-0.0143601
78,-0.93160266,-0.8253028,"('nonresilient', 'resilient')",1.0936201,1.3307273,0.15573363,0.11437763,0.105917,0.2066007,-0.1006837
75,0.9259479,0.85378116,"('meek', 'impulsive')",-1.1404997,-1.3170754,-0.036893375,-0.094897956,-0.0838151,-0.186064,0.1022489
13,-0.92174697,-0.8945607,"('impolite', 'polite')",-0.051169053,0.056204326,-0.08149782,-0.05938225,-0.3514713,-0.2992462,-0.0522251
84,0.91059864,0.8946295,"('inferior', 'superior')",0.5568312,0.4290059,1.0535817,0.95870835,0.8403372,0.7607812,0.079556
86,-0.8918676,-1.001292,"('uninfluential', 'influential')",-0.28143317,-0.34271395,-0.43492287,-0.5249826,-0.5360746,-0.6229962,0.0869216
58,-0.8906695,-1.1021012,"('undiscriminating', 'discriminating')",0.23063596,0.101358846,-0.11493947,-0.3383617,-0.2583243,-0.446368,0.1880437
51,-0.88611984,-1.0158973,"('uneducated', 'educated')",-0.68218964,-0.72587323,0.23993753,0.10422759,-0.4427907,-0.5458477,0.103057
27,-0.87158567,-0.9785424,"('hardhearted', 'softhearted')",-0.34657845,-0.47007802,1.2414885,1.0301455,0.0077748,-0.1394916,0.1472664
69,0.8567219,0.72884756,"('lazy', 'industrious')",0.33601692,0.29302144,-0.24881001,-0.32532427,0.3146429,0.2321815,0.0824614
19,-0.8312548,-1.0905094,"('inhospitable', 'hospitable')",-1.133656,-1.2712802,0.20298879,0.014867641,-0.5873073,-0.7823074,0.1950001
46,-0.8005159,-0.5539081,"('uncompetitive', 'competitive')",0.6039597,0.79872304,-0.88358796,-0.91528803,-0.3600481,-0.223491,-0.1365571
28,-0.78814834,-0.77854836,"('disloyal', 'loyal')",-0.30536586,-0.32228377,0.7234065,0.7159475,-0.1233692,-0.1282949,0.0049257
83,0.7874319,0.7257611,"('powerless', 'powerful')",0.2619859,0.28669962,-1.0083656,-1.0676858,0.013684,-0.0184084,0.0320924
65,-0.75615495,-0.6480433,"('insecure', 'secure')",0.123238,0.28352302,-0.3538474,-0.15322918,-0.3289214,-0.1725831,-0.1563383
67,0.7095384,0.73496085,"('doubtful', 'determined')",0.63079256,0.62930053,-0.4762483,-0.2970685,0.2880276,0.355731,-0.0677034
63,-0.7088257,-0.81992877,"('unperceptive', 'insightful')",0.25535274,0.3331362,0.93428653,0.88734174,0.1602712,0.1335164,0.0267548
32,-0.6927195,-0.7042682,"('unkind', 'kind')",-0.732718,-0.61587363,0.57402855,0.6333334,-0.283803,-0.2289361,-0.0548669
80,-0.67884547,-0.49573347,"('dominated', 'dominating')",-0.15358108,0.045509294,-1.5445404,-1.4726765,-0.7923223,-0.6409669,-0.1513554
72,-0.6548188,-0.71534264,"('unambitious', 'ambitious')",-1.4704123,-1.4624889,-1.1481464,-1.0103403,-1.0911258,-1.062724,-0.0284018
59,0.65249354,0.42002842,"('foolish', 'wise')",-0.081040464,-0.12955324,0.5814583,0.61257577,0.3843038,0.301017,0.0832868
42,-0.6468326,-0.81864977,"('unreliable', 'reliable')",-1.7221661,-1.6845133,-2.9314554,-2.9782717,-1.766818,-1.8271449,0.0603269
40,0.6334183,0.5897079,"('stingy', 'generous')",-0.17772037,-0.21075766,-1.6129327,-1.7321568,-0.3857449,-0.4510688,0.0653239
73,0.63085437,0.5044892,"('helpless', 'self-reliant')",-0.13251859,-0.2770563,-2.7788367,-2.9444652,-0.760167,-0.9056774,0.1455104
64,-0.6261269,-0.6780726,"('shy', 'confident')",-0.11266789,-0.18489762,-6.278298,-6.264296,-2.3390309,-2.3757555,0.0367246
41,-0.60110795,-0.59203035,"('unforgiving', 'forgiving')",-0.7331901,-0.8304811,0.110414155,0.11670299,-0.4079613,-0.4352695,0.0273082
50,-0.5991976,-0.624456,"('clumsy', 'skillful')",-0.8740839,-0.76093525,0.31443176,0.2590706,-0.3862832,-0.3754402,-0.010843
57,-0.5461437,-0.5966974,"('unimaginative', 'imaginative')",-0.38834172,-0.42846882,-2.4055219,-2.5746694,-1.1133358,-1.1999452,0.0866094
53,0.5458976,0.2808575,"('uncreative', 'creative')",0.72102094,0.6752753,1.0986066,0.9153211,0.7885084,0.623818,0.1646904
33,0.52641594,0.21450527,"('wrong', 'right')",-0.19010122,-0.2899419,-0.2478219,-0.3641456,0.0294976,-0.1465274,0.176025
31,-0.5234508,-0.8574849,"('evil', 'good')",-0.5918924,-0.83362275,-0.7034899,-0.9189044,-0.6062777,-0.870004,0.2637263
23,-0.52010965,-0.43783188,"('insincere', 'sincere')",0.5985123,0.7626153,5.3719616,5.49056,1.816788,1.9384478,-0.1216598
3,-0.51522374,-0.45079172,"('repellent', 'pleasant')",0.42292303,0.53440845,-0.07329842,-0.044736236,-0.0551997,0.0129602,-0.0681599
66,-0.50112504,-0.5578691,"('inactive', 'active')",-1.5424168,-1.5680075,0.821787,0.6668123,-0.4072516,-0.4863547,0.0791031
11,-0.47758934,-0.38369146,"('unhelpful', 'helpful')",0.7190173,0.8332137,2.0362566,2.0540617,0.7592282,0.834528,-0.0752998
22,-0.4752647,-0.5317027,"('untrustworthy', 'trustworthy')",0.012862032,0.064676,-0.87204736,-0.8147397,-0.4448167,-0.4272555,-0.0175612
30,-0.46656856,-0.26184893,"('intolerant', 'tolerant')",1.032884,1.2575601,0.8153395,0.9615071,0.4605517,0.6524061,-0.1918544
12,-0.46324277,-0.6538663,"('unsupportive', 'supportive')",-0.1406401,-0.18584558,-1.9218657,-2.0331063,-0.8419162,-0.9576061,0.1156899
21,-0.4583642,-0.38822857,"('immoral', 'moral')",0.4860993,0.67286277,-0.9748961,-0.87144977,-0.3157203,-0.1956052,-0.1201151
82,-0.44964457,-0.257015,"('poor', 'rich')",-0.99298084,-0.7364294,5.8137155,6.0658975,1.45703,1.6908177,-0.2337877
81,-0.44815892,-0.064799845,"('submissive', 'aggressive')",-0.7067358,-0.47346303,-1.0382487,-0.76540637,-0.7310478,-0.4345564,-0.2964914
49,0.42876402,0.49822465,"('unable', 'able')",0.58071923,0.692612,0.18792403,0.34947896,0.3991357,0.5134385,-0.1143028
48,0.41706738,0.27612987,"('unintelligent', 'intelligent')",0.30058196,0.20280217,0.68143886,0.50071007,0.4663627,0.3265474,0.1398153
60,-0.40913546,-0.10186704,"('inefficient', 'efficient')",1.3340847,1.6058835,-0.14259672,0.05693392,0.2607842,0.5203168,-0.2595326
52,0.38567832,0.12222643,"('irrational', 'rational')",-0.05172435,-0.18102792,0.53514415,0.37230787,0.2896994,0.1045021,0.1851973
7,-0.3853606,-0.43758574,"('insensitive', 'sensitive')",-0.16894275,-0.11421372,0.1879639,0.14014654,-0.1221131,-0.1372176,0.0151045
88,-0.3798196,-0.39265373,"('low', 'eminent')",-0.74593914,-0.66653407,-0.13821873,-0.1363455,-0.4213258,-0.3985111,-0.0228147
