,rowan_male,rowan_female,tuple,companies_male,companies_female,plc_male,plc_female,average_male,average_female,male-female
76,3.0050147,3.433297,"('anxious', 'daring')",0.87358516,1.1398532,-0.6029339,-0.5076286,1.0918887,1.3551739,-0.2632852
6,-2.9938006,-3.6714196,"('distant', 'open')",-0.62959373,-1.0711254,1.0865004,0.93845016,-0.8456314,-1.2680317,0.4224003
65,2.9485793,3.515428,"('insecure', 'secure')",0.57619536,0.8530182,0.05510906,0.009001777,1.1932945,1.4591494,-0.2658549
59,-2.9353685,-3.2630277,"('foolish', 'wise')",-0.9460299,-1.0592612,0.57527107,0.49791375,-1.1020424,-1.2747917,0.1727493
43,2.8156872,3.2027297,"('irresponsible', 'responsible')",0.97459674,1.1399502,1.1249356,1.0136877,1.6384064,1.7854559,-0.1470495
5,-2.7440069,-3.288496,"('distant', 'outgoing')",-0.4112469,-0.74731654,0.71453696,0.6251863,-0.8135723,-1.1368753,0.323303
69,-2.6710875,-3.2967248,"('lazy', 'industrious')",-0.1748153,-0.15998448,0.21962446,0.08719676,-0.8754261,-1.1231709,0.2477448
16,-2.6375823,-2.7711554,"('unpopular', 'popular')",-1.5012681,-1.4356705,-0.22763003,-0.1732161,-1.4554935,-1.460014,0.0045205
79,-2.5050652,-2.834353,"('wavering', 'unwavering')",-0.85485446,-1.0870024,0.38079545,0.27377763,-0.9930414,-1.2158592,0.2228178
39,2.488942,2.6647048,"('exploitative', 'cooperative')",1.4707614,1.5113662,0.8094044,0.8120751,1.5897026,1.6627154,-0.0730128
13,2.4727864,2.9737453,"('impolite', 'polite')",0.5748662,0.8532776,-1.0334952,-1.0396705,0.6713858,0.9291175,-0.2577317
57,2.4714456,2.7100503,"('unimaginative', 'imaginative')",1.019021,1.0576859,-0.9540667,-1.1421576,0.8454666,0.8751929,-0.0297263
12,2.4235082,2.6058526,"('unsupportive', 'supportive')",1.3351561,1.3581434,-0.8473919,-0.98042303,0.9704241,0.9945243,-0.0241002
75,-2.4008949,-2.5601878,"('meek', 'impulsive')",-0.85547686,-0.90704274,-0.8959017,-0.8823281,-1.3840911,-1.4498529,0.0657618
4,-2.3760202,-2.6004224,"('disliked', 'liked')",0.15354836,-0.012444591,-4.023826,-4.403302,-2.0820993,-2.338723,0.2566237
19,-2.3003004,-2.5932398,"('inhospitable', 'hospitable')",-0.84052986,-1.1843624,0.1644029,0.04747451,-0.9921424,-1.2433759,0.2512335
21,2.3001933,2.7148101,"('immoral', 'moral')",0.7507277,0.8497067,-1.4894667,-1.5357393,0.5204848,0.6762592,-0.1557744
0,2.2635415,2.5710378,"('unsociable', 'sociable')",1.1226983,1.1929294,-0.744327,-0.6973892,0.8806376,1.0221926,-0.141555
74,2.2261503,2.4214258,"('undedicated', 'dedicated')",1.4566627,1.486888,1.2972691,1.2499917,1.6600273,1.7194351,-0.0594078
30,2.153513,2.5090299,"('intolerant', 'tolerant')",1.9346346,1.9961282,0.18683836,0.15943149,1.4249953,1.5548631,-0.1298678
23,2.1111286,2.572197,"('insincere', 'sincere')",0.45567524,0.574869,4.274049,4.4085436,2.2802842,2.5185366,-0.2382524
26,2.0479438,1.910494,"('hardhearted', 'benevolent')",2.1736875,2.0978653,3.3834946,3.273957,2.5350418,2.4274387,0.1076031
87,1.9957244,2.05485,"('unsuccessful', 'successful')",1.9138181,2.199681,1.5692899,1.6398723,1.8262774,1.9648012,-0.1385238
11,1.9791381,2.1778367,"('unhelpful', 'helpful')",0.60903114,0.73715305,1.1618743,1.1904335,1.2500145,1.3684743,-0.1184598
51,1.9747136,2.4689639,"('uneducated', 'educated')",-0.17554405,0.113119245,-0.33426332,-0.27786884,0.4883021,0.7680715,-0.2797694
24,1.9421916,2.23428,"('dishonest', 'honest')",0.53755635,0.35244524,1.0421574,0.8362191,1.1739685,1.1409814,0.0329871
42,1.9101925,2.1423235,"('unreliable', 'reliable')",0.60743344,0.6999725,-1.252703,-1.3951615,0.421641,0.4823782,-0.0607372
32,1.8687314,1.9637076,"('unkind', 'kind')",0.90742576,0.90929145,0.8147593,0.79198515,1.1969721,1.2216614,-0.0246893
63,1.8200252,2.147303,"('unperceptive', 'insightful')",1.0291234,1.3216511,0.92213744,1.0211759,1.2570954,1.49671,-0.2396146
50,-1.7633178,-1.7579601,"('clumsy', 'skillful')",-1.3397919,-1.3643084,-0.21169248,-0.27044502,-1.1049341,-1.1309045,0.0259704
68,-1.7112607,-1.337991,"('dependent', 'independent')",-0.92604095,-0.96673054,-1.0421847,-1.1009957,-1.2264954,-1.1352391,-0.0912563
22,1.7020912,2.198671,"('untrustworthy', 'trustworthy')",0.17655231,0.37210888,-0.62228984,-0.6204814,0.4187845,0.6500996,-0.2313151
61,1.6075108,1.7026083,"('illogical', 'logical')",0.9643851,0.78339076,1.1734016,1.1160419,1.2484325,1.2006803,0.0477522
77,1.5561239,1.6798788,"('unmotivated', 'motivated')",0.34767234,0.3186501,-1.3713586,-1.4474676,0.1774792,0.1836871,-0.0062079
48,1.5235624,1.7516307,"('unintelligent', 'intelligent')",0.1263834,0.0032900013,-0.3331342,-0.39179665,0.4389372,0.4543747,-0.0154375
37,1.5235342,1.4148096,"('fake', 'genuine')",0.16974682,0.054778546,0.85320646,0.82295585,0.8488291,0.7641813,0.0846478
72,1.4586383,1.775017,"('unambitious', 'ambitious')",0.3303755,0.35270095,0.7762308,0.66718674,0.8550816,0.9316349,-0.0765533
64,1.3069017,1.4750373,"('shy', 'confident')",1.0438278,1.1432744,-4.790093,-5.1498203,-0.8131212,-0.8438361,0.0307149
18,-1.2627153,-1.1597129,"('disagreeable', 'welcoming')",-0.6823765,-0.71579343,-0.64304286,-0.77627456,-0.8627116,-0.883927,0.0212154
29,-1.2557801,-1.4105912,"('unfair', 'fair')",-1.1650765,-1.3388959,-0.29856753,-0.36613974,-0.9064747,-1.0385423,0.1320676
83,1.2379336,1.1295924,"('powerless', 'powerful')",0.27976856,0.10919926,-0.1850313,-0.3364113,0.4442236,0.3007935,0.1434301
1,-1.2200477,-1.55099,"('unfriendly', 'friendly')",0.41215083,-0.08923124,2.722685,2.5569515,0.6382627,0.3055768,0.3326859
44,-1.1973091,-1.4272802,"('prejudiced', 'unprejudiced')",-0.585938,-0.6134737,-1.6293281,-1.6521846,-1.1375251,-1.2309794,0.0934543
28,1.1713376,1.3383298,"('disloyal', 'loyal')",0.63753176,0.49341738,1.1213391,1.0279212,0.9767361,0.9532228,0.0235133
34,-0.9833174,-0.9093995,"('mean', 'honorable')",0.36141208,0.2404331,4.010896,4.118361,1.1296636,1.1497982,-0.0201346
47,0.9801687,1.0855714,"('stupid', 'smart')",0.22502255,0.24937454,4.45166,4.6837707,1.8856171,2.0062389,-0.1206218
25,-0.94679075,-1.2729008,"('egoistic', 'altruistic')",1.1640095,0.8550024,1.6406441,1.5379654,0.6192876,0.3733557,0.2459319
58,0.87379384,1.0768267,"('undiscriminating', 'discriminating')",0.5632448,0.76353973,1.1349616,1.0954695,0.8573334,0.9786119,-0.1212785
78,0.8389858,0.9126852,"('nonresilient', 'resilient')",0.45010686,0.5010851,0.5518787,0.5011169,0.6136571,0.6382957,-0.0246386
9,0.76257014,0.5685596,"('unaffectionate', 'caring')",0.96081305,0.60329324,2.1134624,1.9408627,1.2789485,1.0375718,0.2413767
73,-0.74891627,-0.8465224,"('helpless', 'self-reliant')",0.46316892,0.3483569,-2.006878,-2.1606052,-0.7642084,-0.8862569,0.1220485
20,0.7029431,0.86842716,"('rough', 'thoughtful')",-0.29569507,-0.3020783,1.1965061,1.207331,0.5345847,0.5912266,-0.0566419
88,0.68782496,0.862991,"('low', 'eminent')",0.43503597,0.32567292,0.41178337,0.34649542,0.5115481,0.5117198,-0.0001717
40,0.64966255,0.73879117,"('stingy', 'generous')",0.81451756,0.7926196,-1.1752855,-1.312059,0.0962982,0.0731172,0.023181
82,0.62400955,0.74666035,"('poor', 'rich')",0.37281215,0.46268535,4.661453,4.9274106,1.8860916,2.0455855,-0.1594939
38,-0.58753765,-0.57984114,"('untruthful', 'truthful')",0.1462028,0.02345734,0.7508188,0.48696536,0.1031613,-0.0231395,0.1263008
8,-0.5421277,-0.88162994,"('unaffectionate', 'affectionate')",0.51880807,0.06914529,1.6920019,1.5413079,0.5562274,0.2429411,0.3132863
49,-0.53488714,-0.5234313,"('unable', 'able')",-0.45804,-0.5194137,-0.6261353,-0.7148679,-0.5396875,-0.5859043,0.0462168
33,-0.44426897,-0.67542785,"('wrong', 'right')",0.030755516,-0.0025306381,0.56210566,0.5154664,0.0495307,-0.054164,0.1036947
54,-0.41843602,-0.54083824,"('incapable', 'capable')",-0.18794376,-0.23309934,0.87619126,0.8556863,0.0899372,0.0272496,0.0626876
3,0.25162446,0.60076565,"('repellent', 'pleasant')",0.78764606,0.7769285,-0.35529882,-0.25299755,0.2279906,0.3748989,-0.1469083
84,0.21474807,0.32581645,"('inferior', 'superior')",-0.668897,-0.6806133,0.61268544,0.66421336,0.0528455,0.1031388,-0.0502933
27,-0.2062541,-0.54459196,"('hardhearted', 'softhearted')",0.63521075,0.36550865,0.70758986,0.67162114,0.3788488,0.1641793,0.2146695
66,-0.14247191,-0.42623985,"('inactive', 'active')",0.27189672,0.21585503,1.3422493,1.2325834,0.490558,0.3407329,0.1498251
71,0.1402016,0.026931673,"('diffident', 'self-confident')",0.7659337,0.62057513,0.804895,0.8021827,0.5703434,0.4832298,0.0871136
15,0.14004725,0.07796636,"('boring', 'funny')",-0.5127907,-0.5520593,0.014116116,0.02574987,-0.1195424,-0.1494477,0.0299053
17,0.13056977,-0.17692195,"('nasty', 'nice')",0.1228943,-0.13319468,-0.8824776,-0.8791653,-0.2096712,-0.3964273,0.1867561
2,0.055129126,0.010067433,"('unlikable', 'likable')",0.49887884,0.46019477,0.22933583,0.18671104,0.2611146,0.2189911,0.0421235
41,0.03944365,0.22743866,"('unforgiving', 'forgiving')",-0.31205937,-0.29155833,0.608879,0.56353426,0.1120878,0.1664715,-0.0543837
67,0.03389524,0.14854325,"('doubtful', 'determined')",-0.9431424,-0.90163976,-1.1323835,-0.9780793,-0.6805436,-0.5770586,-0.103485
53,0.033228353,-0.02936722,"('uncreative', 'creative')",1.113912,0.82600236,1.6018264,1.4624991,0.9163222,0.7530448,0.1632774
