,emc_male,emc_female,tuple,corp_male,corp_female,ma_male,ma_female,average_male,average_female,male-female
8,-2.010552,-2.2402923,"('unaffectionate', 'affectionate')",-0.7463835,-0.9703154,1.4321387,1.1872165,-0.4415989,-0.6744637,0.2328648
1,-1.8803515,-2.035851,"('unfriendly', 'friendly')",-0.04204444,-0.118287265,2.3648868,2.299707,0.1474969,0.0485229,0.098974
6,-1.6808468,-1.840572,"('distant', 'open')",-2.152893,-2.0715578,0.10624289,-0.044252057,-1.242499,-1.318794,0.076295
31,-1.6141275,-1.8397804,"('evil', 'good')",-0.6955899,-0.86706614,-1.0051224,-1.2064849,-1.1049466,-1.3044438,0.1994972
62,1.5693542,1.7908946,"('incompetent', 'brilliant')",1.5599989,1.816704,0.6529505,0.86816657,1.2607679,1.4919217,-0.2311538
9,-1.5053071,-1.5768034,"('unaffectionate', 'caring')",-0.27772436,-0.40008062,2.1066086,1.9169041,0.1078591,-0.0199933,0.1278524
60,1.437031,1.7122551,"('inefficient', 'efficient')",0.43372962,0.6841796,0.1452477,0.25879958,0.6720028,0.8850781,-0.2130753
80,1.400516,1.3179538,"('dominated', 'dominating')",0.6027419,0.32009265,-0.49911243,-0.5720134,0.5013819,0.3553444,0.1460375
56,1.3625559,1.6362276,"('impractical', 'practical')",0.7061077,1.2150856,-0.26568303,0.09281366,0.6009935,0.9813756,-0.3803821
35,-1.3527046,-1.2978487,"('corrupt', 'incorrupt')",-1.7468414,-1.4688692,-0.5723145,-0.48231912,-1.2239535,-1.0830123,-0.1409412
36,-1.3414062,-1.5803288,"('hostile', 'amicable')",-1.2977769,-1.3316654,0.017246068,0.03794736,-0.873979,-0.9580156,0.0840366
79,-1.1832687,-1.1597112,"('wavering', 'unwavering')",-2.047032,-1.7315899,-0.09001082,-0.16259861,-1.1067706,-1.0179666,-0.088804
5,-1.1768755,-1.2479506,"('distant', 'outgoing')",-1.3840624,-1.1645098,-0.32855925,-0.3376917,-0.9631657,-0.9167174,-0.0464483
18,-1.176504,-1.1048014,"('disagreeable', 'welcoming')",-0.52564895,-0.27432564,-0.19042933,-0.15488413,-0.6308608,-0.511337,-0.1195238
53,-1.1322491,-0.996656,"('uncreative', 'creative')",-0.37411273,-0.2738396,0.99946535,0.99004245,-0.1689655,-0.0934844,-0.0754811
54,-1.1159887,-1.0085895,"('incapable', 'capable')",-0.54888725,-0.28370997,1.4757565,1.4546127,-0.0630398,0.0541044,-0.1171442
81,1.1154921,1.2500373,"('submissive', 'aggressive')",0.5975023,0.6598089,-0.61786854,-0.61218804,0.3650419,0.4325527,-0.0675108
39,1.0732404,1.3934473,"('exploitative', 'cooperative')",0.7763236,0.98988116,-0.20205034,-0.013537662,0.5491712,0.7899303,-0.2407591
87,1.0394558,0.96742404,"('unsuccessful', 'successful')",2.3634925,1.8748161,0.5120006,0.5081079,1.304983,1.1167827,0.1882003
19,-1.0345397,-0.98632926,"('inhospitable', 'hospitable')",-1.0665082,-0.68963796,-0.30580613,-0.2534598,-0.8022847,-0.6431423,-0.1591424
25,-1.0219404,-1.0861835,"('egoistic', 'altruistic')",-0.07702865,0.07924928,1.0367353,1.1095967,-0.0207446,0.0342208,-0.0549654
66,-1.0120242,-1.0133588,"('inactive', 'active')",-0.56639194,-0.7431584,0.13693085,-0.0011928901,-0.4804951,-0.5859034,0.1054083
73,0.952687,1.0767612,"('helpless', 'self-reliant')",1.0023254,1.0106473,-3.9147155,-3.9401827,-0.6532344,-0.6175914,-0.035643
61,0.8744275,0.91255945,"('illogical', 'logical')",0.7037486,0.6834882,0.50051886,0.58635193,0.6928983,0.7274665,-0.0345682
85,-0.81836116,-0.84231484,"('insignificant', 'prestigious')",-0.4396995,-0.31294233,0.08259568,0.04686362,-0.3918217,-0.3694645,-0.0223572
67,0.813712,0.9045596,"('doubtful', 'determined')",0.38321662,0.49697506,-0.51897085,-0.41579834,0.2259859,0.3285788,-0.1025929
14,0.78472495,0.8778808,"('antisocial', 'social')",1.263432,1.437206,-1.1174216,-0.8327447,0.3102451,0.494114,-0.1838689
27,-0.77718425,-0.9349412,"('hardhearted', 'softhearted')",-0.11300566,-0.4222998,1.0927919,0.78333545,0.067534,-0.1913018,0.2588358
38,-0.7680238,-0.74841297,"('untruthful', 'truthful')",-0.38819274,-0.22357802,0.7970642,0.8186363,-0.1197174,-0.0511182,-0.0685992
28,-0.7664074,-0.7393475,"('disloyal', 'loyal')",-0.2550908,-0.12640803,1.527589,1.6275381,0.1686969,0.2539275,-0.0852306
30,0.73991984,1.0157292,"('intolerant', 'tolerant')",1.5451888,2.0541842,0.8441201,1.2363867,1.0430762,1.4354334,-0.3923572
26,-0.73974305,-0.8249641,"('hardhearted', 'benevolent')",2.0394402,1.959978,1.3388401,1.4409747,0.8795125,0.8586628,0.0208497
82,-0.7208943,-0.46415856,"('poor', 'rich')",1.3887507,1.6227959,7.3540287,7.49066,2.6739616,2.8830992,-0.2091376
21,0.65536153,0.8238305,"('immoral', 'moral')",0.3188003,0.49015498,-0.76752,-0.6597271,0.0688806,0.2180861,-0.1492055
52,-0.63935125,-0.8873672,"('irrational', 'rational')",-0.64434147,-0.7417818,0.50630355,0.318279,-0.2591297,-0.4369566,0.1778269
86,-0.63286555,-0.83269125,"('uninfluential', 'influential')",0.19913739,-0.12895757,0.34986854,0.16825455,-0.0279532,-0.2644648,0.2365116
76,0.6271511,0.93395525,"('anxious', 'daring')",-0.26643184,-0.03138438,-0.19094902,-0.18488267,0.0565901,0.2392294,-0.1826393
4,0.58498526,0.35047203,"('disliked', 'liked')",0.66847193,0.63400793,-6.873908,-6.888096,-1.8734837,-1.967872,0.0943883
11,0.53029746,0.6545988,"('unhelpful', 'helpful')",0.8804818,1.004743,1.8096495,1.9017206,1.0734762,1.1870208,-0.1135446
0,-0.52858514,-0.4538971,"('unsociable', 'sociable')",0.57200485,0.5618511,-0.47251177,-0.37916657,-0.1430307,-0.0904042,-0.0526265
23,-0.52713245,-0.37503296,"('insincere', 'sincere')",0.2624464,0.3239427,7.0378923,7.143311,2.2577354,2.3640736,-0.1063382
64,0.5136504,0.64964515,"('shy', 'confident')",0.29437053,0.2897078,-7.118809,-6.993641,-2.1035961,-2.018096,-0.0855001
84,0.50251436,0.5834215,"('inferior', 'superior')",0.86100876,1.1037747,0.060763277,0.21306153,0.4747621,0.6334193,-0.1586572
63,0.47512254,0.49932957,"('unperceptive', 'insightful')",1.2824397,1.1448624,1.4610887,1.3095179,1.0728836,0.9845699,0.0883137
51,0.47354728,0.49208203,"('uneducated', 'educated')",1.6221249,1.4000666,0.765449,0.6418551,0.9537071,0.8446679,0.1090392
3,0.46645218,0.5486116,"('repellent', 'pleasant')",0.5980889,0.42362475,0.5993325,0.5511018,0.5546246,0.5077794,0.0468452
70,0.4577368,0.6035121,"('lethargic', 'energetic')",0.47423342,0.6800678,0.42786026,0.4630863,0.4532768,0.5822221,-0.1289453
20,0.45746413,0.51101494,"('rough', 'thoughtful')",0.53954226,0.4601507,0.2570665,0.30189985,0.4180243,0.4243552,-0.0063309
17,-0.45700058,-0.3386107,"('nasty', 'nice')",-0.6294305,-0.4141581,-1.0636632,-0.97624457,-0.7166981,-0.5763378,-0.1403603
77,0.45576477,0.5266834,"('unmotivated', 'motivated')",-0.65766156,-0.41132107,-1.5742697,-1.3214481,-0.5920555,-0.4020286,-0.1900269
10,-0.4503607,-0.35524833,"('unsympathetic', 'sympathetic')",-0.78422534,-0.74166226,0.15255025,0.051768675,-0.3606786,-0.3483806,-0.012298
42,0.4495355,0.58467114,"('unreliable', 'reliable')",0.8698419,0.9990472,-2.8151217,-2.9195776,-0.4985814,-0.4452864,-0.053295
46,0.4340387,0.45086086,"('uncompetitive', 'competitive')",0.29599246,0.34400246,-0.97537833,-0.9521738,-0.0817824,-0.0524368,-0.0293456
16,-0.42746273,-0.45975938,"('unpopular', 'popular')",0.12297395,0.11458711,0.7548659,0.70371,0.1501257,0.1195126,0.0306131
41,-0.3890872,-0.40817443,"('unforgiving', 'forgiving')",0.8611594,0.95708096,0.1710434,0.20752777,0.2143719,0.2521448,-0.0377729
45,0.3821661,0.42001045,"('incompetent', 'competent')",0.6045382,0.69460535,0.10813044,0.15388092,0.3649449,0.4228323,-0.0578874
37,-0.37527856,-0.44993722,"('fake', 'genuine')",-0.47089362,-0.582436,0.30051664,0.08016706,-0.1818852,-0.317402,0.1355168
