,emc_male,emc_female,tuple,corp_male,corp_female,ma_male,ma_female,average_male,average_female,male-female
32,-0.36131585,-0.18556666,"('unkind', 'kind')",1.1403637,1.1792045,1.6900011,1.5820104,0.8230163,0.8585494,-0.0355331
33,0.36079752,0.10896242,"('wrong', 'right')",0.100716226,-0.066514105,-0.070972376,-0.18415356,0.1301805,-0.0472351,0.1774156
2,0.35622978,0.523983,"('unlikable', 'likable')",1.4022771,1.518729,0.6682477,0.77436113,0.8089182,0.9390244,-0.1301062
55,0.32012048,0.43649602,"('incompetent', 'clever')",0.77692205,0.6011603,0.0058052167,0.037336066,0.3676159,0.3583308,0.0092851
43,0.276016,0.4937939,"('irresponsible', 'responsible')",0.3219198,0.49899942,0.77819246,0.8018754,0.4587094,0.5982229,-0.1395135
7,0.26138014,0.36413673,"('insensitive', 'sensitive')",-0.17711246,-0.1681335,0.6180693,0.59463024,0.2341123,0.2635445,-0.0294322
59,-0.25813407,-0.29084632,"('foolish', 'wise')",-0.24912104,-0.42769578,0.75677603,0.65643823,0.0831737,-0.0207013,0.103875
65,0.24233274,0.4752692,"('insecure', 'secure')",0.16248843,0.16756758,-0.45451415,-0.328372,-0.0165643,0.1048216,-0.1213859
24,-0.23646519,-0.04991547,"('dishonest', 'honest')",-0.049884133,0.056853645,1.3698243,1.3380822,0.3611583,0.4483401,-0.0871818
78,-0.23091848,-0.4375651,"('nonresilient', 'resilient')",-0.27827618,-0.4419896,-0.088451385,-0.19579051,-0.1992154,-0.3584484,0.159233
47,0.23063035,0.2554342,"('stupid', 'smart')",0.24600099,0.22870657,5.9739075,5.9884195,2.1501795,2.1575201,-0.0073406
69,0.22759287,0.046882454,"('lazy', 'industrious')",0.36852875,0.20071916,-1.3932124,-1.4517238,-0.2656969,-0.4013741,0.1356772
12,0.19966266,0.08011161,"('unsupportive', 'supportive')",0.01968987,-0.14816707,-1.3836741,-1.5255197,-0.3881072,-0.5311917,0.1430845
48,-0.17685117,-0.19860011,"('unintelligent', 'intelligent')",0.4357992,0.23044242,0.2909355,0.2734632,0.1832945,0.1017685,0.081526
44,0.15692799,0.35394442,"('prejudiced', 'unprejudiced')",-0.9646561,-0.64911854,-1.5751717,-1.3867892,-0.7942999,-0.5606544,-0.2336455
40,0.12441664,-0.09077501,"('stingy', 'generous')",0.3863139,-0.03367885,-1.6674496,-1.9392219,-0.385573,-0.6878919,0.3023189
13,0.12403677,0.37180737,"('impolite', 'polite')",-0.34086674,-0.20996578,0.46047476,0.5214449,0.0812149,0.2277622,-0.1465473
72,0.113848686,0.095150806,"('unambitious', 'ambitious')",-0.31755564,-0.2831485,0.41542974,0.37654188,0.0705743,0.0628481,0.0077262
57,0.11142262,0.037014727,"('unimaginative', 'imaginative')",-0.15815033,-0.13245815,-3.4032571,-3.4065511,-1.1499949,-1.1673315,0.0173366
71,-0.106007114,0.01906373,"('diffident', 'self-confident')",-0.24463204,-0.11446917,0.54619247,0.71208024,0.0651844,0.2055583,-0.1403739
15,0.0865385,0.098429956,"('boring', 'funny')",-0.26463896,0.15406114,0.01588019,0.121734306,-0.0540734,0.1247418,-0.1788152
75,0.08135845,0.09514231,"('meek', 'impulsive')",-0.7572341,-0.6445731,-0.67608464,-0.8529089,-0.4506534,-0.4674466,0.0167932
22,-0.07341553,-0.06778045,"('untrustworthy', 'trustworthy')",0.43150955,0.43592837,-1.0416988,-0.9116568,-0.2278683,-0.1811696,-0.0466987
50,0.060125414,-0.037240233,"('clumsy', 'skillful')",-0.0759367,-0.3036508,0.8236314,0.705936,0.2692734,0.1216817,0.1475917
88,0.055351913,0.2696793,"('low', 'eminent')",0.053759858,0.6032191,0.12765314,0.25691763,0.0789216,0.3766054,-0.2976838
29,-0.053017765,0.013593461,"('unfair', 'fair')",-0.34646407,-0.31361988,-0.9534173,-1.1170031,-0.4509664,-0.4723432,0.0213768
74,0.048016734,0.12868164,"('undedicated', 'dedicated')",0.4610155,0.4508003,0.04096897,0.07363215,0.1833337,0.2177047,-0.034371
83,0.043972358,0.10305443,"('powerless', 'powerful')",-0.30217057,-0.09360055,-1.1049649,-1.0173637,-0.4543877,-0.3359699,-0.1184178
68,0.04113832,0.19459479,"('dependent', 'independent')",-0.73194844,-0.6566919,-0.68613684,-0.82702935,-0.4589823,-0.4297088,-0.0292735
34,0.035289843,0.17117733,"('mean', 'honorable')",0.78519964,0.95896363,5.527222,5.6258187,2.1159039,2.2519865,-0.1360826
58,0.029883208,-0.009696983,"('undiscriminating', 'discriminating')",0.52521676,0.586441,-0.3695405,-0.37512392,0.0618532,0.0672067,-0.0053535
49,0.007881755,0.1178083,"('unable', 'able')",-0.17903236,0.015761849,-0.19926709,0.029999748,-0.1234726,0.0545233,-0.1779959
