,microsoft_male,microsoft_female,tuple,corp_male,corp_female,average_male,average_female,male-female
39,2.083044,2.0817893,"('exploitative', 'cooperative')",0.23387057,0.15606414,1.1584573,1.1189266,0.0395307
61,2.0774841,2.0996175,"('illogical', 'logical')",0.94065404,1.0731765,1.5090691,1.5863969,-0.0773278
53,1.7947392,2.017714,"('uncreative', 'creative')",0.7926381,1.0628386,1.2936887,1.5402763,-0.2465876
84,1.6818646,1.6339622,"('inferior', 'superior')",1.3790877,1.456976,1.5304761,1.545469,-0.0149929
23,1.5503819,1.4726404,"('insincere', 'sincere')",6.119385,5.8111887,3.8348832,3.6419146,0.1929686
26,1.4769858,1.6796533,"('hardhearted', 'benevolent')",0.8757023,1.0942351,1.176344,1.3869442,-0.2106002
54,1.470814,1.3798511,"('incapable', 'capable')",0.79096055,0.78296024,1.1308873,1.0814056,0.0494817
81,-1.4628302,-1.5202464,"('submissive', 'aggressive')",0.014116645,0.030015267,-0.7243568,-0.7451156,0.0207588
1,1.4557096,1.6119386,"('unfriendly', 'friendly')",0.50151825,0.5708344,0.9786139,1.0913866,-0.1127727
9,1.3765371,1.4290447,"('unaffectionate', 'caring')",0.36749923,0.21064487,0.8720182,0.8198448,0.0521734
71,1.3051791,1.195207,"('diffident', 'self-confident')",-0.028763222,-0.08772827,0.638208,0.5537394,0.0844686
4,-1.294349,-1.0858815,"('disliked', 'liked')",-6.711818,-6.2994065,-4.0030837,-3.6926441,-0.3104396
85,1.2774863,1.7164149,"('insignificant', 'prestigious')",-1.3318447,-1.0435698,-0.0271792,0.3364226,-0.3636018
6,1.2458767,1.5432696,"('distant', 'open')",-1.5886436,-1.603945,-0.1713834,-0.0303377,-0.1410457
44,-1.1864275,-1.2230679,"('prejudiced', 'unprejudiced')",-1.2980499,-1.3716578,-1.2422388,-1.2973628,0.055124
5,1.1305913,1.2656474,"('distant', 'outgoing')",-1.415944,-1.5291405,-0.1426764,-0.1317465,-0.0109299
42,-1.1037769,-0.8874467,"('unreliable', 'reliable')",-2.5413096,-2.2709882,-1.8225433,-1.5792174,-0.2433259
70,-1.0377005,-0.9884555,"('lethargic', 'energetic')",1.2127692,1.2581182,0.0875343,0.1348313,-0.047297
14,-1.021034,-1.0840435,"('antisocial', 'social')",0.21252002,0.25052974,-0.404257,-0.4167569,0.0124999
57,-1.0148009,-0.91371655,"('unimaginative', 'imaginative')",-2.4418058,-2.1565318,-1.7283034,-1.5351242,-0.1931792
0,-0.97579396,-1.1402869,"('unsociable', 'sociable')",0.10370117,0.18343091,-0.4360464,-0.478428,0.0423816
45,-0.9730221,-0.7406506,"('incompetent', 'competent')",-0.025397286,-0.029466499,-0.4992097,-0.3850586,-0.1141511
8,0.9214857,1.0313284,"('unaffectionate', 'affectionate')",-0.5380349,-0.67020726,0.1917254,0.1805606,0.0111648
33,0.9171518,0.8671615,"('wrong', 'right')",-1.2056986,-1.1987145,-0.1442734,-0.1657765,0.0215031
62,0.84611475,0.8842838,"('incompetent', 'brilliant')",1.012167,1.0822618,0.9291409,0.9832728,-0.0541319
24,0.8440029,0.9839234,"('dishonest', 'honest')",1.2181412,1.3348073,1.031072,1.1593653,-0.1282933
12,0.80071735,0.86586994,"('unsupportive', 'supportive')",-1.7223076,-1.7018155,-0.4607951,-0.4179728,-0.0428223
10,-0.78153056,-0.715997,"('unsympathetic', 'sympathetic')",0.58288205,0.5771791,-0.0993243,-0.069409,-0.0299153
25,0.76885104,0.8546969,"('egoistic', 'altruistic')",0.21694179,0.40777045,0.4928964,0.6312337,-0.1383373
76,-0.7600363,-0.6192156,"('anxious', 'daring')",0.43744034,0.7184587,-0.161298,0.0496216,-0.2109196
37,-0.74422044,-0.72411126,"('fake', 'genuine')",0.36132193,0.330909,-0.1914493,-0.1966011,0.0051518
83,0.7362237,0.7111419,"('powerless', 'powerful')",-0.1494266,0.061235897,0.2933986,0.3861889,-0.0927903
3,-0.7218289,-0.6809266,"('repellent', 'pleasant')",1.1577818,1.1969032,0.2179765,0.2579883,-0.0400118
50,-0.6729592,-0.44986123,"('clumsy', 'skillful')",-0.09161994,-0.27712056,-0.3822896,-0.3634909,-0.0187987
74,0.66393423,0.90083265,"('undedicated', 'dedicated')",0.14302555,0.44589093,0.4034799,0.6733618,-0.2698819
27,-0.6635648,-0.8547498,"('hardhearted', 'softhearted')",0.07247939,-0.20000559,-0.2955427,-0.5273777,0.231835
47,0.6400949,0.6743482,"('stupid', 'smart')",4.683906,4.4021416,2.6620004,2.538245,0.1237554
20,0.637362,0.5799706,"('rough', 'thoughtful')",0.98847455,0.8551453,0.8129183,0.7175579,0.0953604
86,0.632296,0.6634785,"('uninfluential', 'influential')",0.30133584,0.50622475,0.4668159,0.5848516,-0.1180357
64,-0.6235132,-0.4715553,"('shy', 'confident')",-5.311914,-5.084693,-2.9677136,-2.7781241,-0.1895895
2,0.618489,0.8027282,"('unlikable', 'likable')",0.50898564,0.5991007,0.5637373,0.7009144,-0.1371771
75,-0.60932356,-0.4771455,"('meek', 'impulsive')",-0.62025106,-0.58082926,-0.6147873,-0.5289874,-0.0857999
59,0.57323295,0.8559317,"('foolish', 'wise')",-0.7264283,-0.8686633,-0.0765977,-0.0063658,-0.0702319
35,-0.5443338,-0.4563498,"('corrupt', 'incorrupt')",-1.6446306,-1.8284341,-1.0944822,-1.1423919,0.0479097
34,0.5286824,0.44037178,"('mean', 'honorable')",5.492337,5.3343906,3.0105097,2.8873813,0.1231284
49,0.4974707,0.35554954,"('unable', 'able')",-0.22348237,-0.31983885,0.1369942,0.0178553,0.1191389
63,0.4770205,0.59596753,"('unperceptive', 'insightful')",0.97954935,0.9935782,0.728285,0.7947729,-0.0664879
11,0.46287298,0.37553555,"('unhelpful', 'helpful')",2.9927962,2.8883047,1.7278346,1.6319201,0.0959145
82,-0.4497147,-0.38222185,"('poor', 'rich')",6.174749,6.0404043,2.8625171,2.8290913,0.0334258
80,-0.41791695,-0.4454294,"('dominated', 'dominating')",-0.090380065,0.009174664,-0.2541485,-0.2181274,-0.0360211
69,0.40688834,0.52930105,"('lazy', 'industrious')",-1.5493138,-1.6212178,-0.5712127,-0.5459584,-0.0252543
29,-0.40631863,-0.40778583,"('unfair', 'fair')",-0.28580436,-0.37406576,-0.3460615,-0.3909258,0.0448643
68,-0.39874357,-0.4512929,"('dependent', 'independent')",-0.62263143,-0.5486149,-0.5106875,-0.4999539,-0.0107336
66,-0.3855769,-0.22011012,"('inactive', 'active')",0.15475401,0.27432647,-0.1154114,0.0271082,-0.1425196
56,0.3718382,0.25558537,"('impractical', 'practical')",0.20861797,0.3118025,0.2902281,0.2836939,0.0065342
