,microsoft_male,microsoft_female,tuple,corp_male,corp_female,average_male,average_female,male-female
51,-0.36203194,-0.38568354,"('uneducated', 'educated')",1.518557,1.6048734,0.5782625,0.6095949,-0.0313324
48,0.3614522,0.18560979,"('unintelligent', 'intelligent')",0.8613252,0.6874945,0.6113887,0.4365522,0.1748365
17,-0.35517007,-0.30035058,"('nasty', 'nice')",-0.7819457,-0.75900525,-0.5685579,-0.5296779,-0.03888
52,0.3465624,0.46539015,"('irrational', 'rational')",-1.1682879,-1.2757947,-0.4108627,-0.4052023,-0.0056604
65,-0.34268153,-0.45902023,"('insecure', 'secure')",0.36632884,0.31180882,0.0118237,-0.0736057,0.0854294
60,0.33852664,0.16394,"('inefficient', 'efficient')",0.9486505,0.93865323,0.6435885,0.5512966,0.0922919
13,-0.32560617,-0.4976927,"('impolite', 'polite')",-0.3272909,-0.39593846,-0.3264485,-0.4468156,0.1203671
16,-0.3144966,-0.03181272,"('unpopular', 'popular')",-0.09777422,-0.05954182,-0.2061354,-0.0456773,-0.1604581
78,0.3071413,0.30806512,"('nonresilient', 'resilient')",0.3476221,0.40594828,0.3273817,0.3570067,-0.029625
38,0.30379423,0.27356192,"('untruthful', 'truthful')",0.12635706,0.07965965,0.2150756,0.1766108,0.0384648
73,0.3021398,0.43438545,"('helpless', 'self-reliant')",-3.4912682,-3.368551,-1.5945642,-1.4670827,-0.1274815
31,-0.29105628,-0.23614886,"('evil', 'good')",-1.8637593,-2.0180445,-1.0774078,-1.1270967,0.0496889
32,0.2838645,0.25492358,"('unkind', 'kind')",0.8990763,0.81349283,0.5914704,0.5342082,0.0572622
55,-0.2696555,-0.32810673,"('incompetent', 'clever')",1.042888,1.1259124,0.3866163,0.3989028,-0.0122865
30,0.26879388,0.11631966,"('intolerant', 'tolerant')",0.43481472,0.26257893,0.3518043,0.1894493,0.162355
28,-0.23881301,-0.30455613,"('disloyal', 'loyal')",1.3889875,1.3804181,0.5750872,0.537931,0.0371562
43,-0.21875255,-0.25332373,"('irresponsible', 'responsible')",0.8768996,0.8530742,0.3290735,0.2998752,0.0291983
87,0.18459068,0.18500157,"('unsuccessful', 'successful')",0.8448616,0.97921246,0.5147262,0.582107,-0.0673808
72,0.17474368,0.13240822,"('unambitious', 'ambitious')",-0.3223546,-0.3456067,-0.0738055,-0.1065992,0.0327937
22,0.15541588,0.3168544,"('untrustworthy', 'trustworthy')",-0.34322774,-0.33380395,-0.0939059,-0.0084748,-0.0854311
88,-0.12364034,0.03750668,"('low', 'eminent')",-0.36150724,-0.2527455,-0.2425738,-0.1076194,-0.1349544
36,-0.11508392,-0.079673074,"('hostile', 'amicable')",-1.3442723,-1.3935741,-0.7296781,-0.7366236,0.0069455
77,-0.11407916,-0.20021154,"('unmotivated', 'motivated')",-0.59027934,-0.46833324,-0.3521793,-0.3342724,-0.0179069
46,-0.08351486,0.039882362,"('uncompetitive', 'competitive')",0.2931423,0.57098216,0.1048137,0.3054323,-0.2006186
15,-0.074882865,-0.16080831,"('boring', 'funny')",-0.5428602,-0.5046289,-0.3088715,-0.3327186,0.0238471
58,0.06015139,0.20004393,"('undiscriminating', 'discriminating')",0.54614717,0.76219136,0.3031493,0.4811176,-0.1779683
41,0.04850225,0.10253358,"('unforgiving', 'forgiving')",-0.3375398,-0.604138,-0.1445188,-0.2508022,0.1062834
18,-0.038236015,0.21326175,"('disagreeable', 'welcoming')",-0.95673203,-0.9544093,-0.497484,-0.3705738,-0.1269102
79,-0.027310919,0.13517353,"('wavering', 'unwavering')",-0.6309887,-0.57223886,-0.3291498,-0.2185327,-0.1106171
40,-0.021418842,0.15654564,"('stingy', 'generous')",-2.1741643,-2.0344534,-1.0977916,-0.9389539,-0.1588377
7,0.020218248,-0.0063970797,"('insensitive', 'sensitive')",0.72240233,0.76633596,0.3713103,0.3799694,-0.0086591
21,0.01404565,0.06904809,"('immoral', 'moral')",0.032987155,0.108930424,0.0235164,0.0889893,-0.0654729
19,-0.013268648,0.077370204,"('inhospitable', 'hospitable')",-0.8831241,-0.82347834,-0.4481964,-0.3730541,-0.0751423
67,-0.011055265,-0.0475429,"('doubtful', 'determined')",-0.17892669,-0.2340737,-0.094991,-0.1408083,0.0458173
