,yum_male,yum_female,tuple,brands_male,brands_female,inc_male,inc_female,average_male,average_female,male-female
10,-1.7860492,-1.9822667,"('unsympathetic', 'sympathetic')",0.29201025,0.103210695,-0.17543726,-0.275564,-0.5564921,-0.7182066,0.1617145
86,-1.7254118,-1.9104103,"('uninfluential', 'influential')",0.11112253,-0.000254903,0.24868704,0.050787732,-0.4552008,-0.6199592,0.1647584
57,-1.4568628,-1.8470145,"('unimaginative', 'imaginative')",-0.57177484,-0.71041435,-2.0129979,-2.419486,-1.3472118,-1.6589716,0.3117598
53,-1.4413185,-1.2666329,"('uncreative', 'creative')",0.468064,0.8515853,0.8385519,0.73227644,-0.0449009,0.105743,-0.1506439
73,1.4361311,1.7949834,"('helpless', 'self-reliant')",1.0819762,1.3099401,-2.789593,-2.4374328,-0.0904952,0.2224969,-0.3129921
66,-1.4022139,-1.1813301,"('inactive', 'active')",-0.95544755,-0.8267128,0.42330158,0.49321508,-0.6447866,-0.5049426,-0.139844
3,-1.3098742,-1.3082118,"('repellent', 'pleasant')",-0.35557622,-0.2695751,0.21411783,0.17516617,-0.4837775,-0.4675403,-0.0162372
8,-1.3090111,-1.0961248,"('unaffectionate', 'affectionate')",-0.6066803,-0.44183066,0.33274463,0.39322293,-0.5276489,-0.3815775,-0.1460714
59,1.2745515,1.2239449,"('foolish', 'wise')",-0.3265044,-0.15554157,-0.03170543,0.27952284,0.3054472,0.4493087,-0.1438615
40,-1.2179854,-1.1637903,"('stingy', 'generous')",-0.5268648,-0.394062,-1.3561409,-1.4322947,-1.0336637,-0.9967157,-0.036948
46,-1.207601,-1.2701833,"('uncompetitive', 'competitive')",1.6646849,1.4511133,0.16079709,0.021839306,0.2059604,0.0675898,0.1383706
72,-1.2046156,-0.9994173,"('unambitious', 'ambitious')",-0.99374187,-0.82945496,-1.0680952,-0.9677974,-1.0888176,-0.9322232,-0.1565944
6,-1.1287186,-0.55820614,"('distant', 'open')",-1.104011,-0.6013236,-0.25521967,0.10659112,-0.8293165,-0.3509795,-0.478337
9,-1.1170174,-1.1077659,"('unaffectionate', 'caring')",0.28160638,0.432302,0.87679756,0.99401915,0.0137955,0.1061851,-0.0923896
50,1.0732031,1.166275,"('clumsy', 'skillful')",-0.08664049,0.25562766,0.41256654,0.59695274,0.4663764,0.6729518,-0.2065754
33,1.0630454,1.019765,"('wrong', 'right')",0.32134622,0.5296416,-0.75847083,-0.6332812,0.2086402,0.3053752,-0.096735
88,-1.0189272,-1.1410998,"('low', 'eminent')",0.25554904,0.27711117,0.06757429,0.0900272,-0.2319346,-0.2579871,0.0260525
1,-1.0026971,-0.7825147,"('unfriendly', 'friendly')",0.48740822,0.641815,1.3208469,1.3133543,0.2685193,0.3908849,-0.1223656
15,0.97721267,0.60094637,"('boring', 'funny')",0.100525305,0.05518905,0.42358196,0.29409504,0.50044,0.3167435,0.1836965
42,0.9379517,0.84411687,"('unreliable', 'reliable')",0.720249,0.9792019,-2.4378967,-2.1401207,-0.2598987,-0.1056007,-0.154298
0,-0.9213517,-1.2498771,"('unsociable', 'sociable')",1.1389679,0.6881249,-0.17908266,-0.41569498,0.0128445,-0.3258157,0.3386602
14,-0.91766244,-1.1539239,"('antisocial', 'social')",0.7278602,0.52113366,-0.6994507,-0.94129574,-0.2964176,-0.5246953,0.2282777
77,-0.9029134,-1.0360291,"('unmotivated', 'motivated')",0.22935888,0.12753974,-1.1257466,-1.2650125,-0.599767,-0.7245007,0.1247337
81,-0.886686,-1.4811729,"('submissive', 'aggressive')",0.27502397,-0.11333934,-0.41598517,-0.6559203,-0.3425491,-0.7501442,0.4075951
26,-0.8575209,-0.7520218,"('hardhearted', 'benevolent')",0.70691854,0.6604215,1.0828189,1.0504273,0.3107388,0.319609,-0.0088702
82,-0.82598495,-0.7160649,"('poor', 'rich')",0.7272203,0.773141,6.0560684,6.006134,1.985768,2.02107,-0.035302
58,-0.8248204,-0.47404665,"('undiscriminating', 'discriminating')",0.2390861,0.44548547,0.037795134,-0.012122456,-0.1826464,-0.0135612,-0.1690852
48,-0.819014,-1.2061552,"('unintelligent', 'intelligent')",-0.38757563,-0.6804248,0.67878515,0.35501733,-0.1759349,-0.5105209,0.334586
28,-0.815022,-0.9513981,"('disloyal', 'loyal')",-0.27476004,-0.44524217,0.8514815,0.7663083,-0.0794335,-0.2101107,0.1306772
69,0.81097984,1.1284283,"('lazy', 'industrious')",0.048001274,0.24718797,-0.9373063,-0.75480986,-0.0261084,0.2069355,-0.2330439
56,0.79840106,0.59252834,"('impractical', 'practical')",1.852513,1.7177293,0.25034904,0.28053248,0.9670877,0.8635968,0.1034909
70,-0.78918874,-0.9031833,"('lethargic', 'energetic')",0.563244,0.63364303,1.2255645,1.2135298,0.3332066,0.3146632,0.0185434
34,-0.73951864,-0.48307535,"('mean', 'honorable')",0.35765293,0.33866987,6.188798,6.1873612,1.9356441,2.0143186,-0.0786745
78,-0.6850442,-0.548947,"('nonresilient', 'resilient')",1.0171169,1.2293042,0.5718002,0.733715,0.3012909,0.4713574,-0.1700665
83,-0.6501799,-0.62477714,"('powerless', 'powerful')",0.32551745,0.57404053,-0.6784943,-0.67073184,-0.3343856,-0.2404895,-0.0938961
39,0.6499404,0.42553064,"('exploitative', 'cooperative')",1.4224095,1.0299846,0.34632638,0.25788042,0.8062255,0.5711319,0.2350936
11,-0.6498976,-0.9562778,"('unhelpful', 'helpful')",0.64146626,0.61217374,2.3310213,2.3183074,0.7741966,0.6580678,0.1161288
64,-0.6436701,-0.95191956,"('shy', 'confident')",-0.1415126,-0.353851,-5.8059907,-5.876771,-2.1970577,-2.3941805,0.1971228
12,-0.6225629,-0.5105799,"('unsupportive', 'supportive')",0.8069309,1.0853673,-1.2156636,-0.9890865,-0.3437652,-0.1380997,-0.2056655
17,0.6156869,0.54889286,"('nasty', 'nice')",-0.89454013,-0.8722327,-0.8655704,-0.8340375,-0.3814746,-0.3857924,0.0043178
4,0.5878365,0.68966556,"('disliked', 'liked')",-0.36600772,-0.16383131,-5.807363,-5.734701,-1.8618447,-1.736289,-0.1255557
67,0.56055903,0.43282083,"('doubtful', 'determined')",-0.09813343,-0.0661317,-0.45759037,-0.39894584,0.0016117,-0.0107522,0.0123639
21,-0.552847,-0.74856526,"('immoral', 'moral')",0.69032073,0.574335,-0.4893867,-0.47904125,-0.1173043,-0.2177572,0.1004529
31,-0.5511691,-0.31382012,"('evil', 'good')",-1.8180147,-1.7061658,-1.4311322,-1.3796136,-1.266772,-1.1331999,-0.1335721
7,-0.55065686,-0.65692085,"('insensitive', 'sensitive')",0.6956167,0.7327173,1.0527161,1.064494,0.3992253,0.3800968,0.0191285
36,-0.5494334,-0.10705325,"('hostile', 'amicable')",-2.0274456,-1.7653785,-0.69116414,-0.7257114,-1.0893477,-0.8660477,-0.2233
45,-0.51782894,-0.70533514,"('incompetent', 'competent')",0.3637365,0.15835503,-0.11754684,-0.41755718,-0.0905464,-0.3215124,0.230966
5,-0.49858177,0.013140313,"('distant', 'outgoing')",-0.41959482,0.051708266,-0.58144283,-0.15315871,-0.4998732,-0.0294367,-0.4704365
38,-0.49769172,-0.30748826,"('untruthful', 'truthful')",-0.51600665,-0.33020103,0.053477976,0.30548963,-0.3200734,-0.1107332,-0.2093402
47,-0.47513327,-0.5147174,"('stupid', 'smart')",1.0308245,1.0257839,5.132858,5.074092,1.896183,1.8617194,0.0344636
61,-0.4745246,-0.4392882,"('illogical', 'logical')",-0.23726225,-0.2528222,-0.054732613,0.03384809,-0.2555065,-0.2194208,-0.0360857
18,-0.43913215,-0.07866517,"('disagreeable', 'welcoming')",-0.8292355,-0.44387496,-0.2969392,-0.03297247,-0.521769,-0.1851708,-0.3365982
30,0.41156012,0.14533833,"('intolerant', 'tolerant')",1.6245108,1.4277079,1.347948,1.3206657,1.1280063,0.9645707,0.1634356
25,-0.4031761,-0.30367064,"('egoistic', 'altruistic')",-0.5648774,-0.30079886,1.0749072,1.095802,0.0356179,0.1637775,-0.1281596
60,-0.39083058,-0.709916,"('inefficient', 'efficient')",2.0281813,1.7445157,0.57651716,0.42509085,0.737956,0.4865635,0.2513925
19,-0.3607472,0.09021886,"('inhospitable', 'hospitable')",-0.51993936,-0.2598705,0.04989487,0.2764665,-0.2769306,0.0356049,-0.3125355
65,-0.3547843,-0.9760519,"('insecure', 'secure')",0.64591545,0.112773195,0.11468691,-0.026312312,0.1352727,-0.2965303,0.431803
71,0.3519211,0.2738911,"('diffident', 'self-confident')",2.3273942,2.3068578,0.38596576,0.5216402,1.0217604,1.0341298,-0.0123694
54,-0.34385055,-0.1187847,"('incapable', 'capable')",0.5874832,0.8543021,1.065723,1.2931678,0.4364519,0.6762284,-0.2397765
51,-0.31643397,-0.55709165,"('uneducated', 'educated')",0.17304455,-0.09033188,1.0830486,0.8619935,0.3132197,0.0715233,0.2416964
52,-0.31386966,-0.2367071,"('irrational', 'rational')",-1.3737252,-1.3381157,-0.6191318,-0.75284934,-0.7689089,-0.7758907,0.0069818
84,0.31129068,0.065505736,"('inferior', 'superior')",0.3755896,0.19271608,0.8455636,0.97368807,0.5108146,0.4106366,0.100178
55,0.30501628,-0.09904004,"('incompetent', 'clever')",0.93951446,0.6891077,0.533502,0.29309255,0.5926776,0.2943867,0.2982909
29,0.30339852,0.09080224,"('unfair', 'fair')",-1.0115756,-0.9422221,-0.48176566,-0.6315768,-0.3966476,-0.4943322,0.0976846
23,-0.30237043,-0.6231869,"('insincere', 'sincere')",1.2886977,1.183169,5.7835116,5.6633544,2.2566129,2.0744456,0.1821673
68,-0.29664862,-0.41347912,"('dependent', 'independent')",-0.36727488,-0.51277846,-0.02606947,-0.021305034,-0.2299977,-0.3158542,0.0858565
44,0.29537177,0.37827793,"('prejudiced', 'unprejudiced')",0.0031819306,0.12982182,-1.3187159,-1.2268653,-0.3400541,-0.2395885,-0.1004656
80,-0.29281,-0.5054071,"('dominated', 'dominating')",0.85568196,0.64688253,-0.99973124,-0.86450285,-0.1456198,-0.2410091,0.0953893
35,0.27708715,0.52510166,"('corrupt', 'incorrupt')",-2.4615786,-2.1944444,-1.1145555,-0.96636456,-1.0996823,-0.8785691,-0.2211132
37,-0.24997301,-0.3925868,"('fake', 'genuine')",-0.22791915,-0.33662334,0.47916505,0.43139976,0.0004243,-0.0992701,0.0996944
87,0.23642886,-0.06110209,"('unsuccessful', 'successful')",1.7737576,1.490324,0.7526767,0.7558429,0.9209544,0.7283549,0.1925995
79,-0.21043354,-0.049242415,"('wavering', 'unwavering')",-1.522032,-1.2038164,-0.32251078,-0.26775733,-0.6849921,-0.5069387,-0.1780534
63,-0.20670334,-0.20185326,"('unperceptive', 'insightful')",0.807388,0.8616362,1.5761359,1.6519736,0.7256068,0.7705855,-0.0449787
76,0.18703975,-0.05210127,"('anxious', 'daring')",0.8677516,0.89718884,0.7179332,0.6765667,0.5909082,0.5072181,0.0836901
22,-0.17201121,-0.5412553,"('untrustworthy', 'trustworthy')",0.458367,0.21502617,-0.60688776,-0.78252965,-0.106844,-0.3695863,0.2627423
43,-0.16930565,-0.099216156,"('irresponsible', 'responsible')",1.3070168,1.3812472,0.7710861,0.8392371,0.6362658,0.7070894,-0.0708236
41,-0.14851399,-0.0073136203,"('unforgiving', 'forgiving')",-0.49538672,-0.37698522,0.048709843,-0.06376857,-0.1983969,-0.1493558,-0.0490411
24,-0.12719198,-0.3504383,"('dishonest', 'honest')",-0.29517418,-0.37419912,0.61511624,0.60514325,0.06425,-0.0398314,0.1040814
32,-0.12411398,-0.31601977,"('unkind', 'kind')",1.0949308,0.8704966,1.1249821,0.98833334,0.6985997,0.5142701,0.1843296
20,-0.11139565,0.13636965,"('rough', 'thoughtful')",0.30705425,0.549676,0.7934084,0.7774991,0.329689,0.4878482,-0.1581592
27,0.110996455,0.26112112,"('hardhearted', 'softhearted')",0.2921437,0.32447386,1.000552,1.0797899,0.4678974,0.5551283,-0.0872309
75,-0.09251064,0.2841174,"('meek', 'impulsive')",-1.4490256,-1.2385752,-0.7435918,-0.7104695,-0.7617094,-0.5549757,-0.2067337
74,0.084862284,0.34706205,"('undedicated', 'dedicated')",0.5953472,0.7915092,0.21231924,0.35147712,0.2975096,0.4966828,-0.1991732
85,-0.0710462,0.59802675,"('insignificant', 'prestigious')",-0.47066423,0.009024421,-0.021915225,0.2908554,-0.1878752,0.2993022,-0.4871774
13,0.05752043,-0.30994368,"('impolite', 'polite')",1.1617304,0.6428489,0.31119806,0.15512967,0.5101496,0.1626783,0.3474713
2,0.041952595,0.572426,"('unlikable', 'likable')",0.054300457,0.49233103,0.40539688,0.75205564,0.1672166,0.6056043,-0.4383877
16,-0.034044035,0.090195455,"('unpopular', 'popular')",-0.6917939,-0.53343827,0.3207482,0.3505903,-0.1350299,-0.0308842,-0.1041457
49,-0.024143536,-0.13484794,"('unable', 'able')",0.3777996,0.40038767,0.21396749,0.33331618,0.1892079,0.1996186,-0.0104107
62,-0.0022428315,-0.011417283,"('incompetent', 'brilliant')",1.0207672,1.1470501,0.37313798,0.5477286,0.4638875,0.5611205,-0.097233
