,ch_male,ch_female,tuple,robinson_male,robinson_female,worldwide_male,worldwide_female,inc_male,inc_female,average_male,average_female,male-female
60,5.4145875,6.4559984,"('inefficient', 'efficient')",1.4778849,2.5958776,1.0756525,1.7303436,0.10956249,0.6238543,2.0194218,2.8515186,-0.8320968
35,-4.5776987,-5.1556864,"('corrupt', 'incorrupt')",0.21081664,-0.61757207,-0.34574014,-0.69949335,-0.13282306,-0.36812702,-1.2113613,-1.7102196,0.4988583
55,4.4548626,5.3180394,"('incompetent', 'clever')",-0.31688023,0.45902762,-0.2153899,0.1331099,-0.13739067,0.07961792,0.9463004,1.4974488,-0.5511484
6,-4.202827,-4.662893,"('distant', 'open')",-0.9962136,-1.5793715,-0.90260416,-1.0721705,0.25832364,0.06001199,-1.4608302,-1.8136058,0.3527756
31,-4.1076818,-4.828028,"('evil', 'good')",-1.133294,-1.8102181,-0.42443055,-0.8915244,-0.8662928,-1.3216527,-1.6329248,-2.2128558,0.579931
46,4.013052,4.547362,"('uncompetitive', 'competitive')",0.79760915,1.5389344,0.85359305,1.2564669,-0.096684754,0.03574201,1.3918923,1.8446262,-0.4527339
10,3.716997,4.126081,"('unsympathetic', 'sympathetic')",-0.13689613,0.6327347,-0.69100296,-0.3584631,-0.12570573,-0.05511854,0.690848,1.0863085,-0.3954605
65,3.6941357,4.2123113,"('insecure', 'secure')",0.920825,1.7533526,1.0362346,1.439979,-0.24514928,0.13449484,1.3515116,1.8850344,-0.5335228
36,-3.6873586,-4.5408263,"('hostile', 'amicable')",0.56895083,-0.31489804,-0.23974857,-0.55828094,0.29214573,0.10814001,-0.7665026,-1.3264663,0.5599637
14,3.580948,3.9982648,"('antisocial', 'social')",0.6239221,1.3566548,1.5888335,1.8806459,-0.3540388,-0.1691185,1.3599162,1.7666117,-0.4066955
62,3.5726492,4.124548,"('incompetent', 'brilliant')",-0.7070019,-0.07076499,1.0087502,1.3431059,0.14537214,0.4211376,1.0049424,1.4545066,-0.4495642
85,-3.5645006,-4.696269,"('insignificant', 'prestigious')",0.016755622,-0.93413496,-0.68925226,-1.0869424,0.75635093,0.38627452,-0.8701615,-1.582768,0.7126065
70,3.531313,3.724826,"('lethargic', 'energetic')",0.7707518,1.285374,0.21913426,0.44617414,0.9199436,0.9263793,1.3602858,1.5956883,-0.2354025
0,3.4576128,3.8409162,"('unsociable', 'sociable')",0.6208757,1.0809846,0.36723614,0.46717757,-0.39669308,-0.40987843,1.0122578,1.2448,-0.2325422
81,3.4036508,4.294805,"('submissive', 'aggressive')",-1.2893414,-0.37748984,-0.12858956,0.4384143,-0.90348685,-0.5785395,0.2705582,0.9442976,-0.6737394
5,-3.4010556,-3.6524622,"('distant', 'outgoing')",-0.48325017,-1.1294798,-0.041452248,-0.3084637,-0.14397913,-0.33997637,-1.0174342,-1.3575954,0.3401612
79,-3.3480074,-3.9059384,"('wavering', 'unwavering')",0.0034146458,-0.7146081,-0.41992635,-0.51619196,0.18689659,-0.0017160308,-0.8944057,-1.2846136,0.3902079
