,new_male,new_female,tuple,york_male,york_female,times_male,times_female,co_male,co_female,average_male,average_female,male-female
48,-1.9516098,-1.915679,"('unintelligent', 'intelligent')",-1.6893135,-1.6940176,-0.71325856,-0.8839707,-0.31753382,-0.3467173,-1.1679291,-1.2100961,0.042167
8,-1.6439769,-1.7318647,"('unaffectionate', 'affectionate')",0.053419992,-0.09023105,-0.04724411,-0.30432004,0.13928095,0.09697018,-0.37463,-0.5073614,0.1327314
1,-1.6075288,-1.740288,"('unfriendly', 'friendly')",-0.3841651,-0.4554072,-0.1142824,-0.43258178,1.1905617,1.0753695,-0.2288537,-0.3882268,0.1593731
45,-1.4333181,-1.2668494,"('incompetent', 'competent')",-1.7038063,-1.6904882,-0.92908955,-0.888458,-0.59241456,-0.530492,-1.1646571,-1.0940719,-0.0705852
37,-1.4176892,-1.3605329,"('fake', 'genuine')",-1.9616394,-2.0214632,-0.062205352,-0.18982618,-0.2484551,-0.22740805,-0.9224973,-0.9498076,0.0273103
31,-1.3823591,-1.6199671,"('evil', 'good')",0.6438931,0.34900242,0.7544539,0.55201286,-1.1675502,-1.2807815,-0.2878906,-0.4999333,0.2120427
36,-1.2944376,-1.336628,"('hostile', 'amicable')",0.5137988,0.38103476,0.11895655,0.011118857,-0.26799914,-0.31121263,-0.2324204,-0.3139217,0.0815013
41,-1.2736394,-1.1477735,"('unforgiving', 'forgiving')",-0.8698831,-0.6426436,-1.0240483,-0.9386573,0.06474328,0.016625397,-0.7757069,-0.6781123,-0.0975946
77,-1.2667165,-1.2215552,"('unmotivated', 'motivated')",-1.0092825,-0.9956444,-0.5705443,-0.6595524,-1.1778004,-1.2220867,-1.0060859,-1.0247097,0.0186238
27,-1.2523694,-1.4518332,"('hardhearted', 'softhearted')",-0.50700575,-0.87651414,0.17232028,-0.25619552,0.69572484,0.48834413,-0.2228325,-0.5240497,0.3012172
42,1.1895791,1.4078212,"('unreliable', 'reliable')",1.194051,1.2058525,1.004163,1.0698053,-2.3846824,-2.2502673,0.2507777,0.3583029,-0.1075252
50,-1.0296875,-1.080443,"('clumsy', 'skillful')",-0.8808153,-0.9896271,-1.1613066,-1.2200933,-0.4948333,-0.45643565,-0.8916607,-0.9366498,0.0449891
16,-1.0052147,-1.0045178,"('unpopular', 'popular')",-0.91306794,-0.93473876,-1.1515856,-1.1409451,-0.10138139,-0.08408065,-0.7928123,-0.7910706,-0.0017417
76,0.98146546,1.2769724,"('anxious', 'daring')",-0.14172143,0.085848644,-0.19624239,0.010909826,-0.06745356,0.09430167,0.144012,0.3670081,-0.2229961
19,-0.979049,-1.0741564,"('inhospitable', 'hospitable')",0.23078936,0.050804056,0.075832844,-0.11779581,-0.7580375,-0.7920554,-0.3576161,-0.4833009,0.1256848
66,0.9756168,0.8560373,"('inactive', 'active')",1.9150249,1.7059784,0.90900123,0.7748529,0.07838066,0.013490573,0.9695059,0.8375899,0.131916
10,-0.93718123,-0.85570526,"('unsympathetic', 'sympathetic')",-1.9038945,-1.9121307,-0.65403706,-0.7906841,-0.054089785,-0.08715118,-0.8873007,-0.9114179,0.0241172
13,0.91910857,1.238238,"('impolite', 'polite')",-0.93804806,-0.6424028,0.43677735,0.59061354,-0.23563619,-0.18215719,0.0455504,0.2510729,-0.2055225
80,0.9139178,1.0812584,"('dominated', 'dominating')",0.04241894,0.0813172,0.17773186,0.24444912,-0.6174689,-0.4540894,0.1291499,0.2382338,-0.1090839
4,-0.91024274,-0.8835104,"('disliked', 'liked')",0.29240006,0.27671313,0.25037163,0.35848653,-7.3050323,-7.2355475,-1.9181259,-1.8709645,-0.0471614
30,-0.8032231,-0.36205557,"('intolerant', 'tolerant')",-0.89878017,-0.5234487,-0.18788652,0.11587114,0.47974017,0.65363973,-0.3525374,-0.0289983,-0.3235391
81,0.782198,1.2463115,"('submissive', 'aggressive')",-0.10466635,0.29651132,-0.22822832,0.08016911,-0.7573342,-0.51411885,-0.0770077,0.2772183,-0.354226
14,0.759101,1.2450309,"('antisocial', 'social')",0.0678372,0.43751323,0.55004334,0.8663168,-0.00011568144,0.075105906,0.3442165,0.6559917,-0.3117752
67,0.75488824,0.9411993,"('doubtful', 'determined')",0.22080833,0.4892818,-0.37672135,-0.19701466,-0.09036632,0.040838428,0.1271522,0.3185762,-0.191424
28,-0.7525204,-0.779957,"('disloyal', 'loyal')",-0.88803446,-0.86055875,-0.58113205,-0.61672014,0.9514002,0.96453947,-0.3175716,-0.3231741,0.0056025
25,-0.73640376,-0.95495415,"('egoistic', 'altruistic')",0.67949456,0.521752,0.08666838,0.01346159,0.9461551,0.9721943,0.2439786,0.1381134,0.1058652
49,-0.71057916,-0.47760624,"('unable', 'able')",-0.785604,-0.5716144,-0.23115279,-0.11965236,-0.5067509,-0.4024565,-0.5585217,-0.3928324,-0.1656893
32,-0.70421255,-0.5884061,"('unkind', 'kind')",-1.5450829,-1.3714055,-0.5939058,-0.6084044,0.72475547,0.76200163,-0.5296114,-0.4515536,-0.0780578
9,-0.7020172,-0.85737675,"('unaffectionate', 'caring')",0.23010789,0.1087303,0.3052654,0.04088237,0.7635797,0.66717184,0.149234,-0.0101481,0.1593821
21,0.7001959,0.9903832,"('immoral', 'moral')",-0.54022014,-0.21588457,0.57370216,0.7723482,-0.5831276,-0.5728184,0.0376376,0.2435071,-0.2058695
51,0.6818816,0.90717,"('uneducated', 'educated')",0.5766201,0.7226626,0.65650564,0.7520843,0.6418528,0.81620616,0.6392151,0.7995308,-0.1603157
56,0.65256226,1.1548879,"('impractical', 'practical')",-0.26399067,0.16865824,1.5516393,1.7207261,0.057734318,0.19956982,0.4994863,0.8109605,-0.3114742
82,-0.6462478,-0.44877702,"('poor', 'rich')",-1.4057972,-1.2402884,-1.0194019,-0.9513001,5.687148,5.8019786,0.6539253,0.7904032,-0.1364779
44,0.639814,0.66686255,"('prejudiced', 'unprejudiced')",0.17845593,0.17451501,-0.82984066,-0.77752155,-1.0501819,-1.0186274,-0.2654381,-0.2386928,-0.0267453
59,-0.5768263,-0.7285201,"('foolish', 'wise')",0.51428306,0.4231193,0.9154796,0.8124566,-0.029885078,-0.005763069,0.2057628,0.1253232,0.0804396
34,0.56763256,0.7104315,"('mean', 'honorable')",-0.09506915,0.11484063,0.8722095,0.86936474,4.940445,4.8886266,1.5713044,1.6458158,-0.0745114
2,0.5309264,0.94587207,"('unlikable', 'likable')",1.198014,1.497573,0.99246424,1.1940886,0.34415144,0.44544154,0.7663891,1.0207438,-0.2543547
78,-0.51677793,-0.6537432,"('nonresilient', 'resilient')",-0.8525166,-0.8798634,-0.8623068,-1.102145,-0.54239166,-0.5694089,-0.6934983,-0.8012901,0.1077918
39,-0.50971514,-0.23248869,"('exploitative', 'cooperative')",-0.0018696357,0.1280914,0.20630959,0.3530731,0.91927654,1.0357434,0.1535003,0.3211048,-0.1676045
35,-0.5085697,-0.64592564,"('corrupt', 'incorrupt')",0.74934345,0.6340711,1.0965005,1.1046321,-0.7770528,-0.76509404,0.1400554,0.0819209,0.0581345
38,-0.49722904,-0.48735148,"('untruthful', 'truthful')",-0.37362894,-0.20936102,0.9226986,0.8695888,-0.3145342,-0.30290973,-0.0656734,-0.0325084,-0.033165
68,-0.4770159,-0.3100476,"('dependent', 'independent')",-0.65560675,-0.49485552,-0.18204054,-0.15185128,-1.5746462,-1.5245098,-0.7223274,-0.620316,-0.1020114
69,-0.47013873,-0.66740537,"('lazy', 'industrious')",0.88217163,0.8134018,0.7824678,0.67282146,-1.4954499,-1.595991,-0.0752373,-0.1942933,0.119056
47,0.45243958,0.66606325,"('stupid', 'smart')",0.07377445,0.29630643,0.9560998,0.96425474,4.8998604,4.9320946,1.5955436,1.7146797,-0.1191361
85,0.43627667,0.40908402,"('insignificant', 'prestigious')",1.2244165,1.2962295,0.87364346,0.9598415,-0.7206576,-0.72590864,0.4534197,0.4848116,-0.0313919
17,-0.43243802,-0.33554703,"('nasty', 'nice')",-0.30698237,-0.27939478,-0.16826652,-0.17776588,-0.39412022,-0.29118347,-0.3254518,-0.2709728,-0.054479
64,0.42424917,0.48307267,"('shy', 'confident')",-0.034420725,0.019135088,-0.5124666,-0.3466827,-5.497646,-5.4850864,-1.405071,-1.3323903,-0.0726807
29,-0.3867695,-0.47925144,"('unfair', 'fair')",-0.89749086,-0.8800432,-0.73940283,-0.79267263,-0.5446264,-0.6521599,-0.6420724,-0.7010318,0.0589594
24,-0.37893197,-0.33036914,"('dishonest', 'honest')",-0.63653266,-0.6236139,-0.09478181,-0.077047005,0.9505956,0.8940253,-0.0399127,-0.0342512,-0.0056615
70,0.3761244,0.5990826,"('lethargic', 'energetic')",-0.33874875,-0.25465953,0.12724075,0.19595483,0.44489765,0.5477396,0.1523785,0.2720294,-0.1196509
11,0.3717569,0.5748947,"('unhelpful', 'helpful')",-0.44169217,-0.16436386,-0.8186163,-0.7853062,1.9444623,2.065031,0.2639777,0.4225639,-0.1585862
88,-0.35702652,-0.1034017,"('low', 'eminent')",-0.6395903,-0.3211059,0.70411223,0.9529718,-0.25208363,-0.15061916,-0.1361471,0.0944613,-0.2306084
61,-0.352005,-0.18864861,"('illogical', 'logical')",-0.5102977,-0.3242643,-0.4169326,-0.330631,0.15827215,0.21346706,-0.2802408,-0.1575192,-0.1227216
