,burlington_male,burlington_female,tuple,northern_male,northern_female,santa_male,santa_female,fe_male,fe_female,cp_male,cp_female,average_male,average_female,male-female
36,-0.87812406,-0.18391128,"('hostile', 'amicable')",-0.42394224,-0.32583344,-0.09438413,-0.13176334,0.40858945,0.2907983,0.45606643,-0.1413358,-0.1063589,-0.0984091,-0.0079498
2,-0.87524563,-0.62296176,"('unlikable', 'likable')",0.026829205,0.08523975,0.15042618,0.27639484,0.7302099,0.729175,0.4317535,0.63547724,0.0927946,0.220665,-0.1278704
59,0.86671114,1.4705279,"('foolish', 'wise')",0.037603598,0.16236898,1.8796463,2.0319946,1.6462404,1.7003733,0.69186485,0.50583696,1.0244133,1.1742204,-0.1498071
43,0.85663223,0.2990399,"('irresponsible', 'responsible')",-0.44652224,-0.6403408,-1.5100715,-1.3777324,-0.8341895,-0.84210795,0.118567064,0.3215348,-0.3631168,-0.4479213,0.0848045
56,0.85289466,0.37523764,"('impractical', 'practical')",0.19785446,0.1702838,-1.49305,-1.4425585,-0.8272927,-0.65227395,-0.3543706,-0.11101833,-0.3247928,-0.3320659,0.0072731
35,-0.85268444,-0.053159516,"('corrupt', 'incorrupt')",-0.4691906,-0.26889372,1.9243461,1.9043356,0.6023455,0.5741119,-0.14014377,-0.52536356,0.2129346,0.3262061,-0.1132715
88,0.84073615,0.83067304,"('low', 'eminent')",-0.41975826,-0.29258156,-1.1622374,-1.1629497,-0.59161633,-0.64336026,0.2853302,0.39925322,-0.2095091,-0.1737931,-0.035716
39,0.80968857,0.52531326,"('exploitative', 'cooperative')",0.036721494,0.031382315,-0.3660128,-0.3690794,-0.2296758,-0.19279423,0.026859544,0.11970338,0.0555162,0.0229051,0.0326111
1,-0.77796525,0.04392299,"('unfriendly', 'friendly')",-0.71885675,-0.39229524,-1.1244959,-0.8339612,0.5285807,0.6034464,2.1410904,1.829191,0.0096706,0.2500608,-0.2403902
22,-0.7619342,-0.9924512,"('untrustworthy', 'trustworthy')",-0.7257475,-0.9815133,-0.48107624,-0.47026002,-0.81475526,-0.911853,-1.3216466,-1.1147485,-0.821032,-0.8941652,0.0731332
27,-0.715634,-0.44660228,"('hardhearted', 'softhearted')",-0.7039224,-0.5232484,-0.20208436,0.049338505,-0.6065955,-0.43168956,1.2484125,1.2418468,-0.1959647,-0.022071,-0.1738937
79,-0.6929346,-0.14438549,"('wavering', 'unwavering')",-0.34092605,-0.25127628,0.6929095,0.77507466,0.3170573,0.30622712,0.4871594,0.26964015,0.0926531,0.191056,-0.0984029
19,-0.67109966,-0.023973066,"('inhospitable', 'hospitable')",-0.86730886,-0.51078176,-0.80516046,-0.43659824,-0.54458743,-0.2804096,-0.525689,-0.43867302,-0.6827691,-0.3380871,-0.344682
20,-0.65235305,-0.9241095,"('rough', 'thoughtful')",-0.8378748,-1.0127451,-0.10669009,-0.2659592,-0.46586657,-0.59372675,0.19845307,0.29416496,-0.3728663,-0.5004752,0.1276089
70,0.6203408,0.1559425,"('lethargic', 'energetic')",0.15299903,-0.034179725,-1.5654588,-1.3945045,-0.7411862,-0.6691297,-0.3573716,0.06690415,-0.3781353,-0.3749935,-0.0031418
32,0.6034757,0.4186911,"('unkind', 'kind')",-0.33995935,-0.28569993,-0.70305127,-0.6668916,-0.65301245,-0.56512034,0.88224113,1.1304586,-0.0420613,0.0062876,-0.0483489
0,-0.59869814,-1.2037745,"('unsociable', 'sociable')",-0.25057086,-0.5636943,-1.7803507,-1.9437574,-1.3325493,-1.4969201,-0.7431668,-0.626817,-0.9410671,-1.1669926,0.2259255
7,0.5894955,0.2677874,"('insensitive', 'sensitive')",-0.12040976,-0.21071786,-0.91161805,-0.8148037,-0.65239406,-0.56878823,0.32930982,0.6367085,-0.1531233,-0.1379628,-0.0151605
53,0.57047594,0.5087909,"('uncreative', 'creative')",-0.5104298,-0.5630095,-0.38711375,-0.40166312,0.25267547,0.14665739,0.65871114,0.51061875,0.1168638,0.0402789,0.0765849
11,0.5409792,-0.022027902,"('unhelpful', 'helpful')",-0.42233774,-0.607682,-1.3328626,-1.2894511,-1.1085722,-1.1111622,1.1402926,1.3213719,-0.2365002,-0.3417903,0.1052901
14,-0.53881687,-1.2629838,"('antisocial', 'social')",-0.45833084,-0.7856227,-2.5055773,-2.641411,-1.1312093,-1.3530031,-0.9495328,-0.7049704,-1.1166935,-1.3495982,0.2329047
15,-0.51157427,-0.40508592,"('boring', 'funny')",-0.18377483,-0.20837839,0.13612396,0.0914264,0.38981956,0.31372982,0.36897472,0.27560627,0.0399138,0.0134596,0.0264542
72,0.49744,0.43437922,"('unambitious', 'ambitious')",-0.18570319,-0.098040715,-0.34159997,-0.30887628,-0.1338505,-0.046323016,0.1553929,0.4643228,-0.0016641,0.0890924,-0.0907565
82,0.48405737,0.105358206,"('poor', 'rich')",-0.34236547,-0.40948355,-0.6316107,-0.58755475,-0.0843383,-0.0740823,6.72717,6.718117,1.2305826,1.1504709,0.0801117
29,-0.48146555,-0.049701158,"('unfair', 'fair')",-0.15739638,-0.06878127,0.7597071,0.83151186,0.006669596,0.085984364,-0.42983657,-0.5076199,-0.0604644,0.0582788,-0.1187432
67,0.45201898,0.5316355,"('doubtful', 'determined')",0.92802906,0.91343296,0.43877342,0.39751863,0.4141829,0.42726862,-0.73656034,-0.6401919,0.2992888,0.3259328,-0.026644
17,-0.42759204,-0.22439378,"('nasty', 'nice')",-0.1940426,0.056890592,1.0919234,1.1958704,0.19334084,0.35275418,-0.3069185,-0.34282193,0.0713422,0.2076599,-0.1363177
61,0.39991036,0.32742354,"('illogical', 'logical')",-0.37701368,-0.31454268,-0.783901,-0.72639334,-0.91833913,-0.8603305,0.088225216,0.07670439,-0.3182236,-0.2994277,-0.0187959
85,-0.36570096,0.7052189,"('insignificant', 'prestigious')",-0.21537057,0.1830033,1.1301292,1.2060856,1.4588687,1.4378968,0.4623924,0.04773862,0.4940638,0.7159886,-0.2219248
78,-0.35673052,-0.62445366,"('nonresilient', 'resilient')",0.2314125,0.09318155,-0.76489055,-0.8362632,-0.496108,-0.6459506,-0.33757898,-0.40058056,-0.3447791,-0.4828133,0.1380342
28,0.34542868,0.33965525,"('disloyal', 'loyal')",-0.31817195,-0.3591969,-0.67566735,-0.47694755,-0.19431084,-0.18662687,1.0746124,1.0404863,0.0463782,0.0714741,-0.0250959
73,0.31685835,0.8461932,"('helpless', 'self-reliant')",-0.34946784,-0.11159132,0.58390754,0.76267076,-0.014928371,0.097290486,-3.5089936,-3.4600573,-0.5945248,-0.3730988,-0.221426
30,-0.3097208,-0.5294439,"('intolerant', 'tolerant')",-1.2493999,-1.1277306,-1.4209087,-1.3240943,-1.3222266,-1.2558212,-0.15057518,0.089835465,-0.8905663,-0.8294509,-0.0611154
24,0.3059715,0.40835717,"('dishonest', 'honest')",-1.0601702,-0.8195874,-0.7794888,-0.3161276,-0.8669157,-0.61027855,0.77346236,0.9865287,-0.3254282,-0.0702216,-0.2552066
76,-0.29887694,-0.855762,"('anxious', 'daring')",-0.58551294,-0.8408187,-0.148254,-0.19039404,-0.7158746,-0.7802696,-0.34570742,-0.04404727,-0.4188452,-0.5422584,0.1234132
6,-0.29767507,0.69914156,"('distant', 'open')",-0.64886653,-0.16628551,0.8728962,1.2667767,0.86675686,1.1249014,0.8570873,0.60533315,0.3300397,0.7059735,-0.3759338
9,0.29373074,0.7098114,"('unaffectionate', 'caring')",-0.35284844,-0.07185388,-0.9668109,-0.65882844,-0.30250475,-0.09068834,1.9297532,1.8197244,0.120264,0.341633,-0.221369
58,-0.29136196,-0.07115728,"('undiscriminating', 'discriminating')",-0.22821964,-0.21001258,-1.9020401,-1.6461867,-0.03727265,0.00017922558,-0.34678835,-0.34747708,-0.5611366,-0.4549309,-0.1062057
52,-0.28723985,0.36408097,"('irrational', 'rational')",0.056968853,0.1785834,1.5117261,1.5734525,0.70986784,0.71893364,0.9304181,0.4799463,0.5843482,0.6629993,-0.0786511
38,0.2852168,0.52815753,"('untruthful', 'truthful')",-0.44588906,-0.18565485,-0.67573243,-0.45599282,0.0356041,0.13165677,0.07791079,0.03328812,-0.144578,0.010291,-0.154869
3,-0.2725005,-0.62014025,"('repellent', 'pleasant')",0.020678591,-0.17577158,-0.6286491,-0.72000104,-0.9051162,-0.96390843,0.3301892,0.499091,-0.2910796,-0.396146,0.1050664
47,0.27123076,0.0467401,"('stupid', 'smart')",-0.3942672,-0.47974646,-0.556237,-0.46322936,-0.18543929,-0.13657811,5.291185,5.3339868,0.8852944,0.8602346,0.0250598
46,-0.27059683,-0.97758275,"('uncompetitive', 'competitive')",0.74050707,0.39756495,-2.2631617,-2.1115093,-0.71243185,-0.6770147,-1.7995243,-1.433729,-0.8610415,-0.9604542,0.0994127
45,-0.26935452,-0.56010497,"('incompetent', 'competent')",-0.66087925,-0.9125471,-2.6123698,-2.4534879,-1.5922915,-1.6145728,-0.57153314,-0.38110408,-1.1412856,-1.1843633,0.0430777
74,-0.26413858,-0.106422186,"('undedicated', 'dedicated')",-0.8955932,-0.8441371,-1.4484111,-1.20627,-1.1997292,-1.040413,-0.39679557,-0.11299239,-0.8409335,-0.6620469,-0.1788866
44,-0.26251078,-0.5852539,"('prejudiced', 'unprejudiced')",0.4879292,0.27818334,1.6752166,1.4583668,0.06894192,-0.050748583,-1.2656888,-1.3000716,0.1407776,-0.0399048,0.1806824
64,0.23521814,0.048954368,"('shy', 'confident')",0.15105875,0.0148129165,-0.29188797,-0.36449793,-0.17857143,-0.20779195,-6.7777886,-6.437706,-1.3723942,-1.3892457,0.0168515
16,-0.22523816,-0.027470391,"('unpopular', 'popular')",0.49462724,0.41644406,1.2422663,1.0523568,0.9715041,0.72564054,0.40833378,0.03687671,0.5782987,0.4407696,0.1375291
13,0.22397229,-0.3866639,"('impolite', 'polite')",-0.37662634,-0.5360372,-0.89406013,-0.8610708,-1.2203562,-1.1677341,-0.97866535,-0.8438457,-0.6491471,-0.7590704,0.1099233
40,0.21485452,0.4963135,"('stingy', 'generous')",0.40980792,0.4534283,0.2811402,0.45092893,0.46475512,0.5279412,-1.7167691,-1.7360108,-0.0692423,0.0385202,-0.1077625
84,0.20951171,0.3549215,"('inferior', 'superior')",0.21674001,0.2696,0.04252022,0.008995745,-0.13574114,-0.124999166,0.27953568,0.366926,0.1225133,0.1750888,-0.0525755
50,-0.20911568,-0.025041454,"('clumsy', 'skillful')",-0.14456107,-0.09457256,-0.126159,0.0111114215,0.27535748,0.2387197,0.10577129,0.13645585,-0.0197414,0.0533346,-0.073076
57,-0.20337287,-0.5291301,"('unimaginative', 'imaginative')",-1.0786093,-1.1991924,-1.6996135,-1.6164564,-1.3852246,-1.3851315,-3.5689235,-3.2839184,-1.5871488,-1.6027657,0.0156169
81,-0.19988984,-0.91411746,"('submissive', 'aggressive')",-0.39350656,-0.5778365,-1.7845783,-1.8425941,-1.4593418,-1.490016,-1.3542843,-0.9090675,-1.0383202,-1.1467263,0.1084061
65,-0.15434402,-0.9433549,"('insecure', 'secure')",-0.04129216,-0.40537077,-1.4409435,-1.5840166,-1.5339925,-1.5941631,-0.6955036,-0.29410645,-0.7732152,-0.9642023,0.1909871
10,-0.15240288,-0.6191094,"('unsympathetic', 'sympathetic')",-0.654378,-0.7982033,-2.6173646,-2.4204905,-1.9445791,-1.7958832,-0.4111513,0.02069056,-1.1559752,-1.1225991,-0.0333761
48,0.15075904,-0.22601664,"('unintelligent', 'intelligent')",-0.14122969,-0.298341,-1.3300781,-1.4752177,-0.4409417,-0.50330377,0.049484458,0.18895662,-0.3424012,-0.4627845,0.1203833
42,0.12843415,0.17846009,"('unreliable', 'reliable')",-0.07762868,-0.090952955,-0.104051076,-0.022120174,-0.110689,-0.09094244,-3.4633188,-3.1878197,-0.7254507,-0.642675,-0.0827757
83,-0.11593513,-0.06839952,"('powerless', 'powerful')",0.2487528,0.3705398,-0.8650837,-0.83085996,-0.14975443,-0.12742828,-0.9632584,-0.8218276,-0.3690558,-0.2955951,-0.0734607
60,0.10534361,-0.63292366,"('inefficient', 'efficient')",0.2803881,0.13800532,-2.2350652,-2.2719705,-1.039688,-0.94956964,-0.76457155,-0.23368755,-0.7307186,-0.7900292,0.0593106
5,0.10137503,0.9449555,"('distant', 'outgoing')",-0.6426348,-0.21680807,0.56903875,0.87663,0.38911882,0.558786,-0.007969666,-0.22337307,0.0817856,0.3880381,-0.3062525
23,0.09230481,-0.21200886,"('insincere', 'sincere')",-1.0068816,-1.0718682,-0.9540636,-0.7841158,-1.2669466,-1.2468295,6.4041243,6.4813213,0.6537075,0.6332998,0.0204077
4,0.088278875,0.6598743,"('disliked', 'liked')",-0.56056416,-0.27846867,-0.1809721,-0.09568569,0.6340968,0.6081462,-7.527784,-7.654972,-1.5093889,-1.3522212,-0.1571677
86,0.086993,-0.19555415,"('uninfluential', 'influential')",-0.61362815,-0.6730573,-2.5508213,-2.400554,-1.1407264,-1.0895165,-0.34565789,-0.15308082,-0.9127682,-0.9023526,-0.0104156
26,0.08680662,0.50709796,"('hardhearted', 'benevolent')",0.25164852,0.3153966,-0.7347117,-0.6420954,0.43524528,0.400843,1.3902849,1.4421905,0.2858547,0.4046865,-0.1188318
55,-0.08670339,-0.78967834,"('incompetent', 'clever')",-0.5144749,-0.83699596,-2.0834825,-2.01845,-1.3572714,-1.3566788,-0.55940175,-0.15949507,-0.9202667,-1.0322597,0.111993
25,-0.08295982,0.321208,"('egoistic', 'altruistic')",1.3621322,1.3885019,1.0634594,0.96673244,1.5770202,1.484813,1.6559211,1.3248307,1.1151146,1.0972172,0.0178974
69,-0.08241224,0.4477018,"('lazy', 'industrious')",0.7262418,0.78448373,0.5346525,0.43731064,1.2941579,1.1916459,-0.66741645,-0.9807576,0.3610447,0.3760769,-0.0150322
37,0.08125441,-0.058706254,"('fake', 'genuine')",-0.049189854,-0.022065982,-0.062478714,0.17581461,-0.054952383,0.12585838,0.110072404,0.116460696,0.0049412,0.0674723,-0.0625311
33,-0.05610111,0.562882,"('wrong', 'right')",0.94840527,1.064877,0.977063,1.0554332,1.2399027,1.2604911,0.39517254,0.22211201,0.7008885,0.8331591,-0.1322706
34,0.051472496,-0.01486101,"('mean', 'honorable')",-0.043940935,0.053050674,-0.81845677,-0.8082118,-0.7168689,-0.5932902,5.0262766,4.916274,0.6996965,0.7105924,-0.0108959
62,-0.029576339,-0.44588912,"('incompetent', 'brilliant')",-0.5037723,-0.5285335,-1.9108076,-1.6699253,-1.2395617,-1.0635055,-0.19786827,0.26853278,-0.7763172,-0.6878641,-0.0884531
87,0.029092811,-0.28845084,"('unsuccessful', 'successful')",-0.56505877,-0.7122053,-1.3101283,-1.3186629,-0.9273205,-1.0095766,-0.2938546,-0.12403308,-0.6134539,-0.6905857,0.0771318
21,0.016690351,-0.5885429,"('immoral', 'moral')",0.2649236,0.0887699,-1.6808736,-1.6417679,-1.2124612,-1.1319666,-1.3784763,-1.0187668,-0.7980394,-0.8584548,0.0604154
66,-0.0081899315,0.2192031,"('inactive', 'active')",0.07710813,0.09408221,0.505246,0.6062087,0.89827645,0.9129192,0.44643825,0.27679455,0.3837758,0.4218415,-0.0380657
