,akamai_male,akamai_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,male-female
0,-2.0932536,-1.9648883,"('unsociable', 'sociable')",-0.33715275,-0.44905216,-0.6782694,-0.7085682,-1.0362252,-1.0408362,0.004611
10,-1.955387,-1.8077439,"('unsympathetic', 'sympathetic')",-0.3560807,-0.46619698,-0.72859293,-0.81694174,-1.0133535,-1.0302942,0.0169407
73,1.8822721,1.9133332,"('helpless', 'self-reliant')",0.5040663,0.4760185,-2.978804,-2.7671666,-0.1974885,-0.1259383,-0.0715502
45,-1.5528244,-1.356485,"('incompetent', 'competent')",-0.098235086,-0.22602978,-0.5614063,-0.5177044,-0.7374886,-0.7000731,-0.0374155
53,-1.5013392,-1.7050513,"('uncreative', 'creative')",0.83404934,0.7781489,1.168583,1.13251,0.1670977,0.0685358,0.0985619
23,-1.3251245,-1.2595279,"('insincere', 'sincere')",0.04795795,-0.02336386,4.831159,4.773107,1.1846642,1.1634051,0.0212591
35,1.3231388,1.0451591,"('corrupt', 'incorrupt')",-0.6569809,-0.59454566,0.0823452,0.11170559,0.249501,0.1874397,0.0620613
69,1.2553225,0.9952915,"('lazy', 'industrious')",0.41301048,0.43167397,-0.06452981,0.09234827,0.5346011,0.5064379,0.0281632
86,-1.2488192,-1.4309622,"('uninfluential', 'influential')",0.26393396,0.11010538,-0.3354763,-0.42874503,-0.4401205,-0.5832006,0.1430801
57,-1.1863754,-1.4958948,"('unimaginative', 'imaginative')",0.89787143,0.67229885,-2.0422542,-2.1234024,-0.7769194,-0.9823328,0.2054134
65,-1.1805872,-0.7316323,"('insecure', 'secure')",-0.22650608,-0.19119082,-0.65150917,-0.69652814,-0.6862008,-0.5397838,-0.146417
51,-1.136568,-0.96181625,"('uneducated', 'educated')",-0.3503732,-0.36336204,-0.1310079,-0.16742389,-0.5393163,-0.497534,-0.0417823
63,-1.1332328,-1.051117,"('unperceptive', 'insightful')",0.12078845,0.07814323,0.51134247,0.5853694,-0.167034,-0.1292014,-0.0378326
32,-1.1236928,-1.036268,"('unkind', 'kind')",-0.003667038,0.051294547,0.49886912,0.5576506,-0.2094969,-0.1424409,-0.067056
62,-1.1190437,-0.7406217,"('incompetent', 'brilliant')",0.9387545,0.98474264,-0.43273994,-0.27103955,-0.204343,-0.0089729,-0.1953701
59,1.0990328,1.010468,"('foolish', 'wise')",-0.17327471,0.006642446,0.33184528,0.5527983,0.4192011,0.5233029,-0.1041018
46,-1.069675,-1.1799461,"('uncompetitive', 'competitive')",0.82524616,0.54950106,-0.64291644,-0.97619003,-0.2957818,-0.535545,0.2397632
22,-1.0478436,-0.84303695,"('untrustworthy', 'trustworthy')",-0.29241458,-0.28707755,-1.1770719,-1.0904222,-0.8391101,-0.7401789,-0.0989312
55,-1.0244645,-0.9532537,"('incompetent', 'clever')",0.9261782,0.78818715,-0.14252111,-0.3468055,-0.0802691,-0.170624,0.0903549
47,-1.00744,-0.9020143,"('stupid', 'smart')",0.87717724,0.889575,5.115065,5.15826,1.6616007,1.7152735,-0.0536728
85,0.99236083,0.43592072,"('insignificant', 'prestigious')",0.2530563,0.16086355,1.0886999,1.1689485,0.778039,0.5885776,0.1894614
