,pepco_male,pepco_female,tuple,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,male-female
79,-0.83073837,-1.0900004,"('wavering', 'unwavering')",-1.1681376,-1.1816928,-0.14762971,-0.04798491,-0.7155019,-0.773226,0.0577241
22,0.827232,0.8940718,"('untrustworthy', 'trustworthy')",0.2535037,0.2434549,-0.65609,-0.7572781,0.1415486,0.1267496,0.014799
1,-0.81273663,-0.9620827,"('unfriendly', 'friendly')",0.43803716,0.43880945,1.7882624,1.7734634,0.4711876,0.41673,0.0544576
49,-0.802495,-0.7386685,"('unable', 'able')",-1.1374639,-1.1384565,-0.57610774,-0.5908514,-0.8386889,-0.8226589,-0.01603
43,0.79356253,0.98886263,"('irresponsible', 'responsible')",0.20799069,0.20539176,0.6652999,0.5847087,0.5556177,0.5929877,-0.03737
44,0.7816853,0.99612695,"('prejudiced', 'unprejudiced')",-0.9462566,-0.7748972,-1.5994781,-1.4866676,-0.5880165,-0.4218126,-0.1662039
80,0.78054774,0.94764304,"('dominated', 'dominating')",0.7050964,0.64976186,-0.9292853,-0.94973534,0.1854529,0.2158899,-0.030437
77,0.76966316,0.9855963,"('unmotivated', 'motivated')",0.86541444,0.6811934,-0.9956285,-1.0453434,0.2131497,0.2071488,0.0060009
71,-0.7454684,-0.9543336,"('diffident', 'self-confident')",0.9621906,0.8877098,0.53930193,0.6035839,0.2520081,0.1789867,0.0730214
73,0.74319357,0.65400916,"('helpless', 'self-reliant')",0.1463598,0.23741978,-3.1277437,-3.0802321,-0.7460635,-0.7296011,-0.0164624
86,-0.7369255,-0.7322018,"('uninfluential', 'influential')",0.06115865,0.0040109996,0.021112168,-0.032810047,-0.2182182,-0.253667,0.0354488
9,-0.6963187,-0.7302112,"('unaffectionate', 'caring')",0.69758576,0.691997,1.3692392,1.3631265,0.4568354,0.4416374,0.015198
24,0.6878623,0.67115223,"('dishonest', 'honest')",-0.39883,-0.44300586,0.56951666,0.43055415,0.286183,0.2195668,0.0666162
59,-0.6680112,-1.0679218,"('foolish', 'wise')",-0.17456107,-0.11251045,0.27652544,0.3350349,-0.1886823,-0.2817991,0.0931168
13,0.6671527,0.7559014,"('impolite', 'polite')",0.42385036,0.14471103,0.031363502,-0.08530694,0.3741222,0.2717685,0.1023537
12,0.658418,0.5258586,"('unsupportive', 'supportive')",0.8926003,0.8038353,-1.3064288,-1.3149462,0.0815298,0.0049159,0.0766139
26,-0.6567437,-0.7270239,"('hardhearted', 'benevolent')",1.7131257,1.7591329,1.7871739,1.8281469,0.947852,0.9534187,-0.0055667
69,-0.6067812,-0.7832889,"('lazy', 'industrious')",0.028926611,-0.04077869,-0.6403569,-0.56804967,-0.4060705,-0.4640391,0.0579686
14,0.6045114,0.71121705,"('antisocial', 'social')",1.7014891,1.4998345,-0.32620558,-0.49718282,0.6599316,0.5712895,0.0886421
32,0.6005238,0.6806083,"('unkind', 'kind')",0.78006923,0.6688205,1.0076679,0.92484576,0.7960869,0.7580915,0.0379954
11,0.57252157,0.78226084,"('unhelpful', 'helpful')",-0.14626594,-0.15196256,1.7063789,1.7396014,0.7108782,0.7899666,-0.0790884
46,0.56372297,0.92372125,"('uncompetitive', 'competitive')",1.1164913,1.0564739,-0.28389055,-0.3331279,0.4654412,0.5490224,-0.0835812
87,0.56062096,0.44406468,"('unsuccessful', 'successful')",0.78588545,0.6564427,0.7336437,0.7088586,0.6933834,0.603122,0.0902614
55,0.55735487,0.86129916,"('incompetent', 'clever')",0.1426069,0.13123786,-0.01509092,-0.1503187,0.2282903,0.2807394,-0.0524491
65,0.54146934,0.7891471,"('insecure', 'secure')",0.5145751,0.43497705,-0.24338454,-0.35803884,0.2708866,0.2886951,-0.0178085
78,-0.52603525,-0.49932724,"('nonresilient', 'resilient')",0.5925124,0.5397044,0.2330356,0.36529812,0.0998376,0.1352251,-0.0353875
68,-0.51676106,-0.5447653,"('dependent', 'independent')",-0.9381181,-0.86824477,-0.4732444,-0.4512787,-0.6427079,-0.6214296,-0.0212783
83,-0.50942016,-0.46440056,"('powerless', 'powerful')",0.4742527,0.4007838,-0.8298642,-0.8445946,-0.2883439,-0.3027371,0.0143932
10,0.49318698,0.8419903,"('unsympathetic', 'sympathetic')",0.049380966,0.1282649,0.031254254,-0.04881457,0.1912741,0.3071469,-0.1158728
82,-0.462628,-0.38435474,"('poor', 'rich')",0.5615373,0.59646523,5.85939,5.759244,1.9860997,1.9904515,-0.0043518
51,-0.4581535,-0.49933332,"('uneducated', 'educated')",0.7986061,0.7231626,0.56874937,0.56829447,0.3030673,0.2640412,0.0390261
63,0.4520522,0.3886988,"('unperceptive', 'insightful')",1.8625771,1.7872972,1.3048139,1.252214,1.2064811,1.1427367,0.0637444
25,-0.38401902,-0.4959014,"('egoistic', 'altruistic')",0.9263556,0.84300536,1.7786947,1.7349142,0.7736771,0.694006,0.0796711
37,0.368242,0.34669113,"('fake', 'genuine')",0.32203275,0.32121778,0.818584,0.74853796,0.5029529,0.472149,0.0308039
4,-0.36288068,-0.80640405,"('disliked', 'liked')",-0.2965164,-0.50311863,-6.4951715,-6.425564,-2.3848562,-2.5783621,0.1935059
66,-0.3583307,-0.5300796,"('inactive', 'active')",0.76793504,0.8527198,1.3251657,1.3649597,0.5782567,0.5625333,0.0157234
67,0.35169294,0.24372575,"('doubtful', 'determined')",0.51916736,0.3656413,-0.80439013,-0.90261126,0.0221567,-0.0977481,0.1199048
64,0.34978798,0.31678694,"('shy', 'confident')",0.9014663,0.7077766,-6.5811744,-6.600041,-1.7766399,-1.8584925,0.0818526
40,0.34902757,0.23100798,"('stingy', 'generous')",0.87350947,0.74334633,-0.9734671,-0.984411,0.0830233,-0.0033522,0.0863755
50,-0.3194989,-0.4644951,"('clumsy', 'skillful')",0.12967333,0.23261212,0.17743824,0.19508915,-0.0041291,-0.0122646,0.0081355
88,-0.30877897,-0.33143547,"('low', 'eminent')",0.10654991,0.1331721,0.06380663,0.062161323,-0.0461408,-0.0453674,-0.0007734
74,0.30215943,0.25272304,"('undedicated', 'dedicated')",0.20770743,0.2581257,0.09251694,0.0546681,0.2007946,0.1885056,0.012289
7,0.29952967,0.3663535,"('insensitive', 'sensitive')",1.0290364,0.9149255,1.3279953,1.2424961,0.8855205,0.8412584,0.0442621
54,-0.29168108,-0.3038926,"('incapable', 'capable')",0.5013284,0.5898763,1.0691016,1.1180727,0.4262496,0.4680188,-0.0417692
18,-0.28999245,-0.25686055,"('disagreeable', 'welcoming')",0.016577393,0.01495941,-0.19639826,-0.16755745,-0.1566044,-0.1364862,-0.0201182
57,-0.28277767,-0.16757253,"('unimaginative', 'imaginative')",0.111042276,0.17670238,-2.2512913,-2.1531355,-0.8076755,-0.7146686,-0.0930069
33,0.2817627,0.17765531,"('wrong', 'right')",0.63246435,0.59479076,-0.45210895,-0.39788115,0.1540394,0.124855,0.0291844
61,0.27027237,0.19344999,"('illogical', 'logical')",0.2721159,0.22424808,0.45167932,0.36443433,0.3313558,0.2607108,0.070645
41,0.26796564,0.17724438,"('unforgiving', 'forgiving')",0.21417286,0.14101851,0.405394,0.34232673,0.2958442,0.2201965,0.0756477
38,-0.2645894,-0.48118398,"('untruthful', 'truthful')",-0.50500095,-0.6156283,-0.13971487,-0.17756446,-0.3031017,-0.4247922,0.1216905
34,-0.26001292,-0.14952092,"('mean', 'honorable')",-0.051317386,0.0067883655,6.028662,6.052209,1.9057773,1.9698254,-0.0640481
27,0.259911,0.28835618,"('hardhearted', 'softhearted')",0.50463456,0.58994687,1.6816329,1.7331105,0.8153928,0.8704712,-0.0550784
29,-0.23791894,-0.30703962,"('unfair', 'fair')",-0.51302135,-0.4535577,-0.24158253,-0.28153372,-0.3308409,-0.347377,0.0165361
58,-0.23161617,-0.1926346,"('undiscriminating', 'discriminating')",0.962703,1.0573436,0.36615333,0.3689289,0.3657467,0.4112126,-0.0454659
23,0.22493225,0.31802377,"('insincere', 'sincere')",0.33319452,0.2307862,5.7752285,5.5782995,2.1111185,2.0423698,0.0687487
15,-0.15791759,-0.3052209,"('boring', 'funny')",-1.083403,-1.1454786,0.33559427,0.33284563,-0.3019088,-0.372618,0.0707092
3,0.116281494,0.25576946,"('repellent', 'pleasant')",0.5136286,0.6029786,0.44986686,0.36954346,0.3599257,0.4094305,-0.0495048
0,0.08009678,0.1578482,"('unsociable', 'sociable')",-0.16044784,-0.38735732,-0.3379982,-0.5335642,-0.1394498,-0.2543578,0.114908
75,-0.06668061,-0.19284107,"('meek', 'impulsive')",-0.29550993,-0.29277202,-0.25001895,-0.2731346,-0.2040698,-0.2529159,0.0488461
20,0.06240992,0.18573615,"('rough', 'thoughtful')",0.20952785,0.3982942,1.2761968,1.3242745,0.5160449,0.6361016,-0.1200567
72,-0.056677677,-0.03856228,"('unambitious', 'ambitious')",0.22800064,0.08951269,-0.8564064,-1.0414467,-0.2283611,-0.3301654,0.1018043
45,-0.02908935,-0.09512313,"('incompetent', 'competent')",0.29828173,0.13200864,-0.31872275,-0.5241439,-0.0165101,-0.1624195,0.1459094
84,-0.022058394,0.12754147,"('inferior', 'superior')",0.009638146,0.1905411,0.7277257,0.8787479,0.2384351,0.3989435,-0.1605084
47,0.020328779,0.034788426,"('stupid', 'smart')",0.35742265,0.3935126,5.329018,5.1959114,1.9022565,1.8747374,0.0275191
17,0.013509354,0.053422123,"('nasty', 'nice')",-1.0888001,-1.0801682,-0.6252516,-0.6368369,-0.5668474,-0.5545277,-0.0123197
48,0.002793515,0.23008147,"('unintelligent', 'intelligent')",-0.34868085,-0.38734648,0.21743822,0.17617132,-0.0428164,0.0063021,-0.0491185
