,pepco_male,pepco_female,tuple,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,male-female
6,-1.6305625,-1.963317,"('distant', 'open')",-0.9147819,-0.84631747,0.42811435,0.49534625,-0.7057433,-0.7714294,0.0656861
36,-1.6304753,-1.9480672,"('hostile', 'amicable')",-1.1208194,-1.0409404,0.3600113,0.4330273,-0.7970944,-0.8519934,0.054899
60,1.5278649,1.8902372,"('inefficient', 'efficient')",0.90577066,0.74509555,-0.16020955,-0.3587745,0.7578087,0.7588528,-0.0010441
85,-1.3853142,-1.6112642,"('insignificant', 'prestigious')",-0.0054655,0.21168146,0.61981875,0.82124776,-0.256987,-0.1927783,-0.0642087
56,1.3495572,1.5709814,"('impractical', 'practical')",0.4074,0.30286384,-0.4973107,-0.5843333,0.4198821,0.4298373,-0.0099552
16,-1.2927608,-1.5326223,"('unpopular', 'popular')",-1.226145,-1.2364873,0.06710441,0.08325855,-0.8172672,-0.8952837,0.0780165
70,1.2902633,1.4136041,"('lethargic', 'energetic')",1.6495452,1.6617601,1.1462706,1.0958977,1.3620264,1.3904206,-0.0283942
39,1.2810427,1.4320905,"('exploitative', 'cooperative')",-0.05207994,-0.09152557,0.12716325,0.074344724,0.452042,0.4716366,-0.0195946
31,-1.2377516,-1.6534259,"('evil', 'good')",-1.4370329,-1.4034673,-0.9891758,-1.0796494,-1.2213202,-1.3788476,0.1575274
42,1.2154917,1.2725346,"('unreliable', 'reliable')",1.3386405,1.5063312,-2.5764751,-2.4811785,-0.0074477,0.0992291,-0.1066768
35,-1.1659586,-1.5218712,"('corrupt', 'incorrupt')",-1.4843625,-1.4449341,-0.1817235,-0.10422928,-0.9440149,-1.0236782,0.0796633
21,1.1447251,1.3301301,"('immoral', 'moral')",0.32913858,0.22376235,-0.53593516,-0.58753306,0.3126428,0.3221198,-0.009477
8,-1.1346133,-1.1328405,"('unaffectionate', 'affectionate')",-0.27313793,-0.18152316,0.92955667,0.91261846,-0.1593982,-0.1339151,-0.0254831
81,1.1143934,1.4816493,"('submissive', 'aggressive')",1.3648549,1.3050649,-0.7901373,-0.8584683,0.563037,0.6427486,-0.0797116
52,-1.0168904,-1.2692939,"('irrational', 'rational')",-0.9854146,-0.92450833,-0.16801314,-0.15196456,-0.7234394,-0.7819223,0.0584829
19,-1.0090442,-1.1583248,"('inhospitable', 'hospitable')",-0.6349272,-0.49933684,0.020526208,0.10554277,-0.5411484,-0.517373,-0.0237754
28,-0.96593744,-1.0536431,"('disloyal', 'loyal')",0.044603065,-0.043613516,1.0677658,1.0270569,0.0488105,-0.0233999,0.0722104
30,0.94857633,1.0981956,"('intolerant', 'tolerant')",1.6984044,1.635998,0.9765471,0.9251008,1.2078427,1.2197648,-0.0119221
62,0.9480309,1.0489106,"('incompetent', 'brilliant')",0.7764423,0.5994346,-0.14391133,-0.328827,0.526854,0.4398394,0.0870146
5,-0.9217534,-1.212873,"('distant', 'outgoing')",-0.71873903,-0.70492816,-0.32647246,-0.2691073,-0.655655,-0.7289695,0.0733145
53,-0.91375524,-0.89959,"('uncreative', 'creative')",0.19632015,0.2291638,1.1430893,1.1320025,0.1418847,0.1538587,-0.011974
2,0.86972016,0.836809,"('unlikable', 'likable')",1.5619907,1.5592282,0.53653765,0.48440543,0.9894162,0.9601475,0.0292687
76,0.8390183,1.1518362,"('anxious', 'daring')",0.8799703,0.87094384,0.027189143,-0.018743105,0.5820593,0.6680123,-0.085953
