,home_male,home_female,tuple,depot_male,depot_female,inc_male,inc_female,average_male,average_female,male-female
11,0.58251333,0.47792852,"('unhelpful', 'helpful')",0.6275375,0.630517,2.2906609,2.123345,1.1669039,1.0772635,0.0896404
54,-0.5804522,-0.5088044,"('incapable', 'capable')",-0.44803566,-0.42786935,1.0073677,1.2903893,-0.0070401,0.1179052,-0.1249453
83,-0.5547511,-0.497081,"('powerless', 'powerful')",-0.28305325,-0.12843588,-1.1373713,-1.2200423,-0.6583919,-0.6151864,-0.0432055
23,0.55236065,0.65109533,"('insincere', 'sincere')",0.67915106,0.79671043,6.872832,6.8370194,2.7014478,2.7616084,-0.0601606
0,-0.54104406,-0.74528295,"('unsociable', 'sociable')",0.51967555,0.47594976,-0.2409057,-0.5199134,-0.0874247,-0.2630822,0.1756575
72,-0.52182937,-0.61585176,"('unambitious', 'ambitious')",-0.2065554,-0.26447278,-0.26119673,-0.25114056,-0.3298605,-0.377155,0.0472945
58,-0.5201617,-0.4076495,"('undiscriminating', 'discriminating')",0.07428795,0.19181801,0.4108879,0.33319736,-0.0116619,0.039122,-0.0507839
8,-0.5196775,-0.46230942,"('unaffectionate', 'affectionate')",-0.39452612,-0.40043908,0.9243423,1.2585766,0.0033795,0.1319427,-0.1285632
24,0.5088827,0.7881089,"('dishonest', 'honest')",0.5022802,0.53802633,1.3527462,1.2986434,0.7879697,0.8749262,-0.0869565
52,0.4982895,0.39821076,"('irrational', 'rational')",-0.3708612,-0.44641238,-0.5011518,-0.22522496,-0.1245745,-0.0911422,-0.0334323
22,0.49788383,0.56540465,"('untrustworthy', 'trustworthy')",0.5490506,0.6082561,-0.51804996,-0.7359656,0.1762948,0.1458984,0.0303964
74,0.47629052,0.6566317,"('undedicated', 'dedicated')",0.3175016,0.5366358,0.38463855,0.39545485,0.3928102,0.5295742,-0.136764
31,-0.4730718,-0.46770906,"('evil', 'good')",-0.35352916,-0.35756692,-0.98411053,-0.6756894,-0.6035705,-0.5003218,-0.1032487
15,0.45201474,0.3220378,"('boring', 'funny')",0.07022233,-0.04316935,0.42237487,0.5335854,0.3148706,0.270818,0.0440526
16,-0.45180055,-0.693713,"('unpopular', 'popular')",-1.0205669,-1.1465987,-0.107573874,0.015345849,-0.5266471,-0.608322,0.0816749
88,-0.43578288,-0.55827045,"('low', 'eminent')",-0.5446634,-0.5040939,0.3697922,0.34588963,-0.2035514,-0.2388249,0.0352735
38,0.41164312,0.45546296,"('untruthful', 'truthful')",0.47553208,0.47969782,0.19208637,0.3805027,0.3597538,0.4385545,-0.0788007
60,-0.39493647,-0.17361277,"('inefficient', 'efficient')",1.4877751,1.6531153,0.38551039,0.17881149,0.492783,0.5527713,-0.0599883
30,0.392337,0.3795168,"('intolerant', 'tolerant')",0.3318355,0.34224075,1.2843883,1.1083416,0.6695202,0.610033,0.0594872
76,-0.38968801,-0.030533042,"('anxious', 'daring')",-0.32576627,-0.19552228,0.21627638,0.103815675,-0.1663926,-0.0407465,-0.1256461
70,0.37959465,0.52097183,"('lethargic', 'energetic')",0.03967433,0.053093225,1.1110713,0.8356136,0.5101134,0.4698929,0.0402205
2,0.37876564,0.37095678,"('unlikable', 'likable')",0.4247243,0.39991516,0.28612843,0.38687482,0.3632061,0.3859156,-0.0227095
29,-0.37389687,-0.26007402,"('unfair', 'fair')",-0.5205472,-0.4171461,-0.42737666,-0.29558596,-0.4406069,-0.3242687,-0.1163382
45,0.36635613,0.18761517,"('incompetent', 'competent')",0.8840132,0.9203279,0.03455044,-0.19590482,0.4283066,0.3040127,0.1242939
69,-0.32882464,-0.20248836,"('lazy', 'industrious')",0.40302944,0.38192216,-1.1803162,-0.84438765,-0.3687038,-0.2216513,-0.1470525
41,0.31866723,0.18962862,"('unforgiving', 'forgiving')",0.70784426,0.5764756,0.062138695,0.0214333,0.3628834,0.2625125,0.1003709
50,0.31530544,0.19675252,"('clumsy', 'skillful')",-0.6881475,-0.7553734,-0.042177048,0.072342075,-0.1383397,-0.162093,0.0237533
78,-0.3151498,-0.020375758,"('nonresilient', 'resilient')",0.009122621,0.21740381,-0.00036178343,-0.013510894,-0.1021297,0.0611724,-0.1633021
85,-0.31329775,-0.1975272,"('insignificant', 'prestigious')",-0.19823901,-0.12853792,-0.57650876,-0.045656156,-0.3626819,-0.1239071,-0.2387748
9,0.2929881,0.47857246,"('unaffectionate', 'caring')",0.12324336,0.18218367,1.4842346,1.7062742,0.6334887,0.78901,-0.1555213
61,-0.29255128,-0.12450955,"('illogical', 'logical')",0.024431288,0.18679672,0.29384434,0.26301762,0.0085748,0.1084349,-0.0998601
7,0.28559864,0.43457612,"('insensitive', 'sensitive')",0.5170949,0.6805662,1.4910512,1.336306,0.7645816,0.8171495,-0.0525679
21,0.27556884,0.57426745,"('immoral', 'moral')",0.3537922,0.6176657,-0.571483,-0.79456395,0.0192927,0.1324564,-0.1131637
56,0.26725626,0.4094958,"('impractical', 'practical')",0.71857697,0.72343177,0.105912216,-0.080366075,0.3639152,0.3508538,0.0130614
28,0.26536238,0.22571467,"('disloyal', 'loyal')",0.17648649,0.09226958,1.0126497,1.0190349,0.4848328,0.445673,0.0391598
44,-0.26163402,0.007211266,"('prejudiced', 'unprejudiced')",-0.00796834,0.1511358,-1.7399325,-1.6766304,-0.6698449,-0.5060945,-0.1637504
65,-0.25400594,-0.46435055,"('insecure', 'secure')",0.12605652,0.13204506,0.12946358,-0.23418137,0.0005047,-0.1888289,0.1893336
82,-0.23907289,-0.35557956,"('poor', 'rich')",-0.26210296,-0.28880426,6.714535,6.823949,2.0711198,2.059855,0.0112648
79,-0.21945493,-0.31721735,"('wavering', 'unwavering')",-1.169029,-1.4147651,-0.39842343,-0.13675235,-0.5956358,-0.6229116,0.0272758
64,-0.2154429,-0.39202863,"('shy', 'confident')",-0.29704294,-0.47216946,-7.071442,-7.4256253,-2.527976,-2.7632745,0.2352985
75,-0.21514064,-0.49667355,"('meek', 'impulsive')",-0.6677415,-0.7613665,-0.6476081,-0.4697208,-0.5101634,-0.5759203,0.0657569
1,-0.19553581,-0.09274071,"('unfriendly', 'friendly')",0.49870703,0.5748458,2.0129333,2.4245172,0.7720348,0.9688741,-0.1968393
18,-0.192375,-0.16593245,"('disagreeable', 'welcoming')",-0.043640435,-0.12163515,-0.17276208,-0.09930462,-0.1362592,-0.1289574,-0.0073018
48,-0.19175,-0.27610806,"('unintelligent', 'intelligent')",0.0768614,0.13448866,0.54218817,0.42744112,0.1424332,0.0952739,0.0471593
43,-0.18458493,0.26707548,"('irresponsible', 'responsible')",0.25118405,0.39678645,0.86673146,0.798385,0.3111102,0.4874156,-0.1763054
42,0.16382846,0.15479375,"('unreliable', 'reliable')",-0.25404313,-0.28658292,-3.1338885,-3.1626887,-1.0747011,-1.0981593,0.0234582
71,0.15634187,0.25362957,"('diffident', 'self-confident')",0.607198,0.77546513,0.2847036,0.46827725,0.3494145,0.499124,-0.1497095
25,-0.15420511,-0.14786534,"('egoistic', 'altruistic')",0.6138982,0.530955,1.4626896,1.7741506,0.6407942,0.7190801,-0.0782859
51,0.15203923,-0.20932892,"('uneducated', 'educated')",-0.13934565,-0.0617076,0.8402711,0.64027953,0.2843216,0.123081,0.1612406
62,0.14951594,0.2442003,"('incompetent', 'brilliant')",0.65143657,0.79552335,0.5576433,0.50793344,0.4528653,0.5158857,-0.0630204
47,0.14923574,0.33445486,"('stupid', 'smart')",0.5232619,0.7694696,5.7976046,5.908813,2.1567008,2.3375791,-0.1808783
81,-0.14787608,-0.51386714,"('submissive', 'aggressive')",-0.27398494,-0.41294038,-0.59754944,-0.9643731,-0.3398035,-0.6303935,0.29059
63,-0.119646885,-0.05606956,"('unperceptive', 'insightful')",0.5742128,0.71981853,1.3272587,1.2468814,0.5939415,0.6368768,-0.0429353
55,-0.1001489,0.023541547,"('incompetent', 'clever')",0.4869095,0.6515081,0.38057494,0.093451284,0.2557785,0.256167,-0.0003885
87,0.09845755,-0.02893959,"('unsuccessful', 'successful')",0.049152702,0.24429195,0.32135084,0.38317642,0.1563204,0.1995096,-0.0431892
27,-0.065352164,0.44009942,"('hardhearted', 'softhearted')",0.25939807,0.44984853,1.93264,2.0493672,0.7088953,0.9797717,-0.2708764
46,-0.062699065,-0.012210049,"('uncompetitive', 'competitive')",0.52961284,0.5777078,-0.58601093,-0.9687592,-0.0396991,-0.1344205,0.0947214
19,0.05800914,0.18258739,"('inhospitable', 'hospitable')",-0.5772737,-0.43902737,-0.0627064,0.37320706,-0.1939903,0.0389224,-0.2329127
4,0.048055936,-0.21796128,"('disliked', 'liked')",-0.25139627,-0.34442255,-6.7606187,-6.7658477,-2.3213197,-2.4427438,0.1214241
14,0.042449843,-0.024320116,"('antisocial', 'social')",0.46956643,0.559418,-0.5900185,-0.7678247,-0.0260007,-0.0775756,0.0515749
17,-0.029254325,0.030496923,"('nasty', 'nice')",0.15733859,0.21747947,-0.65963495,-0.52438504,-0.1771835,-0.0921362,-0.0850473
80,0.027456671,0.030023977,"('dominated', 'dominating')",0.38235855,0.54832697,-0.8426205,-1.0437958,-0.1442684,-0.1551483,0.0108799
84,-0.023074295,-0.058411278,"('inferior', 'superior')",0.03321863,0.042441707,0.38671497,0.39306605,0.1322864,0.1256988,0.0065876
35,-0.0076698605,0.09624327,"('corrupt', 'incorrupt')",-1.0174253,-1.0330027,-0.6023727,-0.2828172,-0.5424893,-0.4065256,-0.1359637
