,allegheny_male,allegheny_female,tuple,energy_male,energy_female,inc_male,inc_female,average_male,average_female,male-female
85,2.7800226,2.631127,"('insignificant', 'prestigious')",0.21493933,0.05055173,0.89755946,0.7009694,1.2975071,1.1275494,0.1699577
12,1.9984179,2.0254495,"('unsupportive', 'supportive')",0.7195446,0.7631131,-1.8568618,-1.7855612,0.2870336,0.3343338,-0.0473002
74,1.9914694,1.742353,"('undedicated', 'dedicated')",-0.28812724,-0.25316203,-0.13656622,-0.160053,0.5222587,0.443046,0.0792127
66,1.9909694,1.6268291,"('inactive', 'active')",-0.5776658,-0.7543131,1.1931661,0.9963215,0.8688232,0.6229459,0.2458773
9,1.7837818,1.8421034,"('unaffectionate', 'caring')",0.061572947,0.03621468,0.86882234,0.8566482,0.9047257,0.9116554,-0.0069297
29,-1.6125273,-1.5854834,"('unfair', 'fair')",-0.5552984,-0.5336677,-0.3115493,-0.38677627,-0.8264583,-0.8353091,0.0088508
71,1.5673605,1.5070128,"('diffident', 'self-confident')",1.4543376,1.3488395,0.5798397,0.46666265,1.2005126,1.107505,0.0930076
53,1.5446392,1.4791276,"('uncreative', 'creative')",0.80881613,0.83757275,0.8306334,0.7266408,1.0613629,1.0144471,0.0469158
65,-1.4938155,-1.4448056,"('insecure', 'secure')",0.49302435,0.55283964,-0.6660892,-0.49242565,-0.5556268,-0.4614639,-0.0941629
16,-1.4561648,-1.5004846,"('unpopular', 'popular')",-0.38995516,-0.579956,0.35248357,0.20565487,-0.4978788,-0.6249286,0.1270498
39,1.4404095,1.4793754,"('exploitative', 'cooperative')",0.017499246,0.06718696,0.035546467,0.010260463,0.4978184,0.5189409,-0.0211225
45,-1.4077839,-1.3806767,"('incompetent', 'competent')",-0.78988546,-0.68802285,-0.7898621,-0.64588314,-0.9958438,-0.9048609,-0.0909829
40,1.4016151,1.2815148,"('stingy', 'generous')",0.35892388,0.2989247,-1.4516398,-1.7094611,0.1029664,-0.0430072,0.1459736
63,1.3984556,1.3218164,"('unperceptive', 'insightful')",0.6417862,0.7480689,0.57604903,0.66928613,0.8720969,0.9130572,-0.0409603
72,1.3920257,1.2545464,"('unambitious', 'ambitious')",0.7895998,0.7642361,-1.0690025,-1.0037826,0.3708743,0.3383333,0.032541
55,-1.315439,-1.3333039,"('incompetent', 'clever')",-0.3043494,-0.23443463,-0.4672017,-0.33966362,-0.6956634,-0.6358007,-0.0598627
44,-1.3125241,-1.1620381,"('prejudiced', 'unprejudiced')",0.00838175,0.004669724,-1.0181059,-0.9759103,-0.7740827,-0.7110929,-0.0629898
59,1.3053113,1.3134992,"('foolish', 'wise')",0.6442897,0.6322882,0.5435477,0.47237557,0.8310495,0.8060544,0.0249951
3,-1.2710654,-1.3708439,"('repellent', 'pleasant')",0.094824165,0.033262603,0.118723705,0.18659437,-0.3525058,-0.3836623,0.0311565
