,mckesson_male,mckesson_female,tuple,inc_male,inc_female,average_male,average_female,male-female
10,-2.736772,-2.475588,"('unsympathetic', 'sympathetic')",0.22891285,-0.010430634,-1.2539296,-1.2430093,-0.0109203
69,2.1722467,1.8646239,"('lazy', 'industrious')",-0.69983983,-0.73809075,0.7362034,0.5632666,0.1729368
23,-1.9991692,-1.8630463,"('insincere', 'sincere')",5.3377624,5.7810974,1.6692965,1.9590256,-0.2897291
43,-1.9779156,-1.6027409,"('irresponsible', 'responsible')",0.4505792,0.71799946,-0.7636682,-0.4423707,-0.3212975
0,-1.9078958,-1.7211012,"('unsociable', 'sociable')",-0.4281976,-0.60327375,-1.1680467,-1.1621875,-0.0058592
85,1.8540591,1.5074401,"('insignificant', 'prestigious')",0.66874206,0.6406075,1.2614006,1.0740237,0.1873769
86,-1.8427769,-1.8870304,"('uninfluential', 'influential')",0.42747772,0.028711691,-0.7076496,-0.9291593,0.2215097
46,-1.8242531,-1.6052341,"('uncompetitive', 'competitive')",0.07749094,-0.23898913,-0.8733811,-0.9221116,0.0487305
63,-1.776029,-1.6593605,"('unperceptive', 'insightful')",1.6104606,1.3916895,-0.0827842,-0.1338355,0.0510513
11,-1.7168435,-1.535759,"('unhelpful', 'helpful')",1.9087411,2.1210895,0.0959488,0.2926652,-0.1967164
57,-1.6996166,-1.6156297,"('unimaginative', 'imaginative')",-1.985392,-2.501536,-1.8425043,-2.0585828,0.2160785
81,-1.6365882,-1.3146898,"('submissive', 'aggressive')",-0.52528167,-0.70416343,-1.080935,-1.0094266,-0.0715084
65,-1.6308745,-1.3394232,"('insecure', 'secure')",-0.47162467,-0.56348026,-1.0512496,-0.9514517,-0.0997979
48,-1.5468967,-1.8125225,"('unintelligent', 'intelligent')",0.9693199,0.62925065,-0.2887884,-0.5916359,0.3028475
21,-1.5317718,-1.3734449,"('immoral', 'moral')",-0.5514008,-0.6324717,-1.0415863,-1.0029583,-0.038628
35,1.4792999,1.3112059,"('corrupt', 'incorrupt')",-0.60248077,-0.36166036,0.4384096,0.4747728,-0.0363632
70,-1.4275267,-1.0974628,"('lethargic', 'energetic')",0.84661347,0.8089191,-0.2904566,-0.1442719,-0.1461847
56,-1.4091499,-0.84907097,"('impractical', 'practical')",-0.10938709,0.2063839,-0.7592685,-0.3213435,-0.437925
14,-1.3888017,-1.1849589,"('antisocial', 'social')",-0.69167864,-0.7526196,-1.0402402,-0.9687893,-0.0714509
72,-1.3673291,-1.271495,"('unambitious', 'ambitious')",-0.8736546,-0.856903,-1.1204919,-1.064199,-0.0562929
60,-1.3468244,-0.8949752,"('inefficient', 'efficient')",0.19619554,0.23557183,-0.5753144,-0.3297017,-0.2456127
47,-1.3373337,-1.2011304,"('stupid', 'smart')",4.1887836,4.7295094,1.425725,1.7641895,-0.3384645
1,-1.3175997,-1.4382147,"('unfriendly', 'friendly')",1.4449295,1.5182408,0.0636649,0.0400131,0.0236518
62,-1.3058051,-0.9610855,"('incompetent', 'brilliant')",0.5045872,0.6081168,-0.400609,-0.1764843,-0.2241247
73,1.2670128,1.5282066,"('helpless', 'self-reliant')",-2.5408306,-2.4827716,-0.6369089,-0.4772825,-0.1596264
3,-1.1791048,-1.0625063,"('repellent', 'pleasant')",0.0903216,0.10015787,-0.5443916,-0.4811742,-0.0632174
12,-1.1472619,-1.1061,"('unsupportive', 'supportive')",-0.9716351,-1.2468143,-1.0594485,-1.1764572,0.1170087
55,-1.1140188,-1.0521816,"('incompetent', 'clever')",0.45542896,0.14315511,-0.3292949,-0.4545133,0.1252184
30,-1.1110024,-0.68087333,"('intolerant', 'tolerant')",1.030908,1.0947772,-0.0400472,0.2069519,-0.2469991
5,1.1062421,1.1653341,"('distant', 'outgoing')",-0.26782295,-0.02589687,0.4192095,0.5697186,-0.1505091
22,-1.0700622,-0.9435504,"('untrustworthy', 'trustworthy')",-0.9229987,-0.9522924,-0.9965304,-0.9479214,-0.048609
41,-1.0306361,-0.88973856,"('unforgiving', 'forgiving')",-0.04402762,-0.1939802,-0.5373318,-0.5418594,0.0045276
13,-0.97719526,-0.4978491,"('impolite', 'polite')",-0.35910803,-0.26215315,-0.6681516,-0.3800011,-0.2881505
34,-0.9761725,-0.8375297,"('mean', 'honorable')",5.7057323,6.337173,2.3647799,2.7498217,-0.3850418
4,0.9605276,1.0717351,"('disliked', 'liked')",-5.6890206,-6.158864,-2.3642466,-2.5435643,0.1793177
79,0.9603209,0.71410507,"('wavering', 'unwavering')",0.29069477,0.39218163,0.6255078,0.5531434,0.0723644
50,0.9571215,0.658784,"('clumsy', 'skillful')",0.44623607,0.33870667,0.7016788,0.4987453,0.2029335
7,-0.91902524,-0.817298,"('insensitive', 'sensitive')",0.8280277,0.75216585,-0.0454988,-0.0325661,-0.0129327
59,0.90230876,0.83175147,"('foolish', 'wise')",-0.012023427,0.25424534,0.4451427,0.5429984,-0.0978557
32,-0.89701474,-0.8848694,"('unkind', 'kind')",0.82090414,0.80132145,-0.0380553,-0.041774,0.0037187
61,-0.8966184,-0.8144189,"('illogical', 'logical')",0.44900393,0.3790473,-0.2238072,-0.2176858,-0.0061214
31,0.8953481,0.51006955,"('evil', 'good')",-1.2191387,-1.3159454,-0.1618953,-0.4029379,0.2410426
38,-0.87692326,-0.48656407,"('untruthful', 'truthful')",0.068047754,0.39814764,-0.4044378,-0.0442082,-0.3602296
44,0.87037426,1.0426584,"('prejudiced', 'unprejudiced')",-1.8235171,-1.7363963,-0.4765714,-0.3468689,-0.1297025
6,0.8614375,0.8464762,"('distant', 'open')",-0.113071464,0.10281261,0.374183,0.4746444,-0.1004614
45,-0.86080295,-0.7998018,"('incompetent', 'competent')",-0.056280017,-0.2887526,-0.4585415,-0.5442772,0.0857357
75,0.8512217,0.99262965,"('meek', 'impulsive')",-0.49827182,-0.33374593,0.1764749,0.3294418,-0.1529669
58,-0.8403164,-0.89568526,"('undiscriminating', 'discriminating')",0.55578834,0.29509515,-0.142264,-0.3002951,0.1580311
19,0.81663233,0.7022704,"('inhospitable', 'hospitable')",0.45777184,0.5285211,0.6372021,0.6153958,0.0218063
83,-0.7820691,-0.7622298,"('powerless', 'powerful')",-0.77489513,-0.7509287,-0.7784821,-0.7565793,-0.0219028
33,0.77791035,0.6113543,"('wrong', 'right')",-0.6527939,-0.6105069,0.0625582,0.0004237,0.0621345
53,-0.72798246,-0.68037033,"('uncreative', 'creative')",0.64659274,0.6851653,-0.0406949,0.0023975,-0.0430924
36,0.6960627,0.47623354,"('hostile', 'amicable')",-0.20451576,-0.040410623,0.2457735,0.2179115,0.027862
87,0.6798396,0.65233374,"('unsuccessful', 'successful')",1.3464018,1.1286063,1.0131207,0.89047,0.1226507
28,-0.6697032,-0.65178156,"('disloyal', 'loyal')",0.66031826,0.81759036,-0.0046925,0.0829044,-0.0875969
66,0.6382942,0.5095592,"('inactive', 'active')",0.7333115,0.55090046,0.6858028,0.5302298,0.155573
24,-0.6069385,-0.43822438,"('dishonest', 'honest')",0.42838508,0.7285698,-0.0892767,0.1451727,-0.2344494
25,0.594036,0.4074155,"('egoistic', 'altruistic')",1.3143442,1.3273636,0.9541901,0.8673896,0.0868005
49,-0.57248044,-0.4883499,"('unable', 'able')",0.15157792,0.25656384,-0.2104513,-0.115893,-0.0945583
76,-0.56282884,-0.4577419,"('anxious', 'daring')",0.3196052,0.32790124,-0.1216118,-0.0649203,-0.0566915
