,morgan_male,morgan_female,tuple,stanley_male,stanley_female,dean_male,dean_female,witter_male,witter_female,&_male,&_female,co_male,co_female,average_male,average_female,male-female
85,2.0004709,2.0191917,"('insignificant', 'prestigious')",1.9521823,1.8338114,-2.5561252,-2.4275012,1.7040645,1.5257741,2.769847,2.7319772,0.786872,0.9255823,1.1095519,1.1014726,0.0080793
66,1.9727691,1.9680824,"('inactive', 'active')",1.636675,1.7139896,0.13414454,0.07052433,1.625905,1.4333079,2.7919226,2.6844378,2.6706338,2.6625412,1.8053417,1.7554806,0.0498611
58,1.8963816,1.8002679,"('undiscriminating', 'discriminating')",1.3421271,1.312446,0.58883893,0.74982625,-0.60781753,-0.21639429,0.5210516,0.60045236,0.45465633,0.5433205,0.6992064,0.7983198,-0.0991134
45,-1.7653284,-1.831384,"('incompetent', 'competent')",-1.9678172,-1.9375478,-0.17280474,-0.122681946,-1.9589304,-1.592521,-0.84420437,-0.80497956,-1.17648,-1.2415365,-1.314261,-1.2551084,-0.0591526
83,1.5959107,1.5073603,"('powerless', 'powerful')",1.5238647,1.5303515,1.3576728,1.4060209,-0.38858315,-0.10185543,0.5836998,0.73885375,-0.8734284,-0.7215634,0.6331894,0.726528,-0.0933386
2,1.5759164,1.6072904,"('unlikable', 'likable')",1.2764313,1.2818152,1.3435518,1.2496219,-0.15872695,-0.04848167,1.1763275,1.2034183,0.3004881,0.37720585,0.918998,0.945145,-0.026147
9,1.389073,1.4796367,"('unaffectionate', 'caring')",1.3081148,1.2730985,-0.42240047,-0.18485688,-1.3766451,-1.200295,0.91500556,0.8823973,0.51592654,0.6245611,0.3881791,0.4790903,-0.0909112
22,-1.3256563,-1.4765087,"('untrustworthy', 'trustworthy')",-1.8392558,-1.9210676,0.87874264,0.8012227,-1.4285805,-1.0979208,-0.9691515,-0.97990716,-1.3272985,-1.4226705,-1.0018667,-1.016142,0.0142753
87,1.2838511,1.3492819,"('unsuccessful', 'successful')",0.87763286,1.0393783,1.4218211,1.2194142,1.3961009,1.358676,2.549949,2.571911,1.4367673,1.4535863,1.4943538,1.4987079,-0.0043541
70,-1.2645069,-1.3978004,"('lethargic', 'energetic')",-0.9679829,-1.0111738,1.1668018,1.020256,-1.3531195,-1.0837226,-0.5356249,-0.4689406,-0.6628436,-0.6691241,-0.6028794,-0.6017509,-0.0011285
86,-1.260112,-1.5119424,"('uninfluential', 'influential')",-0.55022514,-0.7623386,0.27380547,0.22954059,-2.8777556,-2.5565941,-0.1448148,-0.17703645,-1.0058277,-1.0487573,-0.9274883,-0.9711881,0.0436998
71,1.2428961,1.163896,"('diffident', 'self-confident')",2.160615,1.999067,0.28294846,0.35211593,0.3637641,0.40059197,0.68102133,0.7542158,0.038537867,0.21997066,0.7949638,0.8149762,-0.0200124
78,1.2088135,0.9429058,"('nonresilient', 'resilient')",1.7032073,1.6173531,0.51008797,0.49829012,-0.41720262,-0.3415956,1.3264229,1.3543881,1.7823526,1.897998,1.0189469,0.9948899,0.024057
36,1.2040844,1.0542831,"('hostile', 'amicable')",1.9200021,1.8223509,-2.024871,-1.90631,1.4777284,1.2648228,1.0642656,1.0267154,0.41962832,0.5500715,0.6768062,0.6353223,0.0414839
12,1.1799554,0.9944826,"('unsupportive', 'supportive')",1.2758228,1.1023654,0.9603274,0.87666863,-1.2282183,-1.1091278,1.0171584,0.89711833,-1.2178626,-1.33331,0.3311972,0.2380329,0.0931643
57,-1.1586976,-1.2564502,"('unimaginative', 'imaginative')",-0.75049925,-0.7077848,-0.15853238,-0.20247957,-2.1379185,-1.6916002,-0.445962,-0.3602971,-1.7118545,-1.8215911,-1.0605773,-1.0067005,-0.0538768
14,-1.1485794,-1.0448145,"('antisocial', 'social')",-1.3194672,-1.1770697,0.40750518,0.2880923,-2.112527,-1.7916147,-0.058454916,-0.031746786,-1.3753486,-1.3825331,-0.9344786,-0.8566144,-0.0778642
48,-1.0969634,-1.1285383,"('unintelligent', 'intelligent')",-0.91337097,-0.95101696,-0.58633316,-0.67872113,-3.0044854,-2.9667008,-0.7762995,-0.83094454,-1.7086263,-1.6907954,-1.3476798,-1.3744529,0.0267731
50,1.0903823,0.8896619,"('clumsy', 'skillful')",0.5112722,0.36597,1.0371274,0.88092923,1.1917522,0.89160734,1.5679605,1.5060985,0.65354097,0.73539495,1.0086726,0.878277,0.1303956
65,-1.0871617,-1.0229232,"('insecure', 'secure')",-1.7730236,-1.5822452,0.61231935,0.54522645,-2.4589932,-2.1682336,-0.91094506,-0.85450625,-1.4132158,-1.3535967,-1.1718365,-1.0727131,-0.0991234
30,-1.0825461,-0.91418934,"('intolerant', 'tolerant')",-2.094242,-1.9880438,0.2552613,0.3600057,-2.019791,-1.5645221,-1.1649604,-1.0866311,-1.2179859,-1.2477832,-1.2207106,-1.0735273,-0.1471833
81,-1.028555,-1.113656,"('submissive', 'aggressive')",-0.43162352,-0.45015657,2.2675695,1.9160357,-1.699052,-1.8233926,-0.4373425,-0.46250522,-1.2349654,-1.4319296,-0.4273282,-0.5609341,0.1336059
46,0.99082994,0.72320837,"('uncompetitive', 'competitive')",1.2553183,1.1796471,2.7415957,2.4799647,-2.1499958,-1.7704812,-0.12609524,-0.03191831,0.28935683,0.29185793,0.5001682,0.4787131,0.0214551
60,-0.9666154,-0.97695065,"('inefficient', 'efficient')",-1.1284226,-1.1627605,1.4104762,1.1168633,-2.6311386,-2.2856143,-1.0022362,-0.95684755,-0.85828704,-0.8376846,-0.8627039,-0.8504991,-0.0122048
37,-0.9607737,-0.9876709,"('fake', 'genuine')",-1.4554319,-1.5471112,0.74867105,0.82457876,-0.3597591,-0.28270584,-0.8822097,-0.77072835,-0.13199836,-0.17569277,-0.506917,-0.4898884,-0.0170286
26,0.94639766,0.87446624,"('hardhearted', 'benevolent')",0.8673739,0.7748473,-1.2386371,-1.0894226,-0.5916527,-0.31892496,2.7462094,2.6245956,0.6540235,0.6301046,0.5639524,0.582611,-0.0186586
3,-0.9292753,-1.1064026,"('repellent', 'pleasant')",-0.7956861,-0.86034274,0.92796016,0.7696748,-2.1604695,-2.176671,-0.9997732,-1.0089002,0.75497717,0.64135456,-0.5337112,-0.6235479,0.0898367
82,-0.9101519,-0.87511957,"('poor', 'rich')",-0.81037503,-0.78037804,0.066914774,0.10428086,-1.9656638,-1.8201896,-1.2961545,-1.161442,2.5628314,2.920247,-0.3920999,-0.2687669,-0.123333
79,0.9086406,0.8798723,"('wavering', 'unwavering')",1.1502762,1.1177819,-1.130692,-0.9701941,0.40735376,0.1410722,1.049826,1.0439366,0.18273605,0.38445812,0.4280235,0.4328212,-0.0047977
63,0.90257335,0.9058776,"('unperceptive', 'insightful')",0.9912683,1.0663086,0.9708084,1.056567,-1.6714331,-1.3652923,0.95708656,1.0378785,0.26456356,0.32923362,0.4024778,0.5050955,-0.1026177
1,0.8992363,0.91781545,"('unfriendly', 'friendly')",0.71598625,0.5508411,-1.2228601,-0.94372004,-2.2274625,-1.9317431,0.59934705,0.68181187,0.4901332,0.6663459,-0.12427,-0.0097748,-0.1144952
10,-0.8895237,-0.94171375,"('unsympathetic', 'sympathetic')",-0.6673237,-0.641489,1.2130061,1.0410209,-2.9127102,-2.538896,-0.54301316,-0.4614431,0.041654646,0.020190805,-0.6263183,-0.5870551,-0.0392632
16,0.8590345,0.78892,"('unpopular', 'popular')",0.29441524,0.31863683,-1.2187666,-1.217318,0.8164179,0.5076162,0.7272014,0.7387705,0.42403576,0.5182351,0.3170564,0.2758101,0.0412463
33,0.8537466,0.7370415,"('wrong', 'right')",0.4031111,0.26892516,-0.0034418665,-0.042724095,1.0934675,0.814517,0.88429046,0.8218858,-0.6113542,-0.7300873,0.4366366,0.311593,0.1250436
54,0.8433753,0.84262115,"('incapable', 'capable')",0.83849305,0.8395496,-0.30563036,-0.37084317,-0.21514976,-0.24247542,0.76651573,0.77133185,0.38048184,0.46818772,0.384681,0.3847286,-4.76e-05
69,0.8255903,0.6615824,"('lazy', 'industrious')",1.2976254,1.1717002,-0.7624312,-0.85609704,3.0131047,2.5219982,1.6037585,1.4312587,0.5897012,0.47606102,1.0945581,0.9010839,0.1934742
28,-0.7495265,-0.7969527,"('disloyal', 'loyal')",-0.9239351,-1.0134691,-0.5020079,-0.4885782,-2.1125648,-1.9967151,-0.47184,-0.4503364,-0.69050795,-0.7327877,-0.908397,-0.9131399,0.0047429
23,0.66429377,0.65253645,"('insincere', 'sincere')",0.079233885,-0.042879634,1.9333115,1.7949048,-3.2240958,-3.1001124,-1.1456058,-1.1235362,2.206072,2.3496442,0.0855349,0.0884262,-0.0028913
5,0.6449512,0.70244104,"('distant', 'outgoing')",0.4005978,0.3357088,-2.0234933,-1.6209862,1.517643,1.7933146,0.78870106,0.9989925,0.041708127,0.32506457,0.2283513,0.4224226,-0.1940713
44,-0.62731016,-0.58599156,"('prejudiced', 'unprejudiced')",-0.6514081,-0.61113155,-1.4656491,-1.4725373,0.5736003,0.6299928,-1.5710557,-1.4914974,-1.5711898,-1.5037588,-0.8855021,-0.839154,-0.0463481
49,-0.6149004,-0.61253417,"('unable', 'able')",-0.22258511,-0.18186884,-0.18298346,-0.1988238,-0.34700477,-0.23209389,0.02083473,0.020323351,-0.50955343,-0.4500808,-0.3093654,-0.2758464,-0.033519
84,0.5829514,0.74270535,"('inferior', 'superior')",0.92929786,1.0621381,0.8355464,0.9409711,0.4343225,0.5625812,0.979494,1.1198349,0.68274873,0.7086323,0.7407268,0.8561439,-0.1154171
34,0.5797623,0.5484029,"('mean', 'honorable')",0.8611892,0.75032216,-0.04387967,-0.21643084,-0.8203583,-0.68233883,0.23170519,0.2951873,3.7513134,4.024677,0.7599554,0.7866366,-0.0266812
0,-0.5642992,-0.6986172,"('unsociable', 'sociable')",-0.683528,-0.71242803,0.7692652,0.5548617,-1.3963816,-1.201654,-0.09255715,0.008725705,-0.04081051,-0.062608026,-0.3347186,-0.3519533,0.0172347
19,-0.55286443,-0.6124583,"('inhospitable', 'hospitable')",-0.16197601,-0.22855645,-0.43856218,-0.22898807,0.448466,0.47532374,-0.6312238,-0.60699636,0.14675094,0.26263303,-0.1982349,-0.1565071,-0.0417278
43,-0.54580015,-0.3537634,"('irresponsible', 'responsible')",-0.7557332,-0.7372939,0.46681303,0.4673449,-3.0547762,-2.601225,-1.042548,-0.9503727,-0.48153636,-0.3880922,-0.9022635,-0.760567,-0.1416965
76,-0.5381869,-0.47801477,"('anxious', 'daring')",-0.6813893,-0.53935945,2.1315477,2.099682,-1.1598905,-0.9358857,0.350896,0.4811589,0.060502682,0.10448827,0.0272466,0.1220115,-0.0947649
21,0.53469664,0.35946926,"('immoral', 'moral')",-0.69798785,-0.776205,1.7972448,1.584403,-1.9036142,-1.8031387,-0.7799521,-0.8357059,-2.0446455,-2.0474877,-0.5157097,-0.5864442,0.0707345
31,-0.5202223,-0.5147253,"('evil', 'good')",-0.4613133,-0.5334216,-3.257115,-2.856316,0.7783159,0.74897075,0.19232833,0.12392248,-0.5739365,-0.5602978,-0.6403237,-0.5986446,-0.0416791
