,varian_male,varian_female,tuple,medical_male,medical_female,systems_male,systems_female,inc_male,inc_female,average_male,average_female,male-female
1,-2.4734418,-2.5882986,"('unfriendly', 'friendly')",0.53744227,0.32002455,-0.38845313,-0.5753326,2.016682,1.8338587,-0.0769427,-0.252437,0.1754943
86,-2.1480334,-2.2644796,"('uninfluential', 'influential')",0.3973457,0.24669823,-0.5396869,-0.67478395,-0.38180876,-0.30832314,-0.6680459,-0.7502221,0.0821762
53,-1.9457766,-1.9054791,"('uncreative', 'creative')",-0.4466888,-0.5245656,-0.2790069,-0.30729386,0.8084889,0.9068795,-0.4657459,-0.4576148,-0.0081311
63,-1.889441,-1.8222893,"('unperceptive', 'insightful')",-0.015514478,-0.0012576394,0.46992546,0.44327274,0.6738869,0.7976862,-0.1902858,-0.145647,-0.0446388
57,-1.4151689,-1.6273243,"('unimaginative', 'imaginative')",0.05381399,-0.18753904,-0.5618588,-0.8288135,-2.426129,-2.6421125,-1.0873357,-1.3214474,0.2341117
61,-1.3924443,-1.2403104,"('illogical', 'logical')",-0.08531239,-0.036247425,0.17506436,0.14979209,0.098621406,0.117600255,-0.3010177,-0.2522914,-0.0487263
69,1.3593583,1.3564622,"('lazy', 'industrious')",1.5060159,1.6029623,1.2213244,1.4266059,0.35782078,0.36099154,1.1111299,1.1867554,-0.0756255
58,-1.2598693,-1.3032117,"('undiscriminating', 'discriminating')",-0.8542852,-1.0391054,-0.38473934,-0.5705622,-0.29401517,-0.45901084,-0.6982273,-0.8429725,0.1447452
8,-1.2362177,-1.2349392,"('unaffectionate', 'affectionate')",0.07750651,0.089728564,-1.8514743,-1.6977569,0.77427965,0.6802052,-0.5589765,-0.5406905,-0.018286
9,-1.2015035,-1.1635294,"('unaffectionate', 'caring')",1.0575322,1.0463917,-0.777888,-0.7379525,1.2736789,1.1758739,0.0879549,0.0801959,0.007759
72,-1.1328166,-0.9612889,"('unambitious', 'ambitious')",-0.06733887,0.035969928,-1.6570233,-1.5307803,-1.1343439,-0.9288359,-0.9978806,-0.8462338,-0.1516468
43,-1.1253242,-1.0795829,"('irresponsible', 'responsible')",0.7547888,0.8008839,-1.1201708,-1.1879394,-0.055150494,0.14326042,-0.3864642,-0.3308445,-0.0556197
24,-1.0972894,-0.97448,"('dishonest', 'honest')",-0.28968823,-0.2841121,-2.437595,-2.3369806,0.34129417,0.50258964,-0.8708196,-0.7732458,-0.0975738
38,-1.0645694,-0.78760433,"('untruthful', 'truthful')",0.07694474,0.18840943,-0.6929472,-0.5144919,-0.20481771,0.23542206,-0.4713474,-0.2195662,-0.2517812
5,-1.0574924,-1.1126261,"('distant', 'outgoing')",0.1374991,0.08532067,-1.1657631,-1.0626255,0.10482997,0.14098357,-0.4952316,-0.4872369,-0.0079947
54,-0.9914687,-0.9709003,"('incapable', 'capable')",-0.0045888685,0.082822666,-0.5175412,-0.37877554,1.2071961,1.4000969,-0.0766007,0.0333109,-0.1099116
45,-0.9810838,-0.97305256,"('incompetent', 'competent')",-0.10402601,-0.10171277,-0.28904825,-0.39674887,-0.32053933,-0.31110862,-0.4236744,-0.4456557,0.0219813
10,-0.94645166,-0.9808165,"('unsympathetic', 'sympathetic')",-0.9228286,-0.83738416,-1.0246811,-1.0388733,-0.535581,-0.470828,-0.8573856,-0.8319755,-0.0254101
82,-0.945247,-0.7058469,"('poor', 'rich')",-0.6133186,-0.40969092,-0.81729543,-0.62099826,5.8521943,5.99263,0.8690833,1.0640235,-0.1949402
25,-0.91740495,-0.8565627,"('egoistic', 'altruistic')",0.31621578,0.28247595,0.87393594,0.99501383,1.5593309,1.5174857,0.4580194,0.4846032,-0.0265838
36,-0.87100655,-1.0193453,"('hostile', 'amicable')",-1.0189791,-1.1776851,-2.0043452,-1.9054486,0.5345584,0.2902241,-0.8399431,-0.9530637,0.1131206
23,-0.84118986,-0.88002807,"('insincere', 'sincere')",-0.15851307,-0.09430134,0.4770968,0.4213221,5.181527,5.2997837,1.1647303,1.1866941,-0.0219638
44,0.81271684,0.9269652,"('prejudiced', 'unprejudiced')",-0.75299907,-0.5936535,-0.48794273,-0.34473747,-1.35218,-1.3263605,-0.4451012,-0.3344465,-0.1106547
6,-0.800823,-0.8749093,"('distant', 'open')",0.053064674,-0.033910785,-1.7960621,-1.6500618,0.7432903,0.7485698,-0.4501325,-0.4525781,0.0024456
84,0.76030165,0.7614436,"('inferior', 'superior')",0.9280534,0.81599885,0.060657684,0.11529368,0.9663131,0.98600936,0.6788315,0.6696864,0.0091451
73,0.75668985,0.9291913,"('helpless', 'self-reliant')",0.3643545,0.315976,-0.37710622,-0.31255028,-3.0610223,-3.12852,-0.579271,-0.5489758,-0.0302952
34,-0.74703187,-0.6871614,"('mean', 'honorable')",-0.4972376,-0.4315703,0.019411784,0.06762686,5.762421,5.8329883,1.1343908,1.1954708,-0.06108
70,-0.74391073,-0.6853156,"('lethargic', 'energetic')",-0.3180734,-0.28496194,-0.113784984,-0.11721386,0.33142284,0.33245715,-0.2110866,-0.1887586,-0.022328
51,-0.736828,-0.7014719,"('uneducated', 'educated')",0.22576866,0.2363657,0.10696925,0.077639274,-0.049683534,0.12325965,-0.1134434,-0.0660518,-0.0473916
27,-0.73648775,-0.9631867,"('hardhearted', 'softhearted')",0.15834565,0.0666183,0.11087508,-0.05383794,2.0236213,1.7282541,0.3890886,0.1944619,0.1946267
22,-0.72559404,-0.6602502,"('untrustworthy', 'trustworthy')",-0.17899796,-0.187582,0.29853773,0.17188285,-1.0676368,-1.1577303,-0.4184228,-0.4584199,0.0399971
79,-0.7253627,-0.73184425,"('wavering', 'unwavering')",-0.5423468,-0.53003645,-1.7259887,-1.4724166,0.17810537,0.23257387,-0.7038982,-0.6254308,-0.0784674
19,-0.7157531,-0.68527836,"('inhospitable', 'hospitable')",-0.042739972,-0.008636612,-1.1402844,-1.000592,0.16923767,0.3353452,-0.432385,-0.3397904,-0.0925946
0,-0.6961491,-0.89017534,"('unsociable', 'sociable')",0.3288529,0.41907138,0.010849665,-0.0580803,-0.6707805,-0.5495377,-0.2568068,-0.2696805,0.0128737
31,-0.67841786,-0.91957307,"('evil', 'good')",-0.62690836,-0.8310261,-0.9358285,-1.0006479,-0.519297,-0.6382726,-0.6901129,-0.8473799,0.157267
56,-0.6659335,-0.46756187,"('impractical', 'practical')",0.75514567,0.8921103,-0.09220973,-0.075210325,-0.77204674,-0.37241262,-0.1937611,-0.0057686,-0.1879925
67,0.64885354,0.75408375,"('doubtful', 'determined')",0.11085428,0.2286971,0.2254107,0.36566138,-0.67044884,-0.2455273,0.0786674,0.2757288,-0.1970614
37,0.64318866,0.552384,"('fake', 'genuine')",-0.14352699,-0.2588941,-0.53501403,-0.56384873,0.34024045,0.17925513,0.076222,-0.0227759,0.0989979
11,-0.6174715,-0.42517146,"('unhelpful', 'helpful')",0.24601957,0.42634135,0.84624493,0.91610885,1.3733901,1.6160424,0.4620458,0.6333303,-0.1712845
