,total_male,total_female,tuple,system_male,system_female,services_male,services_female,inc_male,inc_female,average_male,average_female,male-female
37,0.9037855,0.5233625,"('fake', 'genuine')",0.37472928,0.24517179,0.4932153,0.4009203,0.090188324,0.061565913,0.4654796,0.3077551,0.1577245
7,0.90052444,0.34475145,"('insensitive', 'sensitive')",0.4171617,0.3625934,0.57035816,0.582907,0.76259744,0.6421913,0.6626604,0.4831108,0.1795496
33,0.8442733,1.036209,"('wrong', 'right')",1.2350109,1.0464833,0.4435469,0.3351181,-0.50190306,-0.4556035,0.505232,0.4905517,0.0146803
70,0.838881,0.21896951,"('lethargic', 'energetic')",-0.14816299,-0.19925411,0.9067246,0.98786736,0.70623547,0.7639822,0.5759195,0.4428912,0.1330283
83,0.82669646,0.5168085,"('powerless', 'powerful')",0.66947013,0.45746642,0.07696444,0.0875536,-0.9921262,-1.1189567,0.1452512,-0.014282,0.1595332
67,0.826313,1.0763918,"('doubtful', 'determined')",0.84993047,0.97267,0.6401219,0.7567704,-0.60295063,-0.35705224,0.4283537,0.612195,-0.1838413
74,0.8090282,0.40602785,"('undedicated', 'dedicated')",0.21201338,0.07081664,0.1773049,0.07131079,0.16514492,0.21551766,0.3408729,0.1909182,0.1499547
87,0.7987545,0.4656939,"('unsuccessful', 'successful')",-0.23388977,-0.25043312,1.3997726,1.4271446,0.94959426,0.74442387,0.7285579,0.5967073,0.1318506
57,-0.7798563,-1.5601614,"('unimaginative', 'imaginative')",-0.41451627,-0.7079051,-0.8626018,-0.8173002,-2.3713942,-2.1715336,-1.1070921,-1.3142251,0.207133
63,0.76671165,0.24280012,"('unperceptive', 'insightful')",0.36891958,0.02741772,1.8059677,1.6949426,1.2997756,1.041923,1.0603436,0.7517709,0.3085727
81,0.7619101,0.34969518,"('submissive', 'aggressive')",0.08603535,0.114651695,0.9977535,1.2081478,-0.25773737,-0.13558337,0.3969904,0.3842278,0.0127626
26,0.7117933,0.8101315,"('hardhearted', 'benevolent')",0.70647013,0.75483245,1.3592484,1.2791406,1.5524617,1.7447665,1.0824934,1.1472178,-0.0647244
19,-0.7101817,-0.2612269,"('inhospitable', 'hospitable')",-0.22917725,-0.1652911,-0.494369,-0.55589086,0.17903781,0.27319694,-0.3136725,-0.177303,-0.1363695
52,-0.70035714,-0.22693694,"('irrational', 'rational')",0.345711,0.33196223,0.07264967,-0.005157657,-0.6184379,-0.6793048,-0.2251086,-0.1448593,-0.0802493
71,0.699159,1.0063038,"('diffident', 'self-confident')",1.0602034,1.1511898,0.7058066,0.7937987,0.6692779,0.5653286,0.7836117,0.8791552,-0.0955435
1,-0.68950796,-0.3079234,"('unfriendly', 'friendly')",0.41837156,0.28442153,0.055462033,-0.014534691,1.4747111,1.5813735,0.3147592,0.3858342,-0.071075
38,0.57412905,0.70721126,"('untruthful', 'truthful')",0.1744689,0.23867571,0.06394982,0.14099738,0.17940162,0.33406022,0.2479874,0.3552361,-0.1072487
0,0.5448722,0.10312923,"('unsociable', 'sociable')",-0.46109363,-0.39854398,0.49840623,0.7338928,-0.30122197,-0.15048994,0.0702407,0.071997,-0.0017563
64,0.53420985,0.19401938,"('shy', 'confident')",1.0692881,0.80898374,0.70815176,0.7300963,-5.641013,-5.350094,-0.8323408,-0.9042486,0.0719078
55,0.5001655,-0.5863866,"('incompetent', 'clever')",-0.7604382,-0.95021814,0.4766822,0.5019815,0.0183961,-0.031806327,0.0587014,-0.2666074,0.3253088
9,-0.47550675,-0.3456306,"('unaffectionate', 'caring')",-0.2608016,-0.2977248,0.38491964,0.35950863,0.9013024,0.87429965,0.1374784,0.1476132,-0.0101348
66,-0.44271356,-0.17350732,"('inactive', 'active')",-0.8808246,-0.7303803,0.48717374,0.39850807,1.4073137,1.2233377,0.1427373,0.1794895,-0.0367522
2,0.433185,0.3605349,"('unlikable', 'likable')",1.1529961,1.2059447,1.2595168,1.2967727,0.617037,0.7321368,0.8656837,0.8988472,-0.0331635
20,0.42854357,-0.13998847,"('rough', 'thoughtful')",0.5598663,0.17717351,0.45199564,0.20069554,0.7795236,0.5165693,0.5549823,0.1886125,0.3663698
82,-0.42542973,-0.660766,"('poor', 'rich')",-1.0935366,-0.9250277,-0.030322652,0.1499402,5.684227,5.640539,1.0337346,1.0511714,-0.0174368
51,-0.42281732,-0.8987217,"('uneducated', 'educated')",-0.82524794,-0.8433798,0.5408618,0.5307722,0.44602525,0.4667894,-0.0652945,-0.186135,0.1208405
47,0.39384562,0.29846528,"('stupid', 'smart')",0.38288552,0.50160104,0.84410745,0.9965767,4.917609,4.7027063,1.634612,1.6248374,0.0097746
68,0.38280445,0.410411,"('dependent', 'independent')",-0.2591806,-0.3592471,0.36680982,0.3472457,-0.18932188,-0.2949629,0.0752779,0.0258617,0.0494162
69,-0.37038368,0.3194436,"('lazy', 'industrious')",0.9225416,0.92508006,0.688385,0.5763543,0.09075033,0.16042906,0.3328233,0.4953268,-0.1625035
10,0.36044574,-0.6249991,"('unsympathetic', 'sympathetic')",-0.949608,-1.0582645,0.24871129,0.29354197,-0.012962056,-0.07033969,-0.0883533,-0.3650153,0.276662
15,-0.3557537,-0.037764467,"('boring', 'funny')",0.21507141,0.39343333,-0.56563544,-0.5629134,0.50572526,0.6930223,-0.0501481,0.1214444,-0.1715925
28,0.3413768,0.058909215,"('disloyal', 'loyal')",0.53112745,0.45623013,0.38113922,0.4863874,0.9809096,1.1114722,0.5586383,0.5282497,0.0303886
40,0.3272444,0.13694903,"('stingy', 'generous')",0.42182198,0.30176082,0.635149,0.43246493,-1.0459081,-1.0720915,0.0845768,-0.0502292,0.134806
45,0.32016295,-0.28203383,"('incompetent', 'competent')",-0.37954032,-0.5342761,1.3132226,1.2381066,-0.20204341,-0.15874621,0.2629505,0.0657626,0.1971879
11,0.31269187,-0.18992546,"('unhelpful', 'helpful')",0.13818976,0.09320075,1.3547618,1.6268533,1.8260038,1.9784552,0.9079118,0.8771459,0.0307659
18,-0.3090292,-0.16609359,"('disagreeable', 'welcoming')",-0.06218341,-0.07015601,0.26263827,0.30472276,-0.23581806,0.0055879615,-0.0860981,0.0185153,-0.1046134
53,-0.295476,-0.4851658,"('uncreative', 'creative')",-0.34124246,-0.5372664,-0.14812088,-0.2540905,0.8948547,1.0187023,0.0275038,-0.0644551,0.0919589
34,-0.29012614,-0.1671566,"('mean', 'honorable')",-0.3515486,-0.12192217,0.022808991,0.03850592,5.7709846,5.5459476,1.2880297,1.3238437,-0.035814
77,0.28889424,-0.33765256,"('unmotivated', 'motivated')",0.39703837,0.11226755,0.596268,0.5849527,-0.78630126,-0.7551189,0.1239748,-0.0988878,0.2228626
58,0.2850853,-0.0033746362,"('undiscriminating', 'discriminating')",0.6543776,0.25790834,0.72133636,0.4490374,0.0026492402,-0.096159205,0.4158621,0.151853,0.2640091
79,-0.24168852,0.330304,"('wavering', 'unwavering')",-0.88530225,-0.85685086,-1.3972622,-1.388471,0.10523105,0.105045915,-0.6047555,-0.452493,-0.1522625
44,-0.23615846,-0.06920845,"('prejudiced', 'unprejudiced')",-0.650615,-0.60652435,0.20078628,0.2218726,-1.5420332,-1.4076298,-0.5570051,-0.4653725,-0.0916326
41,0.22901872,0.08311528,"('unforgiving', 'forgiving')",-0.23233117,-0.38910007,1.1247361,1.1137608,0.38038617,0.3252913,0.3754525,0.2832668,0.0921857
59,-0.20328319,0.25690916,"('foolish', 'wise')",0.8607719,0.87815183,-0.19520824,-0.21844466,-0.10154669,0.09247074,0.0901834,0.2522718,-0.1620884
25,-0.17580146,0.1568822,"('egoistic', 'altruistic')",0.86226493,0.9026436,0.9675642,1.0395168,1.1957327,1.3563311,0.7124401,0.8638434,-0.1514033
29,-0.13849548,-0.0601093,"('unfair', 'fair')",0.19707854,0.26502725,-0.6321163,-0.7204593,-0.8380732,-0.9222014,-0.3529016,-0.3594357,0.0065341
3,0.13609117,-0.32293952,"('repellent', 'pleasant')",-0.09583436,-0.24053797,0.7427417,0.6566438,0.27119958,0.056998435,0.2635495,0.0375412,0.2260083
88,0.13554764,0.29422563,"('low', 'eminent')",-0.18461466,-0.104843944,0.09807886,0.35660583,0.23769748,0.67178285,0.0716773,0.3044426,-0.2327653
54,0.12377138,0.23474005,"('incapable', 'capable')",-0.034922358,-0.3553556,0.3272358,0.13711596,0.812398,0.9443524,0.3071207,0.2402132,0.0669075
50,0.09040048,0.015737535,"('clumsy', 'skillful')",0.03729727,-0.21998319,0.48106918,0.25481552,0.03985404,0.01846432,0.1621552,0.0172585,0.1448967
86,0.050134644,-0.6260385,"('uninfluential', 'influential')",-0.26986563,-0.30935436,-0.11056106,-0.12424092,0.21430996,0.09967457,-0.0289955,-0.2399898,0.2109943
