,kb_male,kb_female,tuple,home_male,home_female,average_male,average_female,male-female
60,7.4186835,7.166863,"('inefficient', 'efficient')",0.8060345,1.2271758,4.112359,4.1970196,-0.0846606
55,7.0430107,6.9432063,"('incompetent', 'clever')",0.5915752,0.7991905,3.8172929,3.8711984,-0.0539055
36,-6.7599893,-6.1624784,"('hostile', 'amicable')",-1.1954573,-1.4489499,-3.9777234,-3.8057141,-0.1720093
31,-6.5708055,-6.01804,"('evil', 'good')",-0.88308084,-1.1473974,-3.7269433,-3.5827188,-0.1442245
85,-6.4475737,-5.605459,"('insignificant', 'prestigious')",-0.5982918,-0.9883478,-3.5229328,-3.2969036,-0.2260292
35,-6.320599,-5.8792825,"('corrupt', 'incorrupt')",-0.8669028,-0.851156,-3.593751,-3.3652191,-0.2285319
62,5.784819,5.4900904,"('incompetent', 'brilliant')",0.83683825,1.0286298,3.3108287,3.2593601,0.0514686
10,5.5802464,5.083974,"('unsympathetic', 'sympathetic')",0.61340374,0.6447852,3.0968251,2.8643796,0.2324455
81,5.5420313,5.0129876,"('submissive', 'aggressive')",0.084602356,0.3501501,2.8133168,2.6815689,0.1317479
6,-5.52469,-4.8543878,"('distant', 'open')",-0.30528694,-0.4313711,-2.9149885,-2.6428795,-0.272109
70,5.5073185,4.663925,"('lethargic', 'energetic')",0.4665696,0.58180946,2.986944,2.6228673,0.3640767
56,5.264996,5.250315,"('impractical', 'practical')",0.8672108,1.1076087,3.0661035,3.178962,-0.1128585
14,5.1722355,4.2102294,"('antisocial', 'social')",0.7698097,0.59719616,2.9710226,2.4037127,0.5673099
46,5.1057057,5.0096345,"('uncompetitive', 'competitive')",-0.2199284,-0.13362473,2.4428887,2.438005,0.0048837
80,5.0432343,4.1456504,"('dominated', 'dominating')",-0.5775857,-0.5202277,2.2328243,1.8127114,0.4201129
21,4.8518667,4.395511,"('immoral', 'moral')",0.8178586,0.83346343,2.8348627,2.6144872,0.2203755
5,-4.830613,-4.098091,"('distant', 'outgoing')",-0.75171053,-0.888497,-2.7911618,-2.493294,-0.2978678
79,-4.728831,-4.673292,"('wavering', 'unwavering')",-0.38335374,-0.5688831,-2.5560923,-2.6210876,0.0649953
43,4.69733,4.321517,"('irresponsible', 'responsible')",1.8105937,1.6349629,3.2539618,2.97824,0.2757218
69,-4.5900607,-4.5341964,"('lazy', 'industrious')",-1.2118564,-1.6671436,-2.9009585,-3.1006699,0.1997114
7,4.491233,4.0353694,"('insensitive', 'sensitive')",1.8798742,1.7403023,3.1855536,2.887836,0.2977176
23,4.3489943,4.462323,"('insincere', 'sincere')",5.718293,6.1791534,5.0336437,5.3207383,-0.2870946
0,4.2791286,4.0870533,"('unsociable', 'sociable')",1.3534931,1.0421419,2.8163109,2.5645976,0.2517133
45,4.2769575,3.9404676,"('incompetent', 'competent')",0.70689595,0.84173733,2.4919267,2.3911026,0.1008241
65,4.182712,4.0007205,"('insecure', 'secure')",0.061719358,0.47897965,2.1222157,2.23985,-0.1176343
52,-4.108904,-3.0602415,"('irrational', 'rational')",-0.34148,-0.7372422,-2.2251918,-1.8987418,-0.32645
13,4.067595,3.827687,"('impolite', 'polite')",0.3545862,0.5369452,2.2110906,2.1823161,0.0287745
63,3.987835,3.7967854,"('unperceptive', 'insightful')",0.8093672,0.6020607,2.3986011,2.1994231,0.199178
76,3.850142,3.4454415,"('anxious', 'daring')",0.23970121,0.42312092,2.0449216,1.9342812,0.1106404
51,3.8174462,3.449673,"('uneducated', 'educated')",0.15905724,0.14630623,1.9882517,1.7979896,0.1902621
11,3.731708,3.473523,"('unhelpful', 'helpful')",1.8126657,2.174655,2.7721868,2.8240891,-0.0519023
12,3.6086676,3.4440007,"('unsupportive', 'supportive')",-0.34004924,-0.7683732,1.6343092,1.3378137,0.2964955
75,-3.4676688,-3.5273118,"('meek', 'impulsive')",-1.8756303,-1.925093,-2.6716495,-2.7262025,0.054553
22,3.4228776,3.1727202,"('untrustworthy', 'trustworthy')",-0.037588116,0.06239593,1.6926447,1.617558,0.0750867
86,3.357712,3.384231,"('uninfluential', 'influential')",0.2550475,0.06915164,1.8063798,1.7266914,0.0796884
32,3.25988,3.071488,"('unkind', 'kind')",1.6701932,1.5946848,2.4650366,2.3330865,0.1319501
19,-3.2582676,-2.5443456,"('inhospitable', 'hospitable')",-0.80900407,-0.88605875,-2.0336359,-1.7152022,-0.3184337
48,3.2140746,3.5159876,"('unintelligent', 'intelligent')",0.90968955,0.9139764,2.061882,2.214982,-0.1531
25,-2.865301,-2.4205654,"('egoistic', 'altruistic')",0.8009295,0.7154225,-1.0321857,-0.8525714,-0.1796143
30,2.784567,3.16322,"('intolerant', 'tolerant')",1.3622186,1.5301532,2.0733929,2.3466866,-0.2732937
57,2.5959187,2.0255916,"('unimaginative', 'imaginative')",-2.3826926,-2.5739741,0.106613,-0.2741913,0.3808043
59,-2.5762188,-2.0842426,"('foolish', 'wise')",0.5180173,0.34045848,-1.0291008,-0.871892,-0.1572088
1,-2.5260286,-1.6112702,"('unfriendly', 'friendly')",1.35939,1.2575902,-0.5833193,-0.17684,-0.4064793
24,2.454702,2.9247863,"('dishonest', 'honest')",1.2550759,1.4172583,1.8548889,2.1710224,-0.3161335
16,-2.4051614,-2.334011,"('unpopular', 'popular')",0.29691094,-0.062400445,-1.0541252,-1.1982057,0.1440805
4,-2.3100958,-2.5341823,"('disliked', 'liked')",-6.2286096,-6.9456787,-4.2693529,-4.7399306,0.4705777
77,2.2647955,2.4773684,"('unmotivated', 'motivated')",-0.71302164,-0.6117236,0.775887,0.9328223,-0.1569353
3,2.1693392,1.6965083,"('repellent', 'pleasant')",-0.2755769,-0.12273114,0.9468812,0.7868886,0.1599926
72,2.1414068,1.2977961,"('unambitious', 'ambitious')",0.08340636,0.017686365,1.1124066,0.6577412,0.4546654
