,johnson_male,johnson_female,tuple,&_male,&_female,average_male,average_female,male-female
39,0.7057487,0.6062373,"('exploitative', 'cooperative')",0.28831968,0.33359575,0.4970342,0.4699165,0.0271177
68,-0.6984274,-1.0076945,"('dependent', 'independent')",-1.15224,-1.408669,-0.9253337,-1.2081817,0.282848
12,0.6765715,0.5765058,"('unsupportive', 'supportive')",0.85137105,0.5337954,0.7639713,0.5551506,0.2088207
74,0.64020014,0.6446502,"('undedicated', 'dedicated')",0.6125986,0.53262985,0.6263994,0.58864,0.0377594
32,0.6274763,0.40354562,"('unkind', 'kind')",0.6001382,0.46859914,0.6138072,0.4360724,0.1777348
30,-0.60842294,-0.5946549,"('intolerant', 'tolerant')",-0.25585958,-0.2610409,-0.4321412,-0.4278479,-0.0042933
10,-0.59404725,-1.283005,"('unsympathetic', 'sympathetic')",-0.293845,-0.702752,-0.4439461,-0.9928785,0.5489324
24,0.4977944,0.25502735,"('dishonest', 'honest')",0.42059878,0.3955947,0.4591966,0.325311,0.1338856
15,0.48588002,0.97757906,"('boring', 'funny')",1.1698409,1.1553706,0.8278605,1.0664748,-0.2386143
38,0.47977573,-0.030965246,"('untruthful', 'truthful')",-0.74305356,-0.93778276,-0.1316389,-0.484374,0.3527351
9,0.46700025,0.43558905,"('unaffectionate', 'caring')",0.53713036,0.4484827,0.5020653,0.4420359,0.0600294
60,-0.46145004,-0.8243947,"('inefficient', 'efficient')",0.5243548,0.21582378,0.0314524,-0.3042855,0.3357379
41,-0.45384985,-0.26986665,"('unforgiving', 'forgiving')",-0.2244199,-0.10492418,-0.3391349,-0.1873954,-0.1517395
54,-0.4488687,-0.43812186,"('incapable', 'capable')",0.2861839,0.3876746,-0.0813424,-0.0252236,-0.0561188
61,0.44033277,0.60460734,"('illogical', 'logical')",0.77512956,0.7659973,0.6077312,0.6853023,-0.0775711
40,0.42948183,0.3106349,"('stingy', 'generous')",-0.42845708,-0.70341516,0.0005124,-0.1963901,0.1969025
26,0.4264396,0.9951257,"('hardhearted', 'benevolent')",2.0473175,2.3110068,1.2368785,1.6530663,-0.4161878
31,0.4253068,0.90711474,"('evil', 'good')",0.27971476,0.346679,0.3525108,0.6268969,-0.2743861
19,0.42490155,0.63230747,"('inhospitable', 'hospitable')",-0.5318258,-0.49502254,-0.0534621,0.0686425,-0.1221046
50,0.41378307,0.2052265,"('clumsy', 'skillful')",1.1337512,1.1250687,0.7737671,0.6651476,0.1086195
2,0.4068278,0.81559914,"('unlikable', 'likable')",1.111718,1.332964,0.7592729,1.0742816,-0.3150087
53,0.40248805,0.6024178,"('uncreative', 'creative')",-0.10963815,-0.1968944,0.1464249,0.2027617,-0.0563368
79,0.39966747,0.33754724,"('wavering', 'unwavering')",0.2529013,0.110541195,0.3262844,0.2240442,0.1022402
3,-0.377924,-0.8194299,"('repellent', 'pleasant')",-0.763784,-0.8507023,-0.570854,-0.8350661,0.2642121
63,0.3703277,0.096989825,"('unperceptive', 'insightful')",0.7189219,0.4703601,0.5446248,0.283675,0.2609498
64,-0.36707988,-0.4180624,"('shy', 'confident')",0.5528441,0.34966344,0.0928821,-0.0341995,0.1270816
34,-0.3421402,-0.42078215,"('mean', 'honorable')",0.30338418,0.28567052,-0.019378,-0.0675558,0.0481778
72,-0.33073092,-0.7575643,"('unambitious', 'ambitious')",-0.92130643,-1.1299082,-0.6260186,-0.9437363,0.3177177
47,-0.32474735,-0.060371373,"('stupid', 'smart')",0.31206787,0.55541104,-0.0063397,0.2475198,-0.2538595
4,0.3001769,0.59459496,"('disliked', 'liked')",0.6112624,0.543427,0.4557196,0.569011,-0.1132914
87,-0.28856108,0.12575936,"('unsuccessful', 'successful')",2.038158,2.1078243,0.8747984,1.1167918,-0.2419934
42,0.28098637,0.100158885,"('unreliable', 'reliable')",1.0450499,0.69681656,0.6630181,0.3984877,0.2645304
80,-0.23640653,-0.2656508,"('dominated', 'dominating')",0.16972734,-0.1458473,-0.0333396,-0.2057491,0.1724095
7,0.2275281,-0.12098098,"('insensitive', 'sensitive')",-0.3440953,-0.5423555,-0.0582836,-0.3316682,0.2733846
52,0.22596885,0.5710272,"('irrational', 'rational')",0.65709096,0.6833485,0.4415299,0.6271878,-0.1856579
58,-0.2219678,-0.3901183,"('undiscriminating', 'discriminating')",-0.24503323,-0.43641698,-0.2335005,-0.4132676,0.1797671
37,0.22151588,0.041856363,"('fake', 'genuine')",-0.10957743,-0.24706246,0.0559692,-0.102603,0.1585722
23,-0.20843743,-0.6827085,"('insincere', 'sincere')",-0.7096664,-0.7465122,-0.4590519,-0.7146103,0.2555584
56,-0.2030879,-0.1391842,"('impractical', 'practical')",0.095825344,-0.08622458,-0.0536313,-0.1127044,0.0590731
17,0.16484419,0.4018557,"('nasty', 'nice')",0.21842329,0.44380927,0.1916337,0.4228325,-0.2311988
77,-0.15053026,-0.2692522,"('unmotivated', 'motivated')",0.2703064,-0.050518837,0.0598881,-0.1598855,0.2197736
46,-0.13899231,-0.71054006,"('uncompetitive', 'competitive')",0.724372,0.2563548,0.2926899,-0.2270926,0.5197825
48,0.13066076,-0.18524949,"('unintelligent', 'intelligent')",-2.8464943e-05,-0.12314112,0.0653161,-0.1541953,0.2195114
78,0.102512866,-0.14330374,"('nonresilient', 'resilient')",0.20314005,-0.01757123,0.1528265,-0.0804375,0.233264
0,-0.09738415,-0.17051463,"('unsociable', 'sociable')",0.8238446,0.69428754,0.3632302,0.2618864,0.1013438
65,0.09264344,-0.16268107,"('insecure', 'secure')",-0.024316758,-0.20675471,0.0341633,-0.1847179,0.2188812
11,-0.08464719,-0.20876694,"('unhelpful', 'helpful')",-0.76418614,-0.8871885,-0.4244167,-0.5479777,0.123561
16,-0.06825402,0.15951955,"('unpopular', 'popular')",0.18288629,0.2524258,0.0573161,0.2059727,-0.1486566
8,-0.057264596,0.18078482,"('unaffectionate', 'affectionate')",0.46853688,0.6564986,0.2056361,0.4186417,-0.2130056
83,-0.04484234,-0.06927159,"('powerless', 'powerful')",0.14531003,0.14425817,0.0502338,0.0374933,0.0127405
28,0.020489682,-0.1721453,"('disloyal', 'loyal')",0.16243252,0.120571464,0.0914611,-0.0257869,0.117248
88,-0.008909566,0.21403416,"('low', 'eminent')",0.05232317,0.43996894,0.0217068,0.3270015,-0.3052947
27,-0.004653126,-0.25188276,"('hardhearted', 'softhearted')",-0.6894929,-0.88405585,-0.347073,-0.5679693,0.2208963
