,bmc_male,bmc_female,tuple,software_male,software_female,inc_male,inc_female,average_male,average_female,male-female
46,-0.5484338,-0.36254627,"('uncompetitive', 'competitive')",-0.77223504,-0.59600735,-0.59505963,-0.59766805,-0.6385761,-0.5187406,-0.1198355
25,-0.5451461,-0.64966595,"('egoistic', 'altruistic')",0.2196038,-0.033260956,1.435168,1.138715,0.3698752,0.1519294,0.2179458
72,-0.5300093,-0.17728661,"('unambitious', 'ambitious')",-1.1642789,-0.89279264,-1.5488027,-1.1462904,-1.0810304,-0.7387899,-0.3422405
42,0.52601725,0.63757265,"('unreliable', 'reliable')",-1.6951599,-1.5699039,-3.0127575,-2.741991,-1.3939667,-1.224774,-0.1691927
56,0.52121246,1.0264286,"('impractical', 'practical')",0.124683835,0.76541275,-0.30486023,0.36064708,0.1136787,0.7174961,-0.6038174
28,-0.5113572,-0.47982186,"('disloyal', 'loyal')",-0.44022104,-0.39809108,0.80345476,0.8622185,-0.0493745,-0.0052315,-0.044143
34,-0.49890408,-0.46970722,"('mean', 'honorable')",-0.023942357,0.007926787,5.555419,5.7558045,1.6775242,1.7646747,-0.0871505
29,0.4956413,0.6741247,"('unfair', 'fair')",-0.90892303,-0.92247015,-0.7293283,-0.710372,-0.38087,-0.3195725,-0.0612975
22,0.4873734,0.37925917,"('untrustworthy', 'trustworthy')",-0.25065944,-0.36431152,-0.9149457,-0.77570283,-0.2260772,-0.2535851,0.0275079
67,0.48631108,0.7781815,"('doubtful', 'determined')",0.5598643,1.0203649,-0.69555867,-0.16420482,0.1168722,0.5447805,-0.4279083
7,-0.4741687,-0.34491307,"('insensitive', 'sensitive')",-0.079937525,-0.028819928,0.4548744,0.42024738,-0.0330773,0.0155048,-0.0485821
60,0.46377742,0.82690954,"('inefficient', 'efficient')",0.5516823,1.1378685,-0.3387858,0.1715897,0.225558,0.7121226,-0.4865646
49,-0.45779344,-0.26487845,"('unable', 'able')",0.37235516,0.5086891,-0.07130106,0.12741424,-0.0522464,0.1237416,-0.175988
85,0.45640525,0.2080872,"('insignificant', 'prestigious')",0.44003928,-0.13968141,0.77153176,0.22292449,0.5559921,0.0971101,0.458882
32,-0.43195578,-0.187655,"('unkind', 'kind')",-0.46886164,-0.30271253,0.93681055,1.1596626,0.0119977,0.2230984,-0.2111007
64,0.42712083,0.3705117,"('shy', 'confident')",-0.61581194,-0.46804655,-6.0445,-6.01038,-2.0777303,-2.0359715,-0.0417588
48,-0.42212355,-0.4935074,"('unintelligent', 'intelligent')",0.5365269,0.58111525,0.6813071,0.43726707,0.2652368,0.1749583,0.0902785
71,-0.41441068,-0.5900027,"('diffident', 'self-confident')",0.9728722,0.86748713,0.6796957,0.32577923,0.4127191,0.2010879,0.2116312
80,0.4119552,0.24016654,"('dominated', 'dominating')",-0.9356282,-0.7963771,-1.4985983,-1.4692216,-0.6740904,-0.675144,0.0010536
38,-0.3815521,-0.059205078,"('untruthful', 'truthful')",-0.85739803,-0.6367094,-0.12775077,0.18816751,-0.455567,-0.169249,-0.286318
43,-0.34224096,-0.0323553,"('irresponsible', 'responsible')",-0.9100657,-0.677004,0.17291348,0.5476676,-0.3597978,-0.0538972,-0.3059006
47,-0.33799803,-0.23871982,"('stupid', 'smart')",0.27810317,0.48003528,5.0247774,5.496837,1.6549608,1.9127175,-0.2577567
40,-0.33706415,-0.3965856,"('stingy', 'generous')",-0.7448549,-0.8067317,-1.5130291,-1.9541543,-0.8649828,-1.0524906,0.1875078
24,0.3294767,0.39313453,"('dishonest', 'honest')",-1.4807053,-1.4435487,0.5073117,0.8029394,-0.2146389,-0.0824916,-0.1321473
21,0.32127786,0.50271195,"('immoral', 'moral')",0.33095798,0.36264104,-0.8057855,-0.66697663,-0.0511832,0.0661255,-0.1173087
50,-0.310219,-0.26276386,"('clumsy', 'skillful')",-0.0019595362,-0.020558082,0.2887653,0.39587224,-0.0078044,0.0375168,-0.0453212
41,-0.3059305,-0.31187436,"('unforgiving', 'forgiving')",-0.34528595,-0.315524,0.17690825,-0.0023161117,-0.1581027,-0.2099048,0.0518021
30,0.303795,0.25500038,"('intolerant', 'tolerant')",0.9270064,1.0068291,0.84935975,1.160311,0.693387,0.8073802,-0.1139932
55,0.29142675,0.23889534,"('incompetent', 'clever')",0.01649953,0.2647654,-0.11343802,-0.195989,0.0648294,0.1025572,-0.0377278
68,-0.28357065,-0.27152908,"('dependent', 'independent')",-0.8140943,-0.783464,-0.6803417,-0.6190075,-0.5926689,-0.5580002,-0.0346687
23,-0.27273798,-0.18510756,"('insincere', 'sincere')",0.48639017,0.8229908,5.155931,5.6884313,1.789861,2.1087715,-0.3189105
81,-0.2705098,-0.09497061,"('submissive', 'aggressive')",-0.7989758,-0.37760165,-1.0179874,-0.64068407,-0.6958243,-0.3710854,-0.3247389
59,0.2694428,0.3426621,"('foolish', 'wise')",0.7627557,0.44955373,0.45086583,0.5198094,0.4943548,0.4373418,0.057013
2,0.25691456,0.6236757,"('unlikable', 'likable')",0.26220512,0.37259886,0.6386971,0.9631707,0.3859389,0.6531484,-0.2672095
35,-0.25431055,-0.23310328,"('corrupt', 'incorrupt')",-0.12494993,-0.4807901,-0.2606192,-0.42590183,-0.2132932,-0.3799318,0.1666386
45,0.25344083,0.40973842,"('incompetent', 'competent')",-0.3873222,-0.14588931,-0.56156623,-0.33531442,-0.2318159,-0.0238218,-0.2079941
70,-0.24061391,-0.2052586,"('lethargic', 'energetic')",-1.2628572,-1.1647849,0.55070937,0.80044526,-0.3175873,-0.1898661,-0.1277212
77,-0.2177616,-0.30669647,"('unmotivated', 'motivated')",0.5965525,0.6256397,-1.1282492,-1.2808317,-0.2498194,-0.3206295,0.0708101
84,0.20729457,0.17942932,"('inferior', 'superior')",0.76598024,0.76730466,0.8093742,0.84609705,0.5942163,0.5976103,-0.003394
15,0.194692,-0.07655667,"('boring', 'funny')",0.45383716,0.37200084,0.44222042,0.5023055,0.3635832,0.2659166,0.0976666
13,-0.182742,0.10740985,"('impolite', 'polite')",-0.20624599,0.039685704,-0.2673111,-0.015002731,-0.2187664,0.0440309,-0.2627973
51,0.16655609,0.29306713,"('uneducated', 'educated')",-0.6039425,-0.4221942,0.57023686,0.54042023,0.0442835,0.1370977,-0.0928142
52,0.15219818,-0.16477798,"('irrational', 'rational')",0.94660264,0.4569618,0.076915614,-0.16337161,0.3919055,0.0429374,0.3489681
16,-0.14882974,-0.043302134,"('unpopular', 'popular')",0.30159634,0.22187217,0.8466922,0.7095151,0.3331529,0.2960284,0.0371245
75,-0.13246542,0.035518657,"('meek', 'impulsive')",-0.8672708,-0.8151956,-0.4317411,-0.26665786,-0.4771591,-0.3487783,-0.1283808
74,0.11895631,0.32899266,"('undedicated', 'dedicated')",-0.3704569,-0.18202963,-0.026267573,-0.010060857,-0.0925894,0.0456341,-0.1382235
19,-0.0995264,-0.18819806,"('inhospitable', 'hospitable')",-0.28094324,-0.46045208,0.20705436,0.1320279,-0.0578051,-0.1722074,0.1144023
20,0.09271011,-0.1763829,"('rough', 'thoughtful')",0.58783925,0.63632876,0.7130225,0.45224184,0.464524,0.3040626,0.1604614
69,0.07888015,-0.08144504,"('lazy', 'industrious')",0.41122466,0.28128374,-0.20284808,-0.49457192,0.0957522,-0.0982444,0.1939966
17,0.07549769,-0.1699199,"('nasty', 'nice')",-0.121828124,-0.2029459,-0.3561905,-0.44118783,-0.1341737,-0.2713512,0.1371775
61,0.06883254,0.04022566,"('illogical', 'logical')",1.128095,0.86768913,0.07161076,-0.068917155,0.4228461,0.2796659,0.1431802
3,0.057744764,-0.119844936,"('repellent', 'pleasant')",-0.24547087,-0.2814649,0.025842585,-0.10185237,-0.0539612,-0.1677207,0.1137595
12,-0.05666904,-0.023646006,"('unsupportive', 'supportive')",-0.36068785,-0.21881543,-1.5562923,-1.6174096,-0.6578831,-0.619957,-0.0379261
76,0.053597346,0.29791734,"('anxious', 'daring')",-0.9244254,-0.6193169,-0.33451894,0.20051968,-0.4017824,-0.0402933,-0.3614891
4,0.03398268,0.115401626,"('disliked', 'liked')",-0.6752578,-0.65107167,-5.5595016,-5.7789154,-2.0669255,-2.1048619,0.0379364
63,0.03216944,0.059949096,"('unperceptive', 'insightful')",0.092555046,0.19435139,0.9299318,1.0451177,0.3515521,0.4331394,-0.0815873
14,-0.026190728,0.118143216,"('antisocial', 'social')",-0.30665123,0.113155834,-0.9758706,-0.75074667,-0.4362375,-0.1731492,-0.2630883
37,-0.018503025,0.04271657,"('fake', 'genuine')",-0.6577598,-0.79216254,0.2532146,0.34417728,-0.1410161,-0.1350896,-0.0059265
65,0.01645663,0.20419078,"('insecure', 'secure')",-0.12985711,0.09860006,-0.6813447,-0.27590337,-0.264915,0.0089625,-0.2738775
11,-0.015246499,-0.1111245,"('unhelpful', 'helpful')",0.8306475,1.1405773,1.940967,2.2595327,0.9187893,1.0963285,-0.1775392
83,-0.010356359,-0.0686348,"('powerless', 'powerful')",0.053446136,0.08527732,-1.1542976,-1.2597102,-0.3704026,-0.4143559,0.0439533
