,anadarko_male,anadarko_female,tuple,petroleum_male,petroleum_female,corp_male,corp_female,average_male,average_female,male-female
27,-0.3312069,-0.25237077,"('hardhearted', 'softhearted')",-0.6439296,-0.45834687,-0.28647438,0.13330865,-0.420537,-0.1924697,-0.2280673
56,-0.33040148,-0.9744235,"('impractical', 'practical')",1.6589051,1.3847803,0.7011324,-0.12674621,0.6765453,0.0945369,0.5820084
82,0.3299151,0.09011094,"('poor', 'rich')",0.45863444,0.2680936,6.1615667,6.399673,2.3167054,2.2526258,0.0640796
31,-0.3093218,0.23153055,"('evil', 'good')",-1.6670829,-1.4864309,-2.2378972,-1.7711709,-1.4047674,-1.0086904,-0.396077
52,-0.30079973,-0.037525814,"('irrational', 'rational')",-0.4945415,-0.47581217,-0.8495223,-0.55813265,-0.5482879,-0.3571569,-0.191131
25,0.30001658,0.19969599,"('egoistic', 'altruistic')",0.4350282,0.39896452,0.17562842,0.5613968,0.3035577,0.3866858,-0.0831281
33,0.27997836,0.5721277,"('wrong', 'right')",0.8861673,1.0075616,-1.0519273,-0.89001524,0.0380728,0.2298913,-0.1918185
18,0.25782254,0.29644203,"('disagreeable', 'welcoming')",-0.40353835,-0.37620628,-1.3742368,-1.1396691,-0.5066509,-0.4064778,-0.1001731
26,-0.25241837,-0.16920812,"('hardhearted', 'benevolent')",1.0279323,0.8675855,1.080821,1.2164911,0.6187783,0.6382895,-0.0195112
64,-0.24712092,-0.19131023,"('shy', 'confident')",1.2786635,1.3102629,-4.869182,-5.4512744,-1.2792132,-1.4441072,0.164894
5,-0.23417856,0.00031892397,"('distant', 'outgoing')",-1.3150933,-1.0946645,-1.7488335,-1.2236964,-1.0993684,-0.7726806,-0.3266878
73,0.23075464,0.57361543,"('helpless', 'self-reliant')",0.97546434,1.1028408,-3.6489081,-3.4684317,-0.8142297,-0.5973252,-0.2169045
62,-0.20956227,-0.40823355,"('incompetent', 'brilliant')",1.632231,1.6271822,1.2203346,0.8972133,0.8810012,0.7053874,0.1756138
66,0.1886973,0.19688523,"('inactive', 'active')",-1.2677141,-1.1631389,-0.1907256,0.055222623,-0.4232475,-0.303677,-0.1195705
32,-0.18741111,-0.59171635,"('unkind', 'kind')",0.53657603,0.33133772,0.98361146,0.7344841,0.4442588,0.1580351,0.2862237
71,-0.18578036,-0.30355677,"('diffident', 'self-confident')",0.59563816,0.5722288,-0.03200864,-0.2242834,0.1259497,0.0147962,0.1111535
47,-0.14220662,-0.3033926,"('stupid', 'smart')",0.88153476,0.7689662,5.280231,5.563127,2.0065196,2.0095669,-0.0030473
84,0.12331824,0.26048633,"('inferior', 'superior')",0.85630834,0.86870164,0.716971,0.93677807,0.5655325,0.6886554,-0.1231229
76,0.12079521,-0.118433416,"('anxious', 'daring')",0.6013715,0.5308649,0.36068046,0.18945956,0.360949,0.2006303,0.1603187
79,-0.1198878,-0.20579995,"('wavering', 'unwavering')",-1.106775,-1.1989343,-1.1677183,-0.9279362,-0.798127,-0.7775568,-0.0205702
65,-0.10986326,-0.3186161,"('insecure', 'secure')",1.1476122,0.94540304,1.0324894,0.72108996,0.6900795,0.4492923,0.2407872
80,0.08220643,-0.13856262,"('dominated', 'dominating')",0.6103197,0.5793549,0.418275,0.013251435,0.370267,0.1513479,0.2189191
88,-0.076343946,-0.34042934,"('low', 'eminent')",0.30114263,-0.043812387,0.042381123,-0.34845132,0.0890599,-0.244231,0.3332909
39,-0.055780683,-0.009179004,"('exploitative', 'cooperative')",0.74925214,0.86526406,0.054080047,0.1190842,0.2491838,0.3250564,-0.0758726
70,-0.053472444,-0.5389523,"('lethargic', 'energetic')",0.2558545,0.1403246,0.5581184,0.31550726,0.2535001,-0.0277068,0.2812069
54,0.05298863,-0.14201683,"('incapable', 'capable')",-0.3984664,-0.47753605,0.34998995,0.41491476,0.0015041,-0.0682127,0.0697168
85,-0.041309703,0.20498718,"('insignificant', 'prestigious')",-0.122590944,-0.21098338,-1.653039,-1.3285251,-0.6056465,-0.4448404,-0.1608061
50,-0.03292959,-0.31759492,"('clumsy', 'skillful')",-0.36326265,-0.54939765,-0.30076596,-0.0653943,-0.2323194,-0.3107956,0.0784762
17,-0.02676007,-0.04563516,"('nasty', 'nice')",-1.1022425,-1.0608673,-0.295315,-0.32560444,-0.4747725,-0.477369,0.0025965
4,-0.015233733,-0.1409859,"('disliked', 'liked')",-0.4426461,-0.5052026,-6.5918145,-7.1457253,-2.3498982,-2.5973047,0.2474065
30,0.00834908,-0.32423657,"('intolerant', 'tolerant')",0.7078873,0.61518025,1.128556,0.9314158,0.6149308,0.4074531,0.2074777
