,anadarko_male,anadarko_female,tuple,petroleum_male,petroleum_female,corp_male,corp_female,average_male,average_female,male-female
86,-1.3845245,-1.6340988,"('uninfluential', 'influential')",0.34091365,0.16605793,-0.5535934,-0.6618479,-0.5324014,-0.7099629,0.1775615
0,-1.2902247,-1.7183666,"('unsociable', 'sociable')",1.0441234,0.78046167,0.31141672,-0.0070583476,0.0217718,-0.3149878,0.3367596
10,-1.2841921,-1.6595036,"('unsympathetic', 'sympathetic')",0.08697803,-0.15870744,-0.10514237,-0.23582725,-0.4341188,-0.6846794,0.2505606
28,-1.2690709,-1.46777,"('disloyal', 'loyal')",0.79688025,0.6159664,0.76649535,0.6697184,0.0981016,-0.0606951,0.1587967
61,-1.2655007,-1.231772,"('illogical', 'logical')",0.9808112,0.9792348,0.43268993,0.31336856,0.0493335,0.0202771,0.0290564
13,-1.2181934,-1.4653804,"('impolite', 'polite')",0.7328857,0.7709834,0.15947682,-0.20049936,-0.1086103,-0.2982988,0.1896885
15,1.1644039,0.9252197,"('boring', 'funny')",0.21033938,0.16358069,0.16168773,-0.07097207,0.5121437,0.3392761,0.1728676
1,-1.152866,-1.1945245,"('unfriendly', 'friendly')",0.72847825,0.66400564,0.022566138,0.28530106,-0.1339405,-0.0817393,-0.0522012
63,-1.1405234,-1.5474659,"('unperceptive', 'insightful')",0.9939251,0.8125166,0.50923216,0.28748757,0.1208779,-0.1491539,0.2700318
20,-1.1071919,-0.9664085,"('rough', 'thoughtful')",-0.6076988,-0.44916466,0.20858048,0.42594013,-0.5021034,-0.3298777,-0.1722257
45,-1.0976348,-1.3916572,"('incompetent', 'competent')",0.6730117,0.6016966,0.41163185,0.08945653,-0.0043304,-0.2335014,0.229171
9,-1.0818448,-1.0761827,"('unaffectionate', 'caring')",0.21059678,0.22399867,0.17807895,0.5140354,-0.2310564,-0.1127162,-0.1183402
43,-1.0638255,-1.3703455,"('irresponsible', 'responsible')",0.56443226,0.5428586,0.8581055,0.46999058,0.1195708,-0.1191654,0.2387362
77,-1.0304588,-1.423932,"('unmotivated', 'motivated')",0.5120986,0.49132186,-0.6978867,-0.8432232,-0.4054156,-0.5919445,0.1865289
83,-1.0251892,-1.0090584,"('powerless', 'powerful')",0.28402835,0.22350088,-0.77756286,-0.80506283,-0.5062412,-0.5302068,0.0239656
21,-1.017291,-1.3038427,"('immoral', 'moral')",1.8331803,1.5524529,0.35456175,-0.029484507,0.3901504,0.0730419,0.3171085
44,0.9929259,1.0432276,"('prejudiced', 'unprejudiced')",-0.18791889,-0.07445921,-1.080621,-1.1110709,-0.0918713,-0.0474342,-0.0444371
58,-0.92736375,-0.9534471,"('undiscriminating', 'discriminating')",0.28312898,0.16651559,-0.32072622,-0.27784207,-0.3216537,-0.3549245,0.0332708
46,-0.9170917,-1.3366324,"('uncompetitive', 'competitive')",1.0064634,0.72267884,0.036366552,-0.5147936,0.0419127,-0.376249,0.4181617
35,0.8959756,1.0002367,"('corrupt', 'incorrupt')",-2.1416886,-1.8785981,-1.7342169,-1.2595334,-0.99331,-0.7126315,-0.2806785
78,-0.87520385,-1.0017836,"('nonresilient', 'resilient')",0.18550158,0.08852385,0.24884209,0.17440778,-0.1469534,-0.246284,0.0993306
38,-0.87198627,-1.0241458,"('untruthful', 'truthful')",0.5123098,0.4194755,0.04370913,-0.16872427,-0.1053225,-0.2577982,0.1524757
2,0.8498345,0.6898155,"('unlikable', 'likable')",1.5077355,1.3770442,0.71064276,0.5699319,1.0227376,0.8789306,0.143807
75,0.8455011,1.0403379,"('meek', 'impulsive')",-1.2507708,-1.007233,-0.6954995,-0.59369,-0.3669231,-0.1868617,-0.1800614
60,-0.82440823,-1.0833595,"('inefficient', 'efficient')",1.3715597,1.3869528,0.92572385,0.62995744,0.4909585,0.3111836,0.1797749
51,-0.8079722,-1.0171902,"('uneducated', 'educated')",-0.42523146,-0.31676555,0.37488016,0.39541498,-0.2861078,-0.3128469,0.0267391
12,-0.774016,-0.9594492,"('unsupportive', 'supportive')",0.92039573,0.7467742,-1.7908773,-2.1097245,-0.5481659,-0.7741332,0.2259673
69,0.7708598,1.0048244,"('lazy', 'industrious')",0.22182104,0.4032364,-1.1032487,-0.9087112,-0.036856,0.1664499,-0.2033059
8,-0.7587208,-0.6039808,"('unaffectionate', 'affectionate')",-0.20343995,-0.23282148,-0.6579756,-0.22817157,-0.5400455,-0.3549913,-0.1850542
41,-0.7470836,-0.8732706,"('unforgiving', 'forgiving')",0.35466173,0.38005313,-0.3645389,-0.5294779,-0.2523202,-0.3408984,0.0885782
19,-0.74676085,-0.9027858,"('inhospitable', 'hospitable')",-2.137363,-2.0215275,-1.8970338,-1.3621545,-1.5937192,-1.4288225,-0.1648967
55,-0.73991793,-0.8938364,"('incompetent', 'clever')",1.0435034,0.9895156,0.9498562,0.6772703,0.4178139,0.2576498,0.1601641
74,-0.69719833,-0.7484856,"('undedicated', 'dedicated')",0.035370212,0.043866497,-0.7709658,-0.8378037,-0.477598,-0.5141409,0.0365429
67,0.640008,0.62309754,"('doubtful', 'determined')",0.082415424,0.10845741,0.15638104,-0.006981641,0.2929348,0.2415244,0.0514104
23,-0.6342997,-1.1854384,"('insincere', 'sincere')",1.1175258,0.82336587,5.8670416,5.733907,2.116756,1.7906116,0.3261444
57,-0.6185752,-1.1626183,"('unimaginative', 'imaginative')",0.20139284,-0.081021294,-2.550272,-3.0666614,-0.9891515,-1.4367669,0.4476154
42,0.59552395,0.27857712,"('unreliable', 'reliable')",0.87533283,0.7513918,-2.4613254,-2.7133698,-0.3301562,-0.5611336,0.2309774
53,-0.59201795,-0.8920971,"('uncreative', 'creative')",0.18603645,0.05254156,-0.30892143,-0.23538487,-0.238301,-0.3583135,0.1200125
81,0.58362496,0.15349528,"('submissive', 'aggressive')",1.3809034,1.2174723,0.8586336,0.35464743,0.9410539,0.575205,0.3658489
6,-0.57772064,-0.11117101,"('distant', 'open')",-1.6398278,-1.3618813,-2.251273,-1.5394549,-1.4896072,-1.0041691,-0.4854381
68,-0.57236975,-0.4824702,"('dependent', 'independent')",-1.3798095,-1.217332,-1.0703447,-0.9025083,-1.007508,-0.8674368,-0.1400712
3,-0.5618515,-0.6992398,"('repellent', 'pleasant')",-0.050416198,-0.22163913,1.1402899,0.9547386,0.1760074,0.0112866,0.1647208
22,-0.55909914,-0.59298486,"('untrustworthy', 'trustworthy')",0.73222363,0.6722315,-0.49711204,-0.63861865,-0.1079958,-0.1864573,0.0784615
72,-0.5354965,-0.15901764,"('unambitious', 'ambitious')",0.5473184,0.7458129,-0.4296722,-0.1500437,-0.1392834,0.1455839,-0.2848673
40,0.5303629,0.8392583,"('stingy', 'generous')",0.21248604,0.49592966,-2.8976915,-2.5832937,-0.7182809,-0.4160353,-0.3022456
7,-0.49343178,-0.8244454,"('insensitive', 'sensitive')",1.1947755,0.9945276,0.70916516,0.25531322,0.4701696,0.1417985,0.3283711
14,-0.46904263,-0.87232715,"('antisocial', 'social')",2.0222628,1.7596997,0.9901155,0.3369274,0.8477786,0.4081,0.4396786
59,0.46546102,0.7052941,"('foolish', 'wise')",0.18441838,0.32333004,-0.52249414,-0.21930683,0.0424618,0.2697724,-0.2273106
29,-0.45652318,-0.32333228,"('unfair', 'fair')",-0.22224052,-0.08707628,-0.5074391,-0.35312676,-0.3954009,-0.2545118,-0.1408891
37,-0.44614524,-0.5437852,"('fake', 'genuine')",0.06580773,0.019951217,-0.41752496,-0.2404619,-0.2659542,-0.2547653,-0.0111889
16,-0.41524684,-0.43619436,"('unpopular', 'popular')",-0.6672756,-0.6467943,0.43516377,0.29317427,-0.2157862,-0.2632715,0.0474853
48,-0.41448075,-0.6586787,"('unintelligent', 'intelligent')",1.3012452,1.382352,0.97620755,1.0007416,0.6209907,0.5748049,0.0461858
49,-0.41196978,-0.5709912,"('unable', 'able')",-0.45498466,-0.46780813,-0.23891558,-0.37000176,-0.3686233,-0.4696004,0.1009771
34,-0.39987126,-0.49303344,"('mean', 'honorable')",-0.045414146,-0.20668553,5.037938,5.248045,1.5308843,1.5161087,0.0147756
11,-0.3979645,-0.97200656,"('unhelpful', 'helpful')",1.1844279,0.89032537,2.6936202,2.1604767,1.1600278,0.6929318,0.467096
36,-0.3817395,-0.37074998,"('hostile', 'amicable')",-2.3671157,-2.5085897,-1.5066226,-1.2431432,-1.4184926,-1.3741609,-0.0443317
87,-0.37910098,-0.5037952,"('unsuccessful', 'successful')",1.27811,1.2314678,1.2187119,0.9675245,0.7059069,0.5650657,0.1408412
24,-0.3746562,-0.17384334,"('dishonest', 'honest')",1.5452358,1.5920277,0.3299265,0.52826273,0.5001687,0.6488157,-0.148647
