,halliburton_male,halliburton_female,tuple,company_male,company_female,average_male,average_female,male-female
10,-3.4525135,-3.4636579,"('unsympathetic', 'sympathetic')",1.4456002,1.6721499,-1.0034566,-0.895754,-0.1077026
86,-2.9477015,-2.7322602,"('uninfluential', 'influential')",0.28155953,0.6310538,-1.333071,-1.0506032,-0.2824678
35,2.944381,3.257757,"('corrupt', 'incorrupt')",-1.9684476,-1.8032484,0.4879667,0.7272543,-0.2392876
69,2.9066598,3.0283303,"('lazy', 'industrious')",-1.8805645,-1.7266839,0.5130477,0.6508232,-0.1377755
48,-2.4310799,-2.336078,"('unintelligent', 'intelligent')",0.54267806,0.52074355,-0.9442009,-0.9076672,-0.0365337
46,-2.4223204,-2.5994704,"('uncompetitive', 'competitive')",1.2723768,1.9810872,-0.5749718,-0.3091916,-0.2657802
55,-2.32504,-2.3973427,"('incompetent', 'clever')",1.232261,1.3415459,-0.5463896,-0.5278984,-0.0184912
60,-2.2275593,-2.7997093,"('inefficient', 'efficient')",1.5941327,0.98692226,-0.3167133,-0.9063935,0.5896802
43,-2.1931233,-2.400662,"('irresponsible', 'responsible')",1.6755081,1.393148,-0.2588076,-0.503757,0.2449494
57,-2.1704867,-1.8090558,"('unimaginative', 'imaginative')",-2.5667067,-2.0478785,-2.3685966,-1.9284672,-0.4401294
21,-2.0482996,-2.2759037,"('immoral', 'moral')",0.6259944,0.4666301,-0.7111526,-0.9046368,0.1934842
0,-1.9770067,-2.1537976,"('unsociable', 'sociable')",0.6462261,0.62333643,-0.6653903,-0.7652306,0.0998403
23,-1.9672234,-1.975633,"('insincere', 'sincere')",6.5760326,5.6195717,2.3044047,1.8219693,0.4824354
62,-1.8954355,-2.1943595,"('incompetent', 'brilliant')",1.5562955,1.1634606,-0.16957,-0.5154495,0.3458795
81,-1.8569936,-2.3845487,"('submissive', 'aggressive')",1.0602764,0.90704423,-0.3983586,-0.7387522,0.3403936
5,1.8490964,2.0316556,"('distant', 'outgoing')",-1.6259775,-1.9489901,0.1115595,0.0413327,0.0702268
70,-1.8477869,-1.9682057,"('lethargic', 'energetic')",1.3097215,1.2765622,-0.2690327,-0.3458217,0.076789
11,-1.7929302,-2.130471,"('unhelpful', 'helpful')",3.122518,2.8190753,0.6647939,0.3443022,0.3204917
28,-1.6811135,-1.2258903,"('disloyal', 'loyal')",1.1986887,1.4932103,-0.2412124,0.13366,-0.3748724
73,1.6200393,1.3217242,"('helpless', 'self-reliant')",-3.6381493,-3.5795927,-1.0090549,-1.1289343,0.1198794
7,-1.6098107,-1.4505514,"('insensitive', 'sensitive')",0.9775967,1.1075178,-0.316107,-0.1715168,-0.1445902
6,1.6070073,1.9615628,"('distant', 'open')",-1.4618679,-1.4635531,0.0725697,0.2490048,-0.1764351
45,-1.5962852,-1.3312182,"('incompetent', 'competent')",0.8565143,1.0845621,-0.3698855,-0.1233281,-0.2465574
65,-1.5454171,-1.9296547,"('insecure', 'secure')",0.9090169,0.5156753,-0.3182001,-0.7069897,0.3887896
63,-1.5389102,-1.4325858,"('unperceptive', 'insightful')",1.1898439,1.2506216,-0.1745331,-0.0909821,-0.083551
75,1.5285944,1.5875287,"('meek', 'impulsive')",-1.1284678,-0.96992826,0.2000633,0.3088002,-0.1087369
77,-1.5211549,-1.649281,"('unmotivated', 'motivated')",-0.82371706,-0.7311956,-1.172436,-1.1902384,0.0178024
24,-1.4916884,-1.40803,"('dishonest', 'honest')",1.0408913,0.70725685,-0.2253985,-0.3503866,0.1249881
3,-1.4257184,-1.3894832,"('repellent', 'pleasant')",0.37857613,0.35684782,-0.5235711,-0.5163177,-0.0072534
80,-1.4045819,-1.6389921,"('dominated', 'dominating')",0.106263734,0.35300392,-0.6491591,-0.642994,-0.0061651
12,-1.360554,-1.3769342,"('unsupportive', 'supportive')",-1.0090996,-0.84836733,-1.1848269,-1.1126508,-0.0721761
53,-1.3349373,-0.7661118,"('uncreative', 'creative')",-0.013380002,0.35553798,-0.6741587,-0.2052869,-0.4688718
76,-1.3303356,-1.54263,"('anxious', 'daring')",0.6754976,0.49436375,-0.327419,-0.5241331,0.1967141
85,1.2892152,1.827245,"('insignificant', 'prestigious')",-2.1075702,-1.518086,-0.4091775,0.1545795,-0.563757
79,1.2741776,1.6810519,"('wavering', 'unwavering')",-0.94761056,-0.882143,0.1632835,0.3994544,-0.2361709
30,-1.2732581,-1.2067238,"('intolerant', 'tolerant')",0.9098214,0.78908503,-0.1817183,-0.2088194,0.0271011
32,-1.2238326,-1.2913276,"('unkind', 'kind')",1.66808,1.4786767,0.2221237,0.0936745,0.1284492
66,1.1926938,1.3094096,"('inactive', 'active')",-0.4595858,-0.12392483,0.366554,0.5927424,-0.2261884
1,-1.1787009,-0.54732233,"('unfriendly', 'friendly')",0.6419306,0.8323043,-0.2683852,0.142491,-0.4108762
13,-1.1454235,-1.6765759,"('impolite', 'polite')",0.95220506,0.48252055,-0.0966092,-0.5970277,0.5004185
72,-1.1076057,-1.286028,"('unambitious', 'ambitious')",0.3157346,0.03566196,-0.3959355,-0.625183,0.2292475
20,-1.1055452,-0.94882274,"('rough', 'thoughtful')",0.21313027,0.33324462,-0.4462075,-0.3077891,-0.1384184
4,1.1033785,1.2479662,"('disliked', 'liked')",-7.0345216,-6.367137,-2.9655714,-2.5595853,-0.4059861
41,-1.1010143,-0.8140912,"('unforgiving', 'forgiving')",0.46444488,0.6450959,-0.3182847,-0.0844977,-0.233787
88,-1.0569135,-1.0051446,"('low', 'eminent')",0.13625087,0.35340193,-0.4603313,-0.3258713,-0.13446
59,1.0516284,1.1835594,"('foolish', 'wise')",-0.8161815,-1.0119117,0.1177234,0.0858238,0.0318996
36,1.0397586,1.5289329,"('hostile', 'amicable')",-2.0363002,-1.8151716,-0.4982708,-0.1431193,-0.3551515
58,-1.0378755,-0.7059318,"('undiscriminating', 'discriminating')",-0.3267708,0.08211359,-0.6823232,-0.3119091,-0.3704141
22,-1.0106376,-0.9648192,"('untrustworthy', 'trustworthy')",-0.3125292,-0.5150834,-0.6615834,-0.7399513,0.0783679
83,-1.0100132,-1.0319012,"('powerless', 'powerful')",-0.44806862,-0.22668746,-0.7290409,-0.6292943,-0.0997466
14,-0.9868401,-1.0590752,"('antisocial', 'social')",0.65168065,0.7621743,-0.1675797,-0.1484505,-0.0191292
51,-0.977368,-1.4742775,"('uneducated', 'educated')",1.0382704,0.9387993,0.0304512,-0.2677391,0.2981903
56,-0.91765064,-1.201587,"('impractical', 'practical')",1.6402727,1.4603195,0.361311,0.1293663,0.2319447
47,-0.8855316,-0.90545404,"('stupid', 'smart')",5.35867,4.7726874,2.2365694,1.9336166,0.3029528
49,-0.8795369,-0.8216912,"('unable', 'able')",-0.26848564,-0.43569237,-0.5740113,-0.6286918,0.0546805
9,-0.87349576,-0.53142875,"('unaffectionate', 'caring')",0.8298568,0.8178669,-0.0218195,0.1432191,-0.1650386
50,0.8657096,0.7572307,"('clumsy', 'skillful')",-0.64500785,-0.530171,0.1103509,0.1135299,-0.003179
44,0.79675996,0.6194538,"('prejudiced', 'unprejudiced')",-1.2701433,-1.7777641,-0.2366917,-0.5791551,0.3424634
33,0.7910173,0.7813451,"('wrong', 'right')",-0.65304804,-0.80347306,0.0689846,-0.011064,0.0800486
71,0.77535415,0.9735526,"('diffident', 'self-confident')",-0.0756596,-0.27120832,0.3498473,0.3511721,-0.0013248
34,-0.77186435,-0.7214096,"('mean', 'honorable')",5.112476,4.506651,2.1703057,1.8926207,0.277685
31,0.76593363,1.2845485,"('evil', 'good')",-2.4492242,-2.60631,-0.8416453,-0.6608807,-0.1807646
78,-0.7537046,-0.64532554,"('nonresilient', 'resilient')",0.36873004,0.5674384,-0.1924873,-0.0389436,-0.1535437
67,0.7233596,0.48871255,"('doubtful', 'determined')",0.2287384,0.21220055,0.476049,0.3504565,0.1255925
61,-0.6371574,-0.45958108,"('illogical', 'logical')",-0.03784425,-0.12347074,-0.3375008,-0.2915259,-0.0459749
74,-0.5511438,-0.475404,"('undedicated', 'dedicated')",0.27779576,0.59375054,-0.136674,0.0591733,-0.1958473
2,0.54125273,0.39561024,"('unlikable', 'likable')",0.49085805,0.53959537,0.5160554,0.4676028,0.0484526
27,-0.49836922,-0.48161033,"('hardhearted', 'softhearted')",0.6226241,0.4687606,0.0621274,-0.0064249,0.0685523
40,-0.43719617,-0.09737968,"('stingy', 'generous')",-2.204927,-1.7108176,-1.3210616,-0.9040986,-0.416963
38,-0.4267763,-0.3413735,"('untruthful', 'truthful')",0.3076568,-0.059442177,-0.0595597,-0.2004078,0.1408481
19,0.42510137,0.6775004,"('inhospitable', 'hospitable')",-1.1026368,-0.9377833,-0.3387677,-0.1301414,-0.2086263
26,-0.3441587,0.14172006,"('hardhearted', 'benevolent')",1.3631625,2.0879307,0.5095019,1.1148254,-0.6053235
37,-0.31888467,-0.4267486,"('fake', 'genuine')",0.48202655,0.46686637,0.0815709,0.0200589,0.061512
16,0.31187627,0.44026056,"('unpopular', 'popular')",-0.33783668,-0.28722066,-0.0129802,0.07652,-0.0895002
29,0.30215588,0.31253612,"('unfair', 'fair')",-1.0329887,-1.3857926,-0.3654164,-0.5366282,0.1712118
15,0.28068152,0.5436918,"('boring', 'funny')",0.07275694,-0.13070384,0.1767192,0.206494,-0.0297748
42,0.2784221,0.054140456,"('unreliable', 'reliable')",-2.618086,-2.4596837,-1.169832,-1.2027715,0.0329395
64,0.27696523,-0.030520786,"('shy', 'confident')",-5.169541,-5.0386534,-2.4462879,-2.5345871,0.0882992
39,-0.2611824,-0.44874096,"('exploitative', 'cooperative')",0.39813715,0.2609697,0.0684774,-0.0938856,0.162363
8,-0.22112739,0.13757356,"('unaffectionate', 'affectionate')",0.2779938,0.7382543,0.0284332,0.4379139,-0.4094807
52,0.21247531,0.54404724,"('irrational', 'rational')",-0.8894318,-0.83229196,-0.3384782,-0.1441224,-0.1943558
25,0.19983718,0.44083548,"('egoistic', 'altruistic')",0.13907033,0.3784731,0.1694538,0.4096543,-0.2402005
17,0.14661016,0.19260158,"('nasty', 'nice')",-0.67555827,-0.72114265,-0.2644741,-0.2642705,-0.0002036
82,-0.10291142,0.0035181604,"('poor', 'rich')",6.654633,6.272939,3.2758608,3.1382287,0.1376321
84,0.061426383,-0.0920213,"('inferior', 'superior')",0.65881914,0.56536454,0.3601228,0.2366716,0.1234512
68,-0.05566541,-0.14725877,"('dependent', 'independent')",-1.2405106,-1.566416,-0.648088,-0.8568374,0.2087494
54,0.023131393,0.072221845,"('incapable', 'capable')",0.64114916,0.34614488,0.3321403,0.2091834,0.1229569
87,-0.015660053,-0.44937423,"('unsuccessful', 'successful')",0.72566444,0.63599354,0.3550022,0.0933097,0.2616925
18,-0.0132073,0.17965913,"('disagreeable', 'welcoming')",-0.9836074,-0.96033615,-0.4984074,-0.3903385,-0.1080689
