,tenet_male,tenet_female,tuple,healthcare_male,healthcare_female,corp_male,corp_female,average_male,average_female,male-female
37,0.83471406,0.29760632,"('fake', 'genuine')",0.4676709,0.2234537,0.40462348,0.19055013,0.5690028,0.2372034,0.3317994
55,-0.8245156,-0.6151624,"('incompetent', 'clever')",-0.7497022,-0.40075022,0.08771907,0.39690197,-0.4954996,-0.2063369,-0.2891627
30,-0.7667271,-0.71433425,"('intolerant', 'tolerant')",0.6637245,0.6941065,0.5777138,0.78117245,0.1582371,0.2536482,-0.0954111
44,0.7433639,0.9926217,"('prejudiced', 'unprejudiced')",-0.70599824,-0.69692403,-1.3852706,-1.2510093,-0.4493016,-0.3184372,-0.1308644
6,-0.7274525,-0.82049257,"('distant', 'open')",0.82795465,0.6227198,-0.2997611,-0.3890996,-0.0664197,-0.1956241,0.1292044
19,-0.72094065,-0.93359053,"('inhospitable', 'hospitable')",1.1759688,0.9127764,-0.2183897,-0.53301436,0.0788795,-0.1846095,0.263489
23,-0.716085,-0.99555105,"('insincere', 'sincere')",0.62964875,0.7425269,5.9798546,6.067072,1.9644728,1.9380159,0.0264569
82,-0.70914304,-0.8523509,"('poor', 'rich')",0.07599004,0.049707618,6.244159,6.4760585,1.8703354,1.8911384,-0.020803
77,-0.702596,-0.39467588,"('unmotivated', 'motivated')",-0.24969393,0.013770618,-1.5584444,-1.3813277,-0.8369114,-0.587411,-0.2495004
51,-0.7022734,-0.7328165,"('uneducated', 'educated')",0.4260521,0.529643,0.29884288,0.36902308,0.0075405,0.0552832,-0.0477427
65,-0.6839719,-0.36327276,"('insecure', 'secure')",-1.006851,-0.6870433,-0.13376716,0.08066347,-0.6081967,-0.3232176,-0.2849791
17,-0.67246616,-0.8146103,"('nasty', 'nice')",-0.7179689,-0.76751995,-0.7041833,-0.6944352,-0.6982061,-0.7588551,0.060649
88,-0.66017723,-0.62583673,"('low', 'eminent')",0.040102184,0.14099605,-0.3605289,-0.3018376,-0.326868,-0.2622261,-0.0646419
41,-0.653861,-0.42442906,"('unforgiving', 'forgiving')",0.9243238,1.0414945,-0.06358585,0.014418455,0.068959,0.2104946,-0.1415356
74,-0.6130827,-0.54362094,"('undedicated', 'dedicated')",0.60084444,0.62472194,-0.30624846,-0.25165462,-0.1061622,-0.0568512,-0.049311
67,0.60690624,0.46284544,"('doubtful', 'determined')",-0.09871387,-0.053401776,-0.6493977,-0.48869842,-0.0470684,-0.0264182,-0.0206502
60,-0.6053201,-0.39845842,"('inefficient', 'efficient')",-0.020684555,0.29518998,-0.05625969,0.30712318,-0.2274214,0.0679516,-0.295373
46,-0.5942035,-0.5774113,"('uncompetitive', 'competitive')",-0.004549332,0.21711019,-1.0524676,-0.98484725,-0.5504068,-0.4483828,-0.102024
18,-0.5873133,-0.27857393,"('disagreeable', 'welcoming')",0.31769553,0.44382226,-0.53216124,-0.36051863,-0.2672597,-0.0650901,-0.2021696
75,0.5655155,0.69389874,"('meek', 'impulsive')",-0.46634504,-0.50557005,-1.0760441,-1.1211785,-0.3256245,-0.3109499,-0.0146746
68,-0.55236113,-0.6715559,"('dependent', 'independent')",-1.3933899,-1.2955297,-1.1944189,-1.0691664,-1.0467234,-1.012084,-0.0346394
42,0.5473319,0.58606297,"('unreliable', 'reliable')",1.370314,1.4007297,-2.7260482,-2.791605,-0.2694674,-0.2682708,-0.0011966
12,0.52859026,0.3494228,"('unsupportive', 'supportive')",2.51641,2.5613468,-1.565138,-1.8146822,0.4932874,0.3653624,0.127925
78,-0.52158004,-0.5176524,"('nonresilient', 'resilient')",1.7633055,1.7765026,0.24912019,0.08825544,0.4969486,0.4490352,0.0479134
76,0.49424282,1.0594999,"('anxious', 'daring')",-0.49510592,-0.17941596,-0.48239905,-0.1433323,-0.1610874,0.2455839,-0.4066713
32,-0.46544692,-0.41103804,"('unkind', 'kind')",1.7467493,1.8684664,1.1358483,1.1079794,0.8057168,0.8551359,-0.0494191
20,-0.45005572,-0.32001653,"('rough', 'thoughtful')",-0.29532158,-0.1266913,0.45431194,0.54639363,-0.0970218,0.0332286,-0.1302504
52,-0.43746054,-0.45046377,"('irrational', 'rational')",0.071534276,-0.17766064,0.08558678,0.022236846,-0.0934465,-0.2019625,0.108516
39,0.43426922,0.44864172,"('exploitative', 'cooperative')",0.46201766,0.52040476,0.4690895,0.376844,0.4551255,0.4486302,0.0064953
83,-0.42450228,-0.29574186,"('powerless', 'powerful')",0.31179076,0.4490907,-1.2157536,-1.1481918,-0.4428217,-0.3316143,-0.1112074
33,0.3996738,0.2597543,"('wrong', 'right')",0.97178966,0.81319815,-0.5420416,-0.8207781,0.2764739,0.0840581,0.1924158
13,-0.39073962,-0.42272455,"('impolite', 'polite')",0.16206488,0.3054402,-0.3470881,-0.28435117,-0.191921,-0.1338785,-0.0580425
47,-0.378322,-0.22016178,"('stupid', 'smart')",0.71218276,0.9409183,5.2162337,5.547626,1.8500315,2.0894608,-0.2394293
85,-0.35066772,-0.26588416,"('insignificant', 'prestigious')",1.3593717,1.1556321,-0.0656512,-0.2617438,0.3143509,0.2093347,0.1050162
49,-0.34573632,-0.19915314,"('unable', 'able')",0.45215002,0.7303426,-0.3504772,-0.2926516,-0.0813545,0.0795126,-0.1608671
15,-0.3397649,-0.36607307,"('boring', 'funny')",0.41240644,0.42947304,-0.24047281,-0.19138993,-0.0559438,-0.0426633,-0.0132805
80,0.33315405,0.31100082,"('dominated', 'dominating')",-0.15197967,0.0034883395,-0.55275077,-0.5519505,-0.1238588,-0.0791538,-0.044705
11,-0.319418,-0.39616948,"('unhelpful', 'helpful')",0.2125376,0.3453523,1.6301562,1.6106211,0.5077586,0.5199347,-0.0121761
40,-0.3037821,-0.5089569,"('stingy', 'generous')",1.0073225,0.86033505,-1.8938817,-2.1851256,-0.3967804,-0.6112491,0.2144687
25,-0.2935252,-0.08705169,"('egoistic', 'altruistic')",0.45603573,0.39908552,1.5122243,1.472327,0.5582449,0.594787,-0.0365421
50,0.2887618,0.09255503,"('clumsy', 'skillful')",1.0711473,0.99567944,0.20743056,-0.06333612,0.5224466,0.3416328,0.1808138
72,-0.28820798,-0.0046189707,"('unambitious', 'ambitious')",-0.47020465,-0.43607646,-0.52746075,-0.5183644,-0.4286245,-0.3196866,-0.1089379
14,-0.27697456,-0.15822062,"('antisocial', 'social')",-0.026190031,0.3381172,-0.212982,0.10266728,-0.1720489,0.094188,-0.2662369
71,0.2610122,0.21587342,"('diffident', 'self-confident')",2.3614678,2.4249396,0.5276034,0.36500838,1.0500278,1.0019405,0.0480873
59,0.2559339,0.06586842,"('foolish', 'wise')",1.0323724,0.8568006,0.16801715,0.04697845,0.4854411,0.3232158,0.1622253
64,0.24143748,0.43040594,"('shy', 'confident')",0.051000968,0.21892743,-6.2603536,-6.1392093,-1.989305,-1.8299586,-0.1593464
87,-0.23406154,-0.2081762,"('unsuccessful', 'successful')",0.43464336,0.5745195,0.8733017,0.801058,0.3579612,0.3891338,-0.0311726
3,-0.20515113,-0.3561871,"('repellent', 'pleasant')",-1.3007557,-1.1906953,0.69112605,0.8258011,-0.2715936,-0.2403604,-0.0312332
81,-0.16503587,0.08481337,"('submissive', 'aggressive')",-0.2398426,0.08686999,-0.92273045,-0.6370234,-0.4425363,-0.1551133,-0.287423
84,-0.15337509,-0.08713858,"('inferior', 'superior')",0.60537714,0.61354136,0.5446489,0.43696886,0.332217,0.3211239,0.0110931
22,-0.13739276,-0.30530843,"('untrustworthy', 'trustworthy')",-0.12774104,-0.16025797,-0.79167336,-0.9089642,-0.3522691,-0.4581769,0.1059078
69,0.13235533,0.07639646,"('lazy', 'industrious')",1.2932775,1.2884432,-0.94316596,-0.96479636,0.1608223,0.1333478,0.0274745
27,-0.12095383,-0.27008265,"('hardhearted', 'softhearted')",1.0068625,0.9775925,1.6570493,1.3818438,0.8476527,0.6964512,0.1512015
7,0.10234603,-0.15158474,"('insensitive', 'sensitive')",0.19941083,0.33757085,0.83569324,0.6544292,0.37915,0.2801384,0.0990116
62,-0.09285085,-0.16968903,"('incompetent', 'brilliant')",0.48337245,0.5426258,0.2324636,0.20293885,0.2076617,0.1919585,0.0157032
21,0.06312062,0.32614553,"('immoral', 'moral')",0.42701474,0.7595993,-0.5425099,-0.2340001,-0.0174582,0.2839149,-0.3013731
56,0.058594882,0.058292255,"('impractical', 'practical')",0.61862093,0.77064246,-0.77754045,-0.6072962,-0.0334415,0.0738795,-0.107321
4,-0.044895835,-0.17531434,"('disliked', 'liked')",0.5626035,0.44065312,-7.2147737,-7.4472847,-2.2323553,-2.3939819,0.1616266
79,-0.038024392,-0.036584586,"('wavering', 'unwavering')",-0.08177717,-0.21275237,-0.45340887,-0.57018495,-0.1910701,-0.273174,0.0821039
34,-0.027784737,0.0310392,"('mean', 'honorable')",0.4110673,0.58077574,5.5720572,5.7254796,1.9851133,2.1124315,-0.1273182
66,-0.025993735,-0.15905589,"('inactive', 'active')",-0.56853026,-0.5283241,0.61161447,0.50821203,0.0056968,-0.0597227,0.0654195
63,0.011566842,-0.41964665,"('unperceptive', 'insightful')",0.99429464,0.90468705,0.7837914,0.4518296,0.596551,0.31229,0.284261
70,0.007180132,-0.1400055,"('lethargic', 'energetic')",-0.0116892755,0.03890948,0.5805991,0.48505944,0.19203,0.1279878,0.0640422
29,0.0058511104,-0.05809737,"('unfair', 'fair')",-0.57493734,-0.4572629,-0.40177444,-0.18076521,-0.3236202,-0.2320418,-0.0915784
35,0.005516663,0.07187606,"('corrupt', 'incorrupt')",-0.56228465,-0.68457705,-0.5344531,-0.68221086,-0.3637404,-0.4316373,0.0678969
2,-0.0012761634,0.33253393,"('unlikable', 'likable')",1.0173209,1.1491321,0.6723347,0.8254832,0.5627931,0.7690498,-0.2062567
