,sunoco_male,sunoco_female,tuple,inc_male,inc_female,average_male,average_female,male-female
75,0.11134223,0.11173044,"('meek', 'impulsive')",-0.031325348,0.03499985,0.0400084,0.0733651,-0.0333567
29,-0.107247606,-0.21831967,"('unfair', 'fair')",-0.66689014,-0.42916694,-0.3870689,-0.3237433,-0.0633256
34,0.1017253,-0.023608789,"('mean', 'honorable')",6.3233786,5.741925,3.2125518,2.859158,0.3533938
80,0.08635237,-0.30477792,"('dominated', 'dominating')",-1.2657192,-1.3267992,-0.5896834,-0.8157885,0.2261051
66,0.082337424,0.48737255,"('inactive', 'active')",0.8450946,1.4311725,0.463716,0.9592725,-0.4955565
49,-0.0786606,-0.36819497,"('unable', 'able')",-0.28978848,-0.41474548,-0.1842245,-0.3914702,0.2072457
15,-0.07220792,-0.12980807,"('boring', 'funny')",0.3870961,0.41983026,0.1574441,0.1450111,0.012433
72,0.07040592,0.21248539,"('unambitious', 'ambitious')",-0.9190248,-0.8936894,-0.4243095,-0.340602,-0.0837075
76,0.06744868,-0.08177308,"('anxious', 'daring')",0.43015626,0.21339813,0.2488025,0.0658125,0.18299
88,-0.05966398,-0.04729113,"('low', 'eminent')",0.2098265,0.2764346,0.0750813,0.1145717,-0.0394904
59,-0.04975411,0.07716928,"('foolish', 'wise')",0.31515592,0.49304375,0.1327009,0.2851065,-0.1524056
17,0.04831863,-0.038700394,"('nasty', 'nice')",-0.041871823,-0.13701293,0.0032234,-0.0878567,0.0910801
11,0.044324264,-0.54962194,"('unhelpful', 'helpful')",2.1072047,1.7308974,1.0757644,0.5906377,0.4851267
56,0.041206248,-0.42094636,"('impractical', 'practical')",0.29367954,-0.27998993,0.1674429,-0.3504682,0.5179111
44,-0.040246844,-0.15632704,"('prejudiced', 'unprejudiced')",-1.7579436,-1.6353064,-0.8990952,-0.8958167,-0.0032785
23,0.032184318,-0.46524855,"('insincere', 'sincere')",6.127776,5.349617,3.0799801,2.4421842,0.6377959
38,0.02073352,0.0249995,"('untruthful', 'truthful')",0.6358337,0.5600844,0.3282836,0.292542,0.0357416
50,-0.010613527,0.119782016,"('clumsy', 'skillful')",0.3462649,0.39269656,0.1678257,0.2562393,-0.0884136
