,sunoco_male,sunoco_female,tuple,inc_male,inc_female,average_male,average_female,male-female
45,-1.3659031,-1.747697,"('incompetent', 'competent')",-0.3173293,-0.6300082,-0.8416162,-1.1888525,0.3472363
10,-1.2850608,-1.4287316,"('unsympathetic', 'sympathetic')",-0.33308303,-0.48515853,-0.8090719,-0.9569451,0.1478732
57,-1.2217102,-1.2670733,"('unimaginative', 'imaginative')",-2.74703,-2.7335258,-1.9843701,-2.0002995,0.0159294
8,-1.2021837,-0.7345935,"('unaffectionate', 'affectionate')",-0.24607433,0.44139493,-0.724129,-0.1465993,-0.5775297
70,-1.1612817,-1.3957065,"('lethargic', 'energetic')",0.65556383,0.16889839,-0.2528589,-0.6134041,0.3605452
22,-1.1442914,-1.1804093,"('untrustworthy', 'trustworthy')",-1.3749394,-1.3879316,-1.2596154,-1.2841704,0.024555
6,-1.1381738,-0.47964197,"('distant', 'open')",-0.1425383,0.31706634,-0.6403561,-0.0812878,-0.5590683
68,-1.1338177,-1.1445352,"('dependent', 'independent')",-0.110925525,-0.39869636,-0.6223716,-0.7716157,0.1492441
55,-1.1173539,-1.4288166,"('incompetent', 'clever')",-0.15393424,-0.336843,-0.6356441,-0.8828298,0.2471857
73,1.0630077,1.056129,"('helpless', 'self-reliant')",-3.1563325,-2.9370472,-1.0466623,-0.9404591,-0.1062032
53,-0.9630913,-0.76533747,"('uncreative', 'creative')",0.8119299,0.7803067,-0.0755807,0.0074846,-0.0830653
28,-0.90664256,-1.0082054,"('disloyal', 'loyal')",0.6916533,0.376342,-0.1074946,-0.3159317,0.2084371
36,-0.8958194,-0.2889666,"('hostile', 'amicable')",-0.27868047,0.075564995,-0.5872499,-0.1067008,-0.4805491
82,-0.87710154,-1.1855028,"('poor', 'rich')",6.450639,5.4856577,2.7867687,2.1500773,0.6366914
18,-0.861707,-0.59510016,"('disagreeable', 'welcoming')",-0.57642287,-0.39148676,-0.719065,-0.4932935,-0.2257715
86,-0.8085871,-0.86821383,"('uninfluential', 'influential')",-0.26381323,-0.23748659,-0.5362002,-0.5528502,0.01665
1,-0.79471034,-0.53787816,"('unfriendly', 'friendly')",1.5305057,1.8057411,0.3678977,0.6339315,-0.2660338
69,0.7761278,1.1780723,"('lazy', 'industrious')",-0.48841405,-0.1058094,0.1438569,0.5361314,-0.3922745
85,0.7669211,1.3798282,"('insignificant', 'prestigious')",0.2948208,0.9214124,0.5308709,1.1506203,-0.6197494
43,-0.76577044,-0.93483865,"('irresponsible', 'responsible')",0.26377997,0.30711251,-0.2509952,-0.3138631,0.0628679
24,-0.739297,-0.46682185,"('dishonest', 'honest')",0.83181936,0.823612,0.0462612,0.1783951,-0.1321339
46,-0.7077241,-1.1156806,"('uncompetitive', 'competitive')",-0.39233387,-0.8386471,-0.550029,-0.9771639,0.4271349
39,0.70569396,0.7735575,"('exploitative', 'cooperative')",-0.27478844,-0.036248717,0.2154528,0.3686544,-0.1532016
83,0.6672872,0.61518365,"('powerless', 'powerful')",-0.8990681,-0.9349418,-0.1158905,-0.1598791,0.0439886
19,-0.6319405,-0.22030564,"('inhospitable', 'hospitable')",0.23933063,0.43585795,-0.1963049,0.1077762,-0.3040811
33,0.5937529,1.1174154,"('wrong', 'right')",-0.78657347,-0.1897304,-0.0964103,0.4638425,-0.5602528
2,0.5896522,0.6780788,"('unlikable', 'likable')",0.41630137,0.71235645,0.5029768,0.6952176,-0.1922408
71,0.5853719,0.69665986,"('diffident', 'self-confident')",0.3116718,0.46164036,0.4485219,0.5791501,-0.1306282
16,0.5735371,0.56624043,"('unpopular', 'popular')",0.91235,0.5575149,0.7429435,0.5618777,0.1810658
37,-0.55110496,-0.52464867,"('fake', 'genuine')",-0.016669394,0.038367976,-0.2838872,-0.2431403,-0.0407469
5,-0.5346937,-0.07967365,"('distant', 'outgoing')",-0.3224668,-0.06094456,-0.4285803,-0.0703091,-0.3582712
78,-0.53127766,-0.8227503,"('nonresilient', 'resilient')",0.80257004,0.4284614,0.1356462,-0.1971444,0.3327906
20,-0.52356976,-0.6609975,"('rough', 'thoughtful')",0.9210623,0.9761696,0.1987463,0.157586,0.0411603
67,0.5196496,0.46632987,"('doubtful', 'determined')",-0.3131363,-0.24857572,0.1032567,0.1088771,-0.0056204
27,-0.49822757,-0.3509294,"('hardhearted', 'softhearted')",0.9719726,1.5041821,0.2368725,0.5766264,-0.3397539
87,0.49788347,0.27631444,"('unsuccessful', 'successful')",0.7775597,0.832655,0.6377216,0.5544847,0.0832369
84,0.4938039,0.44002673,"('inferior', 'superior')",0.88727975,1.0776572,0.6905418,0.758842,-0.0683002
41,-0.48625064,-0.48377526,"('unforgiving', 'forgiving')",-0.3083683,-0.15195942,-0.3973095,-0.3178673,-0.0794422
4,0.45497498,0.31802902,"('disliked', 'liked')",-5.833617,-5.8086233,-2.689321,-2.7452972,0.0559762
31,-0.43178102,-0.07905643,"('evil', 'good')",-1.2355669,-0.9013552,-0.833674,-0.4902058,-0.3434682
54,-0.4206459,-0.043356717,"('incapable', 'capable')",0.967293,1.2247579,0.2733236,0.5907006,-0.317377
65,-0.38631696,-0.72608525,"('insecure', 'secure')",-0.4417872,-0.82641137,-0.4140521,-0.7762483,0.3621962
81,-0.3724298,-0.63851315,"('submissive', 'aggressive')",-0.27909955,-0.7261852,-0.3257647,-0.6823492,0.3565845
48,0.36833856,0.05585815,"('unintelligent', 'intelligent')",0.87873346,0.73900914,0.623536,0.3974336,0.2261024
3,-0.3515841,-0.5902892,"('repellent', 'pleasant')",0.042837333,-0.17658034,-0.1543734,-0.3834348,0.2290614
40,-0.33887723,-0.040637255,"('stingy', 'generous')",-1.5956378,-1.5428079,-0.9672575,-0.7917226,-0.1755349
62,0.3322916,-0.24387817,"('incompetent', 'brilliant')",0.88775367,0.46792397,0.6100227,0.1120229,0.4979998
35,-0.31864813,0.23536745,"('corrupt', 'incorrupt')",-0.37333044,0.15526482,-0.3459893,0.1953161,-0.5413054
30,0.31780088,0.11453946,"('intolerant', 'tolerant')",1.232975,1.095274,0.7753879,0.6049067,0.1704812
25,-0.31196076,0.0023551248,"('egoistic', 'altruistic')",0.90082,1.1330647,0.2944296,0.5677099,-0.2732803
13,-0.30386227,-0.6185025,"('impolite', 'polite')",0.07260662,-0.0729121,-0.1156278,-0.3457073,0.2300795
7,-0.29417187,-0.52882487,"('insensitive', 'sensitive')",0.75573874,0.42660016,0.2307834,-0.0511124,0.2818958
0,-0.29163775,-0.69263864,"('unsociable', 'sociable')",-0.5296837,-0.7443316,-0.4106607,-0.7184851,0.3078244
9,-0.28437978,0.029393889,"('unaffectionate', 'caring')",0.53231573,0.94176114,0.123968,0.4855775,-0.3616095
21,-0.28028777,-0.52425796,"('immoral', 'moral')",-0.6561183,-1.0137098,-0.468203,-0.7689838,0.3007808
47,-0.27716556,-0.29423937,"('stupid', 'smart')",5.3084035,4.7876706,2.515619,2.2467155,0.2689035
51,-0.26734853,-0.5334572,"('uneducated', 'educated')",1.1506059,0.8436286,0.4416287,0.1550857,0.286543
52,-0.24063683,0.037251525,"('irrational', 'rational')",-0.50464255,-0.07935658,-0.3726397,-0.0210525,-0.3515872
77,-0.23947209,-0.5053257,"('unmotivated', 'motivated')",-0.6913259,-1.0485632,-0.465399,-0.7769445,0.3115455
61,-0.23532453,-0.23920277,"('illogical', 'logical')",0.07781991,0.24709126,-0.0787523,0.0039442,-0.0826965
42,-0.23415169,-0.1422348,"('unreliable', 'reliable')",-3.3175378,-3.1733716,-1.7758447,-1.6578032,-0.1180415
12,0.2332712,0.17250878,"('unsupportive', 'supportive')",-1.7246,-1.5507756,-0.7456644,-0.6891334,-0.056531
58,-0.2220608,-0.23213463,"('undiscriminating', 'discriminating')",0.036694292,0.03375315,-0.0926833,-0.0991907,0.0065074
32,-0.20294887,-0.10694015,"('unkind', 'kind')",0.79992497,0.80646765,0.2984881,0.3497638,-0.0512757
60,0.19683346,-0.26065022,"('inefficient', 'efficient')",0.5227965,0.04735304,0.359815,-0.1066486,0.4664636
26,-0.16845922,0.18611498,"('hardhearted', 'benevolent')",0.8305602,1.6067035,0.3310505,0.8964093,-0.5653588
14,-0.1286484,-0.38650328,"('antisocial', 'social')",-0.6594102,-0.8594555,-0.3940293,-0.6229794,0.2289501
74,-0.12712291,-0.21478978,"('undedicated', 'dedicated')",-0.43778887,-0.36929643,-0.2824559,-0.2920431,0.0095872
79,-0.12471028,0.10303464,"('wavering', 'unwavering')",0.39198205,0.3833479,0.1336359,0.2431913,-0.1095554
63,-0.12447907,-0.4032901,"('unperceptive', 'insightful')",1.3387198,0.9151503,0.6071204,0.2559301,0.3511903
64,-0.118792765,-0.09904635,"('shy', 'confident')",-6.162942,-5.895194,-3.1408672,-2.9971201,-0.1437471
