,westrock_male,westrock_female,tuple,co_male,co_female,average_male,average_female,male-female
6,-1.8367165,-1.3730993,"('distant', 'open')",-0.71047837,-0.49356133,-1.2735975,-0.9333303,-0.3402672
31,-1.7630893,-1.1772918,"('evil', 'good')",-1.4028541,-1.1040034,-1.5829717,-1.1406476,-0.4423241
1,-1.6748416,-1.1269671,"('unfriendly', 'friendly')",1.0990492,1.325541,-0.2878962,0.099287,-0.3871832
36,-1.427464,-0.7345234,"('hostile', 'amicable')",-0.48246643,-0.18312517,-0.9549652,-0.4588243,-0.4961409
19,-1.384092,-1.3427987,"('inhospitable', 'hospitable')",-0.6489073,-0.63875157,-1.0164996,-0.9907751,-0.0257245
56,1.2898751,1.0574098,"('impractical', 'practical')",0.07834228,0.027734593,0.6841087,0.5425722,0.1415365
5,-1.2770709,-0.9534842,"('distant', 'outgoing')",-0.9414183,-0.63318574,-1.1092446,-0.793335,-0.3159096
39,1.2661682,1.0538408,"('exploitative', 'cooperative')",0.840388,0.84330606,1.0532781,0.9485734,0.1047047
35,-1.2324414,-0.40998837,"('corrupt', 'incorrupt')",-0.97187126,-0.6307473,-1.1021564,-0.5203679,-0.5817885
60,1.2316213,0.65194505,"('inefficient', 'efficient')",0.36937904,0.22406271,0.8005002,0.4380039,0.3624963
52,-1.2208533,-1.0572829,"('irrational', 'rational')",-0.39439705,-0.40981555,-0.8076252,-0.7335492,-0.074076
42,1.1919084,0.902308,"('unreliable', 'reliable')",-2.687833,-3.0290449,-0.7479624,-1.0633684,0.315406
8,-1.171478,-0.67189157,"('unaffectionate', 'affectionate')",0.2855138,0.59207314,-0.4429821,-0.0399092,-0.4030729
62,1.1679338,0.6867894,"('incompetent', 'brilliant')",0.12692408,0.056857713,0.6474289,0.3718235,0.2756054
81,1.1377244,0.46777835,"('submissive', 'aggressive')",-0.37374854,-0.61652267,0.3819879,-0.0743722,0.4563601
16,-1.1263654,-1.0054053,"('unpopular', 'popular')",-0.45104244,-0.44694838,-0.7887039,-0.7261769,-0.062527
80,1.102587,0.68116736,"('dominated', 'dominating')",-0.3666741,-0.6510429,0.3679565,0.0150622,0.3528943
27,-1.0983918,-1.2064986,"('hardhearted', 'softhearted')",0.9203562,0.7973745,-0.0890178,-0.2045621,0.1155443
76,1.0218725,0.8518778,"('anxious', 'daring')",0.18045825,0.17884997,0.6011654,0.5153639,0.0858015
14,0.97419876,0.7536153,"('antisocial', 'social')",-0.022851503,-0.0034432933,0.4756736,0.375086,0.1005876
18,-0.9192244,-1.0394744,"('disagreeable', 'welcoming')",-0.87244904,-0.8780684,-0.8958367,-0.9587713,0.0629346
49,-0.91684663,-0.66980237,"('unable', 'able')",-0.6685957,-0.502352,-0.7927212,-0.5860772,-0.206644
4,-0.8219043,-0.58138937,"('disliked', 'liked')",-7.013749,-7.36174,-3.9178267,-3.9715648,0.0537381
30,0.81007487,0.5020467,"('intolerant', 'tolerant')",0.88954127,0.83779526,0.8498081,0.669921,0.1798871
67,0.7917741,0.37784111,"('doubtful', 'determined')",-0.323496,-0.30928847,0.234139,0.0342763,0.1998627
48,-0.72083694,-0.79034203,"('unintelligent', 'intelligent')",0.03071221,-0.007039929,-0.3450624,-0.398691,0.0536286
78,-0.7183898,-0.8388372,"('nonresilient', 'resilient')",-0.38410002,-0.5745293,-0.5512449,-0.7066833,0.1554384
87,0.70740515,0.21149197,"('unsuccessful', 'successful')",0.19806033,0.022123367,0.4527327,0.1168077,0.335925
88,-0.70473546,-0.8124431,"('low', 'eminent')",-0.51534146,-0.5238695,-0.6100385,-0.6681563,0.0581178
79,-0.7023007,-0.23855206,"('wavering', 'unwavering')",-0.85462177,-0.6054262,-0.7784612,-0.4219891,-0.3564721
