,westrock_male,westrock_female,tuple,co_male,co_female,average_male,average_female,male-female
2,0.6786287,0.48483372,"('unlikable', 'likable')",0.8314618,0.7666501,0.7550452,0.6257419,0.1293033
9,-0.6785682,-0.3432073,"('unaffectionate', 'caring')",0.8563019,1.0760868,0.0888669,0.3664397,-0.2775728
64,0.670946,0.12827522,"('shy', 'confident')",-5.418045,-5.891745,-2.3735495,-2.8817348,0.5081853
17,-0.6539832,-0.38162675,"('nasty', 'nice')",-0.1387943,-0.0867706,-0.3963887,-0.2341987,-0.16219
55,0.6479097,0.09743054,"('incompetent', 'clever')",0.725343,0.3685905,0.6866263,0.2330105,0.4536158
53,-0.61311966,-0.41213158,"('uncreative', 'creative')",0.4090988,0.3538244,-0.1020104,-0.0291536,-0.0728568
46,0.60216993,-0.25702086,"('uncompetitive', 'competitive')",-0.7704718,-1.0341036,-0.0841509,-0.6455622,0.5614113
70,0.5986206,0.1812294,"('lethargic', 'energetic')",0.5777666,0.2776668,0.5881936,0.2294481,0.3587455
25,-0.5861197,-0.22142236,"('egoistic', 'altruistic')",0.95485747,1.1226852,0.1843689,0.4506314,-0.2662625
54,-0.5385418,-0.43766153,"('incapable', 'capable')",0.45522732,0.55527574,-0.0416572,0.0588071,-0.1004643
21,0.5383253,-0.30892238,"('immoral', 'moral')",-0.36322868,-0.7093639,0.0875483,-0.5091431,0.5966914
85,-0.5192252,0.07763627,"('insignificant', 'prestigious')",-1.0105013,-0.7790487,-0.7648633,-0.3507062,-0.4141571
40,-0.5184271,-0.20391624,"('stingy', 'generous')",-2.2384675,-2.3978386,-1.3784473,-1.3008775,-0.0775698
65,0.51713717,0.29356006,"('insecure', 'secure')",0.5359698,0.4978761,0.5265535,0.3957181,0.1308354
38,-0.49648422,-0.29107165,"('untruthful', 'truthful')",-0.20735753,-0.08341058,-0.3519209,-0.1872411,-0.1646798
83,0.48437873,0.09608345,"('powerless', 'powerful')",-1.1228114,-1.1681074,-0.3192164,-0.536012,0.2167956
7,0.4688715,0.23489314,"('insensitive', 'sensitive')",0.37895498,0.0996453,0.4239132,0.1672692,0.256644
75,-0.46553323,0.20840713,"('meek', 'impulsive')",-1.0638928,-0.76656765,-0.764713,-0.2790803,-0.4856327
66,0.4586961,0.2120225,"('inactive', 'active')",0.35711926,0.11010057,0.4079077,0.1610615,0.2468462
86,-0.4498989,-1.0597378,"('uninfluential', 'influential')",-0.20990233,-0.7302029,-0.3299006,-0.8949704,0.5650698
26,-0.44728693,-0.23563792,"('hardhearted', 'benevolent')",1.4338323,1.5472763,0.4932727,0.6558192,-0.1625465
37,0.3903147,0.34547168,"('fake', 'genuine')",0.30939668,0.15817028,0.3498557,0.251821,0.0980347
71,-0.38138154,-0.28807288,"('diffident', 'self-confident')",0.19981293,0.43746877,-0.0907843,0.0746979,-0.1654822
23,0.37064233,0.25614145,"('insincere', 'sincere')",5.858079,6.05674,3.1143606,3.1564407,-0.0420801
32,-0.36711892,-0.55231166,"('unkind', 'kind')",1.107887,1.0438074,0.370384,0.2457479,0.1246361
29,-0.32620162,-0.41923073,"('unfair', 'fair')",-0.29342866,-0.38301143,-0.3098151,-0.4011211,0.091306
73,0.31499425,0.61793905,"('helpless', 'self-reliant')",-3.2462897,-3.0974135,-1.4656477,-1.2397373,-0.2259104
15,-0.30614352,0.22122604,"('boring', 'funny')",0.3801126,0.48994756,0.0369845,0.3555868,-0.3186023
12,-0.2990514,-0.6969832,"('unsupportive', 'supportive')",-1.8055439,-2.0255344,-1.0522976,-1.3612587,0.3089611
44,0.2974566,0.523098,"('prejudiced', 'unprejudiced')",-1.4486378,-1.1216884,-0.5755906,-0.2992952,-0.2762954
72,-0.2920385,0.10181801,"('unambitious', 'ambitious')",-0.5278031,-0.30537447,-0.4099208,-0.1017782,-0.3081426
0,-0.28632575,-0.69675356,"('unsociable', 'sociable')",0.010549741,-0.23138967,-0.137888,-0.4640716,0.3261836
28,-0.28452206,-0.27703473,"('disloyal', 'loyal')",1.0077947,0.9573381,0.3616363,0.3401517,0.0214846
77,-0.28328103,-0.9068848,"('unmotivated', 'motivated')",-1.3341147,-1.3887169,-0.8086978,-1.1478009,0.3391031
20,-0.27671054,-0.15902619,"('rough', 'thoughtful')",0.48087403,0.46233913,0.1020817,0.1516565,-0.0495748
84,0.26962563,-0.11188771,"('inferior', 'superior')",0.5407712,0.3733471,0.4051984,0.1307297,0.2744687
41,-0.26775554,-0.16313687,"('unforgiving', 'forgiving')",0.24133697,0.08987974,-0.0132093,-0.0366286,0.0234193
74,0.2596892,0.29614338,"('undedicated', 'dedicated')",0.22741306,-0.06799969,0.2435511,0.1140718,0.1294793
33,0.21257597,0.048028354,"('wrong', 'right')",-0.86519694,-0.7661544,-0.3263105,-0.359063,0.0327525
22,0.20005585,0.19188999,"('untrustworthy', 'trustworthy')",-0.2923599,-0.37508664,-0.046152,-0.0915983,0.0454463
10,0.166615,-0.3543976,"('unsympathetic', 'sympathetic')",0.19361964,-0.107340425,0.1801173,-0.230869,0.4109863
57,0.1466778,0.30683273,"('unimaginative', 'imaginative')",-3.2123957,-3.3147452,-1.532859,-1.5039562,-0.0289028
58,0.14192005,0.11932643,"('undiscriminating', 'discriminating')",0.3129628,0.06976162,0.2274414,0.094544,0.1328974
68,-0.1414931,-0.35907733,"('dependent', 'independent')",-1.3721236,-1.5600451,-0.7568083,-0.9595612,0.2027529
59,-0.14111023,-0.1284152,"('foolish', 'wise')",-0.00018395483,0.046953004,-0.0706471,-0.0407311,-0.029916
47,0.13635027,0.04633356,"('stupid', 'smart')",5.257196,5.3528705,2.6967731,2.6996021,-0.002829
24,0.12808497,0.22625796,"('dishonest', 'honest')",0.9392422,1.0462601,0.5336636,0.636259,-0.1025954
69,-0.102911286,0.00949619,"('lazy', 'industrious')",-1.3935536,-1.3298508,-0.7482324,-0.6601773,-0.0880551
50,-0.09630671,-0.1412227,"('clumsy', 'skillful')",-0.52369964,-0.6109487,-0.3100032,-0.3760857,0.0660825
63,0.09402942,-0.36419797,"('unperceptive', 'insightful')",0.17137484,-0.15123244,0.1327021,-0.2577152,0.3904173
51,0.09273136,-0.6208827,"('uneducated', 'educated')",0.8225696,0.17516825,0.4576505,-0.2228572,0.6805077
43,-0.09021425,-0.59143627,"('irresponsible', 'responsible')",0.74789196,0.6259532,0.3288389,0.0172585,0.3115804
34,-0.08992592,0.043475777,"('mean', 'honorable')",5.34333,5.422396,2.6267021,2.7329359,-0.1062338
82,-0.0657642,0.0003765002,"('poor', 'rich')",5.396723,5.556453,2.6654792,2.778415,-0.1129358
13,0.06443353,-0.2581631,"('impolite', 'polite')",-0.07860588,-0.13328245,-0.0070862,-0.1957228,0.1886366
61,0.052484814,-0.251402,"('illogical', 'logical')",0.33261847,0.19328952,0.1925516,-0.0290562,0.2216078
3,-0.040848922,-0.18502833,"('repellent', 'pleasant')",0.65668356,0.46882904,0.3079173,0.1419004,0.1660169
45,0.033280842,-0.054437038,"('incompetent', 'competent')",-0.26757628,-0.4326012,-0.1171477,-0.2435191,0.1263714
11,0.00026638247,-0.4626023,"('unhelpful', 'helpful')",2.038778,1.9095377,1.0195222,0.7234677,0.2960545
