,micron_male,micron_female,tuple,technology_male,technology_female,inc_male,inc_female,average_male,average_female,male-female
6,-2.0119946,-2.2502842,"('distant', 'open')",-2.4264328,-2.6442227,-0.04272182,-0.39907727,-1.4937164,-1.7645281,0.2708117
5,-1.7995901,-1.7920464,"('distant', 'outgoing')",-2.2236142,-2.2722037,-0.2962128,-0.5694951,-1.4398057,-1.5445817,0.104776
86,-1.7307488,-2.233489,"('uninfluential', 'influential')",0.27493024,-0.1040082,-0.1251004,-0.35933092,-0.526973,-0.8989427,0.3719697
1,-1.6566734,-2.2094238,"('unfriendly', 'friendly')",-1.0304946,-1.3089553,1.1346945,0.8217661,-0.5174912,-0.898871,0.3813798
10,-1.6553541,-1.9959364,"('unsympathetic', 'sympathetic')",0.25010812,-0.07697785,-0.38391253,-0.46287,-0.5963862,-0.8452614,0.2488752
0,-1.5790488,-1.8983239,"('unsociable', 'sociable')",0.1437816,0.10137887,-0.39748302,-0.52666056,-0.6109167,-0.7745352,0.1636185
24,-1.5581117,-1.7387227,"('dishonest', 'honest')",-1.5164644,-1.5597429,0.60267127,0.6118016,-0.8239683,-0.8955547,0.0715864
66,-1.5211152,-1.551824,"('inactive', 'active')",-1.29595,-1.380885,0.57444906,0.434435,-0.7475387,-0.8327579,0.0852192
19,-1.5035769,-1.3340073,"('inhospitable', 'hospitable')",-1.7776275,-1.7221787,-0.26514462,-0.20223156,-1.1821163,-1.0861392,-0.0959771
53,-1.5026711,-1.6716454,"('uncreative', 'creative')",0.34910434,0.27167106,1.1126592,0.856046,-0.0136359,-0.1813094,0.1676735
79,-1.2274793,-1.0260805,"('wavering', 'unwavering')",-2.2702465,-2.117148,-0.37306002,-0.34563792,-1.290262,-1.1629554,-0.1273066
73,1.2257785,1.3327726,"('helpless', 'self-reliant')",0.48667875,0.55445015,-2.7335675,-2.64406,-0.3403701,-0.252279,-0.0880911
63,-1.1430063,-1.1382573,"('unperceptive', 'insightful')",0.43694523,0.28960952,1.2052654,1.142447,0.1664014,0.0979331,0.0684683
57,-1.0868068,-1.6454434,"('unimaginative', 'imaginative')",0.6887562,0.47879523,-1.8962039,-2.2314754,-0.7647514,-1.1327078,0.3679564
38,-1.0616226,-0.9898525,"('untruthful', 'truthful')",-0.84829324,-0.8380214,-0.022264838,0.09284354,-0.6440603,-0.5783435,-0.0657168
43,-1.057007,-1.0669434,"('irresponsible', 'responsible')",-0.030118123,0.1617105,0.44593573,0.5442033,-0.2137298,-0.1203432,-0.0933866
45,-1.0204748,-1.2089792,"('incompetent', 'competent')",0.22132012,0.08161098,-0.40457544,-0.47056293,-0.4012434,-0.5326437,0.1314003
61,-0.9947909,-1.1611513,"('illogical', 'logical')",0.60943806,0.5988552,-0.15936314,-0.36182445,-0.181572,-0.3080402,0.1264682
88,-0.98449916,-0.81509614,"('low', 'eminent')",0.44665855,0.6232093,0.1945302,0.60445625,-0.1144368,0.1375231,-0.2519599
23,-0.95349514,-1.0622189,"('insincere', 'sincere')",-0.06000639,0.037790112,5.2488303,5.1210184,1.4117762,1.3655299,0.0462463
9,-0.95299673,-1.4997123,"('unaffectionate', 'caring')",-0.65458447,-0.9287845,0.9596305,0.55971354,-0.2159835,-0.6229277,0.4069442
46,-0.9292658,-0.8269116,"('uncompetitive', 'competitive')",0.9125985,0.99896586,-0.19921249,-0.18086497,-0.0719599,-0.0029369,-0.069023
54,-0.9285183,-0.64461124,"('incapable', 'capable')",-0.3080483,-0.15944132,1.0729434,1.1048454,-0.054541,0.1002643,-0.1548053
70,-0.8174099,-0.7372268,"('lethargic', 'energetic')",0.19683161,0.20444003,1.0686979,1.0635291,0.1493732,0.1769141,-0.0275409
8,-0.79763997,-1.2893851,"('unaffectionate', 'affectionate')",-0.99780804,-1.2185994,0.2408366,-0.013379829,-0.5182038,-0.8404548,0.322251
39,0.7620504,0.40171644,"('exploitative', 'cooperative')",0.3088607,0.19143984,0.04733462,-0.123816565,0.3727486,0.1564466,0.216302
82,-0.7606994,-0.5207338,"('poor', 'rich')",0.88644606,1.0043839,5.833129,5.9944587,1.9862919,2.1593696,-0.1730777
25,-0.7423975,-1.0389872,"('egoistic', 'altruistic')",-0.7590883,-0.87405604,1.362538,1.1324124,-0.0463159,-0.2602103,0.2138944
77,-0.7349616,-0.8006295,"('unmotivated', 'motivated')",1.1135106,1.2244893,-0.8227363,-0.8558706,-0.1480624,-0.1440036,-0.0040588
32,-0.7312566,-0.96836907,"('unkind', 'kind')",0.44540775,0.4186967,0.9778663,0.9447846,0.2306725,0.1317041,0.0989684
58,-0.70506454,-0.9148574,"('undiscriminating', 'discriminating')",0.54046714,0.28262243,-0.092226245,-0.17386745,-0.0856079,-0.2687008,0.1830929
20,0.69518435,0.49629048,"('rough', 'thoughtful')",1.7941512,1.7526407,0.66104984,0.47625017,1.0501285,0.9083938,0.1417347
28,-0.68114406,-1.1014533,"('disloyal', 'loyal')",0.26313028,0.10049276,0.97202957,0.86851686,0.1846719,-0.0441479,0.2288198
34,-0.6553667,-0.62655544,"('mean', 'honorable')",-0.3549661,-0.14117515,5.8922796,5.821605,1.6273155,1.6846248,-0.0573093
21,-0.64039683,-0.7778021,"('immoral', 'moral')",1.425978,1.4065682,-0.70371985,-0.7359792,0.0272871,-0.0357377,0.0630248
36,-0.63182366,-0.8620123,"('hostile', 'amicable')",-1.9559344,-2.0872579,-0.17331456,-0.4811646,-0.9203575,-1.1434783,0.2231208
48,0.62710005,0.03231995,"('unintelligent', 'intelligent')",2.2516403,2.1141458,0.8771559,0.62613124,1.2519654,0.924199,0.3277664
18,-0.6242644,-0.6610043,"('disagreeable', 'welcoming')",-0.45244256,-0.46216482,-0.27873597,-0.27150998,-0.4518143,-0.4648931,0.0130788
13,-0.6188381,-0.63304865,"('impolite', 'polite')",0.49397424,0.67940867,-0.110899754,-0.13756576,-0.0785879,-0.0304019,-0.048186
64,-0.6098456,-0.5811473,"('shy', 'confident')",-0.029828854,0.11052497,-5.4362345,-5.3855667,-2.0253029,-1.9520631,-0.0732398
68,-0.6030388,-0.50651896,"('dependent', 'independent')",-0.28900224,-0.36440966,-0.38497746,-0.4646254,-0.4256728,-0.4451847,0.0195119
69,0.5988431,0.5958201,"('lazy', 'industrious')",-0.16940399,0.044984303,-0.35862112,-0.51222837,0.023606,0.0428587,-0.0192527
84,0.5668182,0.55193174,"('inferior', 'superior')",0.27993685,0.31419066,0.86233294,0.89794344,0.569696,0.5880219,-0.0183259
27,-0.54918504,-1.0205873,"('hardhearted', 'softhearted')",-0.08950687,-0.2777239,1.1269683,0.8650622,0.1627588,-0.1444164,0.3071752
41,-0.5262971,-0.81611454,"('unforgiving', 'forgiving')",-1.0610327,-1.192454,0.30359182,0.2403141,-0.4279126,-0.5894181,0.1615055
44,0.5009763,0.81815696,"('prejudiced', 'unprejudiced')",-0.013952116,0.16139357,-1.1579077,-0.95706964,-0.2236278,0.0074936,-0.2311214
31,-0.48771474,-0.9087016,"('evil', 'good')",-2.0983393,-2.3107588,-1.6126777,-1.8759984,-1.3995773,-1.6984863,0.298909
85,-0.4540624,-0.6217231,"('insignificant', 'prestigious')",-0.9985442,-1.2411535,-0.16513705,-0.38126618,-0.5392479,-0.7480476,0.2087997
72,-0.44988826,-0.42001602,"('unambitious', 'ambitious')",0.033799104,0.06029322,-1.0739274,-1.0141567,-0.4966722,-0.4579598,-0.0387124
2,-0.43897304,-0.13451852,"('unlikable', 'likable')",0.21071915,0.39970565,0.6239904,0.70212555,0.1319122,0.3224376,-0.1905254
50,0.4332037,0.9624371,"('clumsy', 'skillful')",0.2659962,0.49856073,0.24031615,0.4232933,0.313172,0.6280971,-0.3149251
12,-0.43007165,-0.77889824,"('unsupportive', 'supportive')",0.29895607,0.20278957,-1.4369732,-1.6587338,-0.5226963,-0.7449475,0.2222512
83,-0.418782,-0.6525681,"('powerless', 'powerful')",0.6461524,0.55599785,-1.00138,-1.1864637,-0.2580032,-0.427678,0.1696748
74,-0.4118213,-0.50954574,"('undedicated', 'dedicated')",0.17250262,0.1535287,-0.04641047,-0.03310464,-0.0952431,-0.1297072,0.0344641
33,-0.4055876,-0.5885503,"('wrong', 'right')",-0.4043418,-0.40378785,-0.83218,-0.9664658,-0.5473698,-0.6529346,0.1055648
81,-0.4046594,-0.3143928,"('submissive', 'aggressive')",2.3334582,2.39111,0.17508213,0.2957722,0.7012936,0.7908298,-0.0895362
4,-0.40335667,-0.20222345,"('disliked', 'liked')",-0.7316158,-0.5535815,-5.223222,-5.0683703,-2.1193981,-1.9413918,-0.1780063
3,-0.34762973,-0.55003226,"('repellent', 'pleasant')",0.6142677,0.5539161,0.29095381,-0.015237359,0.1858639,-0.0037845,0.1896484
22,-0.33100384,-0.6569412,"('untrustworthy', 'trustworthy')",-0.02265025,-0.14990099,-0.7338009,-0.9262893,-0.362485,-0.5777105,0.2152255
80,0.32526746,0.42847678,"('dominated', 'dominating')",1.4713292,1.3635645,-0.6748461,-0.7128012,0.3739169,0.3597467,0.0141702
67,0.3235,0.88435453,"('doubtful', 'determined')",-0.0059587434,0.3568958,-0.6909013,-0.19661449,-0.1244533,0.3482119,-0.4726652
51,-0.31424123,-0.15110862,"('uneducated', 'educated')",1.1732311,1.2446272,0.74443847,0.7879083,0.5344761,0.6271423,-0.0926662
60,0.2997801,0.05966488,"('inefficient', 'efficient')",2.680411,2.6282437,0.47346056,0.58833027,1.1512173,1.0920796,0.0591377
16,-0.28908288,0.019121993,"('unpopular', 'popular')",-0.77006996,-0.70654666,0.16587941,0.28999966,-0.2977578,-0.132475,-0.1652828
30,-0.27525103,-0.24494459,"('intolerant', 'tolerant')",1.6105405,1.796256,1.2590575,1.5601467,0.8647823,1.0371527,-0.1723704
49,0.26895475,0.27597725,"('unable', 'able')",0.8174368,0.8462132,0.47270754,0.29319265,0.5196997,0.4717944,0.0479053
78,-0.23617408,-0.41828895,"('nonresilient', 'resilient')",1.46625,1.2940564,0.39205432,0.1124486,0.5407101,0.3294053,0.2113048
17,0.23175639,0.17119008,"('nasty', 'nice')",-0.7212319,-0.7150343,-0.5344166,-0.6335694,-0.3412974,-0.3924712,0.0511738
11,-0.2195287,-0.29195058,"('unhelpful', 'helpful')",1.3050601,1.3408016,2.3503528,2.355619,1.1452947,1.1348233,0.0104714
59,0.21206734,0.2206867,"('foolish', 'wise')",-0.7916558,-0.85188514,0.17214112,0.0017662514,-0.1358158,-0.2098107,0.0739949
52,-0.20895666,-0.4606156,"('irrational', 'rational')",-1.8190881,-2.0208888,-0.4029747,-0.75983787,-0.8103398,-1.0804474,0.2701076
47,-0.19489324,-0.33730936,"('stupid', 'smart')",1.0278891,0.98971015,5.2299542,4.976679,2.0209834,1.8763599,0.1446235
14,0.18271506,-0.07958778,"('antisocial', 'social')",2.3597798,2.3028634,-0.65013087,-0.6569058,0.630788,0.5221233,0.1086647
37,0.17870024,0.21622808,"('fake', 'genuine')",-0.43109572,-0.5880328,0.39292318,0.26880264,0.0468426,-0.034334,0.0811766
42,0.1441812,0.39504063,"('unreliable', 'reliable')",-0.663303,-0.46593302,-2.3770833,-1.8915251,-0.9654017,-0.6541392,-0.3112625
15,0.14364366,0.024433477,"('boring', 'funny')",-0.39726293,-0.26686105,0.54985476,0.5664015,0.0987452,0.1079913,-0.0092461
7,-0.1409551,-0.3048732,"('insensitive', 'sensitive')",1.0187379,1.0200993,0.85488784,0.5582308,0.5775569,0.4244856,0.1530713
76,0.10906869,0.4250499,"('anxious', 'daring')",1.1878339,1.3485227,0.37318295,0.72316766,0.5566952,0.8322468,-0.2755516
26,-0.09928042,-0.61156243,"('hardhearted', 'benevolent')",0.5657993,0.2760381,1.2710296,1.1998322,0.5791828,0.2881026,0.2910802
55,-0.08767743,-0.6360216,"('incompetent', 'clever')",1.9815089,1.7650901,0.020152364,-0.1823074,0.6379946,0.315587,0.3224076
29,0.07906674,-0.032154568,"('unfair', 'fair')",-1.1816828,-1.2328926,-0.91146314,-1.1538832,-0.6713597,-0.8063102,0.1349505
87,-0.073696285,0.09509207,"('unsuccessful', 'successful')",1.0412188,1.1767383,0.606711,0.57206607,0.5247445,0.6146321,-0.0898876
56,-0.069884166,-0.11936449,"('impractical', 'practical')",1.3626369,1.5217465,0.13961852,0.28899944,0.4774571,0.5637938,-0.0863367
71,-0.062100284,-0.16535369,"('diffident', 'self-confident')",0.53731155,0.5793874,0.45711833,0.31449592,0.3107765,0.2428432,0.0679333
40,-0.056125935,-0.5979131,"('stingy', 'generous')",-0.19854926,-0.52067566,-1.3570589,-1.878733,-0.5372447,-0.9991072,0.4618625
35,0.026272539,0.15936974,"('corrupt', 'incorrupt')",-1.7566344,-1.7481961,-0.7018748,-0.81323063,-0.8107456,-0.8006857,-0.0100599
62,-0.017324843,-0.01995727,"('incompetent', 'brilliant')",2.12311,2.1520333,0.47938928,0.38909662,0.8617248,0.8403908,0.021334
75,0.0075649545,0.40261874,"('meek', 'impulsive')",-0.40137637,-0.19489884,-0.2234331,-0.21948329,-0.2057482,-0.0039211,-0.2018271
65,0.0046303775,-0.22442254,"('insecure', 'secure')",0.6869447,0.6114669,-0.012048811,-0.10259386,0.2265088,0.0948168,0.131692
