,pactiv_male,pactiv_female,tuple,corp_male,corp_female,average_male,average_female,male-female
13,-0.1940115,-0.23030901,"('impolite', 'polite')",-1.1836059,-1.0503032,-0.6888087,-0.6403061,-0.0485026
28,0.18706039,-0.023911119,"('disloyal', 'loyal')",1.2084584,1.0411375,0.6977594,0.5086132,0.1891462
2,0.17669651,0.3636076,"('unlikable', 'likable')",0.34132904,0.36072183,0.2590128,0.3621647,-0.1031519
74,0.17570668,0.16842274,"('undedicated', 'dedicated')",-0.1969094,-0.26241788,-0.0106014,-0.0469976,0.0363962
80,0.17568772,0.096199326,"('dominated', 'dominating')",-1.230265,-1.0774354,-0.5272887,-0.490618,-0.0366707
63,0.16367581,-0.00023753569,"('unperceptive', 'insightful')",0.60881656,0.6290216,0.3862462,0.314392,0.0718542
45,-0.15762064,-0.2372049,"('incompetent', 'competent')",0.092931,0.08105273,-0.0323448,-0.0780761,0.0457313
33,-0.15526187,-0.15755974,"('wrong', 'right')",-0.85679436,-0.8995507,-0.5060281,-0.5285552,0.0225271
0,-0.13336428,-0.257204,"('unsociable', 'sociable')",-0.12775177,-0.18859902,-0.130558,-0.2229015,0.0923435
77,0.090562604,-0.145863,"('unmotivated', 'motivated')",-1.1692889,-1.103538,-0.5393631,-0.6247005,0.0853374
58,0.08552672,0.026045155,"('undiscriminating', 'discriminating')",0.3700077,0.24425122,0.2277672,0.1351482,0.092619
7,0.07910234,-0.015321078,"('insensitive', 'sensitive')",0.39565223,0.34492153,0.2373773,0.1648002,0.0725771
26,-0.074297406,-0.16469339,"('hardhearted', 'benevolent')",1.8481054,1.6646979,0.886904,0.7500023,0.1369017
47,0.0687847,0.047240965,"('stupid', 'smart')",5.500465,5.61575,2.7846248,2.8314953,-0.0468705
41,-0.046939705,-0.040670313,"('unforgiving', 'forgiving')",-0.2080331,-0.2441359,-0.1274864,-0.1424031,0.0149167
61,0.031472534,-0.01313561,"('illogical', 'logical')",0.37188935,0.34432796,0.2016809,0.1655962,0.0360847
87,-0.030694515,0.120039135,"('unsuccessful', 'successful')",0.642661,0.68120813,0.3059832,0.4006236,-0.0946404
24,0.0055977553,-0.117678314,"('dishonest', 'honest')",0.3637106,0.339629,0.1846542,0.1109753,0.0736789
