,air_male,air_female,tuple,products_male,products_female,&_male,&_female,chemicals_male,chemicals_female,inc_male,inc_female,average_male,average_female,male-female
73,1.8218479,1.8443832,"('helpless', 'self-reliant')",1.9728941,1.9493343,0.4515703,0.64990526,0.6024338,0.41816905,-2.7013147,-2.5608644,0.4294863,0.4601854,-0.0306991
49,-1.3753021,-1.0329999,"('unable', 'able')",-0.107171774,-0.15667085,-0.7631533,-0.7939043,-0.99688494,-0.7111995,-0.52844006,-0.54947615,-0.7541904,-0.6488502,-0.1053402
31,-1.3247914,-1.1020625,"('evil', 'good')",-0.60324854,-0.44768757,-0.9100093,-0.68451095,-0.7192642,-0.767826,-0.4016422,-0.1246472,-0.7917912,-0.6253469,-0.1664443
33,1.2729018,1.1954939,"('wrong', 'right')",0.6772227,0.9002046,0.49527478,0.51052463,0.92950076,0.9276852,-0.10687413,-0.0692588,0.6536052,0.6929299,-0.0393247
0,-1.2648143,-1.3076017,"('unsociable', 'sociable')",-0.74520266,-0.8102082,0.24130982,-0.060168624,-0.21771285,-0.25458646,-0.7793548,-1.0330955,-0.5531549,-0.6931321,0.1399772
71,1.2508652,1.3388071,"('diffident', 'self-confident')",0.98475254,1.2455233,0.2209702,0.24642286,1.1965253,1.3576694,0.564424,0.47948945,0.8435074,0.9335824,-0.090075
3,-1.2387925,-1.2555573,"('repellent', 'pleasant')",0.0083419755,-0.22444469,-0.04580704,-0.23875114,-0.3780382,-0.49788532,0.021509632,0.025580125,-0.3265572,-0.4382116,0.1116544
55,-1.1968416,-1.4658946,"('incompetent', 'clever')",-0.70055914,-0.7928656,0.3706783,0.07227814,-0.6117495,-0.7382341,-0.35144728,-0.5869042,-0.4979838,-0.7023241,0.2043403
22,-1.1961153,-1.1025475,"('untrustworthy', 'trustworthy')",-0.8144167,-0.85196006,0.8588454,0.9404458,-1.5062451,-1.520184,-1.0536879,-1.220442,-0.7423239,-0.7509376,0.0086137
16,-1.1635364,-0.8041041,"('unpopular', 'popular')",-0.15700135,-0.034249023,0.3361981,0.51535463,-0.62589747,-0.5164739,0.72248465,1.0579342,-0.1775505,0.0436924,-0.2212429
20,-1.130925,-1.3200203,"('rough', 'thoughtful')",0.19099529,-0.05544515,0.4790785,-0.020253263,-0.43678045,-0.5496939,1.2705841,1.0290734,0.0745905,-0.1832679,0.2578584
26,1.0957959,1.0383915,"('hardhearted', 'benevolent')",0.7584958,0.97630537,1.7673476,1.809601,0.5556613,0.4722251,1.9586674,1.9558742,1.2271935,1.2504795,-0.023286
19,-1.0925006,-1.1425537,"('inhospitable', 'hospitable')",-0.4293043,-0.5280187,-1.0187602,-0.6207801,-0.90609807,-0.86102974,0.22775394,0.40606874,-0.6437819,-0.5492627,-0.0945192
69,1.0660291,1.2338458,"('lazy', 'industrious')",2.227154,2.372167,0.8009239,0.6701383,1.7470244,1.7044601,-0.14428635,0.14102556,1.1393691,1.2243274,-0.0849583
82,-1.0645454,-1.1007444,"('poor', 'rich')",-0.84439313,-0.71872807,0.32930496,0.70419055,-1.3573759,-1.0901749,5.726424,6.0348682,0.557883,0.7658823,-0.2079993
41,-0.98979664,-0.5835348,"('unforgiving', 'forgiving')",-1.5579419,-1.2252812,0.0560709,0.082907066,-0.68072176,-0.5601737,0.45039612,0.20847252,-0.5443987,-0.415522,-0.1288767
45,-0.9738791,-1.0866022,"('incompetent', 'competent')",-0.38393125,-0.1528836,0.7608352,0.5793343,0.32791018,0.25115716,-0.29034021,-0.32863384,-0.111881,-0.1475256,0.0356446
68,-0.9569123,-0.920785,"('dependent', 'independent')",-0.76357114,-0.93982977,-0.23621938,-0.41067758,-0.63157463,-0.62727314,-0.39518204,-0.47573602,-0.5966919,-0.6748603,0.0781684
56,0.95356345,1.1675651,"('impractical', 'practical')",1.2789614,1.2572176,-0.28413525,-0.20361617,0.91814876,1.2101125,-0.531827,-0.5430427,0.4669423,0.5776473,-0.110705
78,-0.94915396,-1.3512205,"('nonresilient', 'resilient')",1.2886784,0.44716635,-0.0015796721,-0.49727935,1.3429768,0.872882,0.4328411,0.030547794,0.4227525,-0.0995808,0.5223333
