,allergan_male,allergan_female,tuple,plc_male,plc_female,average_male,average_female,male-female
1,-1.8388448,-1.9611734,"('unfriendly', 'friendly')",1.9077929,1.9245862,0.0344741,-0.0182936,0.0527677
53,-1.7193958,-1.8264291,"('uncreative', 'creative')",0.6412407,0.7436713,-0.5390775,-0.5413789,0.0023014
86,-1.6855291,-1.8580652,"('uninfluential', 'influential')",0.122896895,0.036863454,-0.7813161,-0.9106009,0.1292848
10,-1.5231354,-1.6277055,"('unsympathetic', 'sympathetic')",-0.4729938,-0.56169915,-0.9980646,-1.0947022,0.0966376
19,-1.2597165,-1.2775395,"('inhospitable', 'hospitable')",-0.903853,-0.71951187,-1.0817847,-0.9985257,-0.083259
51,-1.2382942,-1.2343211,"('uneducated', 'educated')",-0.41350794,-0.32752165,-0.8259011,-0.7809214,-0.0449797
63,-1.2221489,-1.3242309,"('unperceptive', 'insightful')",0.97766036,0.87268156,-0.1222443,-0.2257747,0.1035304
77,-1.1947826,-1.1781768,"('unmotivated', 'motivated')",-1.015301,-1.069471,-1.1050417,-1.1238239,0.0187822
44,1.1733881,1.2107764,"('prejudiced', 'unprejudiced')",-1.3937898,-1.4611084,-0.1102008,-0.125166,0.0149652
21,-1.1558223,-1.153597,"('immoral', 'moral')",-1.2491143,-1.2516028,-1.2024683,-1.2025999,0.0001316
73,1.1326656,1.0645621,"('helpless', 'self-reliant')",-1.6842003,-1.887867,-0.2757673,-0.4116524,0.1358851
23,-1.1133057,-1.1466191,"('insincere', 'sincere')",3.7623508,3.933623,1.3245225,1.393502,-0.0689795
11,-0.99955225,-1.1299529,"('unhelpful', 'helpful')",0.9267297,0.78588665,-0.0364113,-0.1720331,0.1356218
82,-0.95892346,-0.8258317,"('poor', 'rich')",3.9697938,4.336963,1.5054352,1.7555658,-0.2501306
0,-0.9454655,-1.1594586,"('unsociable', 'sociable')",-0.28788126,-0.5088465,-0.6166734,-0.8341526,0.2174792
20,-0.90907514,-0.94440275,"('rough', 'thoughtful')",1.2027792,1.2145498,0.146852,0.1350735,0.0117785
37,0.9083086,0.8290596,"('fake', 'genuine')",0.55160475,0.5711036,0.7299567,0.7000816,0.0298751
48,-0.9070433,-0.951977,"('unintelligent', 'intelligent')",-0.038270675,-0.07310198,-0.472657,-0.5125395,0.0398825
61,-0.9012115,-1.0102516,"('illogical', 'logical')",0.798342,0.7103153,-0.0514348,-0.1499682,0.0985334
88,-0.88331753,-0.83775437,"('low', 'eminent')",0.1141354,0.2713316,-0.3845911,-0.2832114,-0.1013797
24,-0.8191423,-0.82046616,"('dishonest', 'honest')",0.2531921,0.3842952,-0.2829751,-0.2180855,-0.0648896
80,0.81526893,0.7482957,"('dominated', 'dominating')",0.24501663,0.14373815,0.5301428,0.4460169,0.0841259
27,-0.80893713,-0.9556789,"('hardhearted', 'softhearted')",0.26688942,0.12500092,-0.2710239,-0.415339,0.1443151
69,0.79921895,0.86258173,"('lazy', 'industrious')",0.10749349,0.11830522,0.4533562,0.4904435,-0.0370873
85,-0.7909888,-0.74160135,"('insignificant', 'prestigious')",0.062328644,0.15137112,-0.3643301,-0.2951151,-0.069215
16,-0.7845101,-0.746327,"('unpopular', 'popular')",-0.33218947,-0.33399358,-0.5583498,-0.5401603,-0.0181895
57,-0.7657834,-0.8996107,"('unimaginative', 'imaginative')",-1.033649,-1.2241712,-0.8997162,-1.061891,0.1621748
78,-0.7129488,-0.906496,"('nonresilient', 'resilient')",0.9292334,0.70831984,0.1081423,-0.0990881,0.2072304
13,-0.7121298,-0.88978404,"('impolite', 'polite')",-0.652583,-0.8441742,-0.6823564,-0.8669791,0.1846227
9,-0.7040923,-0.7996201,"('unaffectionate', 'caring')",1.0115542,1.0370898,0.153731,0.1187349,0.0349961
32,-0.7000169,-0.6171295,"('unkind', 'kind')",0.122222856,0.25639462,-0.288897,-0.1803674,-0.1085296
64,0.6978378,0.6267467,"('shy', 'confident')",-4.162771,-4.375449,-1.7324667,-1.8743513,0.1418846
54,-0.67936355,-0.5583482,"('incapable', 'capable')",0.30026543,0.52732974,-0.1895491,-0.0155092,-0.1740399
71,-0.66159695,-0.84519774,"('diffident', 'self-confident')",0.47294322,0.48719904,-0.0943269,-0.1789993,0.0846724
58,-0.65146846,-0.7550315,"('undiscriminating', 'discriminating')",1.0040907,0.84374756,0.1763111,0.044358,0.1319531
36,-0.6180187,-0.6908996,"('hostile', 'amicable')",0.70183814,0.81973946,0.0419097,0.0644199,-0.0225102
43,-0.5756213,-0.67711604,"('irresponsible', 'responsible')",1.0398557,1.0355186,0.2321172,0.1792013,0.0529159
4,0.5685903,0.37328768,"('disliked', 'liked')",-4.0516205,-4.335132,-1.7415152,-1.9809222,0.239407
29,-0.5553855,-0.64055955,"('unfair', 'fair')",-0.5044279,-0.5321837,-0.5299067,-0.5863717,0.056465
3,-0.5160316,-0.42857805,"('repellent', 'pleasant')",-0.39788607,-0.29961833,-0.4569588,-0.3640982,-0.0928606
41,-0.5082369,-0.50159377,"('unforgiving', 'forgiving')",0.2700326,0.29488742,-0.1191021,-0.1033532,-0.0157489
70,-0.49749598,-0.6320832,"('lethargic', 'energetic')",0.2906022,0.13349019,-0.1034469,-0.2492965,0.1458496
28,-0.4866995,-0.62130845,"('disloyal', 'loyal')",0.70571595,0.7528103,0.1095082,0.0657509,0.0437573
38,-0.4723381,-0.50304073,"('untruthful', 'truthful')",0.17416589,0.1302658,-0.1490861,-0.1863875,0.0373014
30,0.46734673,0.49526632,"('intolerant', 'tolerant')",0.52467424,0.5018517,0.4960105,0.498559,-0.0025485
74,-0.45630562,-0.3845864,"('undedicated', 'dedicated')",0.75896084,0.8572616,0.1513276,0.2363376,-0.08501
46,-0.45566696,-0.5998048,"('uncompetitive', 'competitive')",-0.2787211,-0.47132167,-0.367194,-0.5355632,0.1683692
18,-0.45263392,-0.35673475,"('disagreeable', 'welcoming')",-1.229727,-1.1160593,-0.8411804,-0.736397,-0.1047834
26,-0.42023745,-0.367822,"('hardhearted', 'benevolent')",2.6513674,2.7963777,1.1155649,1.2142779,-0.098713
