,dupont_male,dupont_female,tuple,de_male,de_female,nemours_male,nemours_female,inc_male,inc_female,average_male,average_female,male-female
69,2.2395866,2.1359055,"('lazy', 'industrious')",2.0173852,1.8046484,3.1360662,2.995902,-0.40639815,-0.52135587,1.7466599,1.603775,0.1428849
85,2.1665957,1.8262359,"('insignificant', 'prestigious')",0.036939234,-0.027892716,2.7593496,2.4453466,0.7545711,0.5129885,1.4293638,1.1891695,0.2401943
45,-2.0995522,-2.0121055,"('incompetent', 'competent')",-0.7882217,-0.562819,-2.4518793,-2.1810014,-0.6885891,-0.65656376,-1.5070605,-1.3531225,-0.153938
25,2.0203779,2.0156977,"('egoistic', 'altruistic')",0.58061975,0.77711874,0.9235603,1.0597998,1.5252091,1.4730272,1.2624418,1.3314109,-0.0689691
76,-1.8121756,-1.7639458,"('anxious', 'daring')",-0.37613744,-0.40573877,-1.7575233,-1.7522372,0.15512262,0.30443066,-0.9476784,-0.9043728,-0.0433056
65,-1.6403946,-1.5871086,"('insecure', 'secure')",-0.68873894,-0.60659647,-2.655083,-2.5693896,-0.57514673,-0.35698247,-1.3898408,-1.2800193,-0.1098215
13,-1.6156757,-1.6050919,"('impolite', 'polite')",-0.8888136,-0.85632944,-2.038075,-1.9734935,-0.57632035,-0.48766363,-1.2797211,-1.2306447,-0.0490764
70,-1.5025442,-1.3663005,"('lethargic', 'energetic')",-0.6544913,-0.35118875,-2.5715148,-2.3296833,0.4450413,0.72339153,-1.0708772,-0.8309453,-0.2399319
80,-1.4938749,-1.4505355,"('dominated', 'dominating')",-0.13232741,-0.32768142,-0.98031294,-1.115844,-1.1123222,-0.9976667,-0.9297094,-0.972932,0.0432226
11,-1.484976,-1.5017267,"('unhelpful', 'helpful')",-0.6193681,-0.76487225,-1.6401135,-1.6916767,1.9149004,2.0594609,-0.4573893,-0.4747037,0.0173144
64,-1.4757671,-1.4639913,"('shy', 'confident')",0.5397174,0.61839485,-0.7876726,-0.7076276,-6.782906,-6.4951816,-2.126657,-2.0121014,-0.1145556
71,1.414245,1.4049757,"('diffident', 'self-confident')",-0.26467654,-0.22638305,-0.104702674,-0.18325582,0.42658028,0.52696115,0.3678615,0.3805745,-0.012713
26,1.3867176,1.2908269,"('hardhearted', 'benevolent')",-0.36017105,-0.3935847,-0.093298405,-0.14778592,1.3071591,1.1532985,0.5601017,0.4756887,0.084413
46,-1.337473,-1.3260021,"('uncompetitive', 'competitive')",-0.44341877,-0.52489156,-3.4399467,-3.438125,-0.6555755,-0.6382269,-1.4691036,-1.4818114,0.0127078
57,-1.3170027,-1.4152275,"('unimaginative', 'imaginative')",-0.46054426,-0.42828524,-2.5780163,-2.5058155,-2.527477,-2.6359904,-1.7207601,-1.7463295,0.0255694
8,1.300792,1.0529495,"('unaffectionate', 'affectionate')",0.16004542,0.19590807,0.57366455,0.40921023,1.0157872,0.90323555,0.7625723,0.6403258,0.1222465
9,1.2755,1.223803,"('unaffectionate', 'caring')",-0.892071,-0.73536754,-0.46605688,-0.51883227,1.2968283,1.2492814,0.3035501,0.3047212,-0.0011711
63,-1.2704929,-1.27142,"('unperceptive', 'insightful')",-0.38585988,-0.3279342,-1.6584278,-1.6103882,0.7715191,0.92892313,-0.6358154,-0.5702049,-0.0656105
43,-1.2163641,-1.0411248,"('irresponsible', 'responsible')",-0.3817422,-0.16929616,-2.384868,-2.247216,0.48170426,0.6317798,-0.8753175,-0.7064643,-0.1688532
24,-1.1431489,-0.9533124,"('dishonest', 'honest')",-1.7029234,-1.3102942,-1.9508379,-1.733167,0.64404,0.8207063,-1.0382175,-0.7940168,-0.2442007
68,-1.1321436,-1.1624041,"('dependent', 'independent')",-0.2348531,-0.34230185,-0.57559794,-0.6136479,-0.46388692,-0.46209094,-0.6016204,-0.6451112,0.0434908
22,-1.1315876,-1.1017213,"('untrustworthy', 'trustworthy')",0.049032312,0.27177244,-1.3352664,-1.1061434,-0.9754516,-0.7946007,-0.8483183,-0.6826732,-0.1656451
20,1.1052636,1.0941123,"('rough', 'thoughtful')",1.0385978,1.0247976,0.16361827,0.23545763,1.1578895,1.0971539,0.8663423,0.8628803,0.003462
10,-1.1027589,-1.0878034,"('unsympathetic', 'sympathetic')",-1.745685,-1.6416641,-3.4401512,-3.2998385,-0.4713599,-0.3418626,-1.6899887,-1.5927922,-0.0971965
48,-1.0973957,-1.0745168,"('unintelligent', 'intelligent')",-1.251099,-1.1310891,-2.2911062,-2.297813,0.38858294,0.40398884,-1.0627544,-1.0248575,-0.0378969
81,-1.0864093,-0.94532216,"('submissive', 'aggressive')",-0.44797704,-0.663238,-2.0225909,-2.0857832,-0.9113483,-0.82255715,-1.1170814,-1.1292251,0.0121437
33,1.0642939,0.89611906,"('wrong', 'right')",0.39255935,0.4906574,1.4418589,1.4920756,-0.3796712,-0.40205148,0.6297603,0.6192001,0.0105602
7,-1.0620655,-0.96771276,"('insensitive', 'sensitive')",-1.0404415,-0.75630826,-2.829987,-2.586512,0.5025853,0.6473769,-1.1074772,-0.915789,-0.1916882
3,-1.0284132,-0.8750451,"('repellent', 'pleasant')",-0.8552835,-0.8858945,-1.4357232,-1.2819277,0.29392657,0.26936114,-0.7563733,-0.6933765,-0.0629968
44,-1.0174477,-0.824401,"('prejudiced', 'unprejudiced')",0.1741368,0.064793676,0.6570372,0.5093476,-1.6824154,-1.4473449,-0.4671723,-0.4244012,-0.0427711
21,-0.9917408,-1.063978,"('immoral', 'moral')",-0.17193654,-0.16993967,-2.510326,-2.452414,-0.9084198,-0.9904717,-1.1456057,-1.1692009,0.0235952
30,-0.9889573,-0.93316376,"('intolerant', 'tolerant')",-1.4028497,-1.2072915,-2.3361053,-2.2132356,0.9862796,1.0147437,-0.9354082,-0.8347368,-0.1006714
1,0.97612596,0.7160213,"('unfriendly', 'friendly')",-1.4445862,-1.1306103,-0.6610801,-0.5772148,1.7099036,1.4245309,0.1450908,0.1081818,0.036909
62,-0.95597535,-0.7990042,"('incompetent', 'brilliant')",-0.36703157,0.042445824,-2.0692933,-1.7361884,0.020672042,0.43118504,-0.842907,-0.5153905,-0.3275165
0,-0.92064565,-1.1392729,"('unsociable', 'sociable')",-0.14204429,-0.38919586,-2.3176112,-2.4773228,-0.7972543,-0.93543917,-1.0443888,-1.2353077,0.1909189
5,0.9193447,0.6962293,"('distant', 'outgoing')",-0.12898013,0.011490819,1.1213282,1.159701,0.0074852332,0.019036192,0.4797945,0.4716143,0.0081802
53,0.90529203,0.7062594,"('uncreative', 'creative')",-0.12366796,-0.08689152,-0.59596,-0.5479188,0.8364,0.63642097,0.255516,0.1769675,0.0785485
60,-0.8781139,-0.68257874,"('inefficient', 'efficient')",-0.6696187,-0.42215362,-2.8889875,-2.6227248,-0.4416159,-0.093805276,-1.219584,-0.9553156,-0.2642684
78,0.84587705,0.8201805,"('nonresilient', 'resilient')",0.066195175,0.09279167,-0.57656115,-0.55549073,0.5464097,0.5816331,0.2204802,0.2347786,-0.0142984
55,-0.804512,-0.75162965,"('incompetent', 'clever')",0.13083212,0.3575595,-2.5529184,-2.2634523,0.0010195263,0.11501676,-0.8063947,-0.6356264,-0.1707683
84,0.80295086,0.87668526,"('inferior', 'superior')",0.4156106,0.6642774,-0.2790397,-0.089397416,1.0078276,1.154125,0.4868373,0.6514226,-0.1645853
77,-0.80063635,-0.70941085,"('unmotivated', 'motivated')",-0.6568752,-0.5762599,-2.6530547,-2.413061,-1.4440598,-1.2331381,-1.3886565,-1.2329674,-0.1556891
58,0.79832125,0.4254687,"('undiscriminating', 'discriminating')",0.46802863,0.36262333,-0.6724592,-0.74552655,-0.13522992,-0.34513292,0.1146652,-0.0756419,0.1903071
42,-0.7928394,-0.6667443,"('unreliable', 'reliable')",0.50157493,0.78815925,-0.7637222,-0.5061265,-3.6117232,-3.1830409,-1.1666775,-0.8919381,-0.2747394
17,-0.7862926,-0.78763443,"('nasty', 'nice')",-0.30088335,-0.1289927,-0.3508454,-0.17761394,-0.49555245,-0.57873577,-0.4833935,-0.4182442,-0.0651493
27,-0.7825013,-0.7228275,"('hardhearted', 'softhearted')",-0.43681505,-0.20138423,-0.47546756,-0.4227444,1.2817137,1.2216666,-0.1032676,-0.0313224,-0.0719452
4,-0.77248263,-0.91447645,"('disliked', 'liked')",-0.058831107,0.09793858,0.43461055,0.45661044,-6.4541364,-6.555387,-1.7127099,-1.7288287,0.0161188
50,-0.75032693,-0.7891363,"('clumsy', 'skillful')",0.6555262,0.6240781,0.5866098,0.55663174,0.28916484,0.21707956,0.1952435,0.1521633,0.0430802
29,-0.7302924,-0.60054857,"('unfair', 'fair')",0.69054276,0.6982271,0.33538893,0.33533671,-0.32072344,-0.43114606,-0.006271,0.0004673,-0.0067383
6,0.7167733,0.5421916,"('distant', 'open')",-0.11805942,0.07065216,1.1086127,1.2209301,0.52064604,0.43322667,0.5569931,0.5667501,-0.009757
54,0.70631343,0.61460996,"('incapable', 'capable')",0.06808315,-0.0014459826,0.23015921,0.033431605,1.3380021,1.323883,0.5856395,0.4926196,0.0930199
72,0.6837928,0.64162785,"('unambitious', 'ambitious')",0.5791836,0.48126578,-0.2593038,-0.24557273,-0.54402936,-0.50853485,0.1149108,0.0921965,0.0227143
59,-0.65073675,-0.742639,"('foolish', 'wise')",-0.34903306,-0.4235852,0.81564325,0.6582262,0.5620148,0.38758895,0.0944721,-0.0301023,0.1245744
75,-0.62506735,-0.6254111,"('meek', 'impulsive')",0.48346844,0.33144453,1.5605066,1.3989129,-0.031682722,-0.20497201,0.3468062,0.2249936,0.1218126
86,-0.6054838,-0.8838045,"('uninfluential', 'influential')",-0.57737094,-0.48098633,-2.448641,-2.3117568,-0.4011618,-0.5696789,-1.0081644,-1.0615566,0.0533922
