,big_male,big_female,tuple,lots_male,lots_female,inc_male,inc_female,average_male,average_female,male-female
77,0.3634922,-0.14385623,"('unmotivated', 'motivated')",1.3200717,0.99455553,-0.7834219,-0.66353965,0.3000474,0.0623866,0.2376608
18,-0.33456463,-0.25494957,"('disagreeable', 'welcoming')",0.13012035,-0.05154917,-0.39685518,-0.46399543,-0.2004332,-0.2568314,0.0563982
22,0.33347276,-0.013673557,"('untrustworthy', 'trustworthy')",1.1563212,0.6238342,-0.88255143,-0.75022405,0.2024142,-0.0466878,0.249102
65,-0.31656086,-0.79869926,"('insecure', 'secure')",1.8559663,0.82186955,-0.12878439,0.09719155,0.470207,0.0401206,0.4300864
5,-0.2953549,-0.20941105,"('distant', 'outgoing')",-2.1574204,-1.5924015,0.04984618,0.050445557,-0.8009764,-0.583789,-0.2171874
49,-0.29164183,-0.6026427,"('unable', 'able')",-0.029926084,-0.4805883,0.37268832,0.3935696,0.0170401,-0.2298871,0.2469272
86,0.28875828,-0.31565046,"('uninfluential', 'influential')",1.5505635,0.22834104,-0.1582293,-0.19026706,0.5603641,-0.0925255,0.6528896
10,0.27809232,-0.32110667,"('unsympathetic', 'sympathetic')",2.5247338,1.074655,-0.11127787,-0.08386636,0.8971828,0.2232273,0.6739555
7,0.26185626,0.21517652,"('insensitive', 'sensitive')",1.9171253,1.202202,0.8340146,1.0657244,1.0043321,0.8277009,0.1766312
82,0.2602616,-0.027101211,"('poor', 'rich')",1.9672947,0.7425942,6.7657824,6.5596633,2.9977795,2.425052,0.5727275
40,-0.2516498,0.008312948,"('stingy', 'generous')",-0.14116038,0.21226802,-1.8228409,-1.6418419,-0.7385503,-0.4737537,-0.2647966
41,-0.20944992,-0.14181228,"('unforgiving', 'forgiving')",-0.0013231449,0.5476285,-0.35536015,-0.4241322,-0.1887111,-0.0061053,-0.1826058
8,-0.20475967,0.0046604592,"('unaffectionate', 'affectionate')",-1.6216866,-1.5182786,0.64768916,0.45456624,-0.3929191,-0.3530173,-0.0399018
39,-0.20264238,-0.2508039,"('exploitative', 'cooperative')",1.0858166,1.1412168,0.04229932,0.24231602,0.3084912,0.3775763,-0.0690851
54,0.18751495,-0.1654799,"('incapable', 'capable')",-0.53562313,-0.650587,1.6456406,1.4500208,0.4325108,0.211318,0.2211928
66,0.16222006,0.05409957,"('inactive', 'active')",-1.515515,-1.7325674,0.52022034,0.36691535,-0.2776915,-0.4371842,0.1594927
47,-0.15028898,-0.35528576,"('stupid', 'smart')",1.277451,1.0051146,6.009737,5.619688,2.3789663,2.089839,0.2891273
68,-0.14396122,-0.27003175,"('dependent', 'independent')",0.36493742,-0.06961034,-0.16927959,-0.059549466,0.0172322,-0.1330639,0.1502961
1,-0.14195351,-0.12619726,"('unfriendly', 'friendly')",-1.3545585,-1.0807718,1.9895011,1.8453863,0.1643297,0.2128057,-0.048476
4,0.13764662,0.6712368,"('disliked', 'liked')",-2.04606,-1.103517,-6.6136756,-6.236744,-2.8406963,-2.223008,-0.6176883
84,-0.12934607,-0.056661144,"('inferior', 'superior')",-1.6312767,-1.4897816,0.6606149,0.80017203,-0.3666693,-0.2487569,-0.1179124
29,0.106893614,-0.13152912,"('unfair', 'fair')",-0.89835,-0.54810023,-0.6347584,-0.6581549,-0.4754049,-0.4459281,-0.0294768
78,-0.09084888,-0.3463592,"('nonresilient', 'resilient')",-0.1956875,-0.3465162,0.64953846,0.49108598,0.1210007,-0.0672631,0.1882638
33,0.083074085,0.25679547,"('wrong', 'right')",-1.0046128,-0.41766602,-0.8057454,-0.8679684,-0.5757614,-0.3429463,-0.2328151
45,-0.07510164,-0.3546664,"('incompetent', 'competent')",2.1933641,1.3695382,-0.0004447503,0.13752602,0.7059393,0.3841326,0.3218067
57,-0.068433955,-0.2833789,"('unimaginative', 'imaginative')",0.62285817,0.05361215,-2.9581337,-2.7201421,-0.8012365,-0.983303,0.1820665
3,-0.034653354,-0.063416064,"('repellent', 'pleasant')",2.3271434,1.6660326,-0.01204996,0.07233631,0.7601467,0.5583176,0.2018291
88,0.021363208,-0.18366013,"('low', 'eminent')",-0.13604517,-0.516345,0.26702672,0.3291084,0.0507816,-0.1236323,0.1744139
73,-0.010303821,0.5143266,"('helpless', 'self-reliant')",-1.4241289,-0.5538727,-3.1868515,-2.9159963,-1.5404282,-0.9851809,-0.5552473
48,-0.008006301,-0.3486874,"('unintelligent', 'intelligent')",1.7968202,0.9786016,0.9043416,0.97086483,0.8977184,0.533593,0.3641254
