,international_male,international_female,tuple,paper_male,paper_female,co_male,co_female,average_male,average_female,male-female
61,-0.4028206,-0.46491286,"('illogical', 'logical')",0.25384223,0.29423255,0.12530099,0.10559982,-0.0078925,-0.0216935,0.013801
85,-0.40146086,-0.20539616,"('insignificant', 'prestigious')",0.59550583,0.4502041,-0.689124,-0.6097307,-0.1650263,-0.1216409,-0.0433854
42,0.38703856,0.28253567,"('unreliable', 'reliable')",0.2061544,0.3019667,-2.926613,-2.826402,-0.7778068,-0.7472998,-0.030507
43,0.38525978,0.28298175,"('irresponsible', 'responsible')",-0.93589723,-0.91697437,0.6701063,0.5146972,0.0398229,-0.0397651,0.079588
21,0.35452372,0.079802476,"('immoral', 'moral')",-0.20949328,-0.2207142,-0.3884015,-0.4685167,-0.0811237,-0.2031428,0.1220191
32,-0.35313702,-0.32045949,"('unkind', 'kind')",-0.13006026,-0.095171735,0.7609773,0.73393947,0.0925934,0.1061027,-0.0135093
46,0.33006418,-0.10059994,"('uncompetitive', 'competitive')",-1.0720092,-1.0228863,-0.42906263,-0.7189166,-0.3903359,-0.6141342,0.2237983
55,-0.32323328,-0.6498373,"('incompetent', 'clever')",-0.98371625,-0.95974827,0.5077956,0.29943842,-0.2663846,-0.4367157,0.1703311
78,0.30450574,0.09248934,"('nonresilient', 'resilient')",-0.22453007,-0.2503501,-0.01997345,-0.011510281,0.0200007,-0.056457,0.0764577
5,-0.29870194,-0.15007052,"('distant', 'outgoing')",-0.08972474,-0.0023514926,-0.84467715,-0.6138881,-0.4110346,-0.2554367,-0.1555979
62,0.29789227,-0.024143776,"('incompetent', 'brilliant')",-0.38632718,-0.41969037,0.30991638,0.118689634,0.0738272,-0.1083815,0.1822087
24,0.2807781,0.579059,"('dishonest', 'honest')",-0.32160383,-0.13262196,0.69173694,0.68505734,0.2169704,0.3771648,-0.1601944
16,-0.27789938,-0.60503423,"('unpopular', 'popular')",-0.521131,-0.7539797,0.2519922,0.11980469,-0.1823461,-0.4130697,0.2307236
4,-0.27501652,-0.4869618,"('disliked', 'liked')",0.04668389,-0.014109597,-6.9969335,-7.0326977,-2.408422,-2.5112564,0.1028344
81,0.26586205,-0.18450454,"('submissive', 'aggressive')",0.05425029,0.038490564,-0.043595202,-0.3050655,0.0921724,-0.1503598,0.2425322
50,-0.2500737,-0.30628687,"('clumsy', 'skillful')",-0.5304792,-0.6089515,-0.32436055,-0.30715725,-0.3683045,-0.4074652,0.0391607
40,0.24314246,0.20417373,"('stingy', 'generous')",0.32021138,0.51692426,-2.6460834,-2.5002146,-0.6942432,-0.5930389,-0.1012043
30,0.24220905,0.08120565,"('intolerant', 'tolerant')",-0.538991,-0.5389228,0.6891374,0.4888261,0.1307852,0.0103697,0.1204155
71,0.24011117,0.430427,"('diffident', 'self-confident')",1.1344978,1.1843978,0.1743398,0.30303916,0.5163163,0.639288,-0.1229717
88,0.23511288,-0.07630582,"('low', 'eminent')",-0.94483876,-1.1309718,-0.37190568,-0.49972418,-0.3605438,-0.5690006,0.2084568
36,0.22972153,0.2257759,"('hostile', 'amicable')",-0.22003396,-0.3204165,-0.7912004,-0.78268516,-0.2605043,-0.2924419,0.0319376
35,-0.22774914,-0.18195347,"('corrupt', 'incorrupt')",-0.045617677,-0.11104898,-0.95174104,-0.8594028,-0.4083693,-0.3841351,-0.0242342
20,-0.22715768,-0.3808527,"('rough', 'thoughtful')",-0.3216624,-0.3287367,0.27636072,0.1529583,-0.0908198,-0.1855437,0.0947239
75,-0.21828453,-0.20250282,"('meek', 'impulsive')",-0.7966413,-0.9224014,-0.5864245,-0.5650773,-0.5337834,-0.5633272,0.0295438
6,-0.18991594,0.116154514,"('distant', 'open')",-0.28728992,-0.14252886,-0.8594518,-0.5946716,-0.4455525,-0.2070153,-0.2385372
28,-0.18480167,-0.15155128,"('disloyal', 'loyal')",-0.17248484,-0.15520623,0.8147779,0.6817552,0.1524971,0.1249992,0.0274979
34,-0.17892915,-0.28436872,"('mean', 'honorable')",-0.5935344,-0.6813565,5.037381,4.8810687,1.4216391,1.3051145,0.1165246
7,0.17194867,0.06532724,"('insensitive', 'sensitive')",-0.3219328,-0.33220693,0.37099105,0.3057891,0.073669,0.0129698,0.0606992
25,-0.16563137,0.21201935,"('egoistic', 'altruistic')",1.1341941,1.3061866,1.106489,1.3031889,0.6916839,0.940465,-0.2487811
54,-0.15762955,-0.17861767,"('incapable', 'capable')",0.6267556,0.4876315,0.69317746,0.6234683,0.3874345,0.3108274,0.0766071
1,-0.13898762,0.21844912,"('unfriendly', 'friendly')",0.25912797,0.5135335,1.2449304,1.3335251,0.4550236,0.6885026,-0.233479
45,0.11586348,0.06657913,"('incompetent', 'competent')",-0.33259714,-0.21833724,0.13473499,0.042902473,-0.0273329,-0.0362852,0.0089523
84,-0.11506932,-0.14391162,"('inferior', 'superior')",0.43652803,0.36336106,0.34092423,0.3392075,0.2207943,0.186219,0.0345753
60,0.111673996,-0.23649532,"('inefficient', 'efficient')",-0.22174713,-0.23924129,0.34257442,0.097236484,0.0775004,-0.1261667,0.2036671
44,-0.09559089,-0.28006062,"('prejudiced', 'unprejudiced')",-0.78715795,-0.9418091,-1.3690544,-1.4344352,-0.7506011,-0.8854349,0.1348338
72,-0.09308966,-0.14625338,"('unambitious', 'ambitious')",0.24838361,0.20523037,-0.39334345,-0.49180174,-0.0793498,-0.1442749,0.0649251
59,-0.08766777,0.022453804,"('foolish', 'wise')",0.37751698,0.31219617,-0.3294472,-0.21570653,-0.0131993,0.0396478,-0.0528471
57,-0.080345854,-0.1886514,"('unimaginative', 'imaginative')",-0.70169467,-0.5693025,-3.273099,-3.2463753,-1.3517132,-1.3347764,-0.0169368
52,-0.07319613,0.23341879,"('irrational', 'rational')",0.44945073,0.4968587,-0.7441963,-0.4895369,-0.1226472,0.0802469,-0.2028941
86,0.073091745,0.0690866,"('uninfluential', 'influential')",-0.19082597,-0.010389961,-0.122729234,-0.14724131,-0.0801545,-0.0295149,-0.0506396
23,0.07297958,-0.0061599314,"('insincere', 'sincere')",0.10101201,0.016161427,6.2042465,5.94884,2.1260794,1.9862806,0.1397988
83,-0.059954103,-0.13986015,"('powerless', 'powerful')",0.14459468,0.12511835,-1.1672033,-1.2431015,-0.3608542,-0.4192811,0.0584269
41,0.052767944,-0.02282015,"('unforgiving', 'forgiving')",-0.110211864,-0.11952427,0.5237751,0.45398968,0.1554437,0.1038818,0.0515619
58,-0.04664679,-0.039936505,"('undiscriminating', 'discriminating')",-0.26168993,-0.25350165,0.15515701,0.12949412,-0.0510599,-0.054648,0.0035881
65,0.042849492,-0.22579768,"('insecure', 'secure')",-0.2511628,-0.30474317,0.43513322,0.3031745,0.0756066,-0.0757888,0.1513954
0,-0.04207699,-0.34206563,"('unsociable', 'sociable')",-0.06642456,-0.10942897,0.4732728,0.22183776,0.1215904,-0.0765523,0.1981427
48,-0.03832906,-0.12529369,"('unintelligent', 'intelligent')",-0.78096604,-0.697998,-0.24253052,-0.31794882,-0.3539419,-0.3804135,0.0264716
79,-0.020818848,0.029236315,"('wavering', 'unwavering')",-0.44615638,-0.5486196,-0.7830915,-0.6693204,-0.4166889,-0.3962346,-0.0204543
8,0.018027544,0.31756362,"('unaffectionate', 'affectionate')",0.5793615,0.673733,0.24753219,0.27150583,0.2816404,0.4209342,-0.1392938
38,0.0013906211,0.20625478,"('untruthful', 'truthful')",-0.11567093,-0.077367395,-0.07808247,-0.14064012,-0.0641209,-0.0039176,-0.0602033
