,convergys_male,convergys_female,tuple,corp_male,corp_female,average_male,average_female,male-female
1,-2.7007506,-2.5006988,"('unfriendly', 'friendly')",1.3373363,1.1108934,-0.6817071,-0.6949027,0.0131956
8,-2.3475418,-2.3506744,"('unaffectionate', 'affectionate')",0.39981937,0.039310407,-0.9738612,-1.155682,0.1818208
9,-2.2988284,-2.0450408,"('unaffectionate', 'caring')",1.1664432,1.0316981,-0.5661926,-0.5066714,-0.0595212
86,-2.1326506,-2.2038531,"('uninfluential', 'influential')",-0.31567025,-0.17365521,-1.2241604,-1.1887542,-0.0354062
53,-1.8566942,-1.6090426,"('uncreative', 'creative')",0.70270777,0.7305019,-0.5769932,-0.4392704,-0.1377228
28,-1.6437443,-1.4917164,"('disloyal', 'loyal')",0.76537293,0.77145284,-0.4391857,-0.3601318,-0.0790539
36,-1.6296004,-1.4610441,"('hostile', 'amicable')",-0.25761354,-0.6874585,-0.943607,-1.0742513,0.1306443
31,-1.5808524,-1.3250946,"('evil', 'good')",-0.8846951,-1.1591573,-1.2327738,-1.242126,0.0093522
44,1.5195394,1.408465,"('prejudiced', 'unprejudiced')",-1.5352014,-1.5210971,-0.007831,-0.056316,0.048485
80,1.5073754,1.1776408,"('dominated', 'dominating')",-0.74196726,-0.8239226,0.382704,0.1768591,0.2058449
6,-1.4906635,-1.2266132,"('distant', 'open')",-0.47616062,-0.8833103,-0.9834121,-1.0549617,0.0715496
54,-1.3119494,-1.1549324,"('incapable', 'capable')",0.627674,0.5945477,-0.3421377,-0.2801923,-0.0619454
10,-1.2403423,-1.616099,"('unsympathetic', 'sympathetic')",-0.24592912,-0.17080289,-0.7431357,-0.893451,0.1503153
19,-1.1509943,-0.91256094,"('inhospitable', 'hospitable')",-0.56378645,-0.5504243,-0.8573904,-0.7314926,-0.1258978
81,1.1442838,0.9481771,"('submissive', 'aggressive')",-0.4025091,0.13085145,0.3708873,0.5395143,-0.168627
79,-1.1281836,-0.9912301,"('wavering', 'unwavering')",-0.39255005,-0.65737045,-0.7603668,-0.8243003,0.0639335
26,-1.095079,-1.0322921,"('hardhearted', 'benevolent')",1.2903905,1.2844502,0.0976558,0.126079,-0.0284232
57,-1.0879794,-1.2657183,"('unimaginative', 'imaginative')",-3.2076595,-3.0104938,-2.1478195,-2.1381061,-0.0097134
0,-1.0774838,-1.3521665,"('unsociable', 'sociable')",-0.14911918,0.008955784,-0.6133015,-0.6716053,0.0583038
85,-0.9884984,-0.81855524,"('insignificant', 'prestigious')",-0.29224917,-0.6148486,-0.6403738,-0.7167019,0.0763281
52,-0.9695897,-0.92533636,"('irrational', 'rational')",-0.20228554,-0.58920103,-0.5859376,-0.7572687,0.1713311
69,0.9662577,1.0306062,"('lazy', 'industrious')",-0.52409685,-0.5896679,0.2210804,0.2204691,0.0006113
42,0.94493985,0.78647065,"('unreliable', 'reliable')",-3.336301,-3.0776803,-1.1956806,-1.1456048,-0.0500758
39,0.8886212,1.0307776,"('exploitative', 'cooperative')",0.0505025,0.09843585,0.4695618,0.5646067,-0.0950449
24,-0.88630235,-0.97891396,"('dishonest', 'honest')",0.8209895,0.95635104,-0.0326564,-0.0112815,-0.0213749
5,-0.8733394,-0.49673322,"('distant', 'outgoing')",-0.38145864,-0.54915303,-0.627399,-0.5229431,-0.1044559
67,0.85585254,0.87023956,"('doubtful', 'determined')",-0.5067644,-0.46944368,0.1745441,0.2003979,-0.0258538
84,0.8518811,0.8526234,"('inferior', 'superior')",1.0169713,1.1322734,0.9344262,0.9924484,-0.0580222
38,-0.8478401,-0.68830264,"('untruthful', 'truthful')",0.0069296695,0.19611013,-0.4204552,-0.2460963,-0.1743589
60,0.84635514,0.80807495,"('inefficient', 'efficient')",0.34333083,0.8240724,0.594843,0.8160737,-0.2212307
23,-0.8303033,-0.60142845,"('insincere', 'sincere')",6.0322604,5.7210054,2.6009786,2.5597885,0.0411901
25,-0.78684354,-0.60159975,"('egoistic', 'altruistic')",0.88960695,0.92243725,0.0513817,0.1604187,-0.109037
27,-0.76653147,-0.7348032,"('hardhearted', 'softhearted')",1.2337047,1.0315881,0.2335866,0.1483924,0.0851942
76,0.7568836,0.40624106,"('anxious', 'daring')",-0.19224393,-0.025266483,0.2823198,0.1904873,0.0918325
73,0.70205015,0.85079724,"('helpless', 'self-reliant')",-3.5106428,-3.4781857,-1.4042963,-1.3136942,-0.0906021
72,-0.69828457,-0.72774744,"('unambitious', 'ambitious')",-0.5216435,-0.5378958,-0.609964,-0.6328216,0.0228576
18,-0.6949762,-0.48705482,"('disagreeable', 'welcoming')",-0.37147498,-0.3707085,-0.5332256,-0.4288816,-0.104344
12,-0.68482536,-0.64222056,"('unsupportive', 'supportive')",-2.1255152,-1.9562962,-1.4051703,-1.2992584,-0.1059119
43,-0.6748089,-0.80124533,"('irresponsible', 'responsible')",0.4016163,0.34127113,-0.1365963,-0.2299871,0.0933908
78,-0.6675979,-0.76622796,"('nonresilient', 'resilient')",0.3862858,0.22969413,-0.140656,-0.2682669,0.1276109
46,-0.66256326,-0.9085425,"('uncompetitive', 'competitive')",-0.9668935,-0.71404314,-0.8147284,-0.8112928,-0.0034356
45,-0.65137625,-0.7887684,"('incompetent', 'competent')",-0.0013060849,0.31520954,-0.3263412,-0.2367794,-0.0895618
48,-0.6360675,-0.6715124,"('unintelligent', 'intelligent')",1.0896274,1.2073628,0.2267799,0.2679252,-0.0411453
14,0.6313163,0.30334708,"('antisocial', 'social')",-0.21964155,-0.03732805,0.2058374,0.1330095,0.0728279
16,-0.61223763,-0.45985824,"('unpopular', 'popular')",0.4125884,0.33470166,-0.0998246,-0.0625783,-0.0372463
64,0.5647262,0.44563407,"('shy', 'confident')",-6.5704036,-5.9935575,-3.0028386,-2.7739618,-0.2288768
66,-0.5535778,-0.934839,"('inactive', 'active')",0.4725909,0.019634921,-0.0404934,-0.4576021,0.4171087
32,-0.55324876,-0.5333818,"('unkind', 'kind')",0.64257973,0.71673477,0.0446655,0.0916765,-0.047011
20,0.5453966,0.46272528,"('rough', 'thoughtful')",0.9089498,0.7601429,0.7271732,0.6114341,0.1157391
74,-0.52294254,-0.6607317,"('undedicated', 'dedicated')",-0.56494904,-0.5588765,-0.5439458,-0.6098041,0.0658583
58,-0.4650888,-0.6399074,"('undiscriminating', 'discriminating')",0.07090807,-0.17053078,-0.1970904,-0.4052191,0.2081287
56,0.439337,0.35880616,"('impractical', 'practical')",-0.35074148,-0.2154174,0.0442978,0.0716944,-0.0273966
88,-0.42684776,-0.1516385,"('low', 'eminent')",-0.5138763,-0.45039472,-0.470362,-0.3010166,-0.1693454
71,-0.40611246,-0.08892427,"('diffident', 'self-confident')",0.5355814,0.56111616,0.0647345,0.236096,-0.1713615
62,0.39453986,0.49637613,"('incompetent', 'brilliant')",0.5909131,1.0320532,0.4927265,0.7642147,-0.2714882
30,0.3464131,0.38086447,"('intolerant', 'tolerant')",0.9439319,1.2097601,0.6451725,0.7953123,-0.1501398
7,-0.33283544,-0.22236906,"('insensitive', 'sensitive')",0.40432912,0.50717413,0.0357468,0.1424025,-0.1066557
41,-0.327624,-0.3183726,"('unforgiving', 'forgiving')",-0.06466219,-0.14100172,-0.1961431,-0.2296872,0.0335441
82,-0.327353,-0.33590323,"('poor', 'rich')",6.6280026,6.466798,3.1503248,3.0654473,0.0848775
4,-0.32193118,-0.2104485,"('disliked', 'liked')",-6.9797378,-6.343669,-3.6508346,-3.2770586,-0.373776
63,-0.31431204,-0.19914034,"('unperceptive', 'insightful')",0.8989085,1.086599,0.2922982,0.4437293,-0.1514311
87,0.3125053,0.15707052,"('unsuccessful', 'successful')",0.826297,0.93175703,0.5694011,0.5444138,0.0249873
65,0.2921269,-0.0013227612,"('insecure', 'secure')",-0.19267496,-0.012317009,0.049726,-0.0068199,0.0565459
70,0.2775036,0.019280944,"('lethargic', 'energetic')",0.3055462,0.36676157,0.2915249,0.1930213,0.0985036
17,-0.27008298,-0.105395615,"('nasty', 'nice')",-0.6356955,-0.4735733,-0.4528893,-0.2894844,-0.1634049
37,-0.26700145,-0.5430096,"('fake', 'genuine')",0.1924792,-0.18525767,-0.0372611,-0.3641336,0.3268725
13,-0.2477625,-0.2886758,"('impolite', 'polite')",-0.49102625,-0.28143147,-0.3693944,-0.2850536,-0.0843408
34,0.24355903,0.25770208,"('mean', 'honorable')",5.9996877,5.8042083,3.1216233,3.0309551,0.0906682
50,0.23377673,0.50173795,"('clumsy', 'skillful')",0.048879076,-0.07252598,0.1413279,0.214606,-0.0732781
22,0.21828622,-0.20363818,"('untrustworthy', 'trustworthy')",-0.95076233,-1.1226085,-0.3662381,-0.6631234,0.2968853
15,-0.21492155,-0.25494388,"('boring', 'funny')",0.11537784,-0.09611431,-0.0497719,-0.1755291,0.1257572
3,-0.20829338,-0.13120048,"('repellent', 'pleasant')",0.6417614,0.86537707,0.216734,0.3670883,-0.1503543
68,0.20772424,0.24671875,"('dependent', 'independent')",-0.26856357,-0.15021865,-0.0304197,0.04825,-0.0786697
61,-0.1981793,-0.22493507,"('illogical', 'logical')",0.5788626,0.5539191,0.1903417,0.164492,0.0258497
40,0.18234357,-0.17301767,"('stingy', 'generous')",-1.6820214,-1.708806,-0.7498389,-0.9409118,0.1910729
83,-0.14735165,-0.14853087,"('powerless', 'powerful')",-0.9799707,-1.1156297,-0.5636612,-0.6320803,0.0684191
47,0.13175085,-0.029061254,"('stupid', 'smart')",5.9056296,5.498827,3.0186903,2.7348828,0.2838075
49,0.122260764,0.4318085,"('unable', 'able')",-0.1423267,0.098591395,-0.010033,0.2652,-0.275233
75,0.11053955,0.3001471,"('meek', 'impulsive')",-0.69833696,-0.83050275,-0.2938987,-0.2651778,-0.0287209
59,-0.0938225,0.1671842,"('foolish', 'wise')",0.11854823,0.01597767,0.0123629,0.0915809,-0.079218
11,0.0891119,0.28106052,"('unhelpful', 'helpful')",1.9844512,2.0390418,1.0367815,1.1600511,-0.1232696
55,-0.08838444,-0.45827252,"('incompetent', 'clever')",0.38465592,0.63464546,0.1481357,0.0881865,0.0599492
21,0.08413276,0.055628236,"('immoral', 'moral')",-0.651286,-0.37743777,-0.2835766,-0.1609048,-0.1226718
33,-0.07161902,-0.1250593,"('wrong', 'right')",-0.7847505,-0.84339046,-0.4281848,-0.4842249,0.0560401
29,-0.044659786,-0.16134901,"('unfair', 'fair')",-0.4014805,-0.7118827,-0.2230701,-0.4366159,0.2135458
35,-0.03384473,0.14997542,"('corrupt', 'incorrupt')",-0.46104318,-0.9128505,-0.247444,-0.3814375,0.1339935
51,0.023607058,-0.15462986,"('uneducated', 'educated')",0.5442309,0.601665,0.283919,0.2235176,0.0604014
2,0.009943472,-0.09892731,"('unlikable', 'likable')",0.45275185,0.55876446,0.2313477,0.2299186,0.0014291
77,-0.0034918152,0.2722455,"('unmotivated', 'motivated')",-0.9066171,-0.5578825,-0.4550545,-0.1428185,-0.312236
