,cisco_male,cisco_female,tuple,systems_male,systems_female,inc_male,inc_female,average_male,average_female,male-female
25,1.7312195,1.6897975,"('egoistic', 'altruistic')",0.74657035,0.8129044,1.255931,1.2425392,1.2445736,1.2484137,-0.0038401
43,-1.6917927,-1.7517058,"('irresponsible', 'responsible')",-1.8363625,-1.9452076,-0.14291644,-0.19760072,-1.2236906,-1.2981714,0.0744808
55,-1.5876569,-1.7946498,"('incompetent', 'clever')",-1.0547868,-1.2577214,0.2535829,0.23889124,-0.7962869,-0.9378266,0.1415397
39,1.5738785,1.674794,"('exploitative', 'cooperative')",1.4814177,1.5362384,0.1523482,0.34980172,1.0692148,1.1869447,-0.1177299
42,-1.5633686,-1.55749,"('unreliable', 'reliable')",-1.8532103,-1.8855264,-2.7952259,-2.7204034,-2.0706015,-2.0544732,-0.0161283
21,-1.4801191,-1.5053965,"('immoral', 'moral')",-0.37774706,-0.47693443,-0.7038916,-0.653798,-0.8539193,-0.8787096,0.0247903
44,-1.4748129,-1.5584562,"('prejudiced', 'unprejudiced')",-0.55927426,-0.57695365,-1.140555,-1.0488393,-1.058214,-1.0614164,0.0032024
57,-1.464009,-1.7412804,"('unimaginative', 'imaginative')",-1.5845546,-1.70897,-2.2015939,-2.3156538,-1.7500525,-1.9219681,0.1719156
53,1.4636168,1.4576894,"('uncreative', 'creative')",0.7041055,0.86440843,0.85855895,0.8846916,1.0087604,1.0689298,-0.0601694
61,1.3595368,1.2544179,"('illogical', 'logical')",1.0102681,0.9105062,0.3310473,0.2881232,0.9002841,0.8176824,0.0826017
79,1.3546565,1.246465,"('wavering', 'unwavering')",0.030537035,0.049072508,-0.3232259,-0.25053033,0.3539892,0.3483357,0.0056535
73,1.2958888,1.530788,"('helpless', 'self-reliant')",0.00020544976,0.11557096,-3.0550437,-2.9629157,-0.5863165,-0.4388522,-0.1474643
19,1.2744639,1.3943244,"('inhospitable', 'hospitable')",-0.46047026,-0.48621622,-0.40648553,-0.422413,0.135836,0.1618984,-0.0260624
41,-1.2690208,-0.9953643,"('unforgiving', 'forgiving')",-1.1287544,-1.1643059,0.00051577855,0.090601414,-0.7990865,-0.6896896,-0.1093969
15,1.2597456,1.3715329,"('boring', 'funny')",-1.3522578,-1.2184355,0.059725955,0.15899028,-0.0109288,0.1040292,-0.114958
8,1.2490591,1.1132983,"('unaffectionate', 'affectionate')",-0.5545454,-0.5326545,-0.1524437,-0.31127402,0.18069,0.0897899,0.0909001
0,-1.2252283,-1.2339222,"('unsociable', 'sociable')",-0.5878163,-0.71310335,-0.10017247,-0.17733593,-0.637739,-0.7081205,0.0703815
54,1.1275967,1.0572356,"('incapable', 'capable')",0.06926149,-0.020434272,0.92025054,0.8727482,0.7057029,0.6365165,0.0691864
65,-1.1196402,-1.1851045,"('insecure', 'secure')",-0.048026722,-0.086843945,0.081985444,0.05184945,-0.3618938,-0.4066997,0.0448059
72,-1.0977745,-1.2604156,"('unambitious', 'ambitious')",-1.9614394,-2.081534,-1.3266252,-1.3581595,-1.4619463,-1.566703,0.1047567
13,-1.0863752,-1.0635785,"('impolite', 'polite')",-0.61480296,-0.61061,0.2445193,0.20620486,-0.4855529,-0.4893279,0.003775
37,-1.0709708,-1.2395163,"('fake', 'genuine')",-0.8070208,-0.87422776,0.27171502,0.0486258,-0.5354255,-0.6883728,0.1529473
56,-1.0569167,-1.2036211,"('impractical', 'practical')",-0.92097604,-1.0007635,0.14967655,0.09256852,-0.6094054,-0.7039388,0.0945334
77,-1.0351752,-1.1705105,"('unmotivated', 'motivated')",-0.10077034,-0.22265103,-0.77880394,-0.73524034,-0.6382498,-0.7094673,0.0712175
62,-1.0272756,-1.2197615,"('incompetent', 'brilliant')",-0.07875695,-0.24233487,0.27145204,0.10329295,-0.2781935,-0.4529345,0.174741
14,-1.0228827,-1.1934516,"('antisocial', 'social')",-0.92015415,-1.0458494,-0.8429863,-0.74694043,-0.9286744,-0.9954139,0.0667395
51,-1.0094064,-1.0248089,"('uneducated', 'educated')",-0.8144392,-1.009251,0.8134304,0.73836255,-0.3368051,-0.4318992,0.0950941
75,-0.93797344,-0.9945117,"('meek', 'impulsive')",-0.31994626,-0.29517612,-0.2785867,-0.37995225,-0.5121688,-0.5565467,0.0443779
82,-0.9335167,-0.9812758,"('poor', 'rich')",-0.5429572,-0.6459883,5.37311,5.217215,1.2988787,1.1966503,0.1022284
22,-0.9211448,-1.0310023,"('untrustworthy', 'trustworthy')",-0.3474903,-0.47879648,-0.558153,-0.57914907,-0.6089293,-0.6963159,0.0873866
47,0.78286064,0.69645584,"('stupid', 'smart')",0.5983729,0.5542983,5.187045,4.922163,2.1894261,2.0576391,0.131787
12,0.7497918,0.6964076,"('unsupportive', 'supportive')",-0.08533227,-0.2850821,-1.6939516,-1.7135297,-0.343164,-0.434068,0.090904
35,0.7376834,0.951008,"('corrupt', 'incorrupt')",0.08008966,0.2392069,-0.54692805,-0.43459797,0.0902817,0.2518723,-0.1615906
30,-0.68116,-0.45339388,"('intolerant', 'tolerant')",-0.07945023,-0.092048876,0.41092864,0.42627978,-0.1165605,-0.039721,-0.0768395
88,0.67779785,0.61803544,"('low', 'eminent')",-0.48867264,-0.45957205,-0.2175563,-0.103219405,-0.009477,0.0184147,-0.0278917
7,-0.670514,-0.548694,"('insensitive', 'sensitive')",-0.6597826,-0.71795315,0.32555887,0.16609275,-0.3349125,-0.3668514,0.0319389
49,-0.60238177,-0.6051112,"('unable', 'able')",0.26550785,0.1755791,-0.354444,-0.36312088,-0.2304393,-0.2642177,0.0337784
17,-0.59298277,-0.51887804,"('nasty', 'nice')",-0.44776368,-0.44430396,-0.45946696,-0.43922272,-0.5000711,-0.4674682,-0.0326029
20,0.578829,0.41663522,"('rough', 'thoughtful')",0.14981732,0.033501692,1.1584975,0.97556615,0.6290479,0.4752343,0.1538136
83,0.5562239,0.45638263,"('powerless', 'powerful')",0.4630735,0.36198503,-0.5503522,-0.48626876,0.156315,0.1106996,0.0456154
68,-0.55156755,-0.63737273,"('dependent', 'independent')",0.24899915,0.16176409,0.011899468,-0.11349197,-0.0968896,-0.1963669,0.0994773
74,0.54399604,0.42307365,"('undedicated', 'dedicated')",-0.36586258,-0.5690754,0.22708872,0.23255117,0.1350741,0.0288498,0.1062243
2,0.52501744,0.4779422,"('unlikable', 'likable')",0.66098636,0.6095015,0.6282245,0.6715499,0.6047428,0.5863312,0.0184116
27,-0.48899812,-0.39639178,"('hardhearted', 'softhearted')",-0.7430625,-0.71416014,0.7191617,0.42687258,-0.1709663,-0.2278931,0.0569268
66,0.43789294,0.096016996,"('inactive', 'active')",-0.6884266,-0.79459107,0.8313811,0.7228036,0.1936158,0.0080765,0.1855393
34,0.40716127,0.2948812,"('mean', 'honorable')",0.5414467,0.4169555,5.8202276,5.56375,2.2562785,2.0918622,0.1644163
29,-0.40691343,-0.56583714,"('unfair', 'fair')",-0.041132007,-0.18342966,-0.6823135,-0.80054855,-0.3767863,-0.5166051,0.1398188
23,-0.37507945,-0.35021013,"('insincere', 'sincere')",0.32325855,0.27517977,5.1332536,4.934723,1.6938109,1.6198975,0.0739134
28,0.3660996,0.36411464,"('disloyal', 'loyal')",-0.621985,-0.7064608,0.7163505,0.7144599,0.1534884,0.1240379,0.0294505
58,0.3576187,0.29147798,"('undiscriminating', 'discriminating')",0.07412813,-0.109904714,0.005550216,-0.08461493,0.1457657,0.0323194,0.1134463
16,0.3486366,0.37441108,"('unpopular', 'popular')",1.1351744,1.0314752,0.82172716,0.80467486,0.7685127,0.7368538,0.0316589
4,0.3050716,0.4075843,"('disliked', 'liked')",-0.75013685,-0.73557615,-5.549568,-5.3610487,-1.9982112,-1.8963469,-0.1018643
86,0.28077477,-0.054386776,"('uninfluential', 'influential')",-0.6733709,-0.90923446,0.0059262402,-0.12016533,-0.12889,-0.3612622,0.2323722
18,0.26155323,0.33045077,"('disagreeable', 'welcoming')",0.012832515,0.048532754,-0.8218664,-0.8025737,-0.1824935,-0.1411967,-0.0412968
11,-0.23202533,-0.40359733,"('unhelpful', 'helpful')",0.5065696,0.36629,2.3255258,2.2697225,0.86669,0.7441384,0.1225516
63,-0.1591513,-0.34462667,"('unperceptive', 'insightful')",0.1989165,0.052838773,1.0379214,0.8267802,0.3592289,0.1783308,0.1808981
50,0.15452273,0.2024387,"('clumsy', 'skillful')",0.66082853,0.70403504,0.047313213,0.020539284,0.2875548,0.3090043,-0.0214495
67,0.115167916,0.10049817,"('doubtful', 'determined')",-0.35585922,-0.33524394,-0.7191679,-0.62545145,-0.3199531,-0.2867324,-0.0332207
40,0.09966149,0.016172968,"('stingy', 'generous')",0.30532262,0.15288669,-1.2460283,-1.4109625,-0.2803481,-0.4139676,0.1336195
87,-0.09215913,-0.23430431,"('unsuccessful', 'successful')",0.76551795,0.6921451,0.70664114,0.75807,0.46,0.4053036,0.0546964
38,-0.08731408,-0.14012313,"('untruthful', 'truthful')",0.12888527,0.05156388,-0.033152997,-0.15192315,0.0028061,-0.0801608,0.0829669
78,-0.05566416,-0.25294542,"('nonresilient', 'resilient')",1.4285619,1.2779813,0.458611,0.3469348,0.6105029,0.4573236,0.1531793
24,-0.050120443,-0.16185495,"('dishonest', 'honest')",-1.5270575,-1.6790951,0.6823169,0.6249665,-0.298287,-0.4053279,0.1070409
48,-0.040019177,-0.13360989,"('unintelligent', 'intelligent')",-0.10915473,-0.30183765,0.4927951,0.42232943,0.1145404,-0.0043727,0.1189131
32,0.013254516,-0.016130447,"('unkind', 'kind')",-0.4082143,-0.42800128,0.81986,0.8111603,0.1416334,0.1223429,0.0192905
