,pg&e_male,pg&e_female,tuple,corp_male,corp_female,average_male,average_female,male-female
31,-0.54261494,-0.62736505,"('evil', 'good')",0.8247742,0.7006669,0.1410796,0.0366509,0.1044287
57,-0.47022069,-0.2800283,"('unimaginative', 'imaginative')",-1.4540479,-1.332984,-0.9621343,-0.8065062,-0.1556281
27,0.45606533,-0.021421464,"('hardhearted', 'softhearted')",-1.3390062,-1.5753485,-0.4414704,-0.798385,0.3569146
87,0.44115222,0.75023955,"('unsuccessful', 'successful')",0.87807035,0.99942774,0.6596113,0.8748336,-0.2152223
59,0.43831396,0.35236022,"('foolish', 'wise')",1.0959044,1.0104489,0.7671092,0.6814046,0.0857046
55,0.42387277,0.6214102,"('incompetent', 'clever')",-1.5951493,-1.4982234,-0.5856383,-0.4384066,-0.1472317
12,0.40475482,0.2808984,"('unsupportive', 'supportive')",-0.6959842,-0.86465704,-0.1456147,-0.2918793,0.1462646
6,0.39979887,-0.09837,"('distant', 'open')",1.2882702,1.1349176,0.8440346,0.5182738,0.3257608
25,0.39568025,-0.15677473,"('egoistic', 'altruistic')",0.21724376,-0.042516626,0.306462,-0.0996457,0.4061077
8,-0.38973454,-0.82710004,"('unaffectionate', 'affectionate')",-0.27794302,-0.43536133,-0.3338388,-0.6312307,0.2973919
48,0.38957635,0.15574299,"('unintelligent', 'intelligent')",-1.288834,-1.4077703,-0.4496288,-0.6260136,0.1763848
79,-0.36114526,-0.25614077,"('wavering', 'unwavering')",0.4754717,0.45836374,0.0571632,0.1011115,-0.0439483
71,0.3600043,0.1771195,"('diffident', 'self-confident')",-0.55335474,-0.6172651,-0.0966752,-0.2200728,0.1233976
1,0.35750166,-0.29963416,"('unfriendly', 'friendly')",-0.60093796,-0.71567446,-0.1217182,-0.5076543,0.3859361
82,-0.35724285,-0.3946957,"('poor', 'rich')",-0.13824695,-0.15494747,-0.2477449,-0.2748216,0.0270767
36,-0.3332981,-0.7126002,"('hostile', 'amicable')",-0.31881872,-0.4822231,-0.3260584,-0.5974116,0.2713532
75,-0.33155695,-0.033434704,"('meek', 'impulsive')",0.30413452,0.44251972,-0.0137112,0.2045425,-0.2182537
11,-0.32597145,-0.19149345,"('unhelpful', 'helpful')",-1.6760521,-1.5322876,-1.0010117,-0.8618906,-0.1391211
14,0.30964988,0.70533794,"('antisocial', 'social')",-1.1973517,-0.8375121,-0.4438509,-0.0660871,-0.3777638
32,0.30893102,0.34998488,"('unkind', 'kind')",-0.28065768,-0.33614457,0.0141367,0.0069202,0.0072165
43,0.30420583,0.26003838,"('irresponsible', 'responsible')",-1.6548729,-1.5098195,-0.6753335,-0.6248906,-0.0504429
63,-0.293172,-0.20556025,"('unperceptive', 'insightful')",-0.060763434,-0.06796177,-0.1769677,-0.136761,-0.0402067
34,-0.29059434,-0.4621404,"('mean', 'honorable')",-0.40828776,-0.57593876,-0.3494411,-0.5190396,0.1695985
4,-0.2891438,0.04793315,"('disliked', 'liked')",0.20287876,0.29762214,-0.0431325,0.1727777,-0.2159102
52,0.28598058,0.0043784343,"('irrational', 'rational')",0.7004336,0.604047,0.4932071,0.3042127,0.1889944
37,0.27894878,0.00439287,"('fake', 'genuine')",-0.43196762,-0.5284187,-0.0765094,-0.2620129,0.1855035
54,0.2729141,0.23390396,"('incapable', 'capable')",0.22629853,0.027473323,0.2496063,0.1306886,0.1189177
16,-0.2250703,-0.22571431,"('unpopular', 'popular')",0.45067438,0.20408958,0.112802,-0.0108124,0.1236144
30,0.21918243,0.42445946,"('intolerant', 'tolerant')",-1.2002274,-1.0240878,-0.4905225,-0.2998142,-0.1907083
44,0.20250252,0.3636817,"('prejudiced', 'unprejudiced')",0.30989906,0.29153198,0.2562008,0.3276069,-0.0714061
66,-0.19561934,-0.17410734,"('inactive', 'active')",0.86390877,0.8776121,0.3341447,0.3517524,-0.0176077
65,0.19127591,0.45273495,"('insecure', 'secure')",-1.0378199,-0.91523516,-0.423272,-0.2312501,-0.1920219
80,0.18453637,0.68485016,"('dominated', 'dominating')",-1.0647132,-0.66928214,-0.4400885,0.007784,-0.4478725
78,-0.17023005,-0.35426408,"('nonresilient', 'resilient')",-0.6827992,-0.8755102,-0.4265146,-0.6148871,0.1883725
58,0.15493408,0.11506201,"('undiscriminating', 'discriminating')",0.136684,0.27734056,0.145809,0.1962013,-0.0503923
23,0.115444556,-0.07516182,"('insincere', 'sincere')",-1.9957174,-2.0283387,-0.9401364,-1.0517503,0.1116139
20,0.113254145,0.09115563,"('rough', 'thoughtful')",-0.33410484,-0.33564416,-0.1104253,-0.1222443,0.011819
50,-0.09688201,0.032143977,"('clumsy', 'skillful')",1.223448,1.0252892,0.563283,0.5287166,0.0345664
5,-0.09468504,-0.34317598,"('distant', 'outgoing')",0.70573264,0.75554144,0.3055238,0.2061827,0.0993411
7,-0.07548654,-0.062850475,"('insensitive', 'sensitive')",-1.2943057,-1.106997,-0.6848961,-0.5849237,-0.0999724
24,-0.05497126,-0.29980057,"('dishonest', 'honest')",-0.96687245,-0.98163867,-0.5109218,-0.6407197,0.1297979
19,-0.04984319,-0.05340704,"('inhospitable', 'hospitable')",0.22714563,0.08162715,0.0886512,0.0141101,0.0745411
45,0.039085977,0.5123261,"('incompetent', 'competent')",-1.9467524,-1.6036065,-0.9538332,-0.5456402,-0.408193
22,-0.03859937,0.18586239,"('untrustworthy', 'trustworthy')",-0.4674111,-0.200873,-0.2530052,-0.0075053,-0.2454999
74,0.0030215643,0.08090077,"('undedicated', 'dedicated')",-0.35168272,-0.3056325,-0.1743306,-0.1123659,-0.0619647
