,interpublic_male,interpublic_female,tuple,group_male,group_female,cos_male,cos_female,inc_male,inc_female,average_male,average_female,male-female
53,-1.1913373,-1.085506,"('uncreative', 'creative')",0.018548151,0.00882283,0.6411486,0.56479216,1.5760344,1.517745,0.2610984,0.2514635,0.0096349
35,1.1875373,1.2254,"('corrupt', 'incorrupt')",-2.4731214,-2.6214695,-0.34169927,-0.37769046,0.17912096,-0.118818514,-0.3620406,-0.4731446,0.111104
12,-1.1788114,-1.1138375,"('unsupportive', 'supportive')",1.4104233,1.4701271,-0.84501696,-0.86390203,-2.077602,-2.0583298,-0.6727518,-0.6414856,-0.0312662
73,1.1746346,1.1831932,"('helpless', 'self-reliant')",-0.07154684,-0.06350984,0.20234519,0.14414126,-3.609804,-3.5240731,-0.5760927,-0.5650621,-0.0110306
1,-1.1395673,-1.1984409,"('unfriendly', 'friendly')",-1.2860825,-1.4612954,-0.98062533,-1.2236812,1.909712,1.7189823,-0.3741408,-0.5411087,0.1669679
21,-1.1371135,-1.069538,"('immoral', 'moral')",1.5922128,1.8769622,0.072542645,0.31191948,-1.2459819,-1.0245678,-0.179585,0.0236939,-0.2032789
23,-1.1260166,-1.0977445,"('insincere', 'sincere')",0.591093,0.775551,-0.50178427,-0.44117212,6.004947,6.012847,1.2420598,1.3123703,-0.0703105
15,1.1171834,1.2912121,"('boring', 'funny')",-1.2242771,-1.0575883,0.38644958,0.5848765,0.11776498,0.19155458,0.0992802,0.2525137,-0.1532335
42,1.0907519,1.1724966,"('unreliable', 'reliable')",1.8925347,2.0286431,0.19545197,0.26329523,-2.9293966,-2.8059065,0.0623355,0.1646321,-0.1022966
3,-1.065309,-1.0672582,"('repellent', 'pleasant')",1.4689219,1.4645998,0.7156081,0.6574714,0.6174321,0.66842973,0.4341633,0.4308107,0.0033526
57,-1.0609488,-0.9610265,"('unimaginative', 'imaginative')",0.58581936,0.736646,-0.48283505,-0.5216976,-2.512841,-2.4602962,-0.8677014,-0.8015935,-0.0661079
41,-1.0512795,-1.0667893,"('unforgiving', 'forgiving')",0.60660577,0.597562,0.28753442,0.33445433,0.39365846,0.3144272,0.0591298,0.0449136,0.0142162
49,-1.0144336,-0.82260114,"('unable', 'able')",-1.0194968,-0.83297986,-1.2470502,-0.95808154,-0.7799647,-0.55865526,-1.0152364,-0.7930794,-0.222157
33,0.9750713,0.85545826,"('wrong', 'right')",-0.2514119,-0.44497007,0.091794446,-0.1294861,-0.3452716,-0.61195815,0.1175456,-0.082739,0.2002846
39,0.9588501,0.9589894,"('exploitative', 'cooperative')",1.985813,2.0019774,1.4171247,1.4274863,0.12269982,0.2472319,1.1211219,1.1589212,-0.0377993
59,0.9571673,0.9094347,"('foolish', 'wise')",-1.7766253,-2.0788665,0.042717997,-0.21908003,0.4521434,0.23638082,-0.0811491,-0.2880328,0.2068837
45,-0.91187596,-0.96581936,"('incompetent', 'competent')",1.4317153,1.537942,-0.17007281,-0.21438731,-0.08998104,-0.14425117,0.0649464,0.0533711,0.0115753
67,0.9058017,0.93626845,"('doubtful', 'determined')",1.2891519,1.2442127,0.80128664,0.7801915,-0.4612444,-0.33762828,0.633749,0.6557611,-0.0220121
11,-0.88590235,-0.7795499,"('unhelpful', 'helpful')",0.34330556,0.6644098,0.14260727,0.4180399,1.715968,2.031318,0.3289946,0.5835544,-0.2545598
75,0.80656064,0.95962644,"('meek', 'impulsive')",-0.7977077,-0.7511319,-0.712176,-0.6801024,0.08849025,0.040255986,-0.1537082,-0.107838,-0.0458702
72,-0.7819366,-0.76361036,"('unambitious', 'ambitious')",1.395036,1.4642783,-0.3483862,-0.44886267,-0.3296611,-0.23090342,-0.016237,0.0052255,-0.0214625
38,-0.7772093,-0.6995629,"('untruthful', 'truthful')",-1.1162515,-0.9927207,-0.96304804,-0.8826888,-0.05410263,0.07076287,-0.7276528,-0.6260524,-0.1016004
52,0.7464118,0.5719081,"('irrational', 'rational')",-1.758159,-2.0798583,-0.7281235,-0.96425474,0.38649535,0.059722196,-0.3383439,-0.6031207,0.2647768
77,-0.74223447,-0.780363,"('unmotivated', 'motivated')",0.9778631,0.91389817,-0.34979278,-0.3807353,-1.1305466,-1.1332525,-0.3111777,-0.3451132,0.0339355
20,-0.7331635,-0.70843124,"('rough', 'thoughtful')",1.8693823,1.9404273,-0.1618458,-0.041260548,0.76307344,0.7743357,0.4343616,0.4912678,-0.0569062
62,-0.7286573,-0.63223636,"('incompetent', 'brilliant')",1.492467,1.7707859,-0.595417,-0.37502715,0.11930377,0.42296174,0.0719241,0.296621,-0.2246969
24,-0.7266878,-0.7183807,"('dishonest', 'honest')",-0.22283024,-0.10132743,-1.3618898,-1.3131136,0.84102136,1.0595682,-0.3675966,-0.2683133,-0.0992833
85,0.7061556,0.72200394,"('insignificant', 'prestigious')",-2.178331,-2.4610248,-1.0066864,-1.1365021,0.93498516,0.70712155,-0.3859692,-0.5421004,0.1561312
61,-0.6765027,-0.7827569,"('illogical', 'logical')",0.08575519,0.080822095,-0.135168,-0.11502084,0.13776493,0.06817834,-0.1470377,-0.1871943,0.0401566
2,0.675349,0.7386934,"('unlikable', 'likable')",1.9652808,2.1020947,1.5950639,1.6796696,0.95432603,1.1491368,1.297505,1.4173987,-0.1198937
19,-0.65023226,-0.5467692,"('inhospitable', 'hospitable')",-2.5323062,-2.493821,-0.76370776,-0.67319757,-0.32642242,-0.34257025,-1.0681671,-1.0140895,-0.0540776
58,-0.61872464,-0.60381484,"('undiscriminating', 'discriminating')",0.78472614,0.8092225,-0.20285389,-0.1569719,-0.31504568,-0.36688668,-0.0879745,-0.0796127,-0.0083618
60,-0.6141945,-0.54958117,"('inefficient', 'efficient')",2.7134185,2.9897764,0.15000337,0.31004673,-0.3234255,0.06894447,0.4814505,0.7047966,-0.2233461
32,-0.597463,-0.62486494,"('unkind', 'kind')",0.9410465,1.0195628,0.2690298,0.3337335,1.1977576,1.3093123,0.4525927,0.509436,-0.0568433
6,0.5964986,0.6675876,"('distant', 'open')",-3.10342,-3.2707484,-1.7209255,-1.9750717,0.630388,0.41759616,-0.8993647,-1.0401591,0.1407944
22,-0.5919643,-0.49791658,"('untrustworthy', 'trustworthy')",1.2873014,1.455905,-0.64756745,-0.41191787,-1.4035872,-1.1792779,-0.3389544,-0.1583018,-0.1806526
87,0.5864367,0.50051904,"('unsuccessful', 'successful')",2.0012975,1.8616694,1.7533128,1.5444106,0.7646023,0.707658,1.2764124,1.1535642,0.1228482
7,-0.5691267,-0.6226156,"('insensitive', 'sensitive')",1.0510434,1.0471872,-0.16043967,-0.24216595,0.7738161,0.6665597,0.2738233,0.2122414,0.0615819
27,-0.548167,-0.54452825,"('hardhearted', 'softhearted')",-1.2493178,-1.3074898,-0.6328315,-0.6212395,1.2148623,1.0075815,-0.3038635,-0.366419,0.0625555
70,-0.5472379,-0.4671021,"('lethargic', 'energetic')",1.8108269,2.0314066,-0.0058152974,0.16283247,0.75992453,0.93947613,0.5044246,0.6666533,-0.1622287
66,0.54659337,0.4669815,"('inactive', 'active')",0.52076256,0.25812533,0.48492852,0.098007716,1.219091,0.8680582,0.6928439,0.4227932,0.2700507
36,0.5389084,0.4449684,"('hostile', 'amicable')",-2.1011293,-2.4081357,0.060909256,-0.19032109,1.0278136,0.67076856,-0.1183745,-0.3706799,0.2523054
68,-0.5271476,-0.49300185,"('dependent', 'independent')",-0.32588,-0.24512821,-1.4747303,-1.3461688,-0.92614585,-0.8907762,-0.8134759,-0.7437688,-0.0697071
54,-0.5125317,-0.4086688,"('incapable', 'capable')",-0.8971512,-0.82990277,-0.82423645,-0.7307003,1.1374581,1.2723997,-0.2741153,-0.1742181,-0.0998972
65,-0.5045028,-0.549305,"('insecure', 'secure')",1.8402039,1.9836653,0.8613889,1.051079,-0.33858445,-0.064903624,0.4646264,0.6051339,-0.1405075
5,0.45725924,0.56396616,"('distant', 'outgoing')",-2.8951771,-2.9715943,-1.7626879,-1.91241,-0.37683997,-0.44334796,-1.1443615,-1.1908464,0.0464849
82,-0.4557615,-0.40690374,"('poor', 'rich')",0.34497383,0.55382127,1.0995319,1.1794095,7.017441,7.066063,2.0015464,2.0980976,-0.0965512
71,0.43022248,0.5235519,"('diffident', 'self-confident')",-0.2841733,-0.19363266,-0.9199175,-0.9602855,0.54713887,0.45212713,-0.0566824,-0.0445598,-0.0121226
13,-0.40340877,-0.40378714,"('impolite', 'polite')",1.2546344,1.4067577,0.58976835,0.72381455,-0.48954442,-0.41294482,0.2378624,0.3284601,-0.0905977
74,-0.34167027,-0.24122986,"('undedicated', 'dedicated')",1.6205971,1.7844009,0.702128,0.7450128,0.1528236,0.3457758,0.5334696,0.6584899,-0.1250203
17,-0.33714753,-0.29313824,"('nasty', 'nice')",-1.6500101,-1.6547759,-0.91744274,-0.8384599,-0.69739074,-0.7146006,-0.9004978,-0.8752437,-0.0252541
47,0.3206054,0.40032583,"('stupid', 'smart')",0.93468666,1.0345163,0.42281184,0.46746898,5.5607142,5.63704,1.8097045,1.8848379,-0.0751334
29,-0.3114269,-0.2774278,"('unfair', 'fair')",-0.6732874,-0.6670322,-1.3121791,-1.3059704,-0.84945846,-0.96131206,-0.786588,-0.8029356,0.0163476
31,0.30302566,0.2900401,"('evil', 'good')",-2.3852372,-2.5937474,-0.3961473,-0.55623645,-0.5352322,-0.87508965,-0.7533977,-0.9337584,0.1803607
37,-0.29967558,-0.37154806,"('fake', 'genuine')",0.27996188,0.25598934,-0.7200116,-0.69193035,0.5244227,0.5311848,-0.0538256,-0.0690761,0.0152505
14,-0.26963112,-0.34880817,"('antisocial', 'social')",3.0439591,3.2065392,0.5505794,0.6067654,-0.67434037,-0.45628476,0.6626418,0.7520528,-0.089411
81,-0.25981256,-0.2280416,"('submissive', 'aggressive')",2.4423363,2.6910155,-0.18525462,0.04718583,-1.26022,-0.90042007,0.1842623,0.4024349,-0.2181726
80,-0.25492287,-0.3483241,"('dominated', 'dominating')",2.1557243,2.062644,0.183433,0.31863037,-1.7414525,-1.6494883,0.0856955,0.0958655,-0.01017
25,0.25004697,0.24823222,"('egoistic', 'altruistic')",-0.42988977,-0.5760689,0.022363419,-0.07453729,1.6646954,1.5684435,0.376804,0.2915174,0.0852866
16,0.18396768,0.12174968,"('unpopular', 'popular')",-0.47628307,-0.68906343,0.33490387,0.23921141,1.2766789,1.0214523,0.3298168,0.1733375,0.1564793
40,0.15050372,0.009410622,"('stingy', 'generous')",0.6989087,0.45121962,-0.8803394,-1.0896344,-1.1585736,-1.4874336,-0.2973751,-0.5291094,0.2317343
83,-0.14075692,-0.11338754,"('powerless', 'powerful')",0.6823362,0.80056566,-1.5991993,-1.4442782,-0.8805594,-0.71872467,-0.4845449,-0.3689562,-0.1155887
88,-0.12468708,-0.06433223,"('low', 'eminent')",-0.8600746,-0.7937969,-0.6813317,-0.53925544,0.09159659,0.29463995,-0.3936242,-0.2756862,-0.117938
4,0.11818386,0.076227196,"('disliked', 'liked')",-1.0673898,-1.2966955,-0.30849454,-0.44544053,-6.523144,-6.657511,-1.9452111,-2.0808549,0.1356438
26,0.10467427,-0.0038908795,"('hardhearted', 'benevolent')",0.9731609,0.8100478,0.7079044,0.54068166,1.6583163,1.603336,0.861014,0.7375436,0.1234704
18,0.09331178,0.13305639,"('disagreeable', 'welcoming')",-0.9002809,-0.9255395,-1.5423862,-1.4752796,-0.19709882,-0.18996891,-0.6366135,-0.6144329,-0.0221806
30,-0.0870375,-0.03695463,"('intolerant', 'tolerant')",0.7122051,1.0678443,0.21669115,0.47885123,0.6875233,1.0132245,0.3823455,0.6307414,-0.2483959
84,0.08417519,0.06425985,"('inferior', 'superior')",0.35440144,0.18167499,0.29691333,0.33152428,0.26201946,0.24498002,0.2493774,0.2056098,0.0437676
34,0.07081708,0.1869657,"('mean', 'honorable')",0.068015516,0.27636412,0.2650915,0.28568426,6.193246,6.2984786,1.6492925,1.7618731,-0.1125806
50,0.065057874,-0.09991853,"('clumsy', 'skillful')",-0.20335251,-0.44395173,0.8217257,0.6798734,0.64656585,0.4803391,0.3324992,0.1540856,0.1784136
56,-0.037151814,0.19081567,"('impractical', 'practical')",1.963753,2.4736412,0.51055074,0.7698725,-0.3035254,0.10062324,0.5334066,0.8837381,-0.3503315
76,-0.014204774,0.15267609,"('anxious', 'daring')",1.9223517,2.176674,0.9223807,1.1320305,-0.17029703,0.20418054,0.6650577,0.9163902,-0.2513325
64,0.009876875,-0.11380062,"('shy', 'confident')",1.3830295,1.2692444,-0.118370794,-0.18621145,-7.113653,-6.952762,-1.4597794,-1.4958825,0.0361031
79,-0.00037569273,0.10921265,"('wavering', 'unwavering')",-2.2116706,-2.2778127,-0.5415688,-0.6460656,0.3889098,0.2521103,-0.5911763,-0.6406389,0.0494626
