,marsh_male,marsh_female,tuple,&_male,&_female,mclennan_male,mclennan_female,cos_male,cos_female,inc_male,inc_female,average_male,average_female,male-female
60,-1.0621357,-1.1617366,"('inefficient', 'efficient')",1.0993603,0.98183286,-3.0852633,-3.1419435,0.48776716,0.620265,-0.5452126,-0.28634477,-0.6210968,-0.5975854,-0.0235114
32,-1.0439955,-1.0204132,"('unkind', 'kind')",0.12156401,0.11805783,-2.08519,-2.0692847,0.12521712,0.2527402,0.7593775,0.8489199,-0.4246054,-0.373996,-0.0506094
44,-1.0400813,-0.98162615,"('prejudiced', 'unprejudiced')",-1.3349888,-1.3619262,1.3425704,1.3481786,-0.6508733,-0.6143058,-1.4287506,-1.3903332,-0.6224247,-0.6000025,-0.0224222
53,-0.9929365,-0.5982196,"('uncreative', 'creative')",-0.12812902,0.15863729,-1.7332977,-1.4645629,0.24511433,0.2789395,1.1144346,1.2158916,-0.2989629,-0.0818628,-0.2171001
77,-0.96520096,-1.3114127,"('unmotivated', 'motivated')",0.1741239,0.14393848,-1.3156152,-1.4051945,-0.0040374417,-0.06667516,-1.0502601,-1.0078859,-0.632198,-0.729446,0.097248
41,-0.9399836,-0.29605368,"('unforgiving', 'forgiving')",-0.9129221,-0.93938714,-2.1948824,-1.8367697,-0.0050180517,0.041330725,0.15139185,0.15638348,-0.7802829,-0.5748992,-0.2053837
69,0.9162169,0.5967939,"('lazy', 'industrious')",0.79484963,0.7503849,2.8099978,2.631963,1.6739748,1.4550838,0.30620116,0.052228972,1.300248,1.0972909,0.2029571
61,-0.9117601,-0.82749265,"('illogical', 'logical')",0.26010323,0.24977565,-2.2474334,-2.2304077,-0.46738508,-0.47725883,0.062825106,0.101383045,-0.66073,-0.6368001,-0.0239299
54,-0.90497434,-0.92417276,"('incapable', 'capable')",-0.45749122,-0.35708237,-0.029257752,-0.0022201985,-0.5974102,-0.5989288,1.0274001,1.0980885,-0.1923467,-0.1568631,-0.0354836
83,-0.9010944,-0.9861359,"('powerless', 'powerful')",-0.11639948,-0.067464635,-1.1901783,-1.1397554,-1.2817338,-1.1977546,-1.1745865,-1.0633736,-0.9327985,-0.8908968,-0.0419017
58,-0.898408,-0.7518822,"('undiscriminating', 'discriminating')",-0.21722716,-0.19584826,-1.9662309,-1.8101399,0.37427628,0.27561602,0.24357815,0.16043976,-0.4928023,-0.4643629,-0.0284394
37,0.89515924,0.7848509,"('fake', 'genuine')",0.6959951,0.7382497,-0.20721865,-0.259373,-0.19982713,-0.043707184,0.6549612,0.75950307,0.3678139,0.3959047,-0.0280908
35,0.86515015,0.96320826,"('corrupt', 'incorrupt')",-0.6231598,-0.47451073,3.0434682,3.1495833,-0.21031375,-0.21324413,0.39227742,0.28929344,0.6934844,0.742866,-0.0493816
34,-0.83672273,-0.97779024,"('mean', 'honorable')",-0.43744355,-0.33745885,-0.91889507,-0.97156477,0.27474812,0.26280448,5.8853683,6.049026,0.793411,0.8050034,-0.0115924
2,-0.80227566,-0.80854005,"('unlikable', 'likable')",0.8475486,0.8977733,-0.023009395,0.037739415,0.92024076,0.97052807,0.5510653,0.6461629,0.2987139,0.3487328,-0.0500189
20,-0.80066246,-0.7411469,"('rough', 'thoughtful')",0.9297438,0.9005273,-0.8706564,-0.79274714,-0.23402363,-0.07199217,1.0420694,1.1077355,0.0132942,0.0804753,-0.0671811
43,-0.746368,-0.74699795,"('irresponsible', 'responsible')",0.5400911,0.69359994,-2.9337394,-2.8991,-0.09897049,0.06833444,0.38953027,0.6715865,-0.5698913,-0.4425154,-0.1273759
55,0.7350696,0.80512756,"('incompetent', 'clever')",1.3533627,1.2856348,-2.9224405,-2.7586088,-0.66025215,-0.5122278,-0.6970464,-0.5870344,-0.4382613,-0.3534217,-0.0848396
48,-0.72834444,-0.5136662,"('unintelligent', 'intelligent')",-0.793302,-0.9030735,-3.2549572,-3.1998804,-1.2581853,-1.2991579,0.11311111,0.093657345,-1.1843356,-1.1644241,-0.0199115
36,-0.72553855,-0.7587211,"('hostile', 'amicable')",-1.2287407,-1.0866983,1.1996083,1.1245612,-0.23966137,-0.33895057,0.902473,0.77327526,-0.0183718,-0.0573067,0.0389349
63,-0.7193856,-0.5095539,"('unperceptive', 'insightful')",0.89596814,0.9638304,-2.6041613,-2.4770472,0.2742166,0.30438167,1.0451001,1.1629868,-0.2216524,-0.1110805,-0.1105719
46,-0.6977273,-0.7488308,"('uncompetitive', 'competitive')",1.5984856,1.5170633,-3.7435577,-3.7707908,-0.29943424,-0.2999223,-0.8083383,-0.68887955,-0.7901144,-0.798272,0.0081576
68,-0.68009716,-0.8313434,"('dependent', 'independent')",-0.20753336,-0.26761383,-0.6007076,-0.61699456,-1.5889705,-1.5214808,-0.73331416,-0.6867723,-0.7621245,-0.784841,0.0227165
56,0.66075706,0.6979349,"('impractical', 'practical')",0.48047155,0.5264968,-1.3941799,-1.2759757,0.6215837,0.75006443,-0.59135014,-0.3560532,-0.0445435,0.0684935,-0.113037
40,-0.6395687,-0.19881175,"('stingy', 'generous')",-0.6073973,-0.55547667,-0.47380447,-0.15290512,-0.9275748,-0.90716195,-1.0592399,-1.0647631,-0.741517,-0.5758237,-0.1656933
85,-0.5747784,-0.36080235,"('insignificant', 'prestigious')",-0.67276,-0.54021746,2.000739,2.029714,-0.61840785,-0.75812405,1.775232,1.5665307,0.382005,0.3874202,-0.0054152
23,-0.5704288,-0.6477138,"('insincere', 'sincere')",-0.3668381,-0.31901693,-2.2896214,-2.280329,-0.67885005,-0.6240799,5.0034647,5.230838,0.2195453,0.2719396,-0.0523943
50,-0.56135136,-0.52455544,"('clumsy', 'skillful')",1.895929,2.0278037,1.1219214,1.1201482,0.8835312,0.92827314,0.7524621,0.7514611,0.8184984,0.8606261,-0.0421277
62,-0.55407655,-0.4488859,"('incompetent', 'brilliant')",-0.07529836,0.027772054,-2.7539575,-2.518983,-0.6618785,-0.5177157,-0.3674945,-0.11000183,-0.8825411,-0.7135629,-0.1689782
19,-0.5333602,-0.0962919,"('inhospitable', 'hospitable')",-1.2118356,-0.89128035,0.28865427,0.7232353,-1.0175674,-0.78466576,-0.05231861,0.14696652,-0.5052855,-0.1804072,-0.3248783
72,-0.5274365,-0.40254173,"('unambitious', 'ambitious')",-0.93798506,-0.85011077,-1.1437218,-1.0445349,-0.76965237,-0.81630224,-1.3022462,-1.0747672,-0.9362083,-0.8376513,-0.098557
9,0.51680154,0.7625878,"('unaffectionate', 'caring')",-0.4921568,-0.38051933,-0.6580183,-0.524249,-0.4622604,-0.45899025,1.448409,1.4582646,0.070555,0.1714188,-0.1008638
86,-0.5063225,-0.2747112,"('uninfluential', 'influential')",-0.030254059,-0.01932947,-3.6132996,-3.478943,-0.8445506,-0.7643116,-0.49950054,-0.4130856,-1.0987855,-0.9900762,-0.1087093
31,-0.49160653,-0.11025352,"('evil', 'good')",-1.4757571,-1.3034182,1.0848161,1.4903959,-0.16383767,-0.12027681,-0.30575097,-0.42149186,-0.2704272,-0.0930089,-0.1774183
65,-0.4872084,-0.8062322,"('insecure', 'secure')",1.0597148,0.8551876,-2.375776,-2.5372689,0.15751617,0.14355683,-1.0310985,-0.8897423,-0.5353704,-0.6468998,0.1115294
10,-0.48549974,-0.16066791,"('unsympathetic', 'sympathetic')",0.47285956,0.4102394,-3.9581585,-3.8227508,-0.4997718,-0.40982023,-0.40095595,-0.24810873,-0.9743053,-0.8462216,-0.1280837
1,-0.46689445,-0.1208435,"('unfriendly', 'friendly')",-1.1881605,-1.1100054,-2.2448967,-2.069706,-0.65974987,-0.6828755,2.2060597,2.1534069,-0.4707283,-0.3660047,-0.1047236
33,0.44648615,0.48614272,"('wrong', 'right')",-0.3873824,-0.28953284,1.4175627,1.4635291,0.023066849,-0.0024526343,-0.21812472,-0.24165876,0.2563217,0.2832055,-0.0268838
12,0.44455254,0.7040721,"('unsupportive', 'supportive')",0.7591556,0.91428864,-1.1788167,-0.9112101,-0.62857884,-0.49969378,-1.5034413,-1.3782899,-0.4214257,-0.2341666,-0.1872591
0,-0.41652653,-0.34701055,"('unsociable', 'sociable')",0.69789714,0.6328513,-2.96802,-2.9094052,-0.39818627,-0.35973108,-0.8176253,-0.7287846,-0.7804922,-0.742416,-0.0380762
59,-0.4143776,-0.41209567,"('foolish', 'wise')",0.49682298,0.567238,1.2133715,1.2318239,0.24208534,0.14017029,0.7569475,0.6444404,0.45897,0.4343154,0.0246546
80,0.40233117,-0.041513305,"('dominated', 'dominating')",0.8548107,0.67349863,-1.2389381,-1.4545171,0.2871857,0.2055822,-1.7305585,-1.7500515,-0.2850338,-0.4734002,0.1883664
76,-0.39879233,-0.41458178,"('anxious', 'daring')",2.118723,2.2009642,-1.7131102,-1.7871306,0.2889239,0.449327,-0.42323926,-0.19516191,-0.025499,0.0506834,-0.0761824
5,-0.3890275,-0.14556646,"('distant', 'outgoing')",-1.0238873,-0.7550833,1.362371,1.5880206,-1.1677216,-1.0460484,-0.050290294,0.07801013,-0.2537112,-0.0561335,-0.1975777
78,0.38708198,0.41642806,"('nonresilient', 'resilient')",0.5509368,0.533073,-1.3933289,-1.3256919,0.4722062,0.5225378,0.63883936,0.7118435,0.1311471,0.1716381,-0.040491
26,-0.349759,0.011422571,"('hardhearted', 'benevolent')",1.0288041,1.0119905,-0.40306422,-0.33537555,1.1888497,1.194952,1.6838497,1.5995492,0.629736,0.6965077,-0.0667717
14,0.3343917,-0.0023798272,"('antisocial', 'social')",1.2681193,1.1196631,-1.8579412,-2.036965,0.24364218,0.32484117,-1.1974088,-1.1803421,-0.2418393,-0.3550365,0.1131972
57,-0.31463233,0.22283462,"('unimaginative', 'imaginative')",-0.45523125,-0.40104705,-2.9721913,-2.7089996,-0.55528986,-0.6487737,-2.298351,-2.3768976,-1.3191391,-1.1825767,-0.1365624
81,-0.31152976,-0.7416581,"('submissive', 'aggressive')",0.52500093,0.29464716,-2.3188992,-2.6518302,-0.38607848,-0.5394874,-1.5355023,-1.4901141,-0.8054018,-1.0256886,0.2202868
64,-0.3048926,-0.4924894,"('shy', 'confident')",0.9859605,0.90426046,-0.4395922,-0.5336058,0.24171615,0.17705533,-6.286925,-6.3560696,-1.1607466,-1.2601698,0.0994232
79,-0.29686064,-0.1995451,"('wavering', 'unwavering')",-0.3270464,-0.057319447,1.7906251,1.7222633,-0.7879032,-0.73818195,0.45583555,0.4979343,0.1669301,0.2450302,-0.0781001
11,-0.27882236,-0.14588791,"('unhelpful', 'helpful')",-0.789063,-0.6539093,-2.2738461,-2.1481884,-0.064924255,0.0002127476,1.5908127,1.807007,-0.3631686,-0.2281532,-0.1350154
24,0.2785692,0.44300702,"('dishonest', 'honest')",-0.54913235,-0.4417601,-1.7223221,-1.6351299,-0.9226755,-0.7227491,0.47436267,0.726283,-0.4882396,-0.3260698,-0.1621698
70,-0.26961756,-0.16342132,"('lethargic', 'energetic')",1.0191641,1.1085114,-2.3644788,-2.3090708,-0.10633594,0.10178997,0.580234,0.81617224,-0.2282068,-0.0892037,-0.1390031
27,0.26305318,0.7444492,"('hardhearted', 'softhearted')",-1.0166553,-0.90808624,-1.5811732,-1.3857254,-0.13605092,-0.024745129,1.5871317,1.4516001,-0.1767389,-0.0245015,-0.1522374
45,-0.23219372,0.22022478,"('incompetent', 'competent')",0.6418858,0.6967538,-2.4315453,-2.1581783,-0.00853027,0.14097494,-0.5658775,-0.50120497,-0.5192522,-0.3202859,-0.1989663
6,-0.22208036,0.36466965,"('distant', 'open')",-0.9836274,-0.6519251,1.2753749,1.6446557,-1.117868,-0.9706722,0.9692915,1.0075693,-0.0157819,0.2788595,-0.2946414
29,0.19270192,0.15694614,"('unfair', 'fair')",-0.12773484,-0.15305722,0.12573282,0.17920856,-1.2548485,-1.1575149,-0.62738496,-0.5877546,-0.3383067,-0.3124344,-0.0258723
21,0.1896643,0.082260035,"('immoral', 'moral')",1.0439395,0.9804293,-2.9720452,-2.9745405,-0.6206382,-0.5194554,-1.421376,-1.2898936,-0.7560911,-0.74424,-0.0118511
75,0.16220827,0.28087866,"('meek', 'impulsive')",-1.1711428,-0.97998416,1.8705243,1.9631695,-0.8548413,-0.88205487,-0.118995406,-0.08440499,-0.0224494,0.0595208,-0.0819702
15,-0.12130243,0.14117785,"('boring', 'funny')",0.18355136,0.2807541,-0.56653655,-0.4344919,0.29745036,0.3545466,0.3837571,0.31773898,0.035384,0.1319451,-0.0965611
38,0.120765895,0.32578525,"('untruthful', 'truthful')",-1.4340653,-1.3203983,-0.21400408,-0.11742816,-0.72768533,-0.6596124,0.12196861,0.33359614,-0.426604,-0.2876115,-0.1389925
8,0.119586274,0.44639206,"('unaffectionate', 'affectionate')",-0.6293788,-0.4814038,-0.18817149,-0.067288235,-1.1898909,-1.1386139,0.9205165,0.8999839,-0.1934677,-0.068186,-0.1252817
42,-0.11413455,0.24438162,"('unreliable', 'reliable')",1.4203403,1.5359417,-0.12759654,0.10941234,0.10910012,0.23872684,-2.6353106,-2.6212702,-0.2695203,-0.0985615,-0.1709588
66,-0.09696973,-0.20639044,"('inactive', 'active')",1.3396428,1.3436837,1.4530219,1.3116703,0.6702908,0.49872893,1.3680277,1.1705916,0.9468027,0.8236568,0.1231459
25,-0.09432233,-0.162781,"('egoistic', 'altruistic')",-0.5613367,-0.49836674,0.7195578,0.5641126,0.17776275,0.020061137,1.3448627,1.2957903,0.3173048,0.2437633,0.0735415
30,0.08485584,0.28634617,"('intolerant', 'tolerant')",-0.45411244,-0.4348069,-2.2479568,-2.0817754,-0.1308087,0.016939677,0.5790363,0.778714,-0.4337971,-0.2869165,-0.1468806
17,0.05429717,-0.015361985,"('nasty', 'nice')",0.25561106,0.38272002,-0.3578467,-0.36382526,-0.9633487,-0.8643294,-0.72643405,-0.7367939,-0.3475442,-0.3195181,-0.0280261
22,-0.05083976,0.13058181,"('untrustworthy', 'trustworthy')",0.23125932,0.28150216,-1.5361001,-1.3202701,-0.784168,-0.5548802,-1.4526228,-1.2759147,-0.7184943,-0.5477962,-0.1706981
13,0.04833541,0.044002056,"('impolite', 'polite')",0.33974847,0.33417574,-1.9161338,-1.9021319,0.32314065,0.4769237,-0.698095,-0.55703074,-0.3806009,-0.3208122,-0.0597887
67,-0.020343073,0.064969555,"('doubtful', 'determined')",0.059473373,0.13412425,0.5618993,0.6462832,0.44600785,0.5260226,-0.5206084,-0.35102224,0.1052858,0.2040755,-0.0987897
3,0.015578606,-0.284604,"('repellent', 'pleasant')",0.33134836,0.15814416,-1.3848974,-1.484361,0.28306335,0.20592222,-0.23485065,-0.21583478,-0.1979515,-0.3241467,0.1261952
87,0.014988348,-0.28761384,"('unsuccessful', 'successful')",2.6973362,2.5656462,-0.34788337,-0.6992136,1.4335539,1.2594151,0.9165952,0.6832832,0.942918,0.7043035,0.2386145
28,0.011614345,0.23283626,"('disloyal', 'loyal')",0.25140166,0.16906399,-1.2555767,-1.2275116,-0.3984384,-0.50546587,0.9299567,0.9107874,-0.0922085,-0.084058,-0.0081505
84,-0.010661937,0.18613632,"('inferior', 'superior')",1.2926897,1.3220301,-0.09731889,-0.09470983,0.49509275,0.41265252,0.9376447,0.8618265,0.5234893,0.5375871,-0.0140978
