,southern_male,southern_female,tuple,co_male,co_female,average_male,average_female,male-female
26,1.8833305,1.642539,"('hardhearted', 'benevolent')",1.6483706,2.1387656,1.7658505,1.8906523,-0.1248018
16,-1.6547079,-1.3927985,"('unpopular', 'popular')",-0.32920027,-0.0719381,-0.9919541,-0.7323684,-0.2595857
7,1.3977339,1.5056285,"('insensitive', 'sensitive')",0.6244334,0.39511997,1.0110836,0.9503742,0.0607094
44,-1.2326785,-0.83120996,"('prejudiced', 'unprejudiced')",-1.3468739,-1.3273737,-1.2897762,-1.0792918,-0.2104844
35,-1.1990508,-0.5892131,"('corrupt', 'incorrupt')",-0.2821019,0.021861546,-0.7405763,-0.2836758,-0.4569005
14,1.1757879,2.0082653,"('antisocial', 'social')",-0.3829992,-0.26965073,0.3963944,0.8693073,-0.4729129
37,1.1686796,1.5117075,"('fake', 'genuine')",0.46496648,0.37088692,0.816823,0.9412972,-0.1244742
86,1.1443446,0.74683464,"('uninfluential', 'influential')",-0.3331444,-0.33011922,0.4056001,0.2083577,0.1972424
9,1.0619386,0.9631034,"('unaffectionate', 'caring')",1.1865567,1.3047442,1.1242477,1.1339238,-0.0096761
67,1.0507097,1.012281,"('doubtful', 'determined')",-0.41787112,-0.46925673,0.3164193,0.2715121,0.0449072
74,0.99782485,1.047413,"('undedicated', 'dedicated')",-0.15892695,-0.027584836,0.4194489,0.5099141,-0.0904652
21,0.9933941,0.95181274,"('immoral', 'moral')",-0.75677913,-1.2276899,0.1183075,-0.1379386,0.2562461
49,-0.9897881,-0.8588432,"('unable', 'able')",-0.6105019,-0.834476,-0.800145,-0.8466596,0.0465146
36,-0.9764067,-1.0815544,"('hostile', 'amicable')",-0.015013924,0.19489023,-0.4957103,-0.4433321,-0.0523782
63,0.9507996,0.8412182,"('unperceptive', 'insightful')",0.16687748,-0.1885145,0.5588385,0.3263518,0.2324867
12,0.9481205,0.65164274,"('unsupportive', 'supportive')",-1.8395138,-1.9728879,-0.4456967,-0.6606226,0.2149259
33,0.87967414,0.9185679,"('wrong', 'right')",-0.5556587,-0.27262574,0.1620077,0.3229711,-0.1609634
2,0.8572784,1.1304728,"('unlikable', 'likable')",0.6279555,0.6796371,0.742617,0.9050549,-0.1624379
53,-0.8466596,-0.99901426,"('uncreative', 'creative')",0.1911511,0.3420992,-0.3277543,-0.3284575,0.0007032
82,-0.8394912,-0.4313735,"('poor', 'rich')",6.257172,6.312191,2.7088404,2.9404087,-0.2315683
62,0.8328126,0.8412867,"('incompetent', 'brilliant')",-0.24020499,-0.5088831,0.2963038,0.1662018,0.130102
51,0.8309676,0.20231982,"('uneducated', 'educated')",0.30167595,-0.17091966,0.5663218,0.0157001,0.5506217
10,0.82073295,0.76833755,"('unsympathetic', 'sympathetic')",0.10137813,-0.12684979,0.4610555,0.3207439,0.1403116
56,0.791832,1.2348468,"('impractical', 'practical')",-0.73189497,-0.76195127,0.0299685,0.2364478,-0.2064793
40,0.79060674,0.33811873,"('stingy', 'generous')",-2.0299003,-2.2312503,-0.6196468,-0.9465657,0.3269189
24,0.7866831,0.6750983,"('dishonest', 'honest')",0.7595188,0.66997045,0.773101,0.6725343,0.1005667
27,0.78658575,0.12354697,"('hardhearted', 'softhearted')",1.445299,0.8542596,1.1159424,0.4889033,0.6270391
80,0.7510885,0.9163663,"('dominated', 'dominating')",-0.5523569,-0.51155555,0.0993658,0.2024054,-0.1030396
76,0.7483805,0.68510616,"('anxious', 'daring')",-0.15328865,-0.38028818,0.2975459,0.152409,0.1451369
75,-0.7435507,-0.7906549,"('meek', 'impulsive')",-0.6052097,-0.30875298,-0.6743802,-0.549704,-0.1246762
4,-0.7417558,-0.51164836,"('disliked', 'liked')",-7.8424134,-7.470928,-4.2920847,-3.9912882,-0.3007965
64,-0.73703635,-0.55833423,"('shy', 'confident')",-6.801589,-6.8378615,-3.7693126,-3.6980979,-0.0712147
71,0.7161452,0.7561943,"('diffident', 'self-confident')",0.16093281,0.2743151,0.438539,0.5152547,-0.0767157
50,-0.6974878,-0.90450287,"('clumsy', 'skillful')",-0.32278928,-0.47875327,-0.5101385,-0.6916281,0.1814896
31,-0.69578063,-1.142766,"('evil', 'good')",-0.3941862,-0.222914,-0.5449834,-0.68284,0.1378566
70,0.6887621,0.8634945,"('lethargic', 'energetic')",0.2446598,0.12381568,0.466711,0.4936551,-0.0269441
1,0.66807824,0.15035403,"('unfriendly', 'friendly')",1.7406046,1.7495135,1.2043414,0.9499338,0.2544076
25,0.66431516,0.12320653,"('egoistic', 'altruistic')",1.4275447,1.3908236,1.0459299,0.757015,0.2889149
73,-0.6492513,-0.57195365,"('helpless', 'self-reliant')",-3.3517792,-3.2960336,-2.0005152,-1.9339936,-0.0665216
55,0.5995802,0.67269814,"('incompetent', 'clever')",-0.18285875,-0.44027182,0.2083607,0.1162132,0.0921475
48,0.59142107,0.15885156,"('unintelligent', 'intelligent')",-0.19600636,-0.66498196,0.1977074,-0.2530652,0.4507726
58,0.5727156,0.4370914,"('undiscriminating', 'discriminating')",0.41022584,0.54256123,0.4914707,0.4898263,0.0016444
83,0.57206297,0.63168573,"('powerless', 'powerful')",-1.1807041,-1.1438525,-0.3043206,-0.2560834,-0.0482372
77,-0.5638632,-0.6132988,"('unmotivated', 'motivated')",-1.682428,-1.5495739,-1.1231456,-1.0814364,-0.0417092
28,0.550393,0.9137726,"('disloyal', 'loyal')",0.7180093,1.1624075,0.6342012,1.03809,-0.4038888
41,0.54262847,0.4326031,"('unforgiving', 'forgiving')",0.46331447,0.5431641,0.5029715,0.4878836,0.0150879
72,0.542402,0.23286718,"('unambitious', 'ambitious')",-0.055388425,-0.2694205,0.2435068,-0.0182767,0.2617835
46,0.5298698,1.039489,"('uncompetitive', 'competitive')",-1.2811108,-1.1034889,-0.3756205,-0.0319999,-0.3436206
60,0.50570226,0.2661764,"('inefficient', 'efficient')",-0.52903247,-1.0130377,-0.0116651,-0.3734306,0.3617655
38,-0.46240887,-0.28199118,"('untruthful', 'truthful')",-0.1567707,0.066002235,-0.3095898,-0.1079945,-0.2015953
18,0.45207685,0.060277656,"('disagreeable', 'welcoming')",-0.4934687,-0.7170866,-0.0206959,-0.3284045,0.3077086
57,-0.4410875,-0.12016323,"('unimaginative', 'imaginative')",-3.3955302,-3.1576316,-1.9183089,-1.6388974,-0.2794115
84,-0.43408194,-0.12378666,"('inferior', 'superior')",0.34341916,0.09168236,-0.0453314,-0.0160521,-0.0292793
87,-0.40299115,0.0077731404,"('unsuccessful', 'successful')",0.27207956,0.143625,-0.0654558,0.0756991,-0.1411549
8,0.4001018,0.14252107,"('unaffectionate', 'affectionate')",0.92869365,1.002611,0.6643977,0.572566,0.0918317
69,-0.3467106,-0.29997462,"('lazy', 'industrious')",-0.74774575,-0.6594656,-0.5472282,-0.4797201,-0.0675081
39,0.34247288,0.63289034,"('exploitative', 'cooperative')",0.42374393,0.4525897,0.3831084,0.54274,-0.1596316
32,0.3356606,0.29325768,"('unkind', 'kind')",0.8381042,0.7654016,0.5868824,0.5293297,0.0575527
59,-0.3193015,-0.18491727,"('foolish', 'wise')",0.20017529,0.2066653,-0.0595631,0.010874,-0.0704371
52,-0.31462994,-0.4069041,"('irrational', 'rational')",0.057459533,0.002195064,-0.1285852,-0.2023545,0.0737693
42,0.26710838,0.33307403,"('unreliable', 'reliable')",-3.4014163,-3.3822834,-1.5671539,-1.5246047,-0.0425492
0,0.259367,0.35201016,"('unsociable', 'sociable')",-0.44132495,-0.6156623,-0.090979,-0.1318261,0.0408471
11,-0.2539112,0.111679114,"('unhelpful', 'helpful')",1.5661638,1.6585381,0.6561263,0.8851086,-0.2289823
6,0.23344834,-0.093579955,"('distant', 'open')",0.5082581,0.4487871,0.3708532,0.1776036,0.1932496
22,-0.22417359,0.027338272,"('untrustworthy', 'trustworthy')",-1.0881333,-0.7947815,-0.6561534,-0.3837216,-0.2724318
29,-0.21541625,-0.2133993,"('unfair', 'fair')",-0.26296395,-0.36942944,-0.2391901,-0.2914144,0.0522243
23,0.21127082,0.29498655,"('insincere', 'sincere')",6.2959743,5.9504,3.2536225,3.1226933,0.1309292
43,-0.20979269,-0.04277754,"('irresponsible', 'responsible')",0.64120066,0.4647543,0.215704,0.2109884,0.0047156
13,-0.19737916,0.17966475,"('impolite', 'polite')",-0.45886946,-0.69833344,-0.3281243,-0.2593344,-0.0687899
30,0.19548154,0.5343379,"('intolerant', 'tolerant')",0.39294922,0.2265533,0.2942154,0.3804456,-0.0862302
66,0.18740612,0.1120629,"('inactive', 'active')",0.59183306,0.5097975,0.3896196,0.3109302,0.0786894
17,0.18331505,-0.10388813,"('nasty', 'nice')",0.019649673,0.019705141,0.1014824,-0.0420915,0.1435739
65,0.15976255,0.23850694,"('insecure', 'secure')",-0.16012087,-0.40110338,-0.0001792,-0.0812982,0.081119
78,0.12404717,-0.29709977,"('nonresilient', 'resilient')",-0.36822864,-0.3340218,-0.1220907,-0.3155608,0.1934701
