,rowan_male,rowan_female,tuple,companies_male,companies_female,plc_male,plc_female,average_male,average_female,male-female
6,-3.4781592,-3.541245,"('distant', 'open')",-1.2725793,-1.1093974,0.80778575,1.10878,-1.3143176,-1.1806208,-0.1336968
65,3.393223,3.0889292,"('insecure', 'secure')",0.96569395,0.6710263,0.16074139,-0.2500147,1.5065529,1.1699802,0.3365727
59,-3.2630866,-3.1529927,"('foolish', 'wise')",-1.1189226,-1.2759293,0.52854985,0.7168696,-1.2844864,-1.2373509,-0.0471355
69,-3.1205227,-3.2053704,"('lazy', 'industrious')",-0.3707487,-0.23451193,-0.18501389,-0.0656907,-1.2254284,-1.1685243,-0.0569041
16,-2.974664,-2.688597,"('unpopular', 'popular')",-1.8439606,-1.8078834,-0.3991597,-0.33067313,-1.7392615,-1.6090512,-0.1302103
5,-2.9733248,-2.997289,"('distant', 'outgoing')",-0.8976715,-0.76372826,0.49497634,0.6914457,-1.12534,-1.0231905,-0.1021495
13,2.9476764,2.950221,"('impolite', 'polite')",0.83338094,0.7782876,-0.6700795,-0.99020743,1.0369926,0.9127671,0.1242255
43,2.8588324,2.592252,"('irresponsible', 'responsible')",0.7065691,0.8238997,0.9896078,0.82818633,1.5183365,1.4147793,0.1035572
79,-2.7403708,-2.8383427,"('wavering', 'unwavering')",-0.9662692,-1.2685953,0.4518638,0.5463142,-1.0849254,-1.1868745,0.1019491
21,2.6228662,2.4991088,"('immoral', 'moral')",0.928931,0.6698846,-1.4449415,-1.6765065,0.7022852,0.4974957,0.2047895
51,2.5695949,2.3617992,"('uneducated', 'educated')",0.44291526,0.16216783,0.09209021,-0.2130144,1.0348667,0.7703176,0.2645491
4,-2.562759,-2.3449001,"('disliked', 'liked')",-0.09063371,0.05954078,-5.7026625,-5.8298807,-2.7853518,-2.70508,-0.0802718
0,2.5242715,2.4179924,"('unsociable', 'sociable')",1.2970154,1.056456,-0.74152684,-0.9694667,1.0265867,0.8349938,0.1915929
57,2.5163946,2.751299,"('unimaginative', 'imaginative')",0.87726665,0.9384783,-1.9023353,-2.101352,0.4971087,0.5294751,-0.0323664
30,2.5076847,2.3771327,"('intolerant', 'tolerant')",2.1731892,1.975275,0.23372713,0.050296508,1.6382003,1.4675679,0.1706324
39,2.470373,2.452916,"('exploitative', 'cooperative')",1.5190904,1.4356918,0.7845685,0.75141025,1.5913439,1.5466727,0.0446712
12,2.4685853,2.6241262,"('unsupportive', 'supportive')",1.359456,1.4690658,-1.323556,-1.3374163,0.8348284,0.918592,-0.0837636
23,2.4589226,2.3854427,"('insincere', 'sincere')",0.77510715,0.6501313,5.6093383,5.5477467,2.9477895,2.8611069,0.0866826
75,-2.38042,-2.2264159,"('meek', 'impulsive')",-0.95254695,-0.85059905,-0.8911197,-0.75816554,-1.4080289,-1.2783935,-0.1296354
19,-2.3548129,-2.241673,"('inhospitable', 'hospitable')",-0.9758095,-1.0761098,0.22702831,0.29560065,-1.0345314,-1.0073941,-0.0271373
11,2.2599707,1.8778465,"('unhelpful', 'helpful')",0.88577616,0.5869913,1.4515882,1.2729018,1.532445,1.2459132,0.2865318
74,2.2115536,2.2697296,"('undedicated', 'dedicated')",1.3638378,1.3173516,0.7930937,0.71993077,1.4561617,1.4356707,0.020491
63,2.1182334,2.109106,"('unperceptive', 'insightful')",1.0751686,1.1282617,0.81114995,0.6527742,1.3348506,1.296714,0.0381366
87,2.0761878,1.9274473,"('unsuccessful', 'successful')",2.2521522,1.8984563,1.4838809,1.2214165,1.937407,1.6824401,0.2549669
42,2.0371244,1.8462363,"('unreliable', 'reliable')",0.5394964,0.47496232,-2.1499546,-2.3925412,0.1422221,-0.0237808,0.1660029
22,1.9724509,2.2213898,"('untrustworthy', 'trustworthy')",0.2246076,0.25046688,-0.7208558,-0.87625515,0.4920676,0.5318671,-0.0397995
24,1.9154724,2.004371,"('dishonest', 'honest')",0.32728928,0.2884689,0.8721211,0.78500444,1.0382942,1.025948,0.0123462
72,1.8799762,2.0655487,"('unambitious', 'ambitious')",0.5269786,0.5838812,0.8118628,0.7428261,1.0729392,1.1307519,-0.0578127
32,1.836678,1.6212476,"('unkind', 'kind')",1.1872792,0.9250375,0.9897266,0.8406115,1.3378946,1.1289655,0.2089291
26,1.7667621,1.9531032,"('hardhearted', 'benevolent')",2.3914957,2.1080577,2.9167132,2.7308486,2.3583237,2.2640031,0.0943206
1,-1.7235591,-1.4882475,"('unfriendly', 'friendly')",-0.030704148,0.0031683818,2.5443134,2.6501892,0.26335,0.38837,-0.12502
50,-1.7187903,-1.5661465,"('clumsy', 'skillful')",-1.2364835,-1.3699219,-0.18139255,-0.2333402,-1.0455554,-1.0564696,0.0109142
77,1.6416657,1.8133662,"('unmotivated', 'motivated')",0.10249398,0.18284212,-1.4727112,-1.4919103,0.0904828,0.1680993,-0.0776165
48,1.6232156,1.6056826,"('unintelligent', 'intelligent')",0.060283266,-0.058185894,-0.37488818,-0.5784611,0.4362036,0.3230119,0.1131917
61,1.6121088,1.6931827,"('illogical', 'logical')",0.68197304,0.46035662,0.77449644,0.59919673,1.0228594,0.9175787,0.1052807
68,-1.5002286,-1.3317145,"('dependent', 'independent')",-1.0790365,-1.2401482,-1.2194891,-1.2167624,-1.2662514,-1.2628751,-0.0033763
64,1.4717537,1.3488529,"('shy', 'confident')",1.0166037,1.093517,-6.158967,-6.345288,-1.2235365,-1.3009726,0.0774361
29,-1.3731492,-1.4813163,"('unfair', 'fair')",-1.5640175,-1.4637315,-0.42114425,-0.36799157,-1.119437,-1.1043464,-0.0150906
44,-1.2414682,-1.4923884,"('prejudiced', 'unprejudiced')",-0.56266963,-0.48153934,-1.7627965,-1.7093335,-1.1889781,-1.2277538,0.0387757
25,-1.2307986,-0.8396977,"('egoistic', 'altruistic')",1.1520855,1.1881566,1.801607,1.8754034,0.574298,0.7412874,-0.1669894
37,1.1744797,1.124163,"('fake', 'genuine')",-0.10671872,0.0751106,0.81223005,1.0116453,0.6266637,0.736973,-0.1103093
18,-1.1675102,-1.0701593,"('disagreeable', 'welcoming')",-0.47351286,-0.3464398,-0.50078136,-0.5045602,-0.7139348,-0.6403864,-0.0735484
34,-1.1495433,-1.3008386,"('mean', 'honorable')",0.15399384,-0.018323343,4.6958995,4.729931,1.23345,1.136923,0.096527
83,1.122637,1.0092096,"('powerless', 'powerful')",0.12898655,-0.019498624,-0.5860789,-0.5481788,0.2218482,0.1471774,0.0746708
28,1.0876452,1.2848587,"('disloyal', 'loyal')",0.49548382,0.39621428,0.99122524,1.037273,0.8581181,0.9061154,-0.0479973
47,1.067719,1.021749,"('stupid', 'smart')",0.006847728,-0.089841716,5.1566634,5.1641297,2.0770768,2.0320123,0.0450645
8,-1.0651612,-0.6865924,"('unaffectionate', 'affectionate')",0.11751337,0.21650095,1.5659854,1.7237778,0.2061125,0.4178954,-0.2117829
58,1.0059487,1.1001267,"('undiscriminating', 'discriminating')",0.5787692,0.7062697,0.7504309,0.676165,0.7783829,0.8275205,-0.0491376
88,0.9807855,0.73962706,"('low', 'eminent')",0.8185984,0.46866897,0.6212766,0.42450085,0.8068868,0.5442656,0.2626212
73,-0.8756143,-0.9242606,"('helpless', 'self-reliant')",0.5118166,0.4252199,-2.6399841,-2.6691263,-1.0012606,-1.0560557,0.0547951
20,0.7329185,0.72571945,"('rough', 'thoughtful')",-0.5875116,-0.5072246,1.036465,1.0259795,0.3939573,0.4148248,-0.0208675
78,0.724941,0.9683301,"('nonresilient', 'resilient')",0.30760935,0.44538578,0.13913196,0.16745643,0.3905608,0.5270574,-0.1364966
82,0.6487372,0.6037036,"('poor', 'rich')",0.52611876,0.34392965,5.746259,5.6857977,2.3070383,2.2111437,0.0958946
40,0.6352259,0.7831168,"('stingy', 'generous')",0.6768798,1.0273159,-1.6841131,-1.5979851,-0.1240025,0.0708158,-0.1948183
33,-0.633848,-0.29223114,"('wrong', 'right')",-0.08612632,0.09249315,0.37564424,0.50962037,-0.1147767,0.1032941,-0.2180708
49,-0.6238924,-0.6158274,"('unable', 'able')",-0.3982405,-0.5404204,-0.5053573,-0.62201625,-0.5091634,-0.5927547,0.0835913
3,0.59862703,0.52978855,"('repellent', 'pleasant')",0.7297781,0.752237,-0.23227851,-0.2552484,0.3653756,0.342259,0.0231166
66,-0.4980535,-0.44459188,"('inactive', 'active')",-0.18385342,-0.08771502,0.9699485,0.97902375,0.0960138,0.1489056,-0.0528918
38,-0.4458695,-0.44613016,"('untruthful', 'truthful')",0.084925696,0.07715604,0.43748125,0.50280476,0.0255125,0.0446102,-0.0190977
27,-0.3858172,-0.34139997,"('hardhearted', 'softhearted')",0.39779526,0.60378534,0.91025555,1.1060939,0.3074112,0.4561598,-0.1487486
53,-0.35499328,-0.09594921,"('uncreative', 'creative')",0.35687843,0.4409356,1.1657205,1.1268581,0.3892019,0.4906149,-0.101413
54,-0.35277608,-0.302298,"('incapable', 'capable')",-0.09020424,-0.20480499,1.3192546,1.0929674,0.2920914,0.1952881,0.0968033
9,0.32457656,0.58025455,"('unaffectionate', 'caring')",0.69548875,0.6778947,1.9452968,2.059703,0.988454,1.1059508,-0.1174968
67,0.2758434,0.33248872,"('doubtful', 'determined')",-0.7975527,-0.7848617,-0.9193634,-0.8176686,-0.4803576,-0.4233472,-0.0570104
71,-0.21522729,0.020475432,"('diffident', 'self-confident')",0.2877058,0.37204522,0.5860105,0.63205165,0.2194963,0.3415241,-0.1220278
15,0.1974355,0.22554815,"('boring', 'funny')",-0.41632432,-0.604555,0.2852436,0.27174875,0.0221183,-0.0357527,0.057871
2,0.14925893,-0.059979692,"('unlikable', 'likable')",0.641155,0.47823334,0.13741973,0.07488919,0.3092779,0.1643809,0.144897
17,0.077943765,0.012779176,"('nasty', 'nice')",-0.0016752146,-0.0153023265,-0.7534387,-0.61143726,-0.2257234,-0.2046535,-0.0210699
41,0.06340277,0.06026482,"('unforgiving', 'forgiving')",-0.24496396,-0.14809808,0.5844222,0.5211983,0.134287,0.144455,-0.010168
84,0.0032824874,0.04106865,"('inferior', 'superior')",-0.78401446,-0.8139927,0.6088915,0.689374,-0.0572802,-0.02785,-0.0294302
