,qwest_male,qwest_female,tuple,communications_male,communications_female,intl_male,intl_female,inc_male,inc_female,average_male,average_female,male-female
0,-1.9947639,-2.0060668,"('unsociable', 'sociable')",-0.1910671,-0.09130104,-1.1234832,-1.3013065,-0.5196212,-0.56530505,-0.9572338,-0.9909948,0.033761
81,-1.8817586,-1.5784168,"('submissive', 'aggressive')",0.6754963,1.0194349,-0.121268645,0.11678973,-1.2509503,-0.99799085,-0.6446203,-0.3600458,-0.2845745
14,-1.8311356,-1.460057,"('antisocial', 'social')",0.7328175,1.1637254,-0.26210478,-0.08490959,-0.74458843,-0.59349555,-0.5262528,-0.2436842,-0.2825686
86,-1.828885,-2.2274222,"('uninfluential', 'influential')",0.66679406,0.6850333,-1.7882484,-2.0138156,-0.21991427,-0.35845807,-0.7925634,-0.9786656,0.1861022
10,-1.7750647,-2.004598,"('unsympathetic', 'sympathetic')",0.067513265,0.40580636,-1.45574,-1.5531142,-0.14591101,-0.15802853,-0.8273006,-0.8274836,0.000183
57,-1.6245587,-1.8155345,"('unimaginative', 'imaginative')",-0.36852646,-0.29523766,-0.9417747,-0.88077086,-2.6545584,-2.646878,-1.3973546,-1.4096053,0.0122507
21,-1.5704759,-1.5624775,"('immoral', 'moral')",0.5595305,0.8352018,-0.7274454,-0.7528179,-1.0705544,-1.0372243,-0.7022363,-0.6293294,-0.0729069
55,-1.5401442,-1.4222221,"('incompetent', 'clever')",0.1586557,0.39248472,-1.0555426,-1.1380278,-0.018885389,0.0077360272,-0.6139792,-0.5400073,-0.0739719
49,-1.4867004,-1.2358284,"('unable', 'able')",-1.0974638,-0.71006036,-0.7571951,-0.6309734,-0.78134656,-0.61659986,-1.0306764,-0.7983655,-0.2323109
60,-1.3848554,-0.903322,"('inefficient', 'efficient')",1.6210054,2.3047533,-0.6082126,-0.40760338,-0.20716602,0.20170352,-0.1448071,0.2988829,-0.44369
39,1.3687656,1.4706331,"('exploitative', 'cooperative')",1.0021405,1.0951297,0.19285852,0.31937605,-0.05909872,-0.03329576,0.6261665,0.7129608,-0.0867943
48,-1.3562698,-1.3425758,"('unintelligent', 'intelligent')",0.059267186,0.24154699,-1.6073385,-1.732756,0.35853893,0.40444183,-0.6364506,-0.6073357,-0.0291149
73,1.3315003,1.3996719,"('helpless', 'self-reliant')",0.46553612,0.19138278,-0.79729325,-0.6395149,-3.7321491,-3.6781254,-0.6831015,-0.6816464,-0.0014551
52,1.3153342,0.7067329,"('irrational', 'rational')",-0.31479365,-0.8719163,-1.2922117,-1.2789638,-0.006475242,-0.30972338,-0.0745366,-0.4384676,0.363931
82,-1.1902782,-0.6508055,"('poor', 'rich')",0.77080923,1.3457719,0.958234,0.9200957,6.112473,6.348727,1.6628095,1.9909474,-0.3281379
59,1.1794385,1.0665206,"('foolish', 'wise')",-0.059156165,-0.47070467,0.22411177,0.27850935,0.30804917,0.2189354,0.4131108,0.2733152,0.1397956
69,1.1662587,1.0218048,"('lazy', 'industrious')",0.09025347,-0.24803236,1.6429633,1.4869739,-0.36088064,-0.5495199,0.6346487,0.4278066,0.2068421
