,ca_male,ca_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,male-female
36,-0.8217062,-0.6819247,"('hostile', 'amicable')",-0.66307646,-0.6279143,0.26467684,0.09312101,-0.406702,-0.4055727,-0.0011293
85,-0.8184401,-0.35097632,"('insignificant', 'prestigious')",-0.025040202,0.2881438,0.26309952,0.27049136,-0.1934603,0.0692196,-0.2626799
74,0.8002292,0.91844875,"('undedicated', 'dedicated')",-0.20012496,0.040241312,-0.19628628,-0.04554957,0.134606,0.3043802,-0.1697742
7,0.78479254,0.6163453,"('insensitive', 'sensitive')",0.26276445,0.299073,0.043617476,0.3360154,0.3637248,0.4171445,-0.0534197
43,0.7491668,0.59694046,"('irresponsible', 'responsible')",-0.54367423,-0.45720217,0.3918261,0.39476937,0.1991062,0.1781692,0.020937
77,0.7475225,0.49889457,"('unmotivated', 'motivated')",0.97577596,0.6424782,-0.8265706,-0.7912519,0.2989093,0.116707,0.1822023
78,-0.7440321,-0.9146211,"('nonresilient', 'resilient')",0.8232841,0.6485407,-0.06685901,0.00872718,0.004131,-0.0857844,0.0899154
19,-0.7386995,-0.55651736,"('inhospitable', 'hospitable')",-0.99122214,-0.74761385,-0.35283005,-0.24407336,-0.6942506,-0.5160682,-0.1781824
1,-0.66119283,-0.106072016,"('unfriendly', 'friendly')",-0.2689207,0.13627543,0.9763703,1.2888912,0.0154189,0.4396982,-0.4242793
16,-0.6596198,-0.7000271,"('unpopular', 'popular')",-0.17277569,-0.3267773,0.8185797,0.5324335,-0.0046053,-0.1647903,0.160185
29,0.6535408,0.74091667,"('unfair', 'fair')",-0.8938417,-0.810597,-0.8750752,-0.7509796,-0.371792,-0.2735533,-0.0982387
45,0.6342703,0.32657474,"('incompetent', 'competent')",-0.85564727,-0.7638604,-0.6045605,-0.55419797,-0.2753125,-0.3304945,0.055182
42,0.6227656,0.39872694,"('unreliable', 'reliable')",-1.0552225,-1.0587237,-3.0171616,-2.9156156,-1.1498729,-1.1918708,0.0419979
58,0.61576694,0.6571408,"('undiscriminating', 'discriminating')",-0.16364157,-0.08566338,-0.52375084,-0.3666326,-0.0238752,0.0682816,-0.0921568
80,0.5991677,0.17355025,"('dominated', 'dominating')",0.13758832,-0.09240246,-1.0627184,-1.0916369,-0.1086541,-0.3368297,0.2281756
0,0.53834397,0.17775092,"('unsociable', 'sociable')",-0.1813348,-0.44441625,-0.2738659,-0.22702414,0.0277144,-0.1645632,0.1922776
15,0.5276159,0.52865916,"('boring', 'funny')",0.25442395,0.21106921,0.57817626,0.47010064,0.4534054,0.4032764,0.050129
76,0.52203643,-0.19433373,"('anxious', 'daring')",0.36646459,-0.08177336,0.5270402,0.25862074,0.4718471,-0.0058288,0.4776759
81,0.46930328,-0.15618879,"('submissive', 'aggressive')",0.99308956,0.6317375,-0.26004428,-0.5603832,0.4007828,-0.0282782,0.429061
37,-0.46606448,-0.32098657,"('fake', 'genuine')",-0.45693016,-0.42408133,-0.099658296,0.21109027,-0.3408843,-0.1779925,-0.1628918
49,0.45465052,0.34512204,"('unable', 'able')",0.90337753,0.7737052,0.033960365,0.15568502,0.4639961,0.4248374,0.0391587
46,0.399838,0.029630713,"('uncompetitive', 'competitive')",0.47939575,0.1815607,-0.3889304,-0.576606,0.1634344,-0.1218049,0.2852393
9,0.37575644,0.80085313,"('unaffectionate', 'caring')",-0.15383478,0.1885257,0.7708997,1.1088152,0.3309405,0.699398,-0.3684575
64,-0.3519001,-0.4871223,"('shy', 'confident')",-0.37851864,-0.45707464,-5.853842,-5.690497,-2.1947535,-2.2115647,0.0168112
24,0.3402504,0.43728754,"('dishonest', 'honest')",-1.5797219,-1.363311,0.53487945,0.5166094,-0.234864,-0.1364714,-0.0983926
69,0.3261415,0.6162834,"('lazy', 'industrious')",0.74354076,1.0224711,-0.5086321,-0.18276887,0.1870167,0.4853286,-0.2983119
27,0.3183817,0.55575293,"('hardhearted', 'softhearted')",0.0068426672,0.19685659,0.4241855,0.7602788,0.2498033,0.5042961,-0.2544928
67,-0.30684873,-0.17089833,"('doubtful', 'determined')",0.29560614,0.33809423,-0.34389627,-0.32883096,-0.1183796,-0.0538784,-0.0645012
44,-0.29937202,-0.43034065,"('prejudiced', 'unprejudiced')",-0.26085916,-0.37475774,-0.7993255,-0.84353286,-0.4531856,-0.5495438,0.0963582
10,0.2712278,-0.10005124,"('unsympathetic', 'sympathetic')",-0.5583439,-0.7007975,-0.49312687,-0.49147868,-0.260081,-0.4307758,0.1706948
26,-0.2644175,-0.06514542,"('hardhearted', 'benevolent')",0.49178252,0.78740996,1.2206753,1.5347956,0.4826801,0.7523534,-0.2696733
68,0.2448446,-0.012884799,"('dependent', 'independent')",-0.067728825,-0.24150452,-0.77241266,-0.6143575,-0.1984323,-0.2895823,0.09115
63,0.23827104,0.16409747,"('unperceptive', 'insightful')",0.16377865,0.27596048,0.5221698,0.6235263,0.3080732,0.3545281,-0.0464549
53,-0.23520014,-0.105087675,"('uncreative', 'creative')",0.7631036,0.93675345,0.6629556,0.75662524,0.396953,0.5294303,-0.1324773
25,-0.22899696,-0.061459213,"('egoistic', 'altruistic')",0.32854426,0.4188552,1.4382377,1.3668618,0.512595,0.5747526,-0.0621576
83,0.20089951,0.26542127,"('powerless', 'powerful')",0.23935679,0.24145956,-1.0347748,-0.89179987,-0.1981728,-0.1283063,-0.0698665
17,0.18959224,0.20429425,"('nasty', 'nice')",-0.86831117,-0.87951535,-0.31239897,-0.5361589,-0.3303726,-0.4037933,0.0734207
70,0.18608251,-0.034809396,"('lethargic', 'energetic')",-0.24890766,-0.16844843,0.46095568,0.5315077,0.1327102,0.1094166,0.0232936
47,-0.16968514,-0.037578084,"('stupid', 'smart')",0.91481423,0.96705705,5.3899646,5.4917083,2.0450312,2.1403958,-0.0953646
32,0.16500434,0.19604585,"('unkind', 'kind')",0.041279733,-0.022136256,0.9008101,0.7897649,0.3690314,0.3212248,0.0478066
51,-0.14699256,-0.5270201,"('uneducated', 'educated')",-0.2982434,-0.41478205,0.23979795,0.24462514,-0.0684793,-0.2323923,0.163913
33,-0.14540368,0.19303954,"('wrong', 'right')",-0.044155505,0.23399577,-0.75298524,-0.47049037,-0.3141815,-0.014485,-0.2996965
28,0.14069507,0.20427322,"('disloyal', 'loyal')",-0.09672196,-0.00016970932,0.8149203,0.808826,0.2862978,0.3376432,-0.0513454
18,-0.110791646,-0.016908303,"('disagreeable', 'welcoming')",-0.026616797,0.060182616,-0.3613456,-0.25725225,-0.1662513,-0.071326,-0.0949253
71,0.0830874,0.51403624,"('diffident', 'self-confident')",0.7456914,0.991916,0.17341271,0.45088723,0.3340638,0.6522798,-0.318216
87,0.062861845,-0.19647314,"('unsuccessful', 'successful')",0.67599154,0.38092852,0.56542885,0.6199204,0.4347607,0.2681253,0.1666354
54,0.04999265,0.27217034,"('incapable', 'capable')",0.14351203,0.25432873,0.95856595,1.106872,0.3840235,0.544457,-0.1604335
52,0.047667027,0.37782997,"('irrational', 'rational')",-0.3018008,-0.25971407,-0.0017842297,-0.07427382,-0.085306,0.014614,-0.09992
57,0.047570486,0.030405631,"('unimaginative', 'imaginative')",0.49595433,0.6054485,-2.6406457,-2.4187016,-0.6990403,-0.5942825,-0.1047578
86,-0.045815285,0.06299216,"('uninfluential', 'influential')",-0.3252463,-0.1286084,-0.582888,-0.22489133,-0.3179832,-0.0968359,-0.2211473
38,-0.032822415,0.11360417,"('untruthful', 'truthful')",-0.8139755,-0.6593741,0.065032005,-0.030360853,-0.2605886,-0.1920436,-0.068545
75,-0.025386356,0.077060476,"('meek', 'impulsive')",-0.02943705,0.068554595,-0.2814701,-0.25629818,-0.1120978,-0.0368944,-0.0752034
40,0.0054053944,0.30272964,"('stingy', 'generous')",-0.5258347,-0.23946922,-2.2235062,-1.8848441,-0.9146452,-0.6071945,-0.3074507
