,qualcomm_male,qualcomm_female,tuple,inc_male,inc_female,average_male,average_female,male-female
72,-1.50419,-1.3267615,"('unambitious', 'ambitious')",-0.9856821,-0.6566454,-1.244936,-0.9917035,-0.2532325
57,-1.470324,-1.7982912,"('unimaginative', 'imaginative')",-2.413739,-2.5439959,-1.9420315,-2.1711435,0.229112
51,-1.4355536,-1.2559395,"('uneducated', 'educated')",0.45518935,0.51379734,-0.4901821,-0.3710711,-0.119111
59,1.3779998,1.1137325,"('foolish', 'wise')",0.49144813,0.27695948,0.934724,0.695346,0.239378
41,-1.3625139,-1.4860996,"('unforgiving', 'forgiving')",0.20179696,-0.20572047,-0.5803584,-0.84591,0.2655516
30,-1.3131789,-1.384178,"('intolerant', 'tolerant')",1.1785434,1.2036093,-0.0673177,-0.0902843,0.0229666
32,-1.3063595,-1.0311592,"('unkind', 'kind')",0.4372312,0.6681985,-0.4345642,-0.1814803,-0.2530839
21,-1.2875295,-1.0221738,"('immoral', 'moral')",-0.9776453,-0.7115971,-1.1325874,-0.8668854,-0.265702
33,1.2846527,0.9297792,"('wrong', 'right')",-0.34687418,-0.74143714,0.4688893,0.094171,0.3747183
44,1.2793859,1.6074905,"('prejudiced', 'unprejudiced')",-1.236334,-0.9845406,0.021526,0.311475,-0.289949
3,-1.251128,-0.91180766,"('repellent', 'pleasant')",-0.1499463,0.13090067,-0.7005371,-0.3904535,-0.3100836
56,-1.2504443,-0.9609547,"('impractical', 'practical')",-0.5741941,-0.19714563,-0.9123192,-0.5790502,-0.333269
27,-1.2179785,-1.1962333,"('hardhearted', 'softhearted')",1.3758804,1.0815213,0.0789509,-0.057356,0.1363069
8,-1.1727237,-1.7204458,"('unaffectionate', 'affectionate')",1.0048615,0.7207337,-0.0839311,-0.499856,0.4159249
77,-1.0596867,-0.90612376,"('unmotivated', 'motivated')",-1.474015,-1.1899703,-1.2668508,-1.0480471,-0.2188037
82,-0.88979304,-0.56653637,"('poor', 'rich')",5.695951,6.0091715,2.403079,2.7213175,-0.3182385
14,-0.8857922,-0.96908504,"('antisocial', 'social')",-0.4836631,-0.5666953,-0.6847277,-0.7678902,0.0831625
79,0.88154036,0.5630246,"('wavering', 'unwavering')",0.022939257,-0.17953412,0.4522398,0.1917452,0.2604946
84,0.87965435,0.72937846,"('inferior', 'superior')",1.1410925,1.0533541,1.0103735,0.8913663,0.1190072
29,0.86310047,0.74519414,"('unfair', 'fair')",-0.25227252,-0.72190917,0.305414,0.0116425,0.2937715
75,0.8300356,0.8440904,"('meek', 'impulsive')",-0.34842032,-0.49475616,0.2408077,0.1746671,0.0661406
76,-0.82366735,-0.3577471,"('anxious', 'daring')",0.0019365661,0.36452818,-0.4108654,0.0033905,-0.4142559
74,-0.82205373,-0.9501964,"('undedicated', 'dedicated')",0.20778751,0.12773034,-0.3071331,-0.411233,0.1040999
53,-0.8194003,-1.2980525,"('uncreative', 'creative')",0.9265291,0.60887676,0.0535644,-0.3445879,0.3981523
16,0.8122169,0.6942396,"('unpopular', 'popular')",0.56755793,0.364692,0.6898874,0.5294658,0.1604216
65,-0.7879305,-0.74398893,"('insecure', 'secure')",-0.69942075,-0.2735445,-0.7436756,-0.5087667,-0.2349089
83,0.7642276,0.48830846,"('powerless', 'powerful')",-0.60498345,-0.67025846,0.0796221,-0.090975,0.1705971
80,-0.7421223,-0.8331367,"('dominated', 'dominating')",-1.6611733,-1.5085578,-1.2016478,-1.1708472,-0.0308006
15,0.6656902,0.4268771,"('boring', 'funny')",0.56885505,0.28714964,0.6172726,0.3570134,0.2602592
39,0.65891975,0.522474,"('exploitative', 'cooperative')",0.27555725,0.276067,0.4672385,0.3992705,0.067968
25,0.64713424,0.3566261,"('egoistic', 'altruistic')",1.8305986,1.7944118,1.2388664,1.075519,0.1633474
20,0.64696676,0.7886746,"('rough', 'thoughtful')",1.3170971,1.4808286,0.9820319,1.1347516,-0.1527197
87,0.6439371,0.32870287,"('unsuccessful', 'successful')",0.62196255,0.58938414,0.6329498,0.4590435,0.1739063
48,-0.627669,-0.77392435,"('unintelligent', 'intelligent')",0.6958555,1.0040867,0.0340933,0.1150812,-0.0809879
52,0.6184739,0.116854146,"('irrational', 'rational')",0.5817339,0.21261448,0.6001039,0.1647343,0.4353696
50,0.58202285,0.76151925,"('clumsy', 'skillful')",-0.08452879,0.14393477,0.248747,0.452727,-0.20398
26,0.5531406,0.14127733,"('hardhearted', 'benevolent')",2.1329927,2.0555277,1.3430667,1.0984025,0.2446642
2,0.5487307,0.41185352,"('unlikable', 'likable')",0.5977297,0.5903405,0.5732301,0.501097,0.0721331
6,0.542571,0.1701703,"('distant', 'open')",0.6310423,0.123340584,0.5868067,0.1467554,0.4400513
71,0.53880125,0.2008044,"('diffident', 'self-confident')",0.8610719,0.7477667,0.6999366,0.4742855,0.2256511
1,-0.49754888,-1.1705424,"('unfriendly', 'friendly')",2.1520674,1.7228186,0.8272593,0.2761381,0.5511212
67,-0.46837765,-0.2562948,"('doubtful', 'determined')",-0.71276367,-0.74344254,-0.5905707,-0.4998687,-0.090702
78,-0.46582532,-0.322633,"('nonresilient', 'resilient')",0.23273961,0.31089926,-0.1165429,-0.0058669,-0.110676
5,0.45768303,0.1345554,"('distant', 'outgoing')",0.007614456,-0.40809175,0.2326487,-0.1367682,0.3694169
34,-0.45463547,-0.43346435,"('mean', 'honorable')",5.766811,5.9588165,2.6560876,2.762676,-0.1065884
4,0.4450465,0.12488008,"('disliked', 'liked')",-6.0148168,-6.5268435,-2.7848852,-3.2009816,0.4160964
42,-0.428386,-0.009499259,"('unreliable', 'reliable')",-3.3513577,-2.972103,-1.8898718,-1.4908012,-0.3990706
58,-0.4155492,-0.9421653,"('undiscriminating', 'discriminating')",0.28835076,-0.06343359,-0.0635992,-0.5027995,0.4392003
19,-0.40701187,-0.6728655,"('inhospitable', 'hospitable')",-0.046276778,-0.33306637,-0.2266443,-0.5029659,0.2763216
22,-0.3197858,-0.4397118,"('untrustworthy', 'trustworthy')",-0.912932,-1.1940275,-0.6163589,-0.8168697,0.2005108
49,-0.31934866,-0.39240035,"('unable', 'able')",-0.18160914,-0.10414736,-0.2504789,-0.2482738,-0.0022051
68,0.31837073,0.3781047,"('dependent', 'independent')",-0.45823708,-0.5462954,-0.0699332,-0.0840954,0.0141622
61,-0.29195905,-0.5638331,"('illogical', 'logical')",0.37257642,0.14224236,0.0403087,-0.2107954,0.2511041
37,-0.24850681,-0.17825446,"('fake', 'genuine')",0.29860014,0.1970559,0.0250467,0.0094007,0.015646
64,-0.1895801,-0.17301954,"('shy', 'confident')",-6.642239,-6.4638157,-3.4159095,-3.3184175,-0.097492
17,0.15724163,-0.15789925,"('nasty', 'nice')",-0.41208726,-0.60995305,-0.1274228,-0.3839262,0.2565034
66,0.14674528,-0.3755686,"('inactive', 'active')",0.8848226,0.3025893,0.515784,-0.0364897,0.5522737
54,-0.12697081,-0.27915016,"('incapable', 'capable')",1.0302118,1.1573397,0.4516205,0.4390948,0.0125257
88,0.12412341,-0.00830958,"('low', 'eminent')",0.24278814,0.4462118,0.1834558,0.2189511,-0.0354953
47,-0.08835323,-0.06745052,"('stupid', 'smart')",5.3402643,5.4833794,2.6259556,2.7079644,-0.0820088
40,-0.0682141,-0.4471704,"('stingy', 'generous')",-1.0688645,-1.5911059,-0.5685393,-1.0191382,0.4505989
18,0.007126905,-0.3740977,"('disagreeable', 'welcoming')",0.0043597966,-0.35168418,0.0057434,-0.362891,0.3686344
