,american_male,american_female,tuple,electric_male,electric_female,power_male,power_female,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
66,1.7275715,1.1202805,"('inactive', 'active')",0.4979242,0.03618352,0.2500426,-0.09421119,0.7921935,0.19183353,1.5175999,1.2145337,0.9570663,0.493724,0.4633423
73,1.4214882,1.4205078,"('helpless', 'self-reliant')",1.7647079,1.4316912,1.1629145,1.0492717,0.75736165,0.8574964,-3.598064,-3.5909498,0.3016816,0.2336034,0.0680782
16,-1.3530197,-1.4289765,"('unpopular', 'popular')",0.15603384,-0.0067812502,-0.1843119,-0.22748743,-0.69291437,-0.44551843,0.8292557,0.9684603,-0.2489913,-0.2280607,-0.0209306
77,-1.2894874,-1.0591189,"('unmotivated', 'motivated')",-1.5212682,-1.1428071,-0.5292158,-0.40679985,-1.190319,-0.8572426,-1.4075515,-1.1658144,-1.1875685,-0.9263565,-0.261212
26,1.2318925,1.0019583,"('hardhearted', 'benevolent')",1.8880879,1.6750106,1.6141764,1.400661,2.3819754,2.1305306,1.7415153,1.8200263,1.7715294,1.6056374,0.165892
36,-1.1608814,-1.6627389,"('hostile', 'amicable')",0.6174709,0.12558575,-0.070256144,-0.34006503,-0.51851904,-0.55504006,0.5800894,0.67802656,-0.1104193,-0.3508463,0.240427
0,-1.1543846,-1.0643034,"('unsociable', 'sociable')",-2.461259,-2.28856,-1.3707222,-1.3350488,-0.2373327,-0.51109564,-0.7586098,-0.64614296,-1.1964617,-1.1690301,-0.0274316
40,1.1533519,0.6102883,"('stingy', 'generous')",0.56063384,0.27483153,0.19317307,-0.0792072,-0.031600893,-0.72923756,-1.5478517,-1.9312288,0.0655412,-0.3709107,0.4364519
47,-1.1146926,-0.7103199,"('stupid', 'smart')",-1.1531698,-0.81336975,-0.289325,0.096142605,0.39982152,0.5320411,5.2183304,5.4539623,0.6121929,0.9116913,-0.2994984
29,-1.1133376,-1.4361224,"('unfair', 'fair')",-0.24763286,-0.4839542,0.034184694,-0.19341436,-0.905936,-1.1789016,-0.44081187,-0.6234382,-0.5347067,-0.7831662,0.2484595
12,1.0304648,0.9360577,"('unsupportive', 'supportive')",-0.4024878,-0.2409128,0.306286,0.2532886,-1.0289373,-1.2167372,-1.7917438,-1.9198923,-0.3772836,-0.4376392,0.0603556
51,0.986095,0.88238853,"('uneducated', 'educated')",-0.4843423,-0.81440246,-0.6559845,-0.98559785,0.34389228,-0.10272458,0.67699146,0.5044755,0.1733304,-0.1031722,0.2765026
24,0.9597269,1.4622186,"('dishonest', 'honest')",-1.2638365,-0.63688433,-0.8990721,-0.457098,-0.87367237,-0.63898146,1.2184002,1.2673199,-0.1716908,0.199315,-0.3710058
49,-0.91633075,-0.4932583,"('unable', 'able')",-0.8306727,-0.3728438,-0.38384938,-0.18017694,-1.2270004,-0.8799541,-0.7163584,-0.28345585,-0.8148422,-0.4419378,-0.3729044
78,-0.80362,-0.8837789,"('nonresilient', 'resilient')",-0.8497875,-0.83987427,0.012933999,-0.11234577,-0.3970354,-0.38140386,0.13665839,0.27576393,-0.3801701,-0.3883278,0.0081577
31,-0.7900741,-1.4365767,"('evil', 'good')",0.62052596,0.04707364,0.32293683,-0.01739664,-0.32849583,-0.6763587,-1.2383425,-1.4270917,-0.2826899,-0.70207,0.4193801
80,0.7791332,0.6212746,"('dominated', 'dominating')",-0.18583018,-0.38311183,0.18431808,-0.057051867,0.99506426,0.6010724,-1.1721367,-1.4008726,0.1201097,-0.1237379,0.2438476
