,ciena_male,ciena_female,tuple,corp_male,corp_female,average_male,average_female,male-female
23,-0.7488495,-0.69534224,"('insincere', 'sincere')",6.479968,5.6188416,2.8655593,2.4617498,0.4038095
12,-0.74662226,-0.69445723,"('unsupportive', 'supportive')",-1.9204761,-1.916759,-1.3335491,-1.3056082,-0.0279409
38,-0.7164317,-0.7372422,"('untruthful', 'truthful')",0.13004,-0.16258973,-0.2931958,-0.449916,0.1567202
25,-0.70545965,-0.532627,"('egoistic', 'altruistic')",0.19930412,0.2943157,-0.2530778,-0.1191556,-0.1339222
0,-0.6735394,-0.6811843,"('unsociable', 'sociable')",-0.18184415,0.018751452,-0.4276918,-0.3312164,-0.0964754
59,0.65655696,0.30308148,"('foolish', 'wise')",-0.29423654,-0.83755314,0.1811602,-0.2672358,0.448396
49,0.64285547,0.51208615,"('unable', 'able')",-0.11293003,-0.20289926,0.2649627,0.1545934,0.1103693
39,0.62549645,1.064517,"('exploitative', 'cooperative')",0.083902754,0.24563298,0.3546996,0.655075,-0.3003754
67,0.5955841,0.7422552,"('doubtful', 'determined')",-0.26263273,-0.24305277,0.1664757,0.2496012,-0.0831255
30,0.5873588,0.5852974,"('intolerant', 'tolerant')",1.0784065,1.4233419,0.8328826,1.0043197,-0.1714371
3,-0.58459824,-0.39444703,"('repellent', 'pleasant')",1.1468041,1.3297074,0.2811029,0.4676302,-0.1865273
73,0.578965,0.55239046,"('helpless', 'self-reliant')",-3.8166475,-3.43255,-1.6188413,-1.4400797,-0.1787616
65,0.56653136,0.27693292,"('insecure', 'secure')",0.2874162,0.38806567,0.4269738,0.3324993,0.0944745
13,-0.5408843,-0.34242532,"('impolite', 'polite')",-0.40251765,-0.10932839,-0.471701,-0.2258769,-0.2458241
20,0.53626347,0.29249573,"('rough', 'thoughtful')",0.7845192,0.7606459,0.6603913,0.5265708,0.1338205
28,-0.5350196,-0.27661207,"('disloyal', 'loyal')",1.3377242,1.1080344,0.4013523,0.4157112,-0.0143589
60,0.5319461,0.76155055,"('inefficient', 'efficient')",0.83964217,1.2189304,0.6857941,0.9902405,-0.3044464
35,-0.5301418,-0.4789769,"('corrupt', 'incorrupt')",-1.163169,-1.4941635,-0.8466554,-0.9865702,0.1399148
24,-0.5277329,-0.52780926,"('dishonest', 'honest')",1.2502183,0.6353319,0.3612427,0.0537613,0.3074814
14,0.5233818,0.39910883,"('antisocial', 'social')",0.09077873,0.57291424,0.3070803,0.4860115,-0.1789312
63,-0.51740265,-0.55360925,"('unperceptive', 'insightful')",0.83902663,0.6351427,0.160812,0.0407667,0.1200453
58,0.5134394,0.3470561,"('undiscriminating', 'discriminating')",0.48422912,0.46388584,0.4988343,0.405471,0.0933633
43,-0.49750748,-0.5336973,"('irresponsible', 'responsible')",0.8471999,0.6840228,0.1748462,0.0751627,0.0996835
46,-0.47938147,-0.4591685,"('uncompetitive', 'competitive')",-0.15905452,0.23031834,-0.319218,-0.1144251,-0.2047929
88,-0.47252595,-0.02043336,"('low', 'eminent')",-0.172862,-0.020735536,-0.322694,-0.0205844,-0.3021096
71,-0.46873823,-0.15813342,"('diffident', 'self-confident')",-0.1001105,-0.10796021,-0.2844244,-0.1330468,-0.1513776
66,-0.4640792,-0.82567394,"('inactive', 'active')",-0.18786475,-0.53472024,-0.325972,-0.6801971,0.3542251
82,-0.44272846,0.03680007,"('poor', 'rich')",6.924545,6.4254975,3.2409081,3.2311487,0.0097594
54,-0.41741946,-0.3455001,"('incapable', 'capable')",0.7457733,0.34647822,0.1641769,0.0004891,0.1636878
50,0.41621554,0.66389084,"('clumsy', 'skillful')",0.043109752,-0.30095002,0.2296626,0.1814704,0.0481922
52,0.37846473,0.18427113,"('irrational', 'rational')",-0.68158144,-1.0184019,-0.1515584,-0.4170654,0.265507
29,0.37144697,-0.121793255,"('unfair', 'fair')",-0.389138,-0.6199312,-0.0088455,-0.3708622,0.3620167
11,-0.3675651,-0.20734785,"('unhelpful', 'helpful')",2.7298982,2.43219,1.1811665,1.112421,0.0687455
70,-0.3525509,-0.3953717,"('lethargic', 'energetic')",0.85396385,0.7920608,0.2507065,0.1983445,0.052362
72,0.3357867,0.25519657,"('unambitious', 'ambitious')",-0.06908913,-0.60166097,0.1333488,-0.1732322,0.306581
75,0.33321837,0.5600604,"('meek', 'impulsive')",-1.1347069,-0.9422348,-0.4007443,-0.1910872,-0.2096571
15,0.33048487,0.53824234,"('boring', 'funny')",-0.21255617,0.0069001727,0.0589643,0.2725713,-0.213607
64,-0.293446,-0.37160727,"('shy', 'confident')",-6.370573,-5.5120416,-3.3320096,-2.9418244,-0.3901852
83,0.2857746,0.060818188,"('powerless', 'powerful')",-0.6123204,-0.79129225,-0.1632729,-0.365237,0.2019641
51,-0.26952022,-0.40966377,"('uneducated', 'educated')",0.45552468,0.5203118,0.0930022,0.055324,0.0376782
4,-0.26560864,-0.08002033,"('disliked', 'liked')",-7.5700736,-6.581458,-3.9178412,-3.3307393,-0.5871019
44,0.2608308,0.23203424,"('prejudiced', 'unprejudiced')",-1.5324303,-1.3141696,-0.6357998,-0.5410677,-0.0947321
69,0.24003121,0.39554206,"('lazy', 'industrious')",-1.584977,-1.2835448,-0.6724729,-0.4440014,-0.2284715
87,-0.18058679,-0.27511302,"('unsuccessful', 'successful')",0.42161152,0.3718911,0.1205124,0.048389,0.0721234
48,0.17980823,0.08731374,"('unintelligent', 'intelligent')",1.4391972,1.180362,0.8095027,0.6338379,0.1756648
61,-0.17050844,-0.1775414,"('illogical', 'logical')",0.4069051,0.36366814,0.1181983,0.0930634,0.0251349
81,0.16859627,0.06731502,"('submissive', 'aggressive')",0.22667882,0.42738175,0.1976375,0.2473484,-0.0497109
17,0.1657347,0.3179448,"('nasty', 'nice')",-0.66149294,-0.63833004,-0.2478791,-0.1601926,-0.0876865
37,-0.16369829,-0.22363552,"('fake', 'genuine')",0.46841943,-0.068985894,0.1523606,-0.1463107,0.2986713
27,-0.14189841,-0.37264064,"('hardhearted', 'softhearted')",0.9454984,0.45382997,0.4018,0.0405947,0.3612053
32,-0.12928239,0.14889152,"('unkind', 'kind')",0.97944456,0.87423265,0.4250811,0.5115621,-0.086481
41,-0.12725377,0.19417635,"('unforgiving', 'forgiving')",-0.09263627,0.068328366,-0.109945,0.1312523,-0.2411973
26,0.11202997,0.42153692,"('hardhearted', 'benevolent')",1.1242347,1.2591196,0.6181324,0.8403283,-0.2221959
16,-0.111857116,0.13269733,"('unpopular', 'popular')",-0.032386504,0.15638727,-0.0721218,0.1445423,-0.2166641
85,0.11087899,0.6293599,"('insignificant', 'prestigious')",-1.2711263,-1.2347,-0.5801237,-0.30267,-0.2774537
56,-0.1100352,-0.040164616,"('impractical', 'practical')",0.20885824,0.51049626,0.0494115,0.2351658,-0.1857543
68,0.10504275,0.0071488395,"('dependent', 'independent')",-0.50618553,-0.5393791,-0.2005714,-0.2661151,0.0655437
80,-0.08642492,-0.5686084,"('dominated', 'dominating')",-0.51919335,-0.587804,-0.3028091,-0.5782062,0.2753971
21,0.082994826,0.13764396,"('immoral', 'moral')",0.07307267,0.2223281,0.0780337,0.179986,-0.1019523
55,0.06804293,0.08991006,"('incompetent', 'clever')",0.776224,0.96250653,0.4221335,0.5262083,-0.1040748
47,-0.04927855,-0.51669604,"('stupid', 'smart')",5.7812257,4.942513,2.8659735,2.2129085,0.653065
74,-0.037260935,-0.0470801,"('undedicated', 'dedicated')",-0.2112655,-0.29232275,-0.1242632,-0.1697014,0.0454382
33,-0.028442077,-0.11400586,"('wrong', 'right')",-1.4116832,-1.6083976,-0.7200626,-0.8612018,0.1411392
40,-0.02426155,-0.2823256,"('stingy', 'generous')",-2.2219286,-2.3575096,-1.123095,-1.3199176,0.1968226
34,-0.022499446,0.24090955,"('mean', 'honorable')",6.034605,5.657726,3.0060527,2.9493177,0.056735
22,-0.005460307,-0.3457854,"('untrustworthy', 'trustworthy')",-0.9604998,-1.0716854,-0.4829801,-0.7087354,0.2257553
18,-0.0031853486,0.35053456,"('disagreeable', 'welcoming')",-0.77468836,-0.67753726,-0.3889368,-0.1635014,-0.2254354
