,l3_male,l3_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,male-female
70,0.62213564,0.62842256,"('lethargic', 'energetic')",0.06894782,0.11878772,0.7458884,0.8876992,0.4789906,0.5449698,-0.0659792
30,0.60978734,0.51202697,"('intolerant', 'tolerant')",1.4955672,1.3899634,0.97119915,0.9706836,1.0255179,0.957558,0.0679599
65,0.604824,0.434802,"('insecure', 'secure')",-0.21808687,-0.22056292,-0.31004187,-0.06881247,0.0255651,0.0484755,-0.0229104
63,0.5827469,0.64366907,"('unperceptive', 'insightful')",0.35233676,0.60743654,0.90102756,1.1282558,0.6120371,0.7931205,-0.1810834
7,0.5615359,0.62631595,"('insensitive', 'sensitive')",0.60008234,0.83536243,0.77221453,1.0300324,0.6446109,0.8305702,-0.1859593
34,-0.5526571,-0.57948685,"('mean', 'honorable')",0.052464798,0.08663661,6.147858,6.221268,1.8825553,1.9094726,-0.0269173
73,0.5437483,0.37446758,"('helpless', 'self-reliant')",0.41732737,0.3362862,-2.9794245,-2.7978299,-0.6727829,-0.6956921,0.0229092
21,0.5381982,0.5141518,"('immoral', 'moral')",0.35710335,0.38703504,-0.9438625,-0.8532672,-0.016187,0.0159732,-0.0321602
16,-0.5342731,-0.6383227,"('unpopular', 'popular')",-0.47383654,-0.421085,0.49184346,0.338256,-0.1720887,-0.2403839,0.0682952
57,-0.5334837,-0.7824572,"('unimaginative', 'imaginative')",0.6115988,0.58110076,-2.3315573,-2.4365869,-0.7511474,-0.8793144,0.128167
76,0.5100773,0.58206314,"('anxious', 'daring')",0.1961089,0.32102388,-0.14280447,0.09852467,0.1877939,0.3338706,-0.1460767
82,-0.4917119,-0.39004,"('poor', 'rich')",0.42647782,0.5360808,6.1804957,6.4467225,2.0384205,2.1975878,-0.1591673
71,0.46787512,0.5480356,"('diffident', 'self-confident')",0.48070365,0.7112342,0.4954997,0.58175695,0.4813595,0.6136756,-0.1323161
12,0.46497273,0.646675,"('unsupportive', 'supportive')",0.45992967,0.77139586,-1.431235,-1.3981392,-0.1687775,0.0066439,-0.1754214
86,-0.46287334,-0.5684401,"('uninfluential', 'influential')",-0.08243251,-0.11065016,-0.13395482,-0.29921287,-0.2264202,-0.326101,0.0996808
52,-0.4572176,-0.75035137,"('irrational', 'rational')",-0.35869148,-0.63041687,0.39208603,0.14540924,-0.1412744,-0.4117864,0.270512
51,0.45303673,0.28423274,"('uneducated', 'educated')",-0.018014336,-0.14444694,0.7030482,0.47688973,0.3793569,0.2055585,0.1737984
3,0.45050818,0.3096463,"('repellent', 'pleasant')",0.17557229,0.35618615,-0.0024406314,0.0963869,0.2078799,0.2540731,-0.0461932
27,-0.4396818,-0.12409778,"('hardhearted', 'softhearted')",0.2247011,0.5850011,1.237984,1.5103053,0.3410011,0.6570695,-0.3160684
24,-0.43786013,-0.3302325,"('dishonest', 'honest')",-1.6246753,-1.659791,0.61493945,0.7523954,-0.4825319,-0.4125427,-0.0699892
84,0.37549236,0.2360686,"('inferior', 'superior')",0.44293782,0.25011644,0.7493193,0.658797,0.5225832,0.3816607,0.1409225
22,0.34255287,0.3821069,"('untrustworthy', 'trustworthy')",-0.20959118,-0.10260616,-0.6898071,-0.56147563,-0.1856151,-0.0939916,-0.0916235
29,0.27472022,0.2739121,"('unfair', 'fair')",-1.0384887,-0.8927513,-0.7350493,-0.79309547,-0.499606,-0.4706449,-0.0289611
11,0.25684902,0.20830415,"('unhelpful', 'helpful')",0.7223586,0.8389956,2.1790574,2.0699239,1.052755,1.0390746,0.0136804
47,-0.25233614,-0.18490013,"('stupid', 'smart')",0.718648,0.781873,5.390343,5.648846,1.9522184,2.0819397,-0.1297213
46,0.24474195,0.40972927,"('uncompetitive', 'competitive')",0.29193228,0.48513734,-0.62879914,-0.604907,-0.0307083,0.0966532,-0.1273615
72,0.24470276,0.33679545,"('unambitious', 'ambitious')",-1.0029681,-0.90798426,-1.2616456,-0.8751793,-0.6733036,-0.4821227,-0.1911809
2,0.22147463,0.13914905,"('unlikable', 'likable')",0.16545999,0.055274777,0.7809668,0.6542206,0.3893005,0.2828815,0.106419
17,-0.2097924,-0.19559872,"('nasty', 'nice')",-0.90755033,-0.8725072,-0.5295171,-0.45628196,-0.5489533,-0.5081293,-0.040824
45,0.20950428,0.29654533,"('incompetent', 'competent')",-0.58814996,-0.47159153,-0.5162683,-0.51884556,-0.2983047,-0.2312973,-0.0670074
75,-0.20840734,-0.24982408,"('meek', 'impulsive')",-0.012021698,-0.09185636,-0.37121093,-0.34319213,-0.1972133,-0.2282909,0.0310776
68,0.20720682,0.22601707,"('dependent', 'independent')",-0.29990935,-0.12588945,-0.64977574,-0.25100133,-0.2474928,-0.0502912,-0.1972016
18,-0.19474408,-0.20910807,"('disagreeable', 'welcoming')",0.20952123,0.28575605,-0.18822339,-0.23774037,-0.0578154,-0.0536975,-0.0041179
58,-0.19284472,-0.119778626,"('undiscriminating', 'discriminating')",0.14333245,0.2767601,-0.21595734,-0.16953291,-0.0884899,-0.0041838,-0.0843061
33,0.16216291,0.24356295,"('wrong', 'right')",0.09534097,0.09046777,-0.3518989,-0.35380107,-0.031465,-0.0065901,-0.0248749
50,0.16182716,0.13309778,"('clumsy', 'skillful')",0.09535367,0.2430575,0.30271032,0.45300502,0.1866304,0.2763868,-0.0897564
87,0.15955225,0.083707295,"('unsuccessful', 'successful')",0.44648394,0.45393237,0.65650356,0.8602837,0.4208466,0.4659745,-0.0451279
59,0.15762645,0.093553334,"('foolish', 'wise')",-0.108788006,-0.09366352,0.3461037,0.48109195,0.1316474,0.1603273,-0.0286799
40,-0.15357774,0.05417014,"('stingy', 'generous')",0.11532925,0.39066675,-1.2215887,-1.2534139,-0.4199458,-0.2695257,-0.1504201
20,0.15053065,0.29788965,"('rough', 'thoughtful')",0.6239152,0.8770828,0.46279177,0.5541157,0.4124125,0.5763628,-0.1639503
61,0.15031071,0.052259173,"('illogical', 'logical')",0.23531401,0.23092842,0.08459834,0.1817434,0.156741,0.154977,0.001764
83,-0.13304299,-0.14886963,"('powerless', 'powerful')",-0.17646596,-0.028113913,-1.1781492,-1.0279558,-0.495886,-0.4016465,-0.0942395
48,-0.13278334,-0.02837541,"('unintelligent', 'intelligent')",0.9018924,1.111796,0.7315645,0.6489581,0.5002245,0.5774596,-0.0772351
23,-0.10627374,-0.098973244,"('insincere', 'sincere')",-0.19507875,-0.04003125,5.7451024,5.9681726,1.8145833,1.9430559,-0.1284726
10,-0.10168285,-0.1325347,"('unsympathetic', 'sympathetic')",-0.89448726,-0.7344703,-0.59311914,-0.40299076,-0.5297631,-0.4233319,-0.1064312
43,0.10093412,0.34264526,"('irresponsible', 'responsible')",-0.685779,-0.59872985,0.23002444,0.33656076,-0.1182735,0.0268254,-0.1450989
77,0.08705002,0.05150983,"('unmotivated', 'motivated')",0.74095714,0.8886768,-1.3101305,-1.2246735,-0.1607078,-0.0948289,-0.0658789
37,-0.07011692,0.124506555,"('fake', 'genuine')",-0.3074882,-0.27462423,0.3358779,0.6479344,-0.0139091,0.1659389,-0.179848
74,0.06143394,0.16486576,"('undedicated', 'dedicated')",0.1874802,0.37587267,0.10593441,0.014745323,0.1182829,0.1851613,-0.0668784
15,0.052771904,0.075375244,"('boring', 'funny')",0.06878938,-0.031857822,0.661394,0.728743,0.2609851,0.2574201,0.003565
32,-0.048398197,0.0030818544,"('unkind', 'kind')",-0.108605884,-0.067234665,1.0095012,1.0291101,0.2841657,0.3216524,-0.0374867
49,0.0464356,0.3147516,"('unable', 'able')",0.65642864,0.9900075,0.29348376,0.80454195,0.332116,0.7031004,-0.3709844
44,-0.03457987,-0.1376208,"('prejudiced', 'unprejudiced')",-0.4687623,-0.50926703,-1.2646221,-1.3256041,-0.5893214,-0.6574973,0.0681759
41,0.0260164,-0.15019087,"('unforgiving', 'forgiving')",-0.48173773,-0.51362866,0.5234558,0.15440813,0.0225782,-0.1698038,0.192382
69,-0.011731027,0.08714469,"('lazy', 'industrious')",0.60602146,0.5925335,-0.5471073,-0.4770944,0.0157277,0.0675279,-0.0518002
13,0.008402288,-0.15766256,"('impolite', 'polite')",-0.26880187,-0.45870888,-0.0920626,-0.17951088,-0.1174874,-0.2652941,0.1478067
