,capital_male,capital_female,tuple,one_male,one_female,financial_male,financial_female,corp_male,corp_female,average_male,average_female,male-female
12,2.2866359,2.102874,"('unsupportive', 'supportive')",0.9184292,0.7728534,1.3734975,1.3205775,-1.628521,-1.7422644,0.7375104,0.6135101,0.1240003
42,2.2292254,2.1404028,"('unreliable', 'reliable')",1.2460072,1.2545673,1.2187297,1.2014185,-1.4316231,-1.1737794,0.8155848,0.8556522,-0.0400674
70,2.0717802,1.8496271,"('lethargic', 'energetic')",0.61299574,0.38103995,0.3209683,0.22283119,1.1674783,1.2630744,1.0433056,0.9291432,0.1141624
2,1.9516,1.9624373,"('unlikable', 'likable')",0.6934233,0.7184994,2.2618828,2.2595487,0.70523727,0.64299864,1.4030359,1.395871,0.0071649
62,1.9014852,1.6948344,"('incompetent', 'brilliant')",0.9873393,0.91796833,0.73082864,0.68766886,0.750853,0.9046897,1.0926266,1.0512903,0.0413363
76,1.8792977,1.8600404,"('anxious', 'daring')",0.32539922,0.4048412,-0.19620006,-0.2905654,0.30946353,0.503891,0.5794901,0.6195518,-0.0400617
63,1.8577976,1.6618267,"('unperceptive', 'insightful')",0.89530534,0.7360134,1.1328613,1.0150714,1.1500045,1.1111531,1.2589922,1.1310161,0.1279761
56,1.811064,1.6476274,"('impractical', 'practical')",1.3145852,1.1970805,0.49724752,0.4833187,-0.2110604,-0.057352073,0.852959,0.8176687,0.0352903
36,-1.7991693,-1.6941158,"('hostile', 'amicable')",-0.77185476,-0.7736466,0.043476485,0.076387376,-0.8761909,-1.036041,-0.8509346,-0.856854,0.0059194
60,1.4565803,1.2650636,"('inefficient', 'efficient')",0.4906689,0.39003137,-0.15183043,-0.15644412,0.17651594,0.4515,0.4929837,0.4875377,0.005446
83,1.4374468,1.4512013,"('powerless', 'powerful')",0.029323138,0.04092154,0.72294635,0.7571746,-0.32752156,-0.19174655,0.4655487,0.5143878,-0.0488391
74,1.4346895,1.4696822,"('undedicated', 'dedicated')",0.41426653,0.33112586,0.7449413,0.7135869,-0.021630572,-0.08391685,0.6430667,0.6076195,0.0354472
11,1.4213002,1.2067076,"('unhelpful', 'helpful')",0.73768145,0.47644216,0.10363751,0.009445552,2.0186877,1.9957188,1.0703267,0.9220785,0.1482482
25,-1.407319,-1.4400659,"('egoistic', 'altruistic')",-1.1586764,-1.1878437,0.21291411,0.13046733,0.894711,0.685698,-0.3645926,-0.4529361,0.0883435
72,1.4068232,1.3670073,"('unambitious', 'ambitious')",-0.16323942,-0.11778626,-0.37038547,-0.25789088,-1.0218004,-0.8499282,-0.0371505,0.0353505,-0.072501
43,1.3554889,1.1939665,"('irresponsible', 'responsible')",0.65378565,0.5823856,0.558533,0.58273333,0.72264844,0.7383093,0.822614,0.7743487,0.0482653
23,1.355281,1.1075037,"('insincere', 'sincere')",0.4733383,0.17852825,0.57840747,0.47431225,5.1056476,5.0760846,1.8781686,1.7091072,0.1690614
31,-1.3549023,-1.327016,"('evil', 'good')",-0.5883607,-0.6561338,-0.33969453,-0.33343259,-1.9192756,-2.1686752,-1.0505583,-1.1213144,0.0707561
39,1.3225834,1.2996498,"('exploitative', 'cooperative')",1.3812613,1.4023167,0.9846077,1.029277,0.29324365,0.32198092,0.995424,1.0133061,-0.0178821
51,1.2776438,1.295868,"('uneducated', 'educated')",0.33628398,0.31883264,-0.5053155,-0.45340443,0.5945638,0.76797736,0.425794,0.4823184,-0.0565244
61,1.2448219,1.1567494,"('illogical', 'logical')",-0.15025884,-0.17741922,1.1847073,1.1707379,0.54670006,0.6967454,0.7064925,0.7117034,-0.0052109
32,1.2267246,0.99792594,"('unkind', 'kind')",0.8016904,0.6157356,0.10767107,0.060937643,0.50844455,0.49093494,0.6611326,0.5413835,0.1197491
7,1.1139736,0.9731337,"('insensitive', 'sensitive')",0.422573,0.35028222,0.6067479,0.6355037,0.7688867,0.88297856,0.7280453,0.7104745,0.0175708
54,1.1094294,0.98936766,"('incapable', 'capable')",-0.1329732,-0.25271606,1.2631673,1.1823347,0.28783137,0.18460958,0.6318637,0.525899,0.1059647
81,1.0658087,0.98336804,"('submissive', 'aggressive')",-0.20295885,-0.18457142,0.3222841,0.31795934,-0.08115637,0.2360974,0.2759944,0.3382133,-0.0622189
29,1.0581701,1.001255,"('unfair', 'fair')",-0.23559621,-0.2794273,-0.33636144,-0.23426682,-0.5146293,-0.39097065,-0.0071042,0.0241476,-0.0312518
14,1.0388186,1.029884,"('antisocial', 'social')",0.060128674,0.26047397,1.3397306,1.539312,-0.048614234,0.25689706,0.5975159,0.7716417,-0.1741258
4,-1.0239532,-0.9429464,"('disliked', 'liked')",0.10895026,0.21205366,0.3197281,0.41815025,-5.590572,-5.6633587,-1.5464617,-1.4940252,-0.0524365
71,0.95978093,0.8313503,"('diffident', 'self-confident')",1.2466035,1.0969859,1.7523108,1.7832129,0.54126626,0.37383822,1.1249903,1.0213469,0.1036434
50,0.94728905,0.871963,"('clumsy', 'skillful')",0.2541523,0.21612224,0.84009445,0.7378809,0.30173805,0.28198332,0.5858185,0.5269874,0.0588311
9,0.93380564,0.70825636,"('unaffectionate', 'caring')",-0.27210176,-0.5943746,1.4138812,1.2438071,0.70123154,0.47808987,0.6942042,0.4589447,0.2352595
24,0.8886068,0.94649154,"('dishonest', 'honest')",0.40624857,0.40431732,0.26637363,0.36117825,0.31450462,0.46329388,0.4689334,0.5438203,-0.0748869
67,0.8688472,0.9506571,"('doubtful', 'determined')",0.83634186,1.0342666,0.28490946,0.44105464,-0.5489638,-0.36399662,0.3602837,0.5154954,-0.1552117
77,0.8576523,0.58953613,"('unmotivated', 'motivated')",-0.2988811,-0.4357816,0.83724695,0.745727,-0.4220868,-0.28418234,0.2434828,0.1538248,0.089658
87,0.8370879,0.77970374,"('unsuccessful', 'successful')",0.57189447,0.69236135,1.255896,1.232801,1.2070756,1.2869946,0.9679885,0.9979651,-0.0299766
38,0.82979405,0.6821239,"('untruthful', 'truthful')",1.0212337,0.8212125,0.82725906,0.734264,-0.16416208,-0.3384055,0.6285312,0.4747987,0.1537325
1,-0.8021316,-0.8810289,"('unfriendly', 'friendly')",-1.6560644,-1.8774571,1.2654344,1.1466104,0.6283047,0.37076047,-0.1411142,-0.3102788,0.1691646
35,-0.78836834,-0.6897398,"('corrupt', 'incorrupt')",0.12875669,0.20082085,-0.4812526,-0.47013104,-1.2835256,-1.4934027,-0.6060975,-0.6131132,0.0070157
64,0.76321906,0.7756305,"('shy', 'confident')",1.0340601,0.99716383,0.605053,0.61594933,-4.810458,-4.5898514,-0.6020315,-0.5502769,-0.0517546
15,-0.7541424,-0.6517497,"('boring', 'funny')",-0.1695811,-0.17573193,0.21899386,0.21123584,-0.6750576,-0.70635563,-0.3449468,-0.3306504,-0.0142964
73,0.75265217,0.8928628,"('helpless', 'self-reliant')",1.0523362,1.1895536,1.334926,1.2923115,-2.8829076,-2.9633887,0.0642517,0.1028349,-0.0385832
22,0.74652207,0.6855484,"('untrustworthy', 'trustworthy')",0.17003524,0.123614125,-0.33111247,-0.3333939,-0.6114456,-0.37975162,-0.0065002,0.0240043,-0.0305045
33,0.7252855,0.6146792,"('wrong', 'right')",0.81351095,0.6453346,1.5364292,1.5131375,-0.89682233,-1.1661648,0.5446008,0.4017467,0.1428541
58,0.7233068,0.6258589,"('undiscriminating', 'discriminating')",-0.46025997,-0.4975133,1.1754931,1.0799992,0.3045983,0.2620418,0.4357846,0.3675967,0.0681879
