,jpmorgan_male,jpmorgan_female,tuple,chase_male,chase_female,&_male,&_female,co_male,co_female,average_male,average_female,male-female
10,-3.5011659,-3.7634842,"('unsympathetic', 'sympathetic')",-0.7875517,-1.057638,-0.91859716,-1.2137663,-0.39096847,-0.4070326,-1.3995708,-1.6104802,0.2109094
55,-2.8925683,-3.1099868,"('incompetent', 'clever')",-0.6258286,-0.8243835,-0.64423496,-1.0351306,-1.2533154,-1.2374674,-1.3539869,-1.5517421,0.1977552
69,2.864784,3.2022882,"('lazy', 'industrious')",0.19965208,0.37869278,1.1202364,1.3913577,0.49866092,0.7413548,1.1708333,1.4284234,-0.2575901
0,-2.495517,-2.642588,"('unsociable', 'sociable')",-0.51806647,-0.73140866,-0.020681519,-0.28363895,-0.30112484,-0.43821597,-0.8338475,-1.0239629,0.1901154
35,2.4214408,2.6037445,"('corrupt', 'incorrupt')",0.08245919,0.3661029,0.35253912,0.7183401,0.09892075,0.14096166,0.73884,0.9572873,-0.2184473
57,-2.3803077,-2.5157356,"('unimaginative', 'imaginative')",-0.52189136,-0.59552026,-0.59234214,-0.73540103,-2.9801502,-2.6873198,-1.6186728,-1.6334941,0.0148213
45,-2.3159392,-2.7014065,"('incompetent', 'competent')",-0.92876637,-1.1938483,-0.58436775,-1.1896812,-1.3516781,-1.6013163,-1.295188,-1.671563,0.376375
60,-2.285672,-2.5304234,"('inefficient', 'efficient')",-1.1146357,-1.4568343,-0.5175978,-1.0198921,-0.7718617,-0.7521646,-1.1724417,-1.4398286,0.2673869
21,-2.2358084,-2.3055024,"('immoral', 'moral')",-0.313319,-0.38495907,-0.42041296,-0.5495568,-1.7283696,-1.708513,-1.1744775,-1.2371328,0.0626553
46,-2.202327,-2.3010705,"('uncompetitive', 'competitive')",0.57517976,0.45084703,-0.0915135,-0.3777591,0.013726685,0.034459107,-0.4262335,-0.5483809,0.1221474
14,-2.0916312,-2.5296419,"('antisocial', 'social')",-0.43909115,-0.6691397,0.22911935,-0.21325375,-0.93108094,-1.0949452,-0.808171,-1.1267451,0.3185741
5,2.0224373,2.126148,"('distant', 'outgoing')",1.8057662,2.1296034,1.098853,1.2986006,0.54753006,0.4383961,1.3686467,1.4981871,-0.1295404
86,-2.0193682,-2.11191,"('uninfluential', 'influential')",0.39941707,0.2802478,0.03653112,-0.13426997,-0.79185724,-0.9115472,-0.5938193,-0.7193699,0.1255506
36,2.0161319,2.2928128,"('hostile', 'amicable')",0.48565567,0.97703445,0.7121152,1.102916,0.66029376,0.64239347,0.9685492,1.2537893,-0.2852401
85,1.9753755,2.4993076,"('insignificant', 'prestigious')",1.6159816,2.173415,2.219238,2.833806,0.9300827,1.0690626,1.6851696,2.1438978,-0.4587282
70,-1.9508666,-2.1753197,"('lethargic', 'energetic')",-0.2745041,-0.5465113,-0.41098258,-0.7319292,-0.7229838,-0.8688645,-0.8398343,-1.0806562,0.2408219
62,-1.9161978,-2.2224915,"('incompetent', 'brilliant')",-0.059889518,-0.27169755,-0.744162,-1.1435965,-0.74801564,-0.686447,-0.8670663,-1.0810581,0.2139918
43,-1.9081136,-2.0524914,"('irresponsible', 'responsible')",0.46426457,0.25344455,-0.8796736,-1.2001826,-0.33024824,-0.45404756,-0.6634427,-0.8633193,0.1998766
65,-1.8845054,-2.1410809,"('insecure', 'secure')",-1.1918552,-1.4628376,-0.55701065,-0.90312445,-1.2081999,-1.3048695,-1.2103928,-1.4529781,0.2425853
11,-1.8789086,-2.0648305,"('unhelpful', 'helpful')",-0.5830438,-0.9599922,-1.0614473,-1.3762167,1.5231004,1.3907934,-0.5000749,-0.7525615,0.2524866
3,-1.8737237,-1.900722,"('repellent', 'pleasant')",-1.3625718,-1.4339974,-0.9524946,-1.1294409,0.6281869,0.65839577,-0.8901508,-0.9514412,0.0612904
13,-1.7900957,-1.9939338,"('impolite', 'polite')",-0.42283452,-0.6591075,-0.6727293,-1.0130014,-0.63282967,-0.6208401,-0.8796223,-1.0717207,0.1920984
79,1.7638303,1.8543454,"('wavering', 'unwavering')",0.66090584,0.9128767,0.7376952,0.9792897,0.41615444,0.38945132,0.8946464,1.0339909,-0.1393445
48,-1.7301509,-1.781365,"('unintelligent', 'intelligent')",-1.3708595,-1.4882386,-0.4495682,-0.4755397,-1.291011,-1.3667806,-1.2103974,-1.277981,0.0675836
31,1.7090195,2.0130963,"('evil', 'good')",0.19889364,0.5219358,0.42146844,0.78879315,-0.22293471,-0.23694915,0.5266117,0.771719,-0.2451073
75,1.6632164,1.5725546,"('meek', 'impulsive')",0.74712306,0.7027676,0.48630086,0.5165081,0.89932597,0.8957342,0.9489915,0.9218911,0.0271004
81,-1.6563617,-1.9199702,"('submissive', 'aggressive')",-0.24012345,-0.56934696,0.06146002,-0.19068594,-1.3385665,-1.2433374,-0.7933979,-0.9808351,0.1874372
73,1.6434214,1.5668641,"('helpless', 'self-reliant')",0.2947856,0.20619392,-0.46742654,-0.45336762,-2.9659545,-2.6597924,-0.3737935,-0.3350255,-0.038768
28,-1.626283,-1.7700356,"('disloyal', 'loyal')",-0.8305228,-0.8236362,-0.630936,-0.8254229,-0.30326828,-0.5196785,-0.8477525,-0.9846933,0.1369408
56,-1.6019007,-1.8616791,"('impractical', 'practical')",-0.40940484,-0.631127,-0.80329704,-1.1225544,-1.0256783,-0.92969006,-0.9600703,-1.1362625,0.1761922
6,1.5667069,1.8300668,"('distant', 'open')",1.2715174,1.6315165,1.0356225,1.2890996,0.41032374,0.24193662,1.0710427,1.2481549,-0.1771122
66,1.486686,1.5738627,"('inactive', 'active')",1.8743067,2.0434763,2.0915647,2.4244735,2.1778913,2.3412316,1.9076122,2.0957611,-0.1881489
51,-1.4587901,-1.5277013,"('uneducated', 'educated')",0.00401783,-0.08735414,0.45390186,0.18540964,-0.10903905,-0.14466977,-0.2774774,-0.3935789,0.1161015
77,-1.4421576,-1.2985741,"('unmotivated', 'motivated')",0.39258945,0.49268317,0.22615233,0.23766634,0.032306902,0.33071914,-0.1977772,-0.0593764,-0.1384008
30,-1.3322806,-1.5956675,"('intolerant', 'tolerant')",-1.5672264,-1.91168,-0.56097746,-0.83874744,-1.0416954,-1.0623021,-1.125545,-1.3520993,0.2265543
33,1.2751583,1.5583596,"('wrong', 'right')",0.84449273,1.0601597,1.2777073,1.5710442,-0.5163537,-0.17788886,0.7202512,1.0029187,-0.2826675
7,-1.2689686,-1.4006966,"('insensitive', 'sensitive')",-0.031999618,-0.21029215,-0.74777323,-1.1559223,-0.61598146,-0.7768111,-0.6661807,-0.8859305,0.2197498
76,-1.2682682,-1.4873974,"('anxious', 'daring')",-0.30149335,-0.44684166,0.306942,0.102653705,-0.58026195,-0.46720648,-0.4607704,-0.574698,0.1139276
49,-1.2291849,-1.1928657,"('unable', 'able')",-0.8344084,-0.7777141,-0.3992719,-0.38444218,-0.62869346,-0.707583,-0.7728897,-0.7656512,-0.0072385
63,-1.2285024,-1.2122241,"('unperceptive', 'insightful')",0.5744816,0.4740592,0.76879,0.63456875,0.35940665,0.37918276,0.118544,0.0688967,0.0496473
23,-1.1435828,-1.275821,"('insincere', 'sincere')",-0.9367267,-1.097369,-0.8169954,-1.1108317,3.8989232,3.3464308,0.2504046,-0.0343977,0.2848023
22,-1.1416951,-1.4421276,"('untrustworthy', 'trustworthy')",-0.120933935,-0.34323034,-0.72285175,-1.1650909,-1.6880926,-1.8070581,-0.9183934,-1.1893768,0.2709834
41,-1.073921,-1.0203972,"('unforgiving', 'forgiving')",-0.24761814,-0.2046976,-0.20925269,-0.26846403,-0.40936214,-0.4812699,-0.4850385,-0.4937072,0.0086687
82,-1.0538012,-1.2273592,"('poor', 'rich')",-1.1673877,-1.248032,-0.93078,-1.2222459,4.048516,3.2089486,0.2241367,-0.1221721,0.3463088
72,-1.0384581,-1.1038116,"('unambitious', 'ambitious')",-0.50877583,-0.47825935,-0.7148138,-0.83620363,-1.4557644,-1.4910969,-0.929453,-0.9773428,0.0478898
26,1.017381,0.99476236,"('hardhearted', 'benevolent')",2.001252,2.0932286,2.416373,2.3680115,1.151251,0.908047,1.6465642,1.5910124,0.0555518
59,0.98903936,1.1660763,"('foolish', 'wise')",-0.05448211,-0.002412395,1.0010616,1.150188,-0.2978775,-0.46137986,0.4094353,0.463118,-0.0536827
44,0.9760596,1.0732186,"('prejudiced', 'unprejudiced')",-0.90243924,-0.9259343,-0.88217664,-0.81460744,-1.3528235,-1.170303,-0.540345,-0.4594066,-0.0809384
25,0.95459485,1.2570804,"('egoistic', 'altruistic')",0.8606003,1.2173446,1.1162934,1.4080471,1.6094955,1.7668663,1.135246,1.4123346,-0.2770886
80,-0.9385606,-1.2723286,"('dominated', 'dominating')",0.15571347,-0.0955082,-0.151354,-0.4118513,-0.43396872,-0.2288741,-0.3420425,-0.5021406,0.1600981
71,0.9248902,1.2724468,"('diffident', 'self-confident')",2.361226,2.5840206,0.65869355,0.8589181,0.50206953,0.65112555,1.1117198,1.3416277,-0.2299079
27,-0.9183488,-0.7565518,"('hardhearted', 'softhearted')",-0.2513077,-0.090634644,-0.84579545,-0.69107157,-0.14220092,-0.16213506,-0.5394132,-0.4250983,-0.1143149
20,-0.9027607,-0.92616326,"('rough', 'thoughtful')",-1.3386818,-1.3245342,0.23596306,0.22722447,-0.2985905,-0.37330547,-0.5760174,-0.5991946,0.0231772
12,-0.8949535,-0.8480078,"('unsupportive', 'supportive')",1.4238837,1.4448138,0.65782094,0.7244911,-2.031357,-1.6946379,-0.2111515,-0.0933352,-0.1178163
68,-0.8374663,-0.69909924,"('dependent', 'independent')",-1.4024581,-1.3348541,-1.154051,-1.1087768,-1.1410575,-1.1232464,-1.1337582,-1.0664942,-0.067264
2,0.76147145,0.762618,"('unlikable', 'likable')",1.2106885,1.367655,1.6569384,1.6191459,0.68230736,0.7409643,1.0778514,1.1225958,-0.0447444
15,0.73777324,0.67023903,"('boring', 'funny')",0.15307142,0.18750754,0.5163044,0.42643264,0.0020510815,-0.07096961,0.3523,0.3033024,0.0489976
50,0.7004647,0.75474286,"('clumsy', 'skillful')",-0.7657089,-0.66020525,1.1672779,1.1295601,0.7229017,0.66060776,0.4562339,0.4711764,-0.0149425
24,-0.6657849,-0.9335164,"('dishonest', 'honest')",0.09663553,-0.07746412,-0.33920786,-0.66151834,-0.7968253,-1.0223248,-0.4262956,-0.6737059,0.2474103
54,0.65205544,0.84253794,"('incapable', 'capable')",1.9444638,2.228959,1.0729237,1.273474,0.75942373,0.793953,1.1072166,1.2847309,-0.1775143
32,-0.62732816,-0.5411449,"('unkind', 'kind')",0.045411512,0.01561816,-0.21175984,-0.3277812,-0.13827771,-0.20933767,-0.2329886,-0.2656614,0.0326728
78,-0.62609166,-0.53807026,"('nonresilient', 'resilient')",1.1725065,1.3113178,0.76906025,0.90331,1.6933123,1.8776364,0.7521968,0.8885485,-0.1363517
8,0.56688154,0.5691592,"('unaffectionate', 'affectionate')",1.878792,2.035589,0.8993933,0.99761367,0.5697912,0.3703192,0.9787145,0.9931703,-0.0144558
84,0.566811,0.69042283,"('inferior', 'superior')",0.58952224,0.71686083,0.667507,0.7734635,0.5919605,0.58959234,0.6039501,0.6925849,-0.0886348
88,-0.5093297,-0.46028993,"('low', 'eminent')",-0.87749314,-0.9245622,0.052001763,0.019784989,-1.0814879,-1.1852255,-0.6040772,-0.6375731,0.0334959
64,-0.4944604,-0.6375806,"('shy', 'confident')",0.25384384,0.16677007,0.0057257116,-0.11056425,-5.253765,-4.608178,-1.372164,-1.2973882,-0.0747758
16,0.45600504,0.7766327,"('unpopular', 'popular')",-0.4701088,-0.26276675,0.30457917,0.57788336,0.81320244,0.83815384,0.2759195,0.4824758,-0.2065563
39,-0.44813365,-0.33502516,"('exploitative', 'cooperative')",0.54736114,0.6994637,-0.22274111,-0.24213396,-0.26245326,-0.07774896,-0.0964917,0.0111389,-0.1076306
52,0.4449698,0.66271347,"('irrational', 'rational')",-0.76705426,-0.5268987,0.1354262,0.38223225,-0.32993388,-0.3533378,-0.129148,0.0411773,-0.1703253
47,-0.41605857,-0.46964425,"('stupid', 'smart')",-0.8535705,-0.9255887,0.28976184,0.16883847,3.5327528,3.0215018,0.6382214,0.4487768,0.1894446
61,-0.40249383,-0.49872142,"('illogical', 'logical')",0.7527419,0.77094233,0.72031,0.56033665,-0.18980114,-0.21471827,0.2201892,0.1544598,0.0657294
