,jpmorgan_male,jpmorgan_female,tuple,chase_male,chase_female,&_male,&_female,co_male,co_female,average_male,average_female,male-female
74,-0.401539,-0.44700983,"('undedicated', 'dedicated')",0.3931913,0.2918386,0.35515195,0.23918344,-0.20437984,-0.1776974,0.0356061,-0.0234213,0.0590274
37,-0.36487377,-0.43861094,"('fake', 'genuine')",-1.23845,-1.2774286,-0.778233,-0.7719284,-0.4538662,-0.47443148,-0.7088557,-0.7405999,0.0317442
53,-0.3592109,-0.32357514,"('uncreative', 'creative')",0.32191926,0.56999665,0.80134267,0.8893118,0.8958169,0.9831737,0.414967,0.5297267,-0.1147597
29,0.25787985,0.28981623,"('unfair', 'fair')",-0.64148563,-0.49016586,-0.21559218,-0.19002065,-0.90932965,-0.88543063,-0.3771319,-0.3189502,-0.0581817
38,0.2394552,0.20088784,"('untruthful', 'truthful')",0.07685442,-0.06605879,-0.14644487,-0.17808464,0.53387064,0.67990065,0.1759339,0.1591613,0.0167726
42,0.23673984,0.13153622,"('unreliable', 'reliable')",0.66858447,0.6363537,0.5196756,0.50917757,-2.749097,-2.2823725,-0.3310243,-0.2513263,-0.079698
40,0.23321941,0.26728818,"('stingy', 'generous')",-0.070842154,0.02587846,-0.37184858,-0.31300417,-2.0534484,-1.8225179,-0.5657299,-0.4605888,-0.1051411
4,0.2013024,0.19747712,"('disliked', 'liked')",-0.31969586,-0.20317382,0.3075587,0.38353282,-5.38715,-4.7884936,-1.2994962,-1.1026644,-0.1968318
34,-0.16980219,-0.0151614435,"('mean', 'honorable')",-0.88193226,-0.8277371,0.21710142,0.31368348,4.9862523,4.5924807,1.0379049,1.0158165,0.0220884
1,0.14872548,0.34032193,"('unfriendly', 'friendly')",1.4974984,1.827205,1.1943133,1.3706686,1.1202403,0.97394866,0.9901943,1.128036,-0.1378417
58,0.1338999,0.14953864,"('undiscriminating', 'discriminating')",0.3233618,0.2831182,0.56868,0.61406463,0.76433367,0.83651906,0.4475688,0.4708101,-0.0232413
67,0.13330148,0.053634416,"('doubtful', 'determined')",-0.26094058,-0.38982555,0.16111141,0.086824626,-0.34195548,-0.29515654,-0.0771208,-0.1361308,0.05901
9,0.083606884,0.051110715,"('unaffectionate', 'caring')",1.4989241,1.5944394,0.5822151,0.6268717,0.83068585,0.74662095,0.748858,0.7547607,-0.0059027
18,0.08036649,0.27431297,"('disagreeable', 'welcoming')",-0.11059182,0.07291051,0.56921446,0.6356304,-1.3649275,-1.3762342,-0.2064846,-0.0983451,-0.1081395
87,0.079642795,0.020368343,"('unsuccessful', 'successful')",0.88873184,0.7337828,1.9490423,1.8200053,0.9814828,1.0139837,0.9747249,0.8970351,0.0776898
19,0.05898902,0.094245,"('inhospitable', 'hospitable')",0.055929445,0.15964195,-0.2481598,-0.17223193,0.26695138,0.1229382,0.0334275,0.0511483,-0.0177208
83,0.057094097,0.17559126,"('powerless', 'powerful')",0.9683906,1.006012,0.77386504,0.9740441,-0.43091047,-0.21876022,0.3421098,0.4842218,-0.142112
17,-0.053828575,-0.054827046,"('nasty', 'nice')",-0.54821247,-0.5624414,0.34137267,0.30662215,0.053235725,0.029330293,-0.0518582,-0.070329,0.0184708
