,walgreens_male,walgreens_female,tuple,boots_male,boots_female,alliance_male,alliance_female,inc_male,inc_female,average_male,average_female,male-female
53,-0.86323863,-0.7769159,"('uncreative', 'creative')",-0.13277268,-0.17647436,-1.8020513,-1.7881888,1.4122072,1.1858572,-0.3464638,-0.3889305,0.0424667
43,-0.8611606,-1.0571778,"('irresponsible', 'responsible')",1.2458346,1.0600567,1.5445559,1.5833194,1.4824009,1.4829191,0.8529077,0.7672794,0.0856283
28,-0.85815674,-1.0077212,"('disloyal', 'loyal')",1.3374513,1.1028847,1.0205821,0.91427225,1.5600935,1.4161475,0.7649926,0.6063958,0.1585968
11,-0.81858885,-0.7829297,"('unhelpful', 'helpful')",0.91336745,0.8840736,1.602934,1.728648,2.9558492,3.1072502,1.1633904,1.2342606,-0.0708702
59,0.8174626,0.7379094,"('foolish', 'wise')",-0.1729181,-0.22299495,-0.8546467,-0.87515014,0.15118864,0.039241865,-0.0147284,-0.0802485,0.0655201
5,0.79322124,0.72451437,"('distant', 'outgoing')",0.5912698,0.50221187,-1.6633501,-1.6870003,-0.20050973,-0.34889013,-0.1198422,-0.202291,0.0824488
40,-0.7862196,-0.6826222,"('stingy', 'generous')",-0.68953145,-0.6227309,-0.40912426,-0.49724817,-1.6233829,-1.7618026,-0.8770646,-0.891101,0.0140364
60,-0.767969,-0.6297567,"('inefficient', 'efficient')",1.2865121,1.4646863,3.277206,3.453754,0.6402441,1.0131279,1.1089983,1.3254528,-0.2164545
1,-0.7577928,-0.96743613,"('unfriendly', 'friendly')",1.1939665,0.95969975,-0.399161,-0.5365368,2.0243027,1.6821046,0.5153289,0.2844579,0.230871
0,-0.75080377,-0.80702287,"('unsociable', 'sociable')",0.9647273,0.7572436,1.971342,1.876549,-0.12191899,-0.10891845,0.5158367,0.4294628,0.0863739
42,0.7008558,0.692121,"('unreliable', 'reliable')",0.1632599,-0.011190414,1.3565294,1.3884102,-2.4058912,-2.403099,-0.0463116,-0.0834396,0.037128
6,0.69144166,0.5826888,"('distant', 'open')",0.08817089,-0.1261813,-1.3142653,-1.4112175,0.33199605,0.11927236,-0.0506642,-0.2088594,0.1581952
34,0.68134385,0.5965095,"('mean', 'honorable')",0.5249661,0.5191883,1.6521528,1.6622074,5.961222,6.053891,2.2049212,2.2079492,-0.003028
4,0.66990477,0.7913823,"('disliked', 'liked')",-0.010942043,0.04910338,-1.1606147,-1.3029327,-5.8657312,-6.0547466,-1.5918458,-1.6292984,0.0374526
67,0.6601789,0.683017,"('doubtful', 'determined')",0.51869893,0.5612012,1.404245,1.5046529,-0.33853424,-0.23854584,0.5611471,0.6275813,-0.0664342
9,-0.6420317,-0.78507227,"('unaffectionate', 'caring')",1.2444011,1.101739,-0.470691,-0.4928931,1.019405,1.0207248,0.2877708,0.2111246,0.0766462
47,0.6229983,0.6424119,"('stupid', 'smart')",1.7403892,1.7606167,1.2046393,1.2593352,5.0317054,5.1513915,2.1499331,2.2034388,-0.0535057
64,-0.62222713,-0.63061845,"('shy', 'confident')",-1.0371752,-1.0203149,1.1813293,1.255237,-6.1469097,-6.0265546,-1.6562457,-1.6055627,-0.050683
19,0.6005754,0.4781837,"('inhospitable', 'hospitable')",-0.92262185,-0.9650763,-1.5053099,-1.5257635,0.018914446,-0.18952036,-0.4521105,-0.5505441,0.0984336
61,-0.5901881,-0.56962883,"('illogical', 'logical')",0.56370705,0.5206296,0.6638218,0.5637729,0.2682084,0.30492428,0.2263873,0.2049245,0.0214628
76,-0.55307674,-0.42525882,"('anxious', 'daring')",0.473063,0.66310126,1.216319,1.3461143,0.72265905,0.85593426,0.4647411,0.6099727,-0.1452316
38,-0.5455162,-0.5132576,"('untruthful', 'truthful')",0.26601547,0.29150262,-0.112630144,-0.1346724,0.543901,0.6256988,0.0379425,0.0673179,-0.0293754
51,-0.53960854,-0.27128327,"('uneducated', 'educated')",-0.090354286,0.19908428,1.1513262,1.3332847,0.62424946,0.790855,0.2864032,0.5129852,-0.226582
66,0.4981963,0.40903297,"('inactive', 'active')",-0.4114834,-0.525054,0.22940102,0.06394171,0.7333585,0.65341955,0.2623681,0.1503351,0.112033
33,0.45488244,0.4133347,"('wrong', 'right')",0.20699587,0.14730644,-0.5962191,-0.9029599,-0.98061323,-1.1382387,-0.2287385,-0.3701394,0.1414009
83,0.40696546,0.6714815,"('powerless', 'powerful')",0.5997274,0.75419694,-0.12901053,-0.15329736,-0.92628604,-0.7677095,-0.0121509,0.1261679,-0.1383188
8,-0.37634522,-0.6977665,"('unaffectionate', 'affectionate')",0.68720937,0.46482253,-1.1529361,-1.3692678,0.32863754,0.14447384,-0.1283586,-0.3644345,0.2360759
44,0.37132406,0.4332698,"('prejudiced', 'unprejudiced')",-0.7618066,-0.6244179,-0.28259465,-0.20295681,-1.709519,-1.635751,-0.5956491,-0.507464,-0.0881851
25,-0.35734695,-0.29070652,"('egoistic', 'altruistic')",0.17700072,0.16587454,-0.8765162,-0.86776304,0.8610787,0.8392989,-0.0489459,-0.038324,-0.0106219
39,0.3540533,0.37308785,"('exploitative', 'cooperative')",1.404578,1.4443676,2.42105,2.5219588,0.02259797,0.20510532,1.0505698,1.13613,-0.0855602
32,-0.35002154,-0.41171128,"('unkind', 'kind')",1.4419891,1.4066228,1.205452,1.2554471,1.4044383,1.5556067,0.9254645,0.9514914,-0.0260269
56,-0.34456939,-0.280446,"('impractical', 'practical')",1.9367903,1.9676273,1.8188437,1.9831917,0.31431583,0.5556174,0.9313451,1.0564976,-0.1251525
12,-0.32522136,-0.22907585,"('unsupportive', 'supportive')",1.1883987,1.273975,0.5545367,0.5974138,-1.1374633,-1.1830804,0.0700627,0.1148081,-0.0447454
20,-0.2697175,-0.13677648,"('rough', 'thoughtful')",-0.44071782,-0.30959272,0.91531676,0.9730189,1.0645049,1.0537058,0.3173466,0.3950889,-0.0777423
54,0.26248524,0.25222373,"('incapable', 'capable')",0.3886705,0.3477682,0.23301171,0.27529734,0.6807843,0.67476684,0.3912379,0.387514,0.0037239
46,-0.2111781,-0.2294235,"('uncompetitive', 'competitive')",0.21922335,0.16697773,2.2333279,2.1036015,0.44923148,0.2834215,0.6726511,0.5811443,0.0915068
52,0.19423768,0.046673164,"('irrational', 'rational')",-0.95855016,-1.026135,-2.3272147,-2.3054297,-0.57571334,-0.7307877,-0.9168102,-1.0039198,0.0871096
17,0.1935158,0.2627283,"('nasty', 'nice')",-0.9779867,-0.7938188,-0.6181469,-0.5681999,-1.0544918,-0.98341066,-0.6142774,-0.5206752,-0.0936022
26,-0.18950187,-0.40880197,"('hardhearted', 'benevolent')",1.4400992,1.0933179,0.88777137,0.7940383,1.8223194,1.5707035,0.990172,0.7623144,0.2278576
75,0.17535819,0.3185949,"('meek', 'impulsive')",-1.4191587,-1.3111234,-1.3819156,-1.4771868,-0.91726273,-0.9696689,-0.8857448,-0.859846,-0.0258988
29,0.14913796,0.15120977,"('unfair', 'fair')",-0.14264932,-0.03603408,-0.9123412,-0.8851814,-0.36978978,-0.35120907,-0.3189106,-0.2803037,-0.0386069
49,-0.13473792,0.03928748,"('unable', 'able')",-0.21022543,0.12108322,0.21248825,0.40932143,-0.48363996,-0.23303054,-0.1540288,0.0841654,-0.2381942
15,-0.12521964,-0.19534032,"('boring', 'funny')",0.39367148,0.39336264,0.07933219,0.18239075,-0.05070027,0.021310149,0.0742709,0.1004308,-0.0261599
84,0.10989477,0.13044932,"('inferior', 'superior')",-0.38247836,-0.46622798,0.71455014,0.6552334,1.0858207,1.087813,0.3819468,0.351817,0.0301298
2,0.09559385,0.05646632,"('unlikable', 'likable')",-0.6326863,-0.5872538,1.3981816,1.4253587,0.44709206,0.5662661,0.3270453,0.3652093,-0.038164
78,0.05516094,0.20853193,"('nonresilient', 'resilient')",0.3011468,0.24121624,1.0713192,1.1693977,0.68988216,0.55523163,0.5293773,0.5435944,-0.0142171
37,0.04996497,-0.12214109,"('fake', 'genuine')",0.42121217,0.30939355,1.2257898,1.1148815,0.705582,0.64002335,0.6006372,0.4855393,0.1150979
82,0.03858138,-0.0584836,"('poor', 'rich')",0.31269386,0.22265719,0.2416497,0.39470592,6.2412086,6.2782993,1.7085334,1.7092947,-0.0007613
31,0.011622589,0.009365297,"('evil', 'good')",-1.0164917,-0.97879374,-2.4944983,-2.5920322,-1.6806409,-1.8317648,-1.295002,-1.3483063,0.0533043
80,-0.010184377,0.22083831,"('dominated', 'dominating')",0.5288876,0.6276463,1.8248848,1.9178481,-0.9949914,-0.8599067,0.3371491,0.4766065,-0.1394574
74,0.0053394586,0.024937198,"('undedicated', 'dedicated')",1.200655,1.1221207,1.5347517,1.4508463,0.7606654,0.760308,0.8753529,0.8395531,0.0357998
