,walgreens_male,walgreens_female,tuple,boots_male,boots_female,alliance_male,alliance_female,inc_male,inc_female,average_male,average_female,male-female
10,-2.4031987,-2.4357088,"('unsympathetic', 'sympathetic')",0.01712395,-0.09768993,1.6524239,1.6632626,0.59458494,0.59330547,-0.0347665,-0.0692076,0.0344411
57,-2.1463869,-2.0965028,"('unimaginative', 'imaginative')",-1.0868548,-1.1558521,-0.5419755,-0.50326335,-2.3903708,-2.5554895,-1.541397,-1.5777769,0.0363799
81,-2.136094,-1.9454925,"('submissive', 'aggressive')",-0.10419134,0.053842746,1.9558148,2.2289922,-0.7091563,-0.4647717,-0.2484067,-0.0318573,-0.2165494
69,2.0418477,2.0419688,"('lazy', 'industrious')",0.12772176,0.06494579,-0.088232286,-0.19002476,-0.992638,-1.0814137,0.2721748,0.208869,0.0633058
48,-1.9800998,-1.925614,"('unintelligent', 'intelligent')",-0.5228183,-0.36219025,0.5258347,0.70763963,0.59239554,0.6810883,-0.346172,-0.224769,-0.121403
86,-1.7534983,-1.7447495,"('uninfluential', 'influential')",0.27374607,0.22487366,0.789251,0.66253066,0.2603314,0.13387658,-0.1075425,-0.1808672,0.0733247
41,-1.6433191,-1.5674697,"('unforgiving', 'forgiving')",-0.17479885,-0.034474485,-0.045489814,0.018286288,-0.20645465,-0.07360107,-0.5175156,-0.4143147,-0.1032009
3,-1.5894892,-1.4567498,"('repellent', 'pleasant')",-1.5807819,-1.4741914,0.29658496,0.4400261,0.00082635134,-0.049333796,-0.718215,-0.6350622,-0.0831528
21,-1.581621,-1.4466753,"('immoral', 'moral')",-0.051859386,0.112354025,1.957349,2.0950277,-0.67670906,-0.5271249,-0.0882101,0.0583954,-0.1466055
85,1.5370578,1.503523,"('insignificant', 'prestigious')",-0.06334852,-0.16387443,-2.671423,-2.892084,0.07444834,-0.16539484,-0.2808163,-0.4294575,0.1486412
55,-1.5236937,-1.3515079,"('incompetent', 'clever')",0.112913646,0.29382876,1.8119638,1.8834059,0.25279248,0.3961808,0.1634941,0.3054769,-0.1419828
72,-1.5044905,-1.3452102,"('unambitious', 'ambitious')",-0.86659646,-0.70333534,0.1001405,0.11057968,-1.0364399,-0.93607444,-0.8268466,-0.7185101,-0.1083365
70,-1.4230297,-1.3979621,"('lethargic', 'energetic')",0.03883648,0.09772069,2.5417843,2.5676556,1.0060513,1.1486479,0.5409106,0.6040155,-0.0631049
24,-1.4220469,-1.6244625,"('dishonest', 'honest')",0.8251924,0.73352647,2.267907,2.294249,1.2695367,1.3593249,0.7351473,0.6906595,0.0444878
50,1.3783513,1.3402973,"('clumsy', 'skillful')",-0.29802355,-0.39767435,-0.115618266,-0.17977357,0.7798695,0.5265584,0.4361447,0.322352,0.1137927
87,1.3616954,1.4802912,"('unsuccessful', 'successful')",0.6165787,0.5556073,0.6852442,0.64504045,0.5049664,0.5047242,0.7921212,0.7964159,-0.0042947
65,-1.290533,-1.4286889,"('insecure', 'secure')",-0.49860603,-0.57249695,1.9605718,2.1440845,-0.17704442,0.067576274,-0.0014029,0.0526187,-0.0540216
30,-1.2758578,-1.2991892,"('intolerant', 'tolerant')",0.26933274,0.4273127,0.88460964,1.0597863,0.782508,0.98454636,0.1651482,0.2931141,-0.1279659
77,-1.2636025,-1.089133,"('unmotivated', 'motivated')",-1.0946542,-1.0029372,0.4204045,0.4329776,-1.0460916,-1.030929,-0.745986,-0.6725054,-0.0734806
22,-1.2426668,-1.2249582,"('untrustworthy', 'trustworthy')",-0.9602647,-0.8337791,2.0351772,2.1336155,-1.297824,-1.0973141,-0.3663945,-0.255609,-0.1107855
14,-1.2098746,-1.0752685,"('antisocial', 'social')",0.7253162,0.8311916,1.8690218,1.9411811,-1.009529,-0.7086136,0.0937336,0.2471227,-0.1533891
68,-1.1798364,-1.1314605,"('dependent', 'independent')",-1.7448983,-1.5259849,0.542617,0.6653372,-0.47900352,-0.48774225,-0.7152802,-0.6199626,-0.0953176
23,-1.1441833,-1.2083309,"('insincere', 'sincere')",0.51431763,0.54436934,1.3103478,1.3991737,5.884948,6.089543,1.6413574,1.7061888,-0.0648314
35,1.0956692,1.0167935,"('corrupt', 'incorrupt')",-0.5867628,-0.5903352,-1.546654,-1.6498196,-0.36255565,-0.5287209,-0.3500758,-0.4380205,0.0879447
18,-1.0828341,-1.0324836,"('disagreeable', 'welcoming')",-1.7104362,-1.524134,-0.7959308,-0.7467258,-0.477273,-0.45587626,-1.0166185,-0.939805,-0.0768135
45,-1.0640092,-1.0175751,"('incompetent', 'competent')",0.57016313,0.61866087,1.5278226,1.5310078,0.11850271,0.11333117,0.2881198,0.3113562,-0.0232364
88,-0.9781576,-0.9918039,"('low', 'eminent')",0.14000817,0.11775715,0.2533312,0.30891788,0.785027,0.8222335,0.0500522,0.0642762,-0.014224
58,-0.96571916,-0.9744128,"('undiscriminating', 'discriminating')",-0.79166937,-0.73063004,0.0342042,-0.03334631,0.35098428,0.26733747,-0.34305,-0.3677629,0.0247129
27,-0.9601037,-1.0248069,"('hardhearted', 'softhearted')",0.005761903,-0.072934784,0.85246885,0.88365215,1.3581531,1.3101745,0.31407,0.2740213,0.0400487
62,-0.95446336,-0.6411233,"('incompetent', 'brilliant')",0.29821992,0.5286222,1.0334427,1.2031627,0.27868107,0.6553746,0.1639701,0.436509,-0.2725389
7,-0.9511679,-0.8786388,"('insensitive', 'sensitive')",0.17204376,0.3520329,1.5628496,1.7088364,0.6906261,0.7740596,0.3685879,0.4890725,-0.1204846
73,0.9380777,0.9703624,"('helpless', 'self-reliant')",0.22457288,0.13258627,-0.8952509,-0.89084256,-3.5051055,-3.682922,-0.8094264,-0.8677039,0.0582775
36,0.9298142,0.7803893,"('hostile', 'amicable')",-0.21627113,-0.2487495,-1.541124,-1.8364518,-0.42250335,-0.7301929,-0.3125211,-0.5087512,0.1962301
63,-0.8922575,-0.78797835,"('unperceptive', 'insightful')",0.61019737,0.62850255,1.6741889,1.6783733,1.5015537,1.5194564,0.7234206,0.7595885,-0.0361679
71,0.8917712,1.0211898,"('diffident', 'self-confident')",2.1101658,2.223808,0.8595855,0.94136715,0.48909283,0.3733289,1.0876539,1.1399235,-0.0522696
16,0.880203,0.98481375,"('unpopular', 'popular')",-0.94049096,-0.9597055,-1.8950353,-2.0120769,0.25756776,0.13731483,-0.4244389,-0.4624134,0.0379745
13,-0.8786982,-0.8546062,"('impolite', 'polite')",0.4561373,0.45502463,1.635889,1.6615294,0.016791478,0.30596584,0.3075299,0.3919784,-0.0844485
79,0.8679682,0.75448316,"('wavering', 'unwavering')",-0.3401473,-0.4884418,-1.2851206,-1.5317676,-0.036763888,-0.17600141,-0.1985159,-0.3604319,0.161916
