,centex_male,centex_female,tuple,corp_male,corp_female,average_male,average_female,male-female
6,-1.9413707,-2.0932362,"('distant', 'open')",-0.903558,-1.0029625,-1.4224644,-1.5480993,0.1256349
5,-1.7998433,-1.8232588,"('distant', 'outgoing')",-0.9444464,-0.972985,-1.3721448,-1.3981218,0.025977
39,1.688243,1.5667738,"('exploitative', 'cooperative')",0.3327136,0.11262278,1.0104783,0.8396983,0.17078
86,-1.6250305,-1.6558644,"('uninfluential', 'influential')",-0.4084105,-0.23544964,-1.0167205,-0.945657,-0.0710635
19,-1.4998875,-1.6324328,"('inhospitable', 'hospitable')",-0.5891663,-0.76730597,-1.0445268,-1.1998694,0.1553426
1,-1.4239073,-1.7503833,"('unfriendly', 'friendly')",1.5194424,1.3157203,0.0477676,-0.2173315,0.2650991
79,-1.3151896,-1.1778762,"('wavering', 'unwavering')",-0.80762774,-0.76628625,-1.0614086,-0.9720812,-0.0893274
38,-1.2524753,-1.1910088,"('untruthful', 'truthful')",-0.17442241,-0.182871,-0.7134488,-0.6869399,-0.0265089
57,-1.2401931,-1.0623499,"('unimaginative', 'imaginative')",-2.8684127,-2.7574034,-2.0543029,-1.9098766,-0.1444263
45,-1.2345012,-1.0285399,"('incompetent', 'competent')",-0.16002934,0.12800315,-0.6972653,-0.4502684,-0.2469969
9,-1.1948183,-1.418226,"('unaffectionate', 'caring')",0.7688469,0.6249007,-0.2129857,-0.3966627,0.183677
53,-1.1939055,-1.3921868,"('uncreative', 'creative')",0.3498896,0.2900261,-0.4220079,-0.5510803,0.1290724
59,-1.1240158,-1.0153322,"('foolish', 'wise')",-0.19686694,-0.25976783,-0.6604414,-0.63755,-0.0228914
52,-1.1056671,-1.213161,"('irrational', 'rational')",-0.019998152,-0.18895397,-0.5628327,-0.7010575,0.1382248
63,-1.0421076,-0.81828713,"('unperceptive', 'insightful')",0.39003915,0.58758986,-0.3260342,-0.1153486,-0.2106856
66,-1.0377091,-0.83856964,"('inactive', 'active')",0.13630322,0.17251909,-0.450703,-0.3330253,-0.1176777
12,-1.0127009,-0.9062884,"('unsupportive', 'supportive')",-2.2677398,-2.1275904,-1.6402204,-1.5169394,-0.123281
31,-0.97468543,-1.0359682,"('evil', 'good')",-0.74272835,-0.86197335,-0.8587069,-0.9489708,0.0902639
8,-0.96450937,-1.3917449,"('unaffectionate', 'affectionate')",0.5604812,0.19809286,-0.2020141,-0.596826,0.3948119
43,-0.88880175,-0.66873825,"('irresponsible', 'responsible')",-0.12498149,0.19576605,-0.5068916,-0.2364861,-0.2704055
85,-0.8856792,-1.1843181,"('insignificant', 'prestigious')",0.35028726,-0.035867307,-0.267696,-0.6100927,0.3423967
51,-0.8463256,-0.8137294,"('uneducated', 'educated')",0.588744,0.79140574,-0.1287908,-0.0111618,-0.117629
54,-0.8276384,-0.9813357,"('incapable', 'capable')",0.34048477,0.23327187,-0.2435768,-0.3740319,0.1304551
73,0.81564766,0.9303759,"('helpless', 'self-reliant')",-3.212966,-3.4147544,-1.1986592,-1.2421893,0.0435301
10,-0.74636316,-0.719236,"('unsympathetic', 'sympathetic')",-0.69904935,-0.43254375,-0.7227063,-0.5758899,-0.1468164
36,-0.74500585,-1.0002992,"('hostile', 'amicable')",-0.08316272,-0.43856105,-0.4140843,-0.7194301,0.3053458
88,-0.73631316,-0.69171184,"('low', 'eminent')",-0.18205541,-0.218828,-0.4591843,-0.4552699,-0.0039144
0,-0.73096955,-0.49942753,"('unsociable', 'sociable')",-0.102722004,0.24448204,-0.4168458,-0.1274727,-0.2893731
74,-0.6753406,-0.5288288,"('undedicated', 'dedicated')",-0.28965598,-0.11924989,-0.4824983,-0.3240393,-0.158459
18,-0.6741543,-0.7306843,"('disagreeable', 'welcoming')",-0.36343133,-0.48580462,-0.5187928,-0.6082444,0.0894516
76,0.66500235,0.83399403,"('anxious', 'daring')",-0.32185942,-0.2179425,0.1715715,0.3080258,-0.1364543
47,-0.6539999,-0.46478286,"('stupid', 'smart')",4.916885,5.147601,2.1314425,2.3414092,-0.2099667
