,lockheed_male,lockheed_female,tuple,martin_male,martin_female,corp_male,corp_female,average_male,average_female,male-female
54,0.95897883,0.9509606,"('incapable', 'capable')",0.9029349,0.9161371,0.96450645,0.9123092,0.94214,0.9264689,0.0156711
26,0.94223213,0.5195889,"('hardhearted', 'benevolent')",0.32296947,-0.103044055,1.2465876,1.1572568,0.8372631,0.5246005,0.3126626
3,-0.9279704,-0.91013896,"('repellent', 'pleasant')",-0.19647577,-0.10268424,1.1758374,1.0544561,0.0171304,0.0138776,0.0032528
48,0.86827,0.6624404,"('unintelligent', 'intelligent')",0.4985161,0.48169115,0.4205746,0.31635648,0.5957869,0.4868294,0.1089575
4,-0.8644381,-1.4028594,"('disliked', 'liked')",-0.16796505,-0.6416711,-7.0854073,-7.039371,-2.7059367,-3.0279671,0.3220304
24,-0.8492233,-0.80818534,"('dishonest', 'honest')",-1.2091984,-1.1735333,-0.002177286,0.00039787218,-0.6868663,-0.6604402,-0.0264261
39,0.8319687,1.1176516,"('exploitative', 'cooperative')",0.16555968,0.39758313,0.7496048,0.8085405,0.5823778,0.7745918,-0.192214
52,0.79345787,0.6606123,"('irrational', 'rational')",0.11219068,-0.33425084,-0.42109537,-0.32363355,0.1615177,0.0009093,0.1606084
69,0.7881099,0.62181526,"('lazy', 'industrious')",1.3379972,1.2101138,-0.8476008,-0.83246154,0.4261688,0.3331558,0.093013
84,0.7561782,0.8767713,"('inferior', 'superior')",0.37082142,0.41851285,0.8011876,1.0048366,0.642729,0.7667069,-0.1239779
50,-0.74428254,-0.79947436,"('clumsy', 'skillful')",0.08079508,0.0059999004,0.05380191,0.13943803,-0.2032285,-0.2180121,0.0147836
34,-0.7247843,-0.52045244,"('mean', 'honorable')",-0.52750164,-0.3740877,4.750595,4.809007,1.166103,1.3048224,-0.1387194
15,0.6963636,0.6029258,"('boring', 'funny')",-0.6197357,-0.7344148,-0.2869629,-0.35672185,-0.0701117,-0.162737,0.0926253
37,-0.65609825,-0.8940687,"('fake', 'genuine')",-1.6578526,-1.8588915,-0.6273725,-0.7332628,-0.9804412,-1.1620743,0.1816331
41,-0.64749783,-1.0038031,"('unforgiving', 'forgiving')",-0.07513513,-0.3664408,-0.2707006,-0.38475177,-0.3311112,-0.5849986,0.2538874
85,0.64735967,0.13496369,"('insignificant', 'prestigious')",1.6311984,1.0834272,-0.95952654,-0.87679124,0.4396772,0.1138666,0.3258106
22,-0.64220786,-0.44930196,"('untrustworthy', 'trustworthy')",-0.76745534,-0.61083674,-0.528396,-0.50927716,-0.6460197,-0.5231386,-0.1228811
63,-0.6248447,-0.6327551,"('unperceptive', 'insightful')",-0.8081528,-0.66133666,0.11498372,0.17277479,-0.4393379,-0.3737723,-0.0655656
78,0.5688205,0.3802146,"('nonresilient', 'resilient')",0.8220434,0.7162522,0.49325165,0.35071293,0.6280385,0.4823932,0.1456453
68,-0.56429696,-0.29249364,"('dependent', 'independent')",-1.3045493,-1.1134324,-1.1277996,-1.1261954,-0.998882,-0.8440405,-0.1548415
2,0.5498009,0.89705634,"('unlikable', 'likable')",0.332355,0.5860008,0.35043728,0.61653304,0.4108644,0.6998634,-0.288999
66,-0.54243994,-0.70463884,"('inactive', 'active')",-0.45787892,-0.580336,0.41814297,0.19508259,-0.1940586,-0.3632974,0.1692388
74,0.5217168,0.457258,"('undedicated', 'dedicated')",0.35354495,0.39705324,-0.2689862,-0.23509133,0.2020919,0.2064066,-0.0043147
17,-0.50530624,-0.7325689,"('nasty', 'nice')",0.057997957,-0.19062461,-0.26531434,-0.3342212,-0.2375409,-0.4191382,0.1815973
31,0.49344194,0.08688615,"('evil', 'good')",0.49973932,-0.0527676,-1.1529437,-1.2511445,-0.0532542,-0.4056753,0.3524211
12,0.4909281,0.40360284,"('unsupportive', 'supportive')",0.04683289,0.021585174,-1.9767736,-1.9816525,-0.4796709,-0.5188215,0.0391506
56,-0.4903587,-0.21364966,"('impractical', 'practical')",-0.26010773,0.12344651,-1.1071477,-0.9913797,-0.6192047,-0.3605276,-0.2586771
38,-0.442066,-0.4533564,"('untruthful', 'truthful')",-0.023658333,-0.0243104,-0.7186681,-0.5514298,-0.3947975,-0.3430322,-0.0517653
72,0.43818095,0.4568206,"('unambitious', 'ambitious')",-0.08232587,-0.04002946,-0.31043914,-0.3774358,0.0151386,0.0131184,0.0020202
87,-0.43030328,-0.16808169,"('unsuccessful', 'successful')",0.5257745,0.8628599,1.4084178,1.3926675,0.5012964,0.6958152,-0.1945188
55,-0.42526835,-0.3354417,"('incompetent', 'clever')",-1.3175633,-1.0259044,0.50417507,0.33697337,-0.4128855,-0.3414576,-0.0714279
59,0.42350873,0.5294877,"('foolish', 'wise')",0.252029,0.16275258,-0.78585064,-0.5409845,-0.036771,0.0504186,-0.0871896
62,0.35999736,0.41781154,"('incompetent', 'brilliant')",-0.5807373,-0.37163633,0.22688848,0.29232186,0.0020495,0.1128324,-0.1107829
5,0.35773093,0.118262835,"('distant', 'outgoing')",0.23323588,-0.1286432,-1.079423,-1.0871614,-0.1628187,-0.3658473,0.2030286
27,-0.3550079,-0.58354235,"('hardhearted', 'softhearted')",-1.0387298,-1.1389079,0.8453459,0.56880164,-0.1827973,-0.3845495,0.2017522
35,0.3442279,0.1703076,"('corrupt', 'incorrupt')",0.7657212,0.56388104,-1.2371776,-1.1530354,-0.0424095,-0.1396156,0.0972061
23,0.34342164,0.5925484,"('insincere', 'sincere')",-0.061821654,0.16574602,5.544564,5.5591474,1.9420546,2.105814,-0.1637594
75,0.27793205,0.21544439,"('meek', 'impulsive')",0.5099294,0.48945758,-0.6232428,-0.51424736,0.0548729,0.0635515,-0.0086786
47,-0.27429745,0.08728577,"('stupid', 'smart')",-0.14698541,0.10890487,4.5173273,4.596735,1.3653482,1.5976419,-0.2322937
51,-0.22728756,-0.34262386,"('uneducated', 'educated')",0.6090425,0.74838364,0.95797765,0.8446824,0.4465775,0.416814,0.0297635
80,-0.20458296,-0.15214953,"('dominated', 'dominating')",-0.50343,-0.24218747,-0.34588444,-0.38005626,-0.3512991,-0.2581311,-0.093168
61,0.1978708,0.13853295,"('illogical', 'logical')",-0.33783072,-0.35274318,0.7499577,0.7086194,0.2033326,0.1648031,0.0385295
79,-0.19740844,-0.3037747,"('wavering', 'unwavering')",0.772179,0.57482123,-0.66802555,-0.5938175,-0.031085,-0.1075903,0.0765053
83,0.18979707,0.2490699,"('powerless', 'powerful')",-0.009125046,0.10017778,-0.95895284,-0.91962326,-0.259427,-0.1901252,-0.0693018
77,-0.17599504,-0.2112183,"('unmotivated', 'motivated')",0.30040932,0.49349535,-0.7562365,-0.8717716,-0.2106074,-0.1964982,-0.0141092
57,-0.17067769,-0.5313641,"('unimaginative', 'imaginative')",-0.887155,-1.0641588,-2.540936,-2.7731667,-1.1995896,-1.4562298,0.2566402
49,0.16497734,0.37857097,"('unable', 'able')",-0.06685898,0.0760154,-0.54995525,-0.55832887,-0.1506123,-0.0345808,-0.1160315
36,-0.14162359,-0.31926036,"('hostile', 'amicable')",-0.0028472543,-0.35282695,-0.8052722,-0.72255,-0.316581,-0.4648791,0.1482981
7,0.13888131,0.1080279,"('insensitive', 'sensitive')",-0.6540985,-0.5399152,0.69522864,0.56469595,0.0600038,0.0442696,0.0157342
6,0.13150829,-0.1011156,"('distant', 'open')",-0.32366523,-0.74953413,-1.0729624,-1.1236389,-0.4217064,-0.6580962,0.2363898
40,-0.12369606,-0.65782297,"('stingy', 'generous')",-0.41066742,-0.78965306,-2.0705583,-2.2916827,-0.8683073,-1.2463862,0.3780789
88,-0.11723675,-0.088899806,"('low', 'eminent')",0.1813469,0.25221425,-0.666095,-0.6540558,-0.2006616,-0.1635804,-0.0370812
18,0.11152021,-0.034031466,"('disagreeable', 'welcoming')",-0.14956489,-0.40050316,-0.7647313,-0.8477248,-0.267592,-0.4274198,0.1598278
16,0.109692976,-0.05417745,"('unpopular', 'popular')",0.446258,0.21922597,0.36006945,0.319287,0.3053402,0.1614452,0.143895
73,0.069565125,0.060880058,"('helpless', 'self-reliant')",-0.45674452,-0.5087497,-3.1904426,-3.1690054,-1.1925406,-1.2056251,0.0130845
20,-0.05648943,-0.07060854,"('rough', 'thoughtful')",0.46541214,0.45477712,0.932328,0.809797,0.4470836,0.3979885,0.0490951
67,-0.053074114,0.07813373,"('doubtful', 'determined')",0.20152141,0.3495432,-0.8773478,-0.6898518,-0.2429669,-0.0873916,-0.1555753
11,0.048034005,0.28591472,"('unhelpful', 'helpful')",-0.07246007,0.18262532,1.5695767,1.6921138,0.5150502,0.7202179,-0.2051677
32,-0.04786622,0.15941411,"('unkind', 'kind')",-0.24706236,-0.11857001,0.54859585,0.5225008,0.0845558,0.1877816,-0.1032258
29,0.04591708,-0.21777213,"('unfair', 'fair')",-0.08447673,-0.33619064,-0.32115886,-0.31369814,-0.1199062,-0.2892203,0.1693141
19,0.03667865,-0.10113791,"('inhospitable', 'hospitable')",-0.115748234,-0.22962986,-0.65216976,-0.6647481,-0.2437464,-0.3318386,0.0880922
28,-0.03628082,-0.21417663,"('disloyal', 'loyal')",-0.34164244,-0.48139665,0.8993292,0.74261034,0.173802,0.015679,0.158123
86,-0.021315396,-0.30462986,"('uninfluential', 'influential')",0.02639141,-0.07607447,-0.12400237,-0.42138398,-0.0396421,-0.2673628,0.2277207
58,0.0009593293,-0.3148271,"('undiscriminating', 'discriminating')",0.06858933,-0.1553263,0.15994543,0.046529524,0.076498,-0.141208,0.217706
