,lockheed_male,lockheed_female,tuple,martin_male,martin_female,corp_male,corp_female,average_male,average_female,male-female
42,-2.2951937,-2.3272924,"('unreliable', 'reliable')",-1.7189299,-1.5931307,-3.1285083,-3.0302052,-2.3808772,-2.3168761,-0.0640011
45,-2.1051137,-2.4378088,"('incompetent', 'competent')",-1.914705,-1.9666783,-0.61050886,-0.6983648,-1.5434426,-1.7009506,0.157508
33,1.827834,1.5479063,"('wrong', 'right')",1.2837148,0.9407135,-0.37727517,-0.45265996,0.9114246,0.6786532,0.2327714
71,1.7018393,1.7039666,"('diffident', 'self-confident')",0.80507606,0.69306195,0.13201591,0.068761736,0.8796438,0.8219301,0.0577137
10,-1.6671083,-1.7058321,"('unsympathetic', 'sympathetic')",-1.4447498,-1.3257629,-0.40325943,-0.58640987,-1.1717059,-1.2060016,0.0342957
14,-1.5881319,-1.4245778,"('antisocial', 'social')",-0.69708467,-0.39462137,0.24851047,0.19235206,-0.6789021,-0.5422824,-0.1366197
25,1.5621868,1.5443728,"('egoistic', 'altruistic')",1.5019937,1.3926594,1.1354802,1.1537464,1.3998868,1.3635928,0.036294
76,-1.4412835,-1.0290016,"('anxious', 'daring')",-1.2508177,-0.8215018,-0.27008766,-0.22699273,-0.9873962,-0.6924987,-0.2948975
13,-1.4254034,-1.1268151,"('impolite', 'polite')",-1.5521353,-1.218555,-1.1112144,-1.0577437,-1.3629176,-1.1343713,-0.2285463
43,-1.4222429,-1.1694189,"('irresponsible', 'responsible')",-2.0064535,-1.6665891,-0.30155918,-0.1882593,-1.2434185,-1.0080891,-0.2353294
0,-1.3875802,-1.3515068,"('unsociable', 'sociable')",-0.8508,-0.7070389,-0.32096127,-0.45223153,-0.8531138,-0.8369257,-0.0161881
70,-1.3185105,-1.3558633,"('lethargic', 'energetic')",-0.92150164,-0.69171655,0.41256586,0.27621526,-0.6091488,-0.5904548,-0.018694
81,-1.3004782,-1.0234385,"('submissive', 'aggressive')",-0.09047713,0.34787035,-0.7318171,-0.74918467,-0.7075908,-0.4749176,-0.2326732
65,-1.2862401,-0.8221045,"('insecure', 'secure')",-1.5196577,-1.1348962,0.12048407,0.21581161,-0.8951379,-0.5803964,-0.3147415
44,-1.2850797,-0.9875247,"('prejudiced', 'unprejudiced')",-1.1286188,-0.9361063,-1.5511634,-1.395492,-1.3216207,-1.1063743,-0.2152464
60,-1.2776971,-1.08461,"('inefficient', 'efficient')",-1.4539845,-1.1313462,-0.22925264,-0.29654896,-0.9869781,-0.8375017,-0.1494764
9,1.2458963,1.0728536,"('unaffectionate', 'caring')",0.91359556,0.618376,0.80804974,0.6571904,0.9891806,0.7828066,0.206374
46,-1.2056531,-1.1143905,"('uncompetitive', 'competitive')",-0.8173326,-0.5192326,-0.7519772,-0.7341664,-0.9249876,-0.7892632,-0.1357244
8,1.1000649,0.7742726,"('unaffectionate', 'affectionate')",0.37384874,0.021282058,0.06445493,-0.04104832,0.5127895,0.2515021,0.2612874
53,1.0934973,0.77162933,"('uncreative', 'creative')",0.126432,-0.03725554,0.159377,-0.0090406425,0.4597687,0.2417777,0.217991
30,-1.0554132,-0.80288506,"('intolerant', 'tolerant')",-0.9889908,-0.7674023,0.058834657,0.08647896,-0.6618565,-0.4946028,-0.1672537
82,-1.043856,-0.7234691,"('poor', 'rich')",-1.2227967,-0.8974681,5.8374124,5.8528476,1.1902533,1.4106369,-0.2203836
64,-1.0415502,-1.0685059,"('shy', 'confident')",-1.0309887,-0.96478117,-5.9730067,-5.7755375,-2.6818485,-2.6029415,-0.078907
1,1.0070097,0.5110842,"('unfriendly', 'friendly')",0.5855098,0.0035218075,0.5261274,0.41996482,0.7062156,0.3115236,0.394692
21,-0.9988806,-0.7290456,"('immoral', 'moral')",-0.7886307,-0.4051786,-0.46483615,-0.5038385,-0.7507825,-0.5460209,-0.2047616
