,equifax_male,equifax_female,tuple,inc_male,inc_female,average_male,average_female,male-female
6,-0.6779584,-0.6958146,"('distant', 'open')",0.5463963,0.7093917,-0.0657811,0.0067886,-0.0725697
50,0.677426,0.52363235,"('clumsy', 'skillful')",0.39932925,0.19603783,0.5383776,0.3598351,0.1785425
24,-0.65903676,-0.7467986,"('dishonest', 'honest')",0.5634502,0.49252707,-0.0477933,-0.1271358,0.0793425
26,0.6530568,0.3546206,"('hardhearted', 'benevolent')",2.130286,2.057961,1.3916714,1.2062908,0.1853806
40,0.6477675,0.67201716,"('stingy', 'generous')",-1.234266,-1.4099622,-0.2932493,-0.3689725,0.0757232
82,-0.6398106,-0.7339078,"('poor', 'rich')",6.18522,6.1889625,2.7727046,2.7275274,0.0451772
49,-0.60411674,-0.39229766,"('unable', 'able')",-0.32470685,-0.16785356,-0.4644118,-0.2800756,-0.1843362
67,0.5988356,0.5134062,"('doubtful', 'determined')",-0.6253702,-0.7003666,-0.0132673,-0.0934802,0.0802129
59,0.58144414,0.660667,"('foolish', 'wise')",0.36638007,0.51655895,0.4739121,0.588613,-0.1147009
52,-0.5645135,-0.65205157,"('irrational', 'rational')",0.29084408,0.40266627,-0.1368347,-0.1246926,-0.0121421
64,0.52660066,0.69987893,"('shy', 'confident')",-6.6370535,-6.77,-3.0552263,-3.0350604,-0.0201659
41,-0.50675493,-0.5232923,"('unforgiving', 'forgiving')",0.24392541,-0.034494717,-0.1314148,-0.2788935,0.1474787
68,-0.49972495,-0.4133225,"('dependent', 'independent')",-0.50988513,-0.4969419,-0.504805,-0.4551322,-0.0496728
27,-0.49537596,-0.56030566,"('hardhearted', 'softhearted')",1.5199486,1.5240422,0.5122863,0.4818683,0.030418
17,0.49178123,0.40507513,"('nasty', 'nice')",-0.5318243,-0.4470068,-0.0200215,-0.0209658,0.0009443
20,0.49055606,0.51767933,"('rough', 'thoughtful')",1.1732845,1.1447761,0.8319203,0.8312277,0.0006926
42,0.47553313,0.6635079,"('unreliable', 'reliable')",-3.0514948,-3.1175396,-1.2879808,-1.2270159,-0.0609649
54,-0.47536612,-0.48729107,"('incapable', 'capable')",1.2169561,1.390962,0.370795,0.4518355,-0.0810405
70,-0.44094098,-0.3165249,"('lethargic', 'energetic')",0.75968134,0.6177979,0.1593702,0.1506365,0.0087337
78,-0.43257275,-0.569654,"('nonresilient', 'resilient')",0.30553216,0.159015,-0.0635203,-0.2053195,0.1417992
5,-0.42980382,-0.49244672,"('distant', 'outgoing')",0.023176156,0.1544621,-0.2033138,-0.1689923,-0.0343215
51,-0.41345072,-0.61413795,"('uneducated', 'educated')",0.7010527,0.42473486,0.143801,-0.0947015,0.2385025
31,-0.39430216,-0.43693748,"('evil', 'good')",-0.74071306,-0.6533256,-0.5675076,-0.5451316,-0.022376
56,-0.39402717,-0.34358382,"('impractical', 'practical')",-0.5138898,-0.61010903,-0.4539585,-0.4768464,0.0228879
32,-0.37830752,-0.5210818,"('unkind', 'kind')",0.813187,0.7147978,0.2174397,0.096858,0.1205817
84,0.36985838,0.47799113,"('inferior', 'superior')",0.8327882,0.9322035,0.6013233,0.7050973,-0.103774
85,0.356173,0.33937684,"('insignificant', 'prestigious')",0.6452428,0.96937424,0.5007079,0.6543756,-0.1536677
83,-0.35301012,-0.36858374,"('powerless', 'powerful')",-0.91358745,-0.96740663,-0.6332988,-0.6679952,0.0346964
80,0.35157874,0.14917244,"('dominated', 'dominating')",-1.0828393,-1.5259316,-0.3656303,-0.6883796,0.3227493
34,-0.34060386,-0.3630573,"('mean', 'honorable')",5.7634254,5.8999143,2.7114108,2.7684286,-0.0570178
47,0.28086632,0.3598348,"('stupid', 'smart')",5.186099,5.2459326,2.7334826,2.8028836,-0.069401
2,0.26406252,0.38598207,"('unlikable', 'likable')",0.536657,0.55239075,0.4003597,0.4691864,-0.0688267
81,-0.23693305,-0.2320517,"('submissive', 'aggressive')",-0.91344094,-1.1668504,-0.575187,-0.6994511,0.1242641
15,-0.2254116,-0.26189214,"('boring', 'funny')",0.72222096,0.63334113,0.2484047,0.1857245,0.0626802
25,-0.21999162,-0.24089448,"('egoistic', 'altruistic')",1.7309226,1.8266236,0.7554655,0.7928646,-0.0373991
79,-0.20511422,-0.46119893,"('wavering', 'unwavering')",0.19557579,0.15458526,-0.0047692,-0.1533068,0.1485376
14,0.20032918,0.2911857,"('antisocial', 'social')",-0.4028952,-0.5625116,-0.101283,-0.135663,0.03438
66,-0.19859904,-0.32380188,"('inactive', 'active')",1.014608,0.97482395,0.4080045,0.325511,0.0824935
75,0.18135297,0.15895966,"('meek', 'impulsive')",-0.07159361,-0.18441224,0.0548797,-0.0127263,0.067606
33,0.15963054,0.074086055,"('wrong', 'right')",-0.32711968,-0.3116104,-0.0837446,-0.1187622,0.0350176
88,0.13922183,-0.08258976,"('low', 'eminent')",0.3677417,0.19985834,0.2534818,0.0586343,0.1948475
22,-0.13536952,0.016575944,"('untrustworthy', 'trustworthy')",-0.7322417,-0.85303503,-0.4338056,-0.4182296,-0.015576
16,-0.1285228,-0.113966614,"('unpopular', 'popular')",0.28443438,0.2725213,0.0779558,0.0792773,-0.0013215
74,-0.09445527,-0.09025082,"('undedicated', 'dedicated')",0.23699939,0.1145911,0.0712721,0.0121701,0.059102
71,0.080314726,0.038079046,"('diffident', 'self-confident')",0.48576653,0.505733,0.2830406,0.271906,0.0111346
30,-0.07564597,0.111508176,"('intolerant', 'tolerant')",1.0312246,1.0011556,0.4777893,0.5563319,-0.0785426
37,0.064149395,0.034962084,"('fake', 'genuine')",0.6589397,0.6275513,0.3615445,0.3312567,0.0302878
36,-0.055567775,-0.09864339,"('hostile', 'amicable')",0.34715164,0.4835996,0.1457919,0.1924781,-0.0466862
76,0.028500345,0.26318592,"('anxious', 'daring')",-0.015591383,0.09735362,0.0064545,0.1802698,-0.1738153
29,0.014835362,-0.019340385,"('unfair', 'fair')",-0.25373435,-0.24040648,-0.1194495,-0.1298734,0.0104239
