,colgate_male,colgate_female,tuple,palmolive_male,palmolive_female,co_male,co_female,average_male,average_female,male-female
70,-0.92365026,-0.82187563,"('lethargic', 'energetic')",-0.7490224,-0.7028818,0.45602965,0.5137809,-0.4055477,-0.3369922,-0.0685555
66,0.9213457,0.8381833,"('inactive', 'active')",0.40277,0.28118253,0.5822196,0.4402932,0.6354451,0.5198863,0.1155588
9,-0.8884629,-1.118782,"('unaffectionate', 'caring')",-0.66365546,-0.7388808,0.7207914,0.8727952,-0.277109,-0.3282892,0.0511802
21,-0.853029,-0.7125271,"('immoral', 'moral')",-0.767646,-0.75203085,-0.6077573,-0.6224735,-0.7428108,-0.6956771,-0.0471337
72,-0.85263306,-0.8442596,"('unambitious', 'ambitious')",-1.2951167,-1.254747,-0.6734419,-0.44010958,-0.9403972,-0.846372,-0.0940252
78,-0.84767324,-0.7655741,"('nonresilient', 'resilient')",-0.07524155,-0.029050691,-0.032435287,-0.18586698,-0.31845,-0.3268306,0.0083806
80,0.83211017,1.067036,"('dominated', 'dominating')",0.19309635,0.21853808,-0.51509225,-0.51098025,0.1700381,0.2581979,-0.0881598
12,-0.8300705,-0.94884795,"('unsupportive', 'supportive')",-1.1858928,-1.2354101,-1.9602355,-2.003943,-1.3253996,-1.396067,0.0706674
27,-0.8286,-0.8321149,"('hardhearted', 'softhearted')",-0.34731153,-0.3366677,0.54390746,0.58808535,-0.210668,-0.1935657,-0.0171023
39,0.8167224,0.9272484,"('exploitative', 'cooperative')",-0.17362025,-0.20624648,0.6126121,0.6434935,0.4185714,0.4548318,-0.0362604
8,-0.8035925,-1.0559628,"('unaffectionate', 'affectionate')",-0.41887695,-0.46846163,-0.024465762,0.1941435,-0.4156451,-0.443427,0.0277819
84,0.78355753,0.75214213,"('inferior', 'superior')",0.94734454,0.97987664,0.5339019,0.45927444,0.7549346,0.7304311,0.0245035
53,-0.77445835,-0.82240486,"('uncreative', 'creative')",-0.8389097,-0.9442762,0.67821705,0.58253783,-0.311717,-0.3947144,0.0829974
11,-0.76647276,-0.82832307,"('unhelpful', 'helpful')",-1.9233515,-1.9318724,2.0258741,2.1197724,-0.2213167,-0.2134744,-0.0078423
58,-0.7503512,-0.8725879,"('undiscriminating', 'discriminating')",-1.0913917,-1.1680014,0.2849102,0.1359202,-0.5189442,-0.6348897,0.1159455
73,0.7399197,0.7042952,"('helpless', 'self-reliant')",0.5206567,0.52916896,-3.0658298,-3.0342262,-0.6017511,-0.600254,-0.0014971
59,0.71007645,0.61210996,"('foolish', 'wise')",0.5366227,0.522107,-0.0324208,0.005635131,0.4047594,0.3799507,0.0248087
32,-0.70351684,-0.62596726,"('unkind', 'kind')",-0.11857334,-0.080770746,1.0067685,1.0551373,0.0615594,0.1161331,-0.0545737
3,-0.7012222,-0.62830293,"('repellent', 'pleasant')",-1.3565445,-1.3439337,0.5072622,0.5068241,-0.5168348,-0.4884709,-0.0283639
54,-0.69605327,-0.8164757,"('incapable', 'capable')",0.86368245,0.8259859,0.25468957,0.3810412,0.1407729,0.1301838,0.0105891
45,-0.6953414,-0.6547583,"('incompetent', 'competent')",-0.3414079,-0.30412394,-0.07599841,-0.04494183,-0.3709159,-0.334608,-0.0363079
81,-0.66242754,-0.5604767,"('submissive', 'aggressive')",-0.7353687,-0.78576905,-0.7312621,-0.6914324,-0.7096861,-0.6792261,-0.03046
65,-0.65289044,-0.55738753,"('insecure', 'secure')",-1.138907,-1.1002039,0.43949455,0.5348908,-0.4507676,-0.3742335,-0.0765341
37,0.64196664,0.73466337,"('fake', 'genuine')",0.32227287,0.36273885,-0.04539763,0.05753814,0.3062806,0.3849801,-0.0786995
75,0.6322752,0.5787598,"('meek', 'impulsive')",0.7429114,0.7651089,-0.6463913,-0.62431306,0.2429318,0.2398519,0.0030799
60,-0.6095007,-0.40316862,"('inefficient', 'efficient')",-0.7499274,-0.67991585,0.33501384,0.4899918,-0.3414714,-0.1976976,-0.1437738
77,-0.60782987,-0.4492156,"('unmotivated', 'motivated')",-1.3394661,-1.3553399,-0.974152,-1.0361981,-0.973816,-0.9469179,-0.0268981
42,0.60174614,0.6553168,"('unreliable', 'reliable')",0.50490546,0.48692614,-2.5240781,-2.6442297,-0.4724755,-0.5006622,0.0281867
7,-0.6016265,-0.5623619,"('insensitive', 'sensitive')",-0.74443984,-0.76769394,-0.0352427,-0.005696576,-0.4604363,-0.4452508,-0.0151855
47,-0.5363637,-0.53665775,"('stupid', 'smart')",0.13226612,0.1715044,5.077843,5.3018394,1.5579152,1.645562,-0.0876468
71,0.532151,0.54427284,"('diffident', 'self-confident')",0.9184221,0.9032854,0.36677316,0.4444176,0.6057821,0.6306586,-0.0248765
30,-0.52812135,-0.6573749,"('intolerant', 'tolerant')",-0.3947759,-0.47762546,0.6384234,0.64041615,-0.0948246,-0.1648614,0.0700368
56,-0.51114357,-0.49381214,"('impractical', 'practical')",-0.39216945,-0.41945457,-0.0835891,-0.013744488,-0.3289674,-0.3090037,-0.0199637
87,0.4907375,0.51079416,"('unsuccessful', 'successful')",0.5523065,0.47627813,0.5758236,0.4651153,0.5396225,0.4840625,0.05556
82,-0.4820434,-0.4720149,"('poor', 'rich')",-0.37666044,-0.33631545,5.5463877,5.7748694,1.5625614,1.655513,-0.0929516
88,-0.47195667,-0.580686,"('low', 'eminent')",-0.13702428,-0.25325236,-0.50120175,-0.5579651,-0.3700609,-0.4639678,0.0939069
62,-0.4702689,-0.42920455,"('incompetent', 'brilliant')",-0.3903381,-0.40137482,0.19476211,0.29869553,-0.2219483,-0.1772946,-0.0446537
49,-0.4475813,-0.4560621,"('unable', 'able')",0.09900958,0.10419929,-0.43480307,-0.30716056,-0.2611249,-0.2196745,-0.0414504
5,0.43735567,0.3051589,"('distant', 'outgoing')",0.8142512,0.78944814,-0.37132573,-0.30894643,0.293427,0.2618869,0.0315401
2,0.435832,0.384261,"('unlikable', 'likable')",0.7056839,0.6525979,1.0569173,1.010079,0.7328111,0.6823126,0.0504985
16,-0.42660707,-0.48645344,"('unpopular', 'popular')",0.625109,0.5997499,0.39168477,0.2730149,0.1967289,0.1287705,0.0679584
25,0.42348778,0.46993017,"('egoistic', 'altruistic')",0.90969574,0.9167772,1.0944064,1.0485356,0.8091966,0.8117476,-0.002551
33,0.4112791,0.2570936,"('wrong', 'right')",1.4305681,1.3477701,-0.72426313,-0.74072075,0.372528,0.2880476,0.0844804
24,-0.38592854,-0.41442296,"('dishonest', 'honest')",-0.83869785,-0.7896735,0.6950293,0.91820204,-0.1765324,-0.0952981,-0.0812343
85,0.3844005,0.19543576,"('insignificant', 'prestigious')",1.0752778,1.0060503,-0.6131311,-0.702584,0.2821824,0.1663007,0.1158817
26,0.38288385,0.30665022,"('hardhearted', 'benevolent')",-0.009534924,0.0070802374,1.4095746,1.3747277,0.5943079,0.5628194,0.0314885
52,-0.38189536,-0.48178104,"('irrational', 'rational')",0.20072901,0.16531624,-0.45404753,-0.43603006,-0.211738,-0.2508316,0.0390936
55,-0.37979868,-0.2580144,"('incompetent', 'clever')",-0.228045,-0.2552064,0.7128281,0.7253692,0.0349948,0.0707161,-0.0357213
14,-0.37946838,-0.23496726,"('antisocial', 'social')",-0.05580554,-0.029223595,0.078685716,0.14123648,-0.1188627,-0.0409848,-0.0778779
74,-0.35760406,-0.4343966,"('undedicated', 'dedicated')",-0.30907694,-0.31854784,0.19372791,0.06787291,-0.157651,-0.2283572,0.0707062
40,-0.267406,-0.23344333,"('stingy', 'generous')",0.16261433,0.22879325,-2.3124824,-2.3419287,-0.805758,-0.7821929,-0.0235651
68,-0.25421572,-0.2141462,"('dependent', 'independent')",-0.9412839,-0.9894873,-1.4070697,-1.4783796,-0.8675231,-0.8940043,0.0264812
6,0.25128108,0.101475306,"('distant', 'open')",1.1555743,1.1072347,-0.32362247,-0.2767668,0.3610776,0.3106478,0.0504298
29,0.22653508,0.22459453,"('unfair', 'fair')",0.6002289,0.593456,-0.608251,-0.607458,0.0728377,0.0701975,0.0026402
50,-0.2256744,-0.21405971,"('clumsy', 'skillful')",0.8730714,0.89652175,-0.14032774,-0.12983412,0.1690231,0.1842093,-0.0151862
83,-0.20679079,-0.18086493,"('powerless', 'powerful')",0.028640682,0.021069165,-1.2378552,-1.1309549,-0.4720018,-0.4302502,-0.0417516
61,-0.2063542,-0.30460525,"('illogical', 'logical')",-0.4487788,-0.54550004,0.15146817,0.04493487,-0.1678883,-0.2683901,0.1005018
36,0.17349723,0.033324152,"('hostile', 'amicable')",0.27894238,0.29570648,-0.4678074,-0.47754574,-0.0051226,-0.049505,0.0443824
67,-0.16804355,-0.15775311,"('doubtful', 'determined')",0.31540585,0.26864713,-0.4148942,-0.34572688,-0.0891773,-0.0782776,-0.0108997
31,-0.14873497,-0.42678028,"('evil', 'good')",-0.01472215,-0.040642157,-1.0738281,-1.1456809,-0.4124284,-0.5377011,0.1252727
76,-0.13806494,0.07169929,"('anxious', 'daring')",-0.04658831,-0.0178795,-0.18525176,-0.10363853,-0.1233017,-0.0166062,-0.1066955
20,-0.10030036,-0.07144275,"('rough', 'thoughtful')",-0.040489122,0.00032169372,0.53769946,0.5826156,0.1323033,0.1704982,-0.0381949
18,-0.09347078,-0.072411485,"('disagreeable', 'welcoming')",0.25678152,0.19042853,-0.87456995,-0.8772658,-0.2370864,-0.2530829,0.0159965
79,0.091835625,-0.031017296,"('wavering', 'unwavering')",0.18832433,0.1942355,-0.9959611,-0.9040771,-0.2386004,-0.246953,0.0083526
34,-0.086633146,-0.12018822,"('mean', 'honorable')",-0.6842617,-0.65472895,4.9910874,5.1758833,1.4067308,1.4669887,-0.0602579
19,-0.07850188,-0.17099544,"('inhospitable', 'hospitable')",-0.7645052,-0.8059706,-0.6214374,-0.5932015,-0.4881481,-0.5233892,0.0352411
17,-0.074349925,-0.046038367,"('nasty', 'nice')",0.14699364,0.14243245,-0.4420424,-0.45442876,-0.1231329,-0.1193449,-0.003788
4,-0.07134824,-0.11353932,"('disliked', 'liked')",0.25435016,0.18214153,-6.216254,-6.6019607,-2.0110841,-2.1777862,0.1667021
64,-0.031541474,-0.023011073,"('shy', 'confident')",0.26306763,0.18453266,-5.0991263,-5.2811937,-1.6225333,-1.7065574,0.0840241
22,0.009614481,0.1284545,"('untrustworthy', 'trustworthy')",-0.29953825,-0.20346868,-0.41982535,-0.3401318,-0.236583,-0.138382,-0.098201
15,-0.0025090575,-0.09869939,"('boring', 'funny')",0.6235375,0.58517915,0.46504408,0.46043426,0.3620241,0.315638,0.0463861
