,teradata_male,teradata_female,tuple,corp_male,corp_female,de_male,de_female,average_male,average_female,male-female
86,-2.54578,-1.7967317,"('uninfluential', 'influential')",-0.16227514,-0.07175913,-0.16585131,-0.0807182,-0.9579688,-0.6497363,-0.3082325
10,-2.26074,-1.7228369,"('unsympathetic', 'sympathetic')",-0.27990502,-0.16016948,0.15518785,0.43752328,-0.7951524,-0.4818277,-0.3133247
53,-2.149849,-1.1823438,"('uncreative', 'creative')",-0.66897494,-0.72368526,0.7592174,0.79335,-0.6865355,-0.370893,-0.3156425
23,-2.0367038,-1.5648217,"('insincere', 'sincere')",0.31922212,0.46737257,6.6207843,6.4153137,1.6344342,1.7726215,-0.1381873
0,-1.7812223,-1.6504004,"('unsociable', 'sociable')",0.89763796,0.9015286,-0.078311324,-0.11472726,-0.3206319,-0.2878664,-0.0327655
9,-1.7345723,-1.0601046,"('unaffectionate', 'caring')",-0.2205438,-0.17545965,1.0822246,0.86808395,-0.2909638,-0.1224934,-0.1684704
1,-1.7281275,-0.96175903,"('unfriendly', 'friendly')",-0.43359172,-0.52428466,1.2023013,0.9432305,-0.319806,-0.1809377,-0.1388683
57,-1.6316918,-0.9990417,"('unimaginative', 'imaginative')",0.10830806,0.12979871,-2.6055882,-2.44772,-1.376324,-1.1056543,-0.2706697
28,-1.5096086,-1.123022,"('disloyal', 'loyal')",0.19497547,0.1828744,0.65368396,0.6404675,-0.2203164,-0.0998934,-0.120423
45,-1.4368124,-1.2003696,"('incompetent', 'competent')",0.6971148,0.6946608,-0.33872828,-0.17882048,-0.3594753,-0.2281764,-0.1312989
19,-1.3796576,-0.65643334,"('inhospitable', 'hospitable')",-1.2786114,-1.2028705,-0.86390495,-0.43655908,-1.174058,-0.7652876,-0.4087704
73,1.2893765,1.422404,"('helpless', 'self-reliant')",1.2452456,1.2460955,-3.8664706,-3.685387,-0.4439495,-0.3389625,-0.104987
43,-1.2608148,-1.0596732,"('irresponsible', 'responsible')",0.58793426,0.6478844,0.88233364,1.0868772,0.0698177,0.2250295,-0.1552118
7,-1.2286568,-1.0093498,"('insensitive', 'sensitive')",0.26794177,0.4549515,0.587633,0.49436295,-0.1243607,-0.0200118,-0.1043489
77,-1.2165455,-1.061113,"('unmotivated', 'motivated')",0.17315052,0.42670032,-0.629726,-0.2792815,-0.557707,-0.3045647,-0.2531423
12,-1.103159,-0.50110704,"('unsupportive', 'supportive')",0.20387785,0.47085547,-1.8444138,-1.7464411,-0.9145649,-0.5922309,-0.322334
44,1.0933626,0.47157937,"('prejudiced', 'unprejudiced')",-0.00027076527,-0.14812842,-0.79458797,-1.052734,0.0995013,-0.2430944,0.3425957
24,-1.0880817,-0.73538595,"('dishonest', 'honest')",0.037064515,0.118983,1.1169485,1.252693,0.0219771,0.2120967,-0.1901196
11,-1.0857264,-0.6054802,"('unhelpful', 'helpful')",1.0579628,1.3401428,2.412558,2.418453,0.7949315,1.0510386,-0.2561071
63,-1.0844214,-0.6180494,"('unperceptive', 'insightful')",0.48132187,0.55012035,1.3451651,1.5343957,0.2473552,0.4888222,-0.241467
87,-1.0813875,-1.0897441,"('unsuccessful', 'successful')",1.0679753,1.050662,0.6564272,0.64885676,0.2143383,0.2032582,0.0110801
66,-1.0276512,-0.98612857,"('inactive', 'active')",-1.81376,-1.8889706,-0.07367561,-0.39850467,-0.9716956,-1.0912013,0.1195057
32,-1.0036653,-0.24368955,"('unkind', 'kind')",0.9225159,1.3540269,1.2403724,1.5501108,0.3864077,0.886816,-0.5004083
61,-0.9758473,-0.84325576,"('illogical', 'logical')",0.3608952,0.40906698,0.35107893,0.38802785,-0.0879577,-0.015387,-0.0725707
51,-0.959489,-0.41338125,"('uneducated', 'educated')",0.3432668,0.51919204,0.8504119,1.0789126,0.0780632,0.3949078,-0.3168446
38,-0.89138675,-0.12412234,"('untruthful', 'truthful')",-0.6035147,-0.34910524,0.90972155,1.3458575,-0.19506,0.2908766,-0.4859366
48,-0.8834497,-0.8108831,"('unintelligent', 'intelligent')",1.1255132,1.1143785,0.6576325,0.6120284,0.2998987,0.3051746,-0.0052759
