,jacobs_male,jacobs_female,tuple,engineering_male,engineering_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
56,2.4763443,2.946858,"('impractical', 'practical')",1.2663834,1.6165786,0.46402323,1.3000933,0.085326515,0.47609383,1.0730194,1.5849059,-0.5118865
39,2.219465,2.0821602,"('exploitative', 'cooperative')",0.027016008,0.05968507,1.6286548,1.9774458,-0.049698308,0.1170679,0.9563594,1.0590898,-0.1027304
31,-1.9550802,-1.9510368,"('evil', 'good')",-0.4705106,-0.5207417,-1.254062,-1.8643517,-1.1712714,-1.2960458,-1.212731,-1.408044,0.195313
12,1.8875972,1.5864446,"('unsupportive', 'supportive')",0.84736764,0.58462405,1.1552932,0.5521371,-1.2752867,-1.5386928,0.6537428,0.2961282,0.3576146
16,-1.7235175,-1.9310939,"('unpopular', 'popular')",-0.3647365,-0.48602217,-0.054714583,-0.27498448,0.5838218,0.56421924,-0.3897867,-0.5319703,0.1421836
23,1.7075022,1.7581409,"('insincere', 'sincere')",0.09137124,-0.051289186,0.29734084,0.56837445,5.798771,6.127157,1.9737463,2.100596,-0.1268497
4,-1.6911378,-1.1224002,"('disliked', 'liked')",-0.17915352,-0.04317321,-0.3951301,-0.36724567,-6.389465,-6.327099,-2.1637216,-1.9649794,-0.1987422
43,1.6798605,1.3432468,"('irresponsible', 'responsible')",0.57897186,0.35193077,0.6420248,0.68026704,0.75447905,0.7834384,0.9138341,0.7897208,0.1241133
77,1.621738,0.833802,"('unmotivated', 'motivated')",0.10349824,-0.21370915,0.56221145,0.23063278,-0.8320537,-0.9867121,0.3638485,-0.0339966,0.3978451
60,1.5573412,1.6430866,"('inefficient', 'efficient')",0.33054674,0.31908607,1.3348119,1.6229893,0.087686025,0.2801211,0.8275965,0.9663208,-0.1387243
46,1.5155754,0.9263082,"('uncompetitive', 'competitive')",0.21304387,-0.13566926,1.5937407,1.6182846,-0.4854248,-0.6004776,0.7092338,0.4521115,0.2571223
