,hartford_male,hartford_female,tuple,financial_male,financial_female,svcs_male,svcs_female,grp_male,grp_female,inc_male,inc_female,average_male,average_female,male-female
39,2.9160953,2.7478344,"('exploitative', 'cooperative')",1.3106294,1.2223912,1.939202,1.8382399,1.4901245,1.409221,0.47877976,0.3977848,1.6269661,1.5230944,0.1038717
71,2.2812555,2.285834,"('diffident', 'self-confident')",1.9262191,1.888109,-0.60301495,-0.54643005,-0.6065236,-0.65869266,0.36814493,0.40425128,0.6732162,0.6746143,-0.0013981
26,2.1516418,1.9658762,"('hardhearted', 'benevolent')",0.64518243,0.40351716,-0.7018084,-0.81028503,-0.40677658,-0.6235915,1.3785678,1.3208852,0.6133614,0.4512804,0.162081
7,2.0790257,2.1486523,"('insensitive', 'sensitive')",1.2775003,1.2765491,0.5420711,0.6114854,1.0025576,0.9388364,1.1300532,1.259764,1.2062415,1.2470575,-0.040816
74,1.9489206,2.0696425,"('undedicated', 'dedicated')",0.89835644,0.9396969,1.1363506,1.1123796,0.8932456,0.8829854,1.0085926,1.0635928,1.1770932,1.2136595,-0.0365663
40,1.7748766,1.8150198,"('stingy', 'generous')",1.0633137,1.1870073,0.21709986,0.15212877,-0.1897811,-0.24355906,-1.0173209,-1.193225,0.3696376,0.3434743,0.0261633
65,1.7166893,1.6999283,"('insecure', 'secure')",0.7266882,0.69196916,0.91133314,0.9156138,1.5777327,1.517498,0.46370882,0.5099772,1.0792304,1.0669973,0.0122331
20,1.6718698,1.5725912,"('rough', 'thoughtful')",0.25527593,0.14014022,0.33617204,0.18887326,0.3599519,0.10036287,0.87160814,0.8644483,0.6989756,0.5732831,0.1256925
24,1.5678642,1.6302083,"('dishonest', 'honest')",0.79456216,0.78360254,0.062506095,0.06042745,0.45435372,0.3609145,1.0739195,1.198951,0.7906412,0.8068207,-0.0161795
16,-1.5134219,-1.3464987,"('unpopular', 'popular')",-0.97799647,-0.92933077,-1.3594737,-1.1640829,-1.2259256,-0.9837097,-0.040015724,0.09074123,-1.0233666,-0.8665762,-0.1567904
60,1.5113508,1.6028605,"('inefficient', 'efficient')",1.5289863,1.5788782,1.2755977,1.3351065,2.214497,2.164822,0.50824326,0.83642673,1.407735,1.5036188,-0.0958838
