,rowan_male,rowan_female,tuple,companies_male,companies_female,plc_male,plc_female,average_male,average_female,male-female
59,-3.5949485,-3.5206094,"('foolish', 'wise')",-1.1040539,-1.1725093,0.13507085,0.07418454,-1.5213105,-1.5396447,0.0183342
13,3.5464091,3.541573,"('impolite', 'polite')",0.9988191,1.2135762,-0.42667168,-0.26567495,1.3728522,1.4964914,-0.1236392
79,-3.4456196,-3.1858582,"('wavering', 'unwavering')",-1.1562113,-1.248389,0.33101168,0.2903254,-1.4236064,-1.3813073,-0.0422991
21,3.2433293,3.0990593,"('immoral', 'moral')",0.7161506,0.7440599,-1.4334866,-1.2534657,0.8419978,0.8632178,-0.02122
0,3.0940075,2.768661,"('unsociable', 'sociable')",1.208889,0.85838187,-0.59986156,-0.5834943,1.234345,1.0145162,0.2198288
23,3.082056,3.0419197,"('insincere', 'sincere')",0.42529652,0.52776074,5.075352,4.587867,2.8609015,2.7191823,0.1417192
51,3.0046237,2.9459481,"('uneducated', 'educated')",0.41986898,0.22094059,0.025356742,0.0049462747,1.1499498,1.0572783,0.0926715
4,-2.9967663,-2.8643827,"('disliked', 'liked')",0.3380858,0.23340401,-4.984417,-4.1742606,-2.5476991,-2.2684132,-0.2792859
16,-2.987482,-2.828922,"('unpopular', 'popular')",-1.787156,-1.5178121,-0.38783777,-0.2328215,-1.7208254,-1.5265185,-0.1943069
19,-2.976283,-2.8420877,"('inhospitable', 'hospitable')",-1.3023776,-1.3467284,0.034028433,-0.1499674,-1.4148774,-1.4462611,0.0313837
57,2.8425567,2.9522939,"('unimaginative', 'imaginative')",0.82682174,0.8323416,-1.3976754,-0.86305755,0.7572344,0.9738593,-0.2166249
30,2.833931,2.7549489,"('intolerant', 'tolerant')",2.0415912,1.969048,0.56420857,0.49926722,1.8132435,1.7410881,0.0721554
11,2.804892,2.5659633,"('unhelpful', 'helpful')",0.7506769,0.841133,1.5430851,1.4573103,1.6995513,1.6214689,0.0780824
12,2.7482576,2.7181966,"('unsupportive', 'supportive')",1.4602801,1.6212454,-0.93372524,-0.5794761,1.0916041,1.253322,-0.1617179
63,2.7253516,2.5707853,"('unperceptive', 'insightful')",1.2943857,1.5026175,1.18015,1.3789529,1.7332958,1.817452,-0.0841562
39,2.5318913,2.6343157,"('exploitative', 'cooperative')",1.1714345,1.346233,0.6384223,0.6752105,1.4472494,1.5519198,-0.1046704
22,2.474765,2.518441,"('untrustworthy', 'trustworthy')",0.3568279,0.48309714,-0.52266127,-0.38247275,0.7696439,0.8730218,-0.1033779
75,-2.4433987,-2.2372189,"('meek', 'impulsive')",-0.58522934,-0.3841542,-0.6664464,-0.51366657,-1.2316915,-1.0450133,-0.1866782
74,2.3815749,2.3697016,"('undedicated', 'dedicated')",1.244906,1.3819877,1.1455814,1.3499091,1.5906874,1.7005329,-0.1098455
24,2.3595245,2.4722536,"('dishonest', 'honest')",0.1980565,0.22490074,1.1277789,1.0941268,1.2284533,1.2637604,-0.0353071
42,2.2482815,2.155294,"('unreliable', 'reliable')",0.8934958,0.7976982,-1.6361309,-1.2676722,0.5018821,0.5617733,-0.0598912
32,2.219256,2.0183578,"('unkind', 'kind')",0.8076541,0.7385482,0.91447735,0.80253637,1.3137958,1.1864808,0.127315
72,2.1969395,2.3328352,"('unambitious', 'ambitious')",0.76574165,0.7224958,0.9113621,1.023514,1.2913477,1.359615,-0.0682673
87,2.1920462,1.9916128,"('unsuccessful', 'successful')",2.035332,2.1087554,1.7036493,1.8748553,1.9770091,1.9917412,-0.0147321
1,-2.1598754,-2.0065272,"('unfriendly', 'friendly')",-0.47829336,-0.5463526,2.4824946,2.27091,-0.0518914,-0.0939899,0.0420985
48,2.0579627,2.06055,"('unintelligent', 'intelligent')",-0.023109391,-0.13393976,-0.10816606,-0.22190623,0.642229,0.5682347,0.0739943
25,-1.9249454,-1.6812289,"('egoistic', 'altruistic')",0.391264,0.5150367,1.2357653,1.158082,-0.0993054,-0.0027034,-0.096602
64,1.7367433,1.6699421,"('shy', 'confident')",1.4360214,1.4429291,-5.510553,-4.665822,-0.7792627,-0.5176503,-0.2616124
77,1.7244188,1.9875916,"('unmotivated', 'motivated')",0.04272597,0.2027182,-1.3538963,-1.0855056,0.1377495,0.3682681,-0.2305186
44,-1.6793103,-1.6790215,"('prejudiced', 'unprejudiced')",-0.6244793,-0.37071872,-1.7885287,-1.685033,-1.3641062,-1.2449244,-0.1191818
61,1.6090859,1.5507106,"('illogical', 'logical')",0.20407563,0.2566326,0.8765387,0.9130164,0.8965668,0.9067865,-0.0102197
50,-1.6015851,-1.6253885,"('clumsy', 'skillful')",-1.3830594,-1.178916,-0.35099885,-0.36790162,-1.1118811,-1.0574021,-0.054479
29,-1.4320498,-1.5036143,"('unfair', 'fair')",-1.1294181,-1.2943475,-0.5187416,-0.66595995,-1.0267365,-1.1546405,0.127904
47,1.4234179,1.3422567,"('stupid', 'smart')",-0.080093436,0.19940442,5.0309644,4.772477,2.124763,2.1047128,0.0200502
28,1.4231952,1.3176779,"('disloyal', 'loyal')",0.327604,0.09252134,1.0283116,0.9277295,0.9263703,0.7793096,0.1470607
18,-1.3949969,-1.2378417,"('disagreeable', 'welcoming')",-0.8103533,-0.6532199,-0.94404036,-0.9622923,-1.0497968,-0.951118,-0.0986788
68,-1.3939859,-1.1567754,"('dependent', 'independent')",-1.093172,-1.2079262,-1.1238241,-1.1549077,-1.2036606,-1.1732031,-0.0304575
37,1.3638996,1.3008446,"('fake', 'genuine')",-0.21216103,-0.032760702,0.79792994,0.63987947,0.6498895,0.6359878,0.0139017
26,1.3439928,1.3157904,"('hardhearted', 'benevolent')",1.8235276,1.6941881,3.0559409,3.0259554,2.0744871,2.011978,0.0625091
83,1.3179166,1.1849709,"('powerless', 'powerful')",0.27742523,0.28114304,-0.31346592,-0.25385538,0.427292,0.4040862,0.0232058
8,-1.2420784,-1.2262578,"('unaffectionate', 'affectionate')",-0.11707759,-0.018790483,1.4622414,1.2521691,0.0343618,0.0023736,0.0319882
33,-1.1522536,-0.99810165,"('wrong', 'right')",0.007835068,0.008992463,0.24297044,0.2691171,-0.3004827,-0.2399973,-0.0604854
58,1.1503356,1.0611643,"('undiscriminating', 'discriminating')",0.5819992,0.51535255,0.9215082,0.999735,0.8846143,0.8587507,0.0258636
73,-1.0799708,-1.0789684,"('helpless', 'self-reliant')",0.49684933,0.5523652,-2.324233,-2.071785,-0.9691182,-0.8661294,-0.1029888
3,1.0469456,0.9810662,"('repellent', 'pleasant')",0.6502801,0.6085056,-0.22104748,-0.24447572,0.4920594,0.4483654,0.043694
88,1.0102469,0.9589374,"('low', 'eminent')",0.13228837,0.16247186,0.65074915,0.6277216,0.5977615,0.5830437,0.0147178
34,-1.0070378,-0.77021563,"('mean', 'honorable')",-0.0021271892,0.06411664,4.452687,4.2625756,1.1478407,1.1854922,-0.0376515
82,0.9282661,1.0960182,"('poor', 'rich')",-0.037202563,0.25080544,5.340074,5.0942636,2.0770459,2.1470291,-0.0699832
78,0.8918625,0.98822796,"('nonresilient', 'resilient')",0.29983985,0.38081628,0.25128663,0.48107713,0.4809963,0.6167072,-0.1357109
27,-0.8354364,-0.81039083,"('hardhearted', 'softhearted')",-0.04344412,-0.026789354,0.5865033,0.28467593,-0.0974591,-0.1841681,0.086709
20,0.7572096,0.871621,"('rough', 'thoughtful')",-0.5644931,-0.380916,1.0650572,1.0196159,0.4192579,0.5034403,-0.0841824
54,-0.67314243,-0.60241485,"('incapable', 'capable')",-0.36422953,-0.09568081,0.8757556,0.76407385,-0.0538721,0.0219927,-0.0758648
49,-0.63308316,-0.5038258,"('unable', 'able')",-0.65156364,-0.39735505,-0.70718366,-0.46340972,-0.6639434,-0.4548635,-0.2090799
40,0.56796634,0.5504442,"('stingy', 'generous')",0.9596962,0.86753947,-1.3685743,-1.337924,0.0530294,0.0266865,0.0263429
66,-0.48953128,-0.44659823,"('inactive', 'active')",0.20013008,0.33156776,1.1903152,1.2578586,0.3003047,0.3809427,-0.080638
17,-0.44189224,-0.42399168,"('nasty', 'nice')",-0.49998653,-0.58129823,-0.93871933,-0.9984921,-0.626866,-0.6679273,0.0410613
41,0.41802135,0.3088348,"('unforgiving', 'forgiving')",0.01627687,-0.16619945,0.50685877,0.491925,0.313719,0.2115201,0.1021989
38,-0.37930566,-0.3292966,"('untruthful', 'truthful')",0.1818742,0.3413955,0.6682151,0.9273244,0.1569279,0.3131411,-0.1562132
71,-0.33722192,-0.28138173,"('diffident', 'self-confident')",0.40326446,0.40684158,0.6810138,0.6038555,0.2490188,0.2431051,0.0059137
9,0.31466383,0.3052932,"('unaffectionate', 'caring')",0.46132633,0.4541285,1.9158812,1.8098484,0.8972904,0.8564234,0.040867
53,-0.30147424,-0.08775461,"('uncreative', 'creative')",0.11843152,0.4625279,1.286242,1.360769,0.3677331,0.5785141,-0.210781
84,0.22771503,0.40757406,"('inferior', 'superior')",-0.4513063,-0.6587185,0.45889175,0.51188624,0.0784335,0.0869139,-0.0084804
67,0.20522253,0.1632199,"('doubtful', 'determined')",-0.42372325,-0.6239337,-0.8403461,-0.8286235,-0.3529489,-0.4297791,0.0768302
15,-0.20028359,-0.057148844,"('boring', 'funny')",-0.6671571,-0.71182996,-0.021954954,-0.030659225,-0.2964652,-0.266546,-0.0299192
2,-0.0121922195,0.010936722,"('unlikable', 'likable')",0.31557322,0.7441319,0.1542061,0.44060346,0.152529,0.3985574,-0.2460284
